playerid,Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2021 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
15440,Matthew Boyd,SP,L,L,DET,31,5.136,1.369502902,,,0,,,SFG,1,5200000,5200000
5372,Michael Pineda,SP,R,R,MIN,33,9.165,1.318794608,,,0,,,DET,1,5500000,5500000
1943,Zack Greinke,SP,R,R,HOU,38,17.057,1.208608866,,,0,,,KCR,1,13000000,13000000
14078,Michael Wacha,SP,R,R,TBR,30,8.062,1.08742249,,,0,,,BOS,1,7000000,7000000
20633,Yusei Kikuchi,SP,L,L,SEA,31,3,1.077817917,,,0,,,TOR,3,36000000,12000000
9784,Garrett Richards,SP,R,R,BOS,34,9.148,1.077460408,,,0,,,TEX,1,5500000,5500000
15423,Andrew Heaney,SP,L,L,NYY,31,6.15,1.031306863,,,0,,,LAD,1,8500000,8500000
8223,Brett Anderson,SP,L,L,MIL,34,12.135,0.916866243,,,0,,,,,,
6902,Martín Pérez,SP,L,L,BOS,31,9.038,0.663508713,,,0,,,TEX,1,4000000,4000000
7738,Wily Peralta,SP,R,R,DET,33,6.105,0.650145531,,,0,,,DET,1,2376374,2376374
11682,Carlos Martinez,SP,R,R,STL,30,8.073,0.60871911,,,0,,,SFG,1,0,
6249,Trevor Cahill,SP,R,R,PIT,34,12.056,0.535206616,,,0,,,,,,
13619,Jakob Junis,SP,R,R,KCR,29,4.016,0.517624378,,,0,,,SFG,1,1750000,1750000
7410,J.A. Happ,SP,L,L,STL,39,13.047,0.461322039,,,0,,,,,,
11490,Aaron Sanchez,SP,R,R,SFG,29,6.032,0.407049507,,,0,,,WSN,1,395604,395604
11423,Jose Quintana,SP,R,L,SFG,33,9.133,0.3363446,,,0,,,PIT,1,2000000,2000000
11760,Drew Smyly,SP,L,L,ATL,33,9.143,0.328047007,,,0,,,CHC,1,5250000,5250000
14843,Michael Lorenzen,SP,R,R,CIN,30,6.159,0.234694541,,,0,,,LAA,1,6750000,6750000
15291,Steven Brault,SP,L,L,PIT,30,4.085,0.210664883,,,0,,,CHC,1,0,
7593,Jordan Lyles,SP,R,R,TEX,31,10.002,0.187651232,,,0,,,BAL,1,7000000,7000000
6345,Chris Archer,SP,R,R,TBR,33,8.156,0.16799657,,,0,,,MIN,1,3500000,3500000
11828,James Paxton,SP,L,L,SEA,33,7.151,0.044513058,,,0,,,BOS,2,10000000,5800000
12917,Dylan Bundy,SP,S,R,LAA,29,6.026,0.032864291,,,0,,,MIN,1,5000000,5000000
6797,Julio Teheran,SP,R,R,DET,31,9.062,-0.02925108,,,0,,,,,,
11762,Noah Syndergaard,SP,L,R,NYM,29,6.149,-0.032463674,,,0,,18400000,LAA,1,21000000,21000000
13183,Zach Davies,SP,R,R,CHC,29,6.02,-0.042695623,,,0,,,ARI,1,1750000,1750000
14975,Chad Kuhl,SP,R,R,PIT,29,5.079,-0.134648502,,,0,,,COL,1,3000000,3000000
4897,Scott Kazmir,SP,L,L,SFG,38,11.148,-0.154552594,,,0,,,,,,
8753,Tanner Roark,SP,R,R,ATL,35,7.091,-0.186533138,,,0,,,,,,
1890,Matt Moore,SP,L,L,PHI,33,9,-0.225216433,,,0,,,TEX,1,2376374,2376374
11189,Vince Velasquez,SP,R,R,SDP,30,6.086,-0.294756681,,,0,,,CHW,1,3000000,3000000
6895,Chase Anderson,SP,R,R,PHI,34,7.123,-0.296685964,,,0,,,DET,1,0,
7754,Mike Fiers,SP,R,R,OAK,37,8.085,-0.297727287,,,0,,,,,,
10197,Shelby Miller,SP,R,R,PIT,31,7.002,-0.392806947,,,0,,,NYY,1,0,
10811,Mike Foltynewicz,SP,R,R,TEX,30,5.156,-0.671753824,,,0,,,,,,
4153,Jake Arrieta,SP,R,R,SDP,36,10.143,-0.779819131,,,0,,,,,,
12730,Nick Martinez,SP,L,R,JPN,31,3.002,,,,0,,,SDP,4,25500000,6375000
4972,Cole Hamels,SP,L,L,LAD,38,15.021,,,,0,,,,,,
8700,Justin Verlander,SP,R,R,HOU,39,16.002,,,,0,,18400000,HOU,2,50000000,25000000
9460,Dan Straily,SP,R,R,KBO,33,5.034,,,,0,,,ARI,1,0,
