playerid,Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2021 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
6153,Eduardo Escobar,3B/2B,S,R,MIL,33,9.128,2.480003357,,,0,,,NYM,2,20000000,10000000
4579,Starlin Castro,3B/2B,R,R,WSN,32,11.082,0.759396017,,,0,,,,,,
10953,Phil Gosselin,3B/2B/1B/LF,R,R,LAA,33,5.106,-0.167095572,,,0,,,ATL,1,0,
10071,Jonathan Villar,3B/2B/SS,S,R,NYM,31,7.113,1.961777091,,,0,,,CHC,1,6000000,6000000
13836,Matt Duffy,3B/2B/SS,R,R,CHC,31,6.059,1.20707655,,,0,,,LAA,1,1500000,1500000
11400,Ronald Torreyes,3B/2B/SS,R,R,PHI,29,4.006,0.374401659,,,0,,,NYY,1,0,
15429,Kris Bryant,3B/LF/RF,R,R,SFG,30,6.171,3.099440336,,,0,,,COL,7,182000000,26000000
9627,Yan Gomes,C,R,R,OAK,34,9.083,2.226135015,,,0,,,CHC,3,19000000,6500000
2829,Manny Piña,C,R,R,MIL,35,6.046,1.79072094,,,0,,,ATL,2,8000000,4000000
3142,Robinson Chirinos,C,R,R,CHC,38,9.022,0.664146841,,,0,,,BAL,1,900000,900000
13355,Luke Maile,C,R,R,MIL,31,4.132,0.254367173,,,0,,,CLE,1,900000,900000
2900,Roberto Pérez,C,R,R,CLE,33,7.083,0.098657615,,,0,,,PIT,1,5000000,5000000
5000,Stephen Vogt,C,L,R,ATL,37,8.064,-0.037639543,,,0,,,OAK,1,850000,850000
11470,Tony Wolters,C,L,R,CHC,30,5.033,-0.107806936,,,0,,,LAD,1,0,
5491,Austin Romine,C,R,R,CHC,33,8.045,-0.18639946,,,0,,,LAA,1,0,
4243,Jose Lobaton,C,S,R,CHC,37,7.156,-0.342354596,,,0,,,,,,
8259,Kurt Suzuki,C,R,R,LAA,38,14.113,-0.432796836,,,0,,,LAA,1,1750000,1750000
1433,Wilson Ramos,C,R,R,CLE,34,11.015,-0.545064569,,,0,,,,,,
14523,Pedro Severino,C,R,R,BAL,28,4.099,-0.65333128,,,0,,,MIL,1,981319,981319
3411,Drew Butera,C,R,R,LAA,38,9.093,-0.744299054,,,0,,,,,,
5273,Sandy León,C,S,R,MIA,33,7.138,-0.769745111,,,0,,,CLE,1,0,
14942,Andrew Knapp,C,S,R,PHI,30,5,-1.309962273,,,0,,,CIN,1,0,
14942,Andrew Knapp,C,S,R,PHI,30,5,-1.309962273,,,0,,,PIT,1,800000,800000
10199,Billy Hamilton,CF,S,R,CHW,31,8.009,0.298155457,,,0,,,SEA,1,0,
11476,Odúbel Herrera,CF/LF/RF,L,R,PHI,30,5.077,1.404871464,,,0,,,PHI,1,1750000,1750000
13768,Travis Jankowski,CF/LF/RF,L,R,PHI,31,5.028,0.690043449,,,0,,,NYM,1,1250000,1250000
13546,Roman Quinn,CF/LF/RF,S,R,PHI,29,3.088,0.215715423,,,0,,,MIA,1,0,
4922,Ender Inciarte,CF/LF/RF,L,L,ATL,31,7.105,-0.08274316,,,0,,,NYY,1,0,
4866,Jarrod Dyson,CF/LF/RF,L,R,TOR,37,10.088,-0.115929782,,,0,,,,,,
15124,Tim Locastro,CF/LF/RF,R,R,NYY,29,3.01,-0.589479208,,,0,,,NYY,1,900000,900000
9241,Starling Marte,CF/RF/LF,R,R,OAK,33,8.162,5.179905891,,,0,,,NYM,4,78000000,19500000
11339,Jake Marisnick,CF/RF/LF,R,R,SDP,31,7.132,0.552996218,,,0,,,TEX,1,0,
11339,Jake Marisnick,CF/RF/LF,R,R,SDP,31,7.132,0.552996218,,,0,,,PIT,1,1300000,1300000
12858,Brian Goodwin,CF/RF/LF,L,R,CHW,31,4.135,0.001047591,,,0,,,,,,
2434,Nelson Cruz,DH,R,R,TBR,41,14.082,1.873635054,,,0,,,WSN,1,15000000,15000000
9112,Khris Davis,DH,R,R,OAK,34,8.039,-0.399766624,,,0,,,,,,
3711,Eric Thames,DH/1B/LF,L,R,JPN,35,5.063,,,,0,,,OAK,1,0,
16478,Kyle Schwarber,LF/1B/DH,L,R,BOS,29,6.086,2.72033596,,,0,,,PHI,4,79000000,19750000
9927,Brett Gardner,LF/CF/RF,L,L,NYY,38,13.072,0.903760195,,,0,,,,,,
12434,Kevin Pillar,LF/CF/RF,R,R,NYM,33,7.113,0.565607607,,,0,,,LAD,1,1799451,1799451
12155,Eddie Rosario,LF/RF,L,R,ATL,30,6.12,1.015229821,,,0,,,ATL,2,18000000,9000000
2967,Tommy Pham,LF/RF,R,R,SDP,34,6.107,0.972725153,,,0,,,CIN,1,7500000,7500000
10762,Corey Dickerson,LF/RF,L,R,TOR,33,8.101,0.812090874,,,0,,,STL,1,5000000,5000000
9847,Andrew McCutchen,LF/RF/DH,R,R,PHI,35,12.123,1.42749691,,,0,,,MIL,1,8500000,8500000
12649,Alex Dickerson,LF/RF/DH,L,L,SFG,32,5.12,0.223988831,,,0,,,ATL,1,1000000,1000000
30116,Seiya Suzuki,RF,R,R,JPN,27,,,,,0,,,CHC,5,85000000,17000000
5760,Avisaíl García,RF/LF,R,R,MIL,31,8.167,2.289957285,,,0,,,MIA,4,53000000,13250000
16376,Michael Conforto,RF/LF,L,R,NYM,29,6.043,1.459048271,,,0,,18400000,,,,
4062,Dexter Fowler,RF/LF,S,R,LAA,36,12.168,-0.105953142,,,0,,,TOR,1,0,
5667,Steven Souza Jr.,RF/LF,R,R,LAD,33,6.068,-0.150690451,,,0,,,SEA,1,0,
14553,Nomar Mazara,RF/LF,L,L,DET,27,5.112,-0.251466811,,,0,,,SDP,1,0,
8553,Gerardo Parra,RF/LF,L,L,WSN,35,11.079,-0.300810069,,,0,,,WSN,1,0,
11200,Kole Calhoun,RF/LF,L,L,ARI,34,8.13,-0.31170693,,,0,,,TEX,1,5200000,5200000
3353,Matt Joyce,RF/LF,L,R,PHI,37,12.123,-0.382975966,,,0,,,,,,
11205,Adam Eaton,RF/LF,L,L,LAA,33,8.171,-0.617066145,,,0,,,,,,
15983,Clint Frazier,RF/LF,R,R,NYY,27,3.149,-0.803148508,,,0,,,CHC,1,1500000,1500000
11445,Mark Canha,RF/LF/CF,R,R,OAK,33,6.092,2.902009249,,,0,,,NYM,3,36000000,13250000
11899,Joc Pederson,RF/LF/CF,L,L,ATL,30,7.028,0.299459577,,,0,,,SFG,1,6000000,6000000
14352,Lewis Brinson,RF/LF/CF,R,R,MIA,28,3.084,-0.284621686,,,0,,,HOU,1,0,
5384,Juan Lagares,RF/LF/CF,R,R,LAA,33,8.005,-0.544299126,,,0,,,,,,
11737,Nick Castellanos,RF/LF/DH,R,R,CIN,30,8.029,3.593848228,,,0,,18400000,PHI,5,100000000,20000000
14221,Jorge Soler,RF/LF/DH,R,R,ATL,30,6.143,-0.038773067,,,0,,,MIA,2,27000000,12000000
14162,Carlos Correa,SS,R,R,HOU,27,6.119,6.29533577,,,0,,18400000,MIN,1,35100000,35100000
13624,Corey Seager,SS,L,R,LAD,28,6.032,3.823521852,,,0,,18400000,TEX,10,325000000,32500000
12564,Trevor Story,SS,R,R,COL,29,6,2.173464775,,,0,,18400000,BOS,6,140000000,23333333.33
10847,Andrelton Simmons,SS,R,R,MIN,32,9.122,0.921706557,,,0,,,CHC,1,4000000,4000000
12979,Javier Báez,SS/2B,R,R,NYM,29,6.089,4.123918533,,,0,,,DET,6,140000000,23333333.33
10231,Jose Iglesias,SS/2B,R,R,BOS,32,9.036,1.783195734,,,0,,,COL,1,5000000,5000000
12092,Niko Goodrum,SS/2B/3B/OF,S,R,DET,30,4.031,1.024356723,,,0,,,HOU,1,2100000,2100000
10341,Juan Minaya,,R,R,MIN,31,2.14,0.195174783,,,0,,,MIN,1,0,
3284,Aníbal Sánchez,,R,R,WSN,38,14.083,,,,0,,,WSN,1,2000000,2000000
