playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO
12784,Burch Smith,OAK,1,1,0,31,0,43.1,5.815385298,2.284615653,1.03846166,0.307692308,0.62962963,0.364864864,0.083333333,5.400000634,4.69,4.208495783,5.151458838,0.081390254,0.68731563,93.60943368,0.87653501,0.02064897,83.56553432,0.376433775,0.00147493,91.29810333,-0.465554416,0.13569322,82.275587,-2.118593588,,,,0.15486726,78.79822359,1.039772321,,,,,,,,,,,,,,90.70652174,94.38396226,85.29229122,,95.325,,,,87.67389381,101.3190265,100.0915929,
12800,Noé Ramirez,- - -,0,2,1,38,0,36,7.250000576,3.000000238,0.75000006,0.2,0.71005917,0.303921568,0.056603773,3.000000238,2.92,3.892256402,5.40645632,0.51734326,0.37478411,89.20123657,2.556893412,,,,,,,0.29879102,84.1422225,2.103072602,0.32642487,76.82038096,3.303293288,,,,,,,,,,,,,,,,,99.9150289,87.49206349,65.13870968,,,,,,82.81116445,99.05503384,96.2525118,
12804,Matt Wisler,- - -,3,5,1,48,0,48.2,11.46575627,2.03424708,1.109589317,0.304347826,0.65022422,0.247933884,0.1,3.698631055,2.64,2.964554619,3.537056013,1.099319244,0.09148666,91.88010661,-0.571658239,,,,,,,,,,0.90851334,81.85003551,6.210620254,,,,,,,,,,,,,,,,,,,71.04861111,,133.1166434,,,,127.3999432,104.4305732,113.5562518,
12828,Andrew Kittredge,TBR,9,3,8,57,4,71.2,9.669769329,1.883721298,0.879069939,0.266666667,0.82278481,0.535135135,0.134615384,1.883721298,3.01,3.044452703,3.054873596,1.474886164,0.00305499,97.37496948,-0.041415162,0.10386965,94.89170568,3.695536073,0.43788187,95.71474723,4.99133306,0.00509165,90.31607666,-1.236055288,0.45010183,89.19154765,7.372528173,,,,,,,,,,,,,,,,,97.73333333,,102.0586538,112.3074074,151.6261851,,,,128.9891651,107.5629548,112.8191089,
12857,Shawn Armstrong,- - -,1,0,0,31,0,36,11.00000204,3.750000695,2.500000464,0.308510638,0.66666667,0.317307692,0.208333333,6.750001252,5.12,5.753367935,4.494739426,-0.316520005,0.55182482,94.11377211,1.475762106,0.33284672,89.46428051,-3.633489408,,,,,,,0.0540146,87.25211808,0.191894531,0.06131387,84.20012338,-5.867694274,,,,,,,,,,,,,,,,95.04058355,,114.3585366,,94.50973451,,97.35096976,100.2114613,99.25556085,
12863,Matt Barnes,BOS,6,5,24,60,0,54.2,13.8292699,3.29268331,1.317073324,0.305555556,0.73359073,0.417391304,0.150943396,3.786585806,2.72,3.206619493,3.014751044,1.307235837,0.49836779,96.15697496,-1.881812416,,,,,,,0.01741023,87.78019714,0.630265664,,,,0.48422198,85.56479986,9.927802477,,,,,,,,,,,,,,142.425,,113.0113537,,,116.8977528,,,115.4053319,101.6311208,103.926877,
12880,Tyler Anderson,- - -,7,11,0,31,31,167,7.221557216,2.047904285,1.455089887,0.284294235,0.71261682,0.350877192,0.122171945,4.526946315,4.21,4.367638968,4.600717002,2.057795763,0.35126826,90.83147566,1.778308928,0.27209839,85.19504491,3.871845737,0.12413528,89.19328077,-2.165947922,0.24634896,81.08158334,-3.712868854,,,,0.00614912,73.75415993,-1.669680487,,,,,,,,,,,,,,80.5474259,73.70625,89.41380021,66.59033457,63.45833333,,114.7983824,,91.17693667,107.2266095,105.0825734,
12890,Alex Claudio,LAA,1,2,1,41,0,32.2,8.265308696,4.132654348,1.653061739,0.319587629,0.68807339,0.519607843,0.260869565,5.510205798,4.73,5.098606152,3.95310566,-0.175992101,0.13287905,85.66918319,-4.43654792,,,,0.35093697,85.42445388,2.5141032,0.24531516,72.63308377,-3.856264863,0.27086882,75.6721391,0.140706953,,,,,,,,,,,,,,,,,100.8923077,,68.44880952,115.7303483,93.25031447,,,,99.45961872,96.8339688,100.0639515,
12917,Dylan Bundy,LAA,2,9,0,23,19,90.2,8.338235616,3.37500013,1.985294194,0.272727273,0.64356436,0.407407407,0.192307692,6.055147292,4.82,5.508269507,4.664449561,0.03286428,0.35104987,90.76858572,-1.768258452,,,,0.16404199,90.73604736,-3.811711643,0.00131234,81.81500244,0.163806796,0.21062992,79.90533428,-2.65467893,0.13713911,74.00901334,-0.145488024,,,,0.13582677,83.2696775,-3.955517549,,,,,,,,93.69473684,78.85096154,107.3785441,86.36958175,105.9378882,,,,97.80700192,101.3654319,97.85397966,
12918,Archie Bradley,PHI,7,3,2,53,0,51,7.058825113,3.882353812,0.882353139,0.298701299,0.75362319,0.556962025,0.116279069,3.705883185,3.95,4.346504975,4.559594659,0.241746768,0.52225841,94.18014228,1.857441448,,,,0.18241042,93.87016369,4.892039333,0.14006515,85.64029948,-2.191542577,,,,0.15526602,78.31721208,-5.13422231,,,,,,,,,,,,,,90.91171875,,85.42598608,82.01689498,,78.82605634,,,84.46688382,102.0124864,96.73170467,
12950,Phillip Evans,PIT,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3.170034122,6.698758376,0.006634974,1,79.34395752,0.828091387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12970,Joe Musgrove,SDP,11,9,0,32,31,181.1,10.07536793,2.680147134,1.091911795,0.266075388,0.79694323,0.434968017,0.140127388,3.176470677,3.89,3.699445902,3.649840315,3.284721062,0.19162696,93.33380138,-2.489069324,0.17937372,90.57194018,-1.879410721,0.06637168,93.03146534,-3.237469349,0.0473111,86.99459158,-1.581489276,0.27808033,84.09300831,17.70034812,0.23723622,82.05765869,14.48886392,,,,,,,,,,,,,,100.1387324,153.7812321,99.57386935,66.19066667,145.8366422,,104.3652336,,124.518663,99.8477469,103.3649427,
12972,Joe Ross,WSN,5,9,0,20,19,108,9.083333333,2.833333333,1.416666667,0.27739726,0.71428571,0.432343234,0.154545454,4.166666667,4.24,4.364478567,4.11521777,1.331022233,0.16235294,93.88375103,-3.339734927,,,,0.47235294,93.58951418,4.386424698,0.05235294,88.69818184,-3.366981942,0.31294118,84.81194701,3.361914292,,,,,,,,,,,,,,,,,67.64423077,,82.92904412,88.14482323,98.78665414,,,,89.43719652,104.1751931,97.95168115,
12988,Andrew Chafin,- - -,2,4,5,71,0,68.2,8.38835099,2.4902917,0.524271937,0.231638418,0.86092715,0.449438202,0.057971014,1.834951779,3.01,2.980713701,3.996359317,1.403555602,0.30728617,91.98583481,7.695523951,,,,0.42027455,92.24858914,5.652911913,0.00105597,85.46140289,-0.028536662,0.27138332,82.84330732,6.99018541,,,,,,,,,,,,,,,,,70.4,,70.89785714,80.61706731,125.9984,,,,89.79171785,100.6073951,96.27844376,
12997,Colten Brewer,BOS,0,0,0,1,0,1,9,27,0,0.8,0.42857143,0.8,0,36,11.27,10.17003412,10.17003412,-0.042712711,,,,0.56666667,93.99842745,-1.784870721,,,,,,,0.23333333,87.16548375,-0.380205579,0.2,81.16460164,-0.095286597,,,,,,,,,,,,,,,73.6,,,97.7,,106.5,,97.86666667,76.06333333,68.92333333,
13050,Anthony DeSclafani,SFG,13,7,0,31,31,167.2,8.159046221,2.254473298,1.019880778,0.264642082,0.78282828,0.44279661,0.110465116,3.166998204,3.89,3.617350253,3.954151183,3.035145283,0.2673964,94.23645948,6.129644915,,,,0.18999218,94.11951035,9.327247154,0.10398749,88.26149113,1.487476248,0.36004691,88.01346193,7.666987125,0.07857701,83.08070002,-0.517982326,,,,,,,,,,,,,,81.24738806,,97.36343931,98.91656184,108.3181818,109.7514423,,,100.8483044,103.4247634,102.083123,
13058,Reymin Guduan,OAK,0,0,0,11,0,14.1,3.139535162,3.139535162,0.627907032,0.333333333,0.57522124,0.351851851,0.058823529,6.279070324,7.81,4.425848187,5.611487094,0.005186001,0.63755459,94.2147568,-1.706182558,,,,,,,,,,0.36244541,83.36895237,-0.065563835,,,,,,,,,,,,,,,,,,,44.74460432,49.01428571,164.2120482,,,,88.17554585,95.13362445,96.15633188,
13074,Yu Darvish,SDP,8,11,0,30,30,166.1,10.7675354,2.380761596,1.515030106,0.273631841,0.72281167,0.370283018,0.145833333,4.220441011,3.32,3.903501079,3.751742727,2.849531651,0.22182081,94.58827871,0.682597753,0.02745665,91.29239695,-2.800138548,0.08056358,94.41859936,1.435843967,0.00180636,90.4949585,-0.134760045,0.53251445,84.35581326,11.02299863,0.08887283,75.69689247,1.280326579,0.00144509,68.08664703,-0.667272676,0.04552023,88.87365141,-2.352035165,,,,,,,,,99.36456693,131.9870915,106.0675439,125.2437542,93.41588785,98.92142857,115.5777778,120.2772939,101.1991602,106.5280871,
13125,Gerrit Cole,NYY,16,8,0,30,30,181.1,12.0606621,2.034926528,1.191176504,0.305288462,0.77930175,0.430523917,0.13483146,3.226103032,3.13,2.921872351,2.933213115,5.189885616,0.47304582,97.78803864,15.76590325,,,,0.00707547,97.45084635,-1.912314881,0.14150943,89.93610491,5.945754971,0.22169811,88.45061384,10.25258414,0.15667116,83.54902554,-1.150807064,,,,,,,,,,,,,,97.89619952,,151.2047143,154.0625,154.0371775,107.0950538,,,137.3826703,104.0586986,112.5754552,
13133,Derek Law,MIN,0,0,0,9,0,15,8.400001602,4.800000916,1.200000229,0.325581395,0.80188679,0.444444444,0.142857142,4.200000801,5.23,4.636701069,4.550105704,-0.032178503,0.2260274,93.7911266,-1.061729826,,,,0.05136986,93.82132161,0.70669248,0.03767123,86.14211759,-1.129389595,0.57534247,86.84043085,0.281457778,0.10958904,75.4109726,-0.614643797,,,,,,,,,,,,,,96.43636364,99.81724138,68.31818182,101.9666667,128.7660819,,,,109.6335616,96.47773973,100.3729452,
13164,Eduardo Rodriguez,BOS,13,8,0,32,31,157.2,10.56025438,2.682875437,1.084566666,0.362559242,0.68930041,0.432494279,0.126666666,4.737843857,3.47,3.322254005,3.434226438,3.923144259,0.4031606,92.8145297,2.71479968,0.17567071,88.56556485,-8.220985625,0.11172363,92.66674162,-1.351039488,0.22785741,85.59613716,2.964999638,0.08158765,82.32746516,-0.352762919,,,,,,,,,,,,,,,,,93.05374801,,67.67012868,93.30427632,95.43772727,,90.75311203,,82.69690003,105.9822847,101.7388082,
13167,Robel García,HOU,0,0,0,1,0,1,0,0,18,0.5,0.45454545,0.125,0.5,36,12.25,29.17003412,10.22748263,-0.108784109,0.79310345,80.1816937,-2.987391461,,,,,,,0.06896552,69.65705109,0.005290382,0.13793103,66.96547699,-0.677873079,,,,,,,,,,,,,,,,,63.3,49.3,,,-8.4,,,,34.81428571,105.9285714,122.7571429,
13182,Kyle Crick,PIT,1,1,0,27,0,24.1,7.767124911,7.027398729,0,0.225806452,0.63157895,0.366666666,0,4.438357092,4.89,4.402911092,6.070596191,0.029668435,0.37182448,92.80551849,0.128578909,,,,0.01616628,92.49243164,0.108887352,0.00461894,86.97485352,0.024403401,0.6073903,79.04228553,4.04515117,,,,,,,,,,,,,,,,,131.85,,68.99254658,85.08571429,134.4651515,,,,109.3684332,84.0343318,96.11198157,
13183,Zach Davies,CHC,6,12,0,32,32,148,6.932432432,4.560810811,1.52027027,0.305122494,0.69082126,0.424836601,0.167785234,5.777027027,6.27,5.447061149,5.027398696,-0.042695623,,,,0.07683353,86.72748974,-2.786497533,0.52270081,88.1715966,-14.8912778,0.32518432,78.63807988,-5.6305044,0.00465658,80.3225708,-0.54593325,0.07062476,74.47119677,-0.791409969,,,,,,,,,,,,,,98.42720764,84.99329609,,64.89137931,103.6066667,,57.58402062,,76.99320388,99.18532039,92.32038835,
13190,Jordan Weems,- - -,0,1,0,7,0,5.2,11.11764831,9.529412834,3.176470945,0.285714286,0.29411765,0.375,0.4,15.88235472,11.06,8.993564188,5.962118665,-0.232630432,0.59701493,94.94069824,-2.819827002,,,,,,,,,,0.29850746,85.78310242,0.22503766,0.00746269,74.99669647,-0.091839477,,,,0.09701493,86.77114164,-0.236912061,,,,,,,,111.7153846,133.5,111.2025,,109.1369318,,,,110.8563342,93.45255734,95.1869494,
13194,Joe Biagini,CHC,1,0,0,1,0,3,6,3,0,0.222222222,1,0.25,0,0,2.53,3.836700789,6.777304333,0.046070602,0.19512195,93.41376495,0.367209982,0.29268293,83.75709025,0.954514038,0.24390244,93.1185791,0.115001194,0.17073171,85.22820173,-0.211813889,,,,0.09756098,72.34877777,-0.459475525,,,,,,,,,,,,,,125.1,108.7,113.8,78.3,101.5,,,,104.4146341,79.61707317,83.48292683,
13218,Michael Fulmer,DET,5,6,14,52,4,69.2,9.430622612,2.583732222,0.904306278,0.322916667,0.79572447,0.452261306,0.102941176,2.971292056,3.81,3.457115481,3.873047918,1.520421371,0.17805907,95.58531153,1.509157158,,,,0.28016878,95.83589632,-2.51801683,0.11139241,88.18495502,-0.178788986,0.39746835,91.31196507,6.156918447,0.03291139,79.67753875,0.670379013,,,,,,,,,,,,,,85.07686567,97.30833333,98.53574879,99.45164179,111.5457143,,100.2847032,,102.7224343,101.2980599,103.3504627,
13259,Louis Head,TBR,2,0,0,27,2,35,8.228572325,2.314285967,0.51428577,0.215909091,0.7615894,0.311111111,0.037735849,2.314285967,2.92,3.112891259,5.04178269,0.451173388,0.52380952,94.02235253,7.384878468,,,,,,,0.00549451,89.74613444,-0.108945392,0.47069597,82.66490797,3.099887028,,,,,,,,,,,,,,,,,138.4,,110.1265734,,105.9206226,,,,108.2566869,100.8838521,103.7358133,
13273,Ross Stripling,TOR,5,7,0,24,19,101.1,8.348684708,2.664473843,2.04276328,0.269503546,0.76923077,0.355481727,0.171641791,4.796052917,4.95,5.212797402,4.59527623,0.230308622,0.51126928,91.75790993,-7.435989052,,,,0.00118624,89.65115356,0.019386955,0.15065243,83.10011304,7.534861736,0.1826809,87.00906015,-4.853541993,0.15361803,77.94892559,-3.192174006,,,,,,,,,,,,,0.00059312,109.4852713,,77.15552969,,130.353871,102.5702703,,,95.794138,103.5716468,100.649022,
13287,Jesse Hahn,KCR,0,0,1,5,0,3.1,8.100000772,10.80000103,5.400000515,0.333333333,0.69444444,0.454545454,0.666666666,13.50000129,11.61,13.67003512,7.457960445,-0.345318168,0.02272727,94.16004944,0.199017286,,,,0.63636364,94.53425816,-2.598100252,0.01136364,89.7457962,-0.065264076,0.10227273,84.75671387,-0.945910744,0.22727273,77.50037231,0.656084765,,,,,,,,,,,,,,,131.74,,91.51016949,123.9888889,,,,103.5666667,81.61494253,86.42528736,
13293,Danny Coulombe,MIN,3,2,0,29,1,34.1,8.650487199,1.83495183,1.310679879,0.319148936,0.71428571,0.422680412,0.142857142,3.66990366,3.37,3.752558513,3.657976196,0.268919334,0.26654064,90.55102496,-0.102802075,,,,0.06805293,90.24992794,0.76072333,,,,0.41776938,84.67305372,1.485934526,0.24763705,78.51242322,-1.433831144,,,,,,,,,,,,,,,50.7,86.87985075,81.46666667,88.78693694,86.58442623,,,88.67431637,96.36079946,94.92674409,
13339,Adrian Sampson,CHC,1,2,0,10,5,35.1,7.132075536,2.037735867,2.037735867,0.231578947,0.88414634,0.44117647,0.210526315,2.801886818,4.95,5.717203957,4.671329253,-0.230590424,0.33032491,92.35090079,-1.072615039,,,,0.25812274,91.82371681,0.590640843,0.24548736,85.6650247,1.080681439,0.16606498,84.26196554,-0.583031431,,,,,,,,,,,,,,,,,79.86740741,,78.54,75.38064516,111.7126761,,42.07619048,,80.54601734,97.51378977,91.85348208,
13345,Luis Cessa,- - -,5,2,0,53,0,64.2,7.5154651,2.644330313,0.695876398,0.273224044,0.74626866,0.510752688,0.094339622,2.505155033,3.81,3.386529002,3.827423804,0.897752553,0.20811655,93.9180127,-0.359773889,,,,0.10197711,93.33993593,1.010033939,0.11862643,88.06009714,5.222770903,0.55983351,82.89152533,4.262708429,0.00416233,74.8036499,-0.128897663,,,,,,,,,,,,,0.00728408,84.89115044,,61.97661692,88.71012561,114.1737037,,,,97.2597262,102.1868346,103.8307634,
13346,Hoby Milner,MIL,0,0,0,19,0,21.2,12.46153992,1.246153992,3.323077313,0.392857143,0.84033613,0.253968253,0.32,5.400000634,6.68,5.893111365,3.128913494,-0.247011393,0.53180662,89.09810481,-5.769323871,,,,0.03053435,88.98005168,0.92732764,0.07888041,81.66270004,-1.329585489,,,,0.35877863,79.35666694,-0.701781128,,,,,,,,,,,,,,51.10645161,,81.17884615,92.97692308,,,,,84.48452381,109.4422619,104.7003968,
13355,Luke Maile,MIL,0,0,0,1,0,1,0,0,9,0.25,1,0.6,0.5,9,3.03,16.17003412,6.698758376,-0.059589144,0.4,74.63236237,0.587213188,,,,,,,,,,,,,,,,,,,,,,0.6,60.1496226,-1.745632101,,,,,,,65.7,,,,,,65.7,91.5,105.7,
13360,Cam Bedrosian,- - -,0,0,0,26,1,25,8.280002211,6.120001634,2.160000577,0.3,0.84269663,0.368421052,0.1875,5.040001346,6.19,6.490035009,5.628418301,-0.298321702,0.5041841,93.14039302,-3.331192721,,,,,,,,,,0.00627615,88.53449504,-0.170035437,0.24058577,81.40413925,-3.257554609,,,,0.24895397,84.53711348,2.008207481,,,,,,,,,,93.58468085,,105.7817391,,,86.29198175,94.66073718,97.12884984,98.99330423,
13361,Steven Matz,TOR,14,7,0,29,29,150.2,8.601770492,2.568584244,1.075221312,0.321100917,0.75357536,0.454545454,0.123287671,3.823009108,4.03,3.787290801,3.943907209,2.745627403,,,,,,,0.51974971,94.41228132,2.061213065,0.23386781,85.0036319,7.036977477,0.08017208,88.83976753,-4.540460132,0.1662104,77.58123162,-2.946039546,,,,,,,,,,,,,,102.5387205,109.7228235,,86.7623494,81.45,,,,93.80818004,101.2980822,100.329002,
13394,Dylan Floro,MIA,6,6,15,68,0,64,8.71875052,3.51562521,0.281250017,0.281767956,0.70478723,0.491803278,0.035714285,2.812500168,3.52,2.810659101,3.94822603,1.528393149,0.31319703,93.79338603,5.903035078,,,,0.31505576,93.68277563,4.702902094,0.24070632,86.40947756,1.205220595,0.13104089,87.26406666,-0.890382823,,,,,,,,,,,,,,,,,95.37015504,,115.8827795,98.55202312,110.8361702,,,,104.6539033,107.4270446,102.2880112,
13397,Sam Selman,- - -,0,1,0,25,0,25,6.840001566,4.320000989,1.080000247,0.23943662,0.6097561,0.243243243,0.078947368,5.760001318,4.99,5.250034599,6.371865288,-0.093440773,0.55465587,91.03829444,1.356181327,,,,,,,,,,0.44534413,79.95893999,-0.619129989,,,,,,,,,,,,,,,,,,,79.87279412,193.3,109.5840909,,,,93.38424543,102.3796663,97.13230839,
13403,Félix Peña,LAA,0,0,0,2,0,1.2,10.80000412,21.60000824,0,0.7,0.36363636,0.2,0,37.80001442,11.75,7.970035954,11.14588899,-0.039324306,0.03076923,91.29734802,-0.160763212,,,,0.41538462,92.37041558,-1.046052516,0.16923077,84.78919567,-1.07540502,0.38461538,84.48880859,-1.584617671,,,,,,,,,,,,,,,,,112.95,,72.33076923,78.30666667,98.312,,,,91.20153846,85.72461538,80.68769231,
13431,Marcus Stroman,NYM,10,13,0,33,33,179,7.944134078,2.212290503,0.854748603,0.285714286,0.75451647,0.507936507,0.127819548,3.016759777,4.3,3.494056469,3.570370228,3.467393875,0.02408759,92.93415601,-0.506962854,0.14744526,90.51990834,6.483634904,0.4149635,92.03566815,7.106319558,0.15839416,86.06918743,2.980281901,0.24416058,85.33393474,5.185083322,0.01058394,78.88081728,0.478263389,,,,0.00036496,89.76370239,-0.065264076,,,,,,,,,110.9683739,87.79166667,93.69220104,153.0157895,,104.1589202,89.565,103.9095597,101.6173585,103.9640566,
13435,Pierce Johnson,SDP,3,4,0,63,2,58.2,11.81250128,4.142045903,0.920454645,0.308270677,0.81081081,0.34057971,0.1,3.221591258,3.37,3.306397774,3.781313636,0.828237712,0.32473734,95.49140625,-3.453552507,,,,,,,,,,,,,0.67335244,84.30812174,11.13723534,,,,,,,,,,,,,0.00191022,,134.9067989,101.3015198,,,,,,123.9776401,103.2605101,105.4556627,
13449,Taylor Rogers,MIN,2,4,9,40,0,40.1,13.16529092,1.785124192,0.892562096,0.357894737,0.69306931,0.5,0.137931034,3.34710786,2.51,2.128711677,2.108046427,1.533552289,0.00784929,95.54625854,-0.006688587,,,,0.45054945,95.84678517,2.779867645,,,,0.53061224,84.1476863,4.427671876,0.01098901,80.52472796,0.469053749,,,,,,,,,,,,,,,,,90.49589041,122.9394203,,,,113.2671053,102.9938259,106.6469636,
13470,Lucas Sims,CIN,5,3,7,47,0,47,14.55319385,3.44680907,1.148936357,0.307692308,0.6302521,0.263157894,0.133333333,4.404256034,2.47,2.999821329,3.029529753,1.306571126,0.41472393,95.3153719,3.025568362,,,,,,,0.00122699,91.49449921,-0.091839477,0.46257669,85.09842817,4.160047889,0.1190184,81.9684077,-0.848468866,,,,,,,,,,,,,0.00245399,62,120.9857143,110.7508929,,113.4835714,,,,114.2161017,101.0064165,106.6920097,
13475,Daniel Norris,- - -,2,3,1,56,0,57,9.157896269,4.736842898,1.421052869,0.308724832,0.61827957,0.455128205,0.191489361,6.157895767,4.27,4.871788793,4.273982026,-0.054975271,0.47469636,92.81700593,2.782041151,,,,0.00101215,90.20600128,0.206915557,0.29757085,87.04353011,-2.188198384,0.22672065,84.88229479,-2.109086841,,,,,,,,,,,,,,,,,96.47355932,,93.49722814,,112.7441964,,,,98.78882204,92.56908891,95.5721819,
13527,Brandon Brennan,BOS,0,0,0,1,0,3,3,6,0,0.375,1,0.5,0,0,4.76,4.503367456,5.679608874,-0.001931382,0.19047619,92.86987305,1.313762438,,,,0.42857143,92.78811306,-0.438810423,0.35714286,81.82526042,-0.313547507,0.02380952,84.03050232,-0.035847388,,,,,,,,,,,,,,,,,108.3,,55.7,42.7,232.2,,,,72.80714286,98.01666667,82.33809524,
13543,Blake Snell,SDP,7,6,0,27,27,128.2,11.89119265,4.826425252,1.119171073,0.29109589,0.7436919,0.396666666,0.142857142,4.196891524,4.82,3.822883915,3.742121407,2.134421349,0.52431741,95.22628916,9.875771046,,,,,,,0.09982935,88.4684996,-7.55653324,0.24274744,86.63246924,8.626248978,0.1331058,79.57852564,-2.082035467,,,,,,,,,,,,,,87.9004329,101.7098101,115.5732143,,135.8345133,,,,115.7979087,97.36338028,102.8416987,
13549,Richard Rodríguez,- - -,5,4,14,64,0,64.1,5.875648133,1.398963841,1.119171073,0.222222222,0.80708661,0.30964467,0.074766355,2.937824066,4.32,4.040500513,5.358429335,0.744725704,0.86122881,93.30940335,10.57078656,,,,,,,,,,,,,0.13877119,81.49509855,0.609722726,,,,,,,,,,,,,,,,75.29360394,,84.88091603,,,,76.62404661,104.3794492,100.7878178,
13580,Steven Okert,MIA,3,1,0,34,0,36,10.00000212,3.750000795,1.250000265,0.217948718,0.85294118,0.31707317,0.119047619,2.750000583,3.1,4.336701036,4.589568015,0.15807429,0.32279534,92.355952,-0.851914402,,,,0.08153078,92.15620018,-1.285853192,,,,0.59567388,80.67409545,9.203581207,,,,,,,,,,,,,,,,,,,80.65129534,100.506,116.3301676,,,,103.2291118,97.53930921,101.0100329,
13594,Robert Stephenson,COL,2,1,1,49,0,46,10.17391473,3.521739715,0.978261032,0.308333333,0.76363636,0.382113821,0.106382978,3.130435302,3.95,3.626555937,4.016230349,0.521615207,0.49413299,96.71162805,-2.475582786,0.00912647,84.43886021,-0.280220911,,,,0.00782269,87.27644857,-0.097781122,0.45110821,82.66437297,3.176196061,0.03780965,78.7544703,0.111028835,,,,,,,,,,,,,,,119.0677215,120.5865435,,129.4221198,,,84.93333333,124.9617647,99.54886878,106.0928733,
13606,Shawn Morimando,MIA,0,0,0,4,0,10.1,7.838710642,4.354839246,1.741935698,0.421052632,0.59405941,0.375,0.133333333,9.58064634,4.76,5.395840848,5.44088265,-0.067029245,0.34673367,91.05337834,-2.443677954,0.28140704,87.11123221,-1.942037147,0.09547739,90.79710629,-1.846257471,0.02512563,83.98034058,-0.105779704,,,,0.25125628,74.86928711,0.012314763,,,,,,,,,,,,,,37.06,89.324,66.77846154,84.34210526,,,95.36166667,,81.99145729,98.88040201,94.37286432,
13607,Carl Edwards Jr.,- - -,0,0,0,7,0,5.2,9.529416092,4.764708046,4.764708046,0.421052632,0.71428571,0.318181818,0.3,11.11765211,4.92,9.522978183,5.754203754,-0.235094011,0.63888889,93.62537859,-2.358148921,,,,,,,,,,,,,0.36111111,79.16361178,-2.844310418,,,,,,,,,,,,,,,101.3435897,91.30289855,,,,,,93.96169026,84.55101888,91.18220721,
13619,Jakob Junis,KCR,2,4,0,16,6,39.1,9.381356463,2.745762867,1.601695006,0.333333333,0.68584071,0.417391304,0.166666666,5.262712162,5.54,4.314101984,3.884522535,0.517624393,0.09250399,91.10962335,0.826630834,0.42424242,89.88636447,-3.654454581,0.0446571,90.8193403,-1.931875672,0.03349282,84.66406831,-0.047250368,0.40510367,82.81656581,2.445146382,,,,,,,,,,,,,,,,,-1.59047619,47,72.52798165,81.38461538,133.3832,,88.28348624,,97.27895748,99.49821838,99.19932548,
13649,Clay Holmes,- - -,8,4,0,69,0,70,10.02857307,3.728572038,0.642857248,0.272727273,0.6835443,0.687150837,0.15625,3.600000589,2.88,3.284319855,3.162313951,1.064172745,0.00088968,96.05490112,-0.028536662,,,,0.58896797,96.16502136,9.070400152,,,,0.27580071,87.88730469,4.904865235,0.13434164,82.9672225,-2.31510127,,,,,,,,,,,,,,,127.7574468,36.1,107.979003,142.17,,,,120.2446575,98.70427087,103.9671901,
13654,Jharel Cotton,TEX,2,0,0,23,0,30.2,8.804349104,4.402174552,0.586956607,0.295454545,0.78199052,0.284090909,0.041666666,3.521739642,3.08,3.724382029,5.638166505,0.364996612,0.46210721,93.48179688,2.701430701,0.012939,86.99366978,-1.010878317,,,,0.30314233,80.29313548,1.23274745,0.13863216,81.9594987,-0.042146031,0.0831793,76.95953776,-1.036235157,,,,,,,,,,,,,,125.8914634,76.16888889,106.13,,95.60533333,,82.2,,107.8597043,97.5818854,97.97911275,
13677,Corey Oswalt,NYM,1,1,0,3,1,10.1,8.709677687,1.741935537,0.870967769,0.379310345,0.79365079,0.206896551,0.076923076,3.483871075,5.62,3.073259926,4.034876824,0.156432069,0.55769231,92.19038759,0.372821096,0.17307692,86.9302436,-1.565781496,,,,0.26923077,85.48286656,0.458314285,,,,,,,,,,,,,,,,,,,,109.0761905,,81.17701149,,80.5962963,,,,88.58782051,110.3769231,104.2948718,
13684,John Gant,- - -,5,11,0,39,21,110,7.527273315,5.809091362,0.818181882,0.272435897,0.73417722,0.469841269,0.108695652,4.09090941,5.12,4.779125157,5.072955322,0.545059785,0.14987342,92.38826277,-1.695708893,0.19746835,85.59830541,3.223929215,0.34126582,91.84862919,2.50012555,0.22582278,80.4129146,-4.326640613,0.03139241,80.29322114,-0.62410206,0.05417722,74.90282519,-0.474308997,,,,,,,,,,,,,,82.42522523,79.10909091,82.17932387,70.19888424,83.655,,68.29922879,,74.88828374,95.12887243,93.17290419,
13690,Sal Romano,- - -,0,2,0,19,0,25,6.120001226,3.960000793,1.80000036,0.30952381,0.63888889,0.393258426,0.131578947,6.120001226,6.19,5.850034659,5.931865108,-0.316304971,0.00686499,94.64963786,-0.076051753,,,,0.61784897,93.97686994,-1.724972084,,,,0.36155606,87.59256909,-3.634099215,0.01372998,80.70118713,0.02342378,,,,,,,,,,,,,,,,114.4833333,94.49588015,97.28322581,92.96666667,,,95.71706368,99.45304784,96.345146,
