playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO
2136,David Peralta,ARI,0,0,0,1,0,1,9,0,9,0.5,0.55555556,0.285714285,0.5,27,25.89,17.17003412,7.698758376,-0.066507533,1,63.83514404,-3.051485859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,Adam Wainwright,STL,17,7,0,32,32,206.1,7.58966093,2.180937049,0.915993561,0.256097561,0.78441296,0.474576271,0.117318435,3.053311868,3.84,3.664379854,3.871912107,3.90563345,0.09810952,89.3356455,-4.224358629,0.21707953,85.20965301,2.066936921,0.28063885,89.39248512,18.06277905,0.06290743,83.04826142,0.366340268,,,,0.34126467,73.7339646,14.08606832,,,,,,,,,,,,,,86.34410256,141.4692085,77.61839465,81.20961761,,,84.86174699,,102.4175271,103.9038145,102.0734298,
2429,Corey Kluber,NYY,5,3,0,16,16,80,9.225,3.7125,0.9,0.309859155,0.74404762,0.424657534,0.096385542,3.825,4.03,3.845034122,4.375559829,1.434022188,0.04783259,90.28045654,0.41259928,0.27279522,87.78896083,2.41265934,0.24738416,90.91961504,-8.178849924,0.13826607,84.83071157,3.423078626,0.29372197,82.09344187,5.61821444,,,,,,,,,,,,,,,,,64.16793478,148.8918575,68.18196721,79.95535714,,,96.35769231,,101.9459459,99.73498498,100.7653904,
2520,Lance Lynn,CHW,11,6,0,28,28,157,10.08917197,2.579617834,1.031847134,0.2625,0.81491713,0.381067961,0.101694915,2.694267516,2.72,3.316530938,3.815206711,4.25729847,0.42309229,94.0145553,17.90293679,0.30563324,88.66857639,6.361609392,0.20055933,92.33261485,2.416850086,0.0407511,86.80721507,0.394276939,,,,0.02996404,82.18904297,-2.603023414,,,,,,,,,,,,,,69.17232143,96.26621622,106.4540307,73.72685371,,,104.6719638,,97.52948,103.11416,101.02572,
2608,Jhoulys Chacín,COL,3,2,0,46,1,64.1,6.575130054,3.917098755,1.119171073,0.241935484,0.70200573,0.460732984,0.13114754,4.336787908,4.3,4.631174134,4.687538228,0.16696249,0.09719626,92.61250246,2.459179789,0.19252336,88.32830514,5.917197522,0.31869159,93.01992789,-2.164207,0.0364486,84.820961,0.014423128,0.35420561,81.3132759,-3.649819624,,,,,,,,,,,,,,,,0.00093458,75.26819127,133.5594667,68.079,81.92660404,107.642654,,,,103.6424003,99.9896823,98.16380523,
2859,Ross Detwiler,- - -,3,1,0,53,5,52.1,10.66242278,3.439491219,1.719745609,0.263565891,0.75862069,0.398550724,0.175438596,4.643313146,4.24,4.889779732,4.327396954,-0.243615627,0.34237288,91.96371248,-0.739845514,0.00112994,87.69830322,-0.393071145,0.16836158,91.17408374,-1.009536184,0.04632768,85.46235992,-0.569131732,0.36610169,85.18179736,1.526981443,0.07570621,77.38637531,-2.159589868,,,,,,,,,,,,,,45.75897436,58.82686567,82.12757475,76.93701299,,,84.64006116,,79.05225043,100.4569391,93.31090517,
2882,Luis Avilán,WSN,0,1,0,4,0,5,7.2,5.4,1.8,0.333333333,0.41666667,0.315789473,0.166666666,12.6,6.39,6.570034122,6.087268674,-0.057299733,,,,,,,0.43518519,89.62835563,-0.897221629,0.5,83.6769477,-1.5134365,,,,0.06481481,75.91371373,0.012789175,,,,,,,,,,,,,,95.85272727,70.84285714,,51.3826087,,,,,75.03831776,78.04579439,79.29158879,
3086,Mitch Moreland,OAK,0,0,0,1,0,1,9,0,0,0.333333333,1,0,0,0,1.26,1.170034122,6.463120502,0.017352134,0.05882353,88.18630219,-0.035847388,,,,0.70588235,86.92531331,0.293262452,0.11764706,73.57460022,-0.021793574,,,,0.11764706,73.20574951,0.14154784,,,,,,,,,,,,,,148,166.5,,,,,,,157.25,131.45,150.5,
3096,Kenley Jansen,LAD,4,4,38,69,0,69,11.21739254,4.695652693,0.521739188,0.213333333,0.7748538,0.370860927,0.059701492,2.21739155,2.81,3.083077591,4.042675704,1.841271162,,,,0.58037383,92.58074804,11.2434538,0.26542056,93.97530397,4.681867868,,,,0.15420561,81.97652107,4.178262614,,,,,,,,,,,,,,,,,,,,128.6711191,107.4836364,,143.6349762,,134.4154571,101.235344,108.8952875,
3132,Tony Watson,- - -,7,4,0,62,0,57.1,6.906978506,2.825582116,0.627907137,0.226415094,0.61068702,0.45625,0.071428571,3.924419606,3.32,3.483987691,4.300341604,0.77381365,0.30369515,92.57909042,1.886849593,,,,0.12240185,92.00983242,1.792680394,0.33256351,85.89806451,6.529520936,0.24133949,83.160488,5.350256413,,,,,,,,,,,,,,,,,110.2993056,,96.4437788,89.44868421,96.16124402,,,,99.35562948,102.761653,102.0226497,
3137,Max Scherzer,- - -,15,4,0,30,30,179.1,11.84386651,1.806691501,1.154275126,0.24742268,0.84337349,0.334975369,0.117346938,2.459107876,2.88,2.974866831,3.235916895,5.36945653,0.46744931,94.45431709,19.70899618,0.09498399,90.27344847,0.937304452,,,,0.14905727,85.13559535,5.925895344,0.19032373,85.96102877,12.91364284,0.0981857,76.9995471,-0.076181497,,,,,,,,,,,,,,81.63317422,89.76376812,118.4460015,,125.5714015,,99.16945455,,109.742018,103.3347862,104.3742199,
3184,David Price,LAD,5,2,1,39,11,73.2,7.085973829,3.176471027,0.977375701,0.308695652,0.75664622,0.504273504,0.114285714,4.031674765,4.12,4.228857798,4.493636326,0.73286476,0.16383701,93.00809332,5.516849566,0.20543294,88.95743075,0.18148654,0.36417657,92.83498598,-3.908948194,0.24702886,85.51403431,-5.187411338,,,,0.01952462,76.68805728,-0.071985867,,,,,,,,,,,,,,74.72644068,,62.43611111,83.67167488,,81.91304348,104.3239496,,81.70668482,103.0595971,95.58305304,
3192,Will Harris,WSN,0,1,0,8,0,6,13.50000429,4.500001431,1.500000477,0.352941176,0.46511628,0.333333333,0.166666666,9.000002861,5.37,3.836701001,3.434396333,0.043310147,,,,0.80740741,90.32457712,-0.290530339,,,,,,,,,,0.19259259,79.89202411,-1.83327727,,,,,,,,,,,,,,,75.21923077,86.4,,,,99.29433962,,94.22686567,103.1022388,99.42985075,
3200,Ervin Santana,KCR,2,2,0,38,2,65.1,7.163265446,3.030612304,1.239795942,0.291666667,0.70680628,0.356783919,0.109756097,4.683673561,6.03,4.471054556,4.894692743,0.096558094,0.45079663,93.45793675,-8.258336511,,,,0.00187441,92.49255371,0.037488163,0.02999063,87.06037617,-3.056393322,0.51733833,84.48611406,10.7075723,,,,,,,,,,,,,,,,,47.30857143,,50.83590814,,106.9925725,,,,79.71749765,96.19520226,92.90206961,
3237,T.J. McFarland,STL,4,1,0,38,0,38.2,4.887931838,2.094827931,0.698275977,0.261261261,0.81521739,0.637168141,0.12,2.560345249,3.76,3.79072388,3.922854587,0.279162705,,,,,,,0.68554688,89.20713697,9.849749759,0.23046875,82.37093651,2.44458266,0.08398438,79.81243187,-2.375743642,,,,,,,,,,,,,,,,,62.86694915,,,53.96837607,85.57380952,,,,58.69765625,96.99980469,94.64257813,
3240,Zack Britton,NYY,0,1,1,22,0,18.1,7.854546816,6.872728464,0.981818352,0.3125,0.62913907,0.68,0.2,5.890910112,3.55,5.460943611,5.005141055,-0.241739407,,,,,,,0.840625,92.62420132,0.695591647,,,,,,,0.159375,80.27377259,1.328169048,,,,,,,,,,,,,,,,,71.58513011,91.41568627,,,,75.07553517,84.66024465,84.77461774,
3281,Joe Smith,- - -,4,4,0,50,0,39.2,7.714288064,1.815126603,1.134454127,0.341463415,0.68627451,0.44,0.131578947,4.991598159,3.52,3.926336874,3.977910691,0.343474843,0.23277182,87.53931146,-3.587002244,,,,0.39356815,85.92272997,2.922672354,0.02143951,77.51065499,0.564154796,0.34762634,77.56619115,-2.333399184,,,,,,,,,,,,,,,,0.00459418,96.97142857,,56.80779221,101.4910506,101.8255507,,,,91.10422658,103.0607517,109.8294216,
3298,Charlie Culberson,TEX,0,0,0,2,0,2,0,0,0,0.285714286,1,0.428571428,0,0,2.99,3.170034122,5.816577312,0.014008806,1,90.159375,0.911593121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,Darren O'Day,NYY,0,0,0,12,0,10.2,9.281252213,3.375000805,1.687500402,0.25,0.89285714,0.266666666,0.142857142,3.375000805,4.54,4.951284547,4.829509809,-0.026165364,0.45502646,85.67898347,-0.213548746,,,,0.05820106,85.59839977,0.129831959,,,,0.48677249,78.77851138,0.710518036,,,,,,,,,,,,,,,,,,,108.0139535,142.8,76.85326087,,,,94.87037037,98.88253968,101.8068783,
3473,Anthony Rizzo,CHC,0,0,0,1,0,0.2,13.50001408,13.50001408,0,0,1,1,0,0,3.55,4.670035687,4.670035687,-0.00185017,0.73333333,69.07439076,0.047534209,,,,,,,,,,,,,0.2,61.61103312,0.160537202,0.06666667,48.29909897,-0.035847388,,,,,,,,,,,,-105.5,,,,,,,-105.5,69.9,96.7,
3542,Danny Duffy,KCR,4,3,0,13,12,61,9.590163934,3.245901639,0.885245902,0.289308176,0.83841463,0.333333333,0.08219178,2.508196721,4.21,3.399542319,4.232303553,1.667973109,0.44301288,93.77345798,8.582604215,,,,0.11397423,93.62390455,-1.872446414,0.15262636,85.23063759,0.939256914,0.18235877,83.48997879,1.561882243,0.10802775,77.43926001,-0.453995325,,,,,,,,,,,,,,115.9987097,92.93302752,101.0270833,79.55426357,103.8342391,,,,100.219227,101.2685828,102.1457879,
3548,Liam Hendriks,CHW,8,3,38,69,0,71,14.3239452,0.887324039,1.394366347,0.251851852,0.79787234,0.326388888,0.150684931,2.53521154,2,2.339048118,2.139026057,2.726494551,0.68931159,97.77535726,16.22874293,,,,0.0009058,97.86740112,0,,,,0.21557971,89.04200039,6.467075877,0.0942029,85.83392803,1.806242105,,,,,,,,,,,,,,-15.5,135.9616822,152.7253614,,115.193617,,,,142.9591486,106.0512681,115.7025362,
3892,Josh Reddick,ARI,0,0,0,1,0,0.2,0,13.50001408,13.50001408,0.333333333,1,0.25,1,13.50001408,54.81,27.17005916,10.31658477,-0.076528996,1,64.11482508,-1.839178365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.7,,,,179.7,57.3,51,
4020,Yusmeiro Petit,OAK,8,3,2,78,0,78,4.269231604,1.384615655,1.384615655,0.227091633,0.7208589,0.37065637,0.10619469,3.923077691,4.35,4.721316477,5.277379667,-0.031339627,0.44362292,87.81282552,0.628068492,0.24399261,84.83481297,0.682126395,,,,0.17652495,81.02340171,4.207347546,,,,0.13585952,75.08307425,3.446038015,,,,,,,,,,,,,,95.7408377,97.15646259,81.65070707,,,,85.82851406,,87.27771588,101.475766,98.00566388,
4026,Héctor Santiago,SEA,1,1,0,13,1,26.1,10.25316505,3.759493852,0.683544337,0.337837838,0.79545455,0.447368421,0.068965517,3.417721684,2.79,3.132059437,4.08774942,0.33902254,0.64562118,91.07494232,1.938213989,,,,0.02443992,88.90031751,-0.351642065,0.24847251,81.6282914,-1.214946087,0.06924644,82.73178819,-0.302431319,0.00610998,77.06356812,-0.153837416,,,,,,,,,,0.00610998,75.53980001,0.002208412,,85.7672,47.8,74.105919,83.7,87.2,,,,78.13599796,101.9479061,94.84842795,
4070,Pedro Strop,CHC,1,0,0,2,0,2,13.5,9,0,0.4,1,0.8,0,0,4.66,3.170034122,3.170034122,0.023066491,0.2,91.71934679,-0.396785542,0.35555556,85.87536621,0.795825619,0.17777778,92.41894531,-0.500971813,,,,0.26666667,81.20979818,-5.37E-05,,,,,,,,,,,,,,,,,,,88.38888889,61.3875,119.1384615,,100.8,,96.77727273,104.3295455,99.28863636,
4141,Derek Holland,DET,3,2,0,39,1,49.2,9.241612276,3.624161677,1.087248503,0.353741497,0.7082153,0.453947368,0.122448979,5.073826348,4.12,3.955269152,4.125478796,0.323581433,0.39161677,93.16096968,4.615913041,,,,0.1748503,93.00549484,-3.933445338,0.09341317,85.10800914,-1.245113555,0.34011976,81.52511167,-4.143895227,,,,,,,,,,,,,,,,,75.34875,,85.5902439,95.93580563,,76.22304965,,,86.28994012,103.0913772,99.44431138,
4153,Jake Arrieta,- - -,5,14,0,24,24,98.2,7.570946434,4.013513772,2.18918933,0.342948718,0.61058345,0.433734939,0.233009708,7.38851399,6.19,6.170034316,4.849723072,-0.779819146,0.00057274,90.75749969,0.04113777,,,,0.5395189,91.5814279,-23.20453218,0.06701031,86.89570292,-3.343590792,0.23883162,88.46373604,-5.722959395,0.15406644,80.63751334,-1.010336075,,,,,,,,,,,,,,74.6943662,114.9988848,,84.93815217,114.6925301,,,,95.8531954,96.64343634,94.04164028,
4185,Rafael Dolis,TOR,2,3,3,39,0,32,10.96875196,7.593751358,0.562500101,0.317647059,0.67615658,0.413793103,0.0625,5.625001006,4.45,4.357534335,5.309396632,0.06908153,0.00166667,94.78520203,0.04113777,,,,0.64666667,94.75196319,-1.87768431,,,,0.23166667,86.36004243,-1.629712924,,,,,,,0.12,86.88495551,-0.247332588,,,,,,,,,,28.3,92.9574359,135.1482014,,,92.30694444,102.391405,92.66495868,93.80016529,
4264,Mark Melancon,SDP,4,3,39,64,0,64.2,8.211340529,3.47938158,0.556701053,0.284090909,0.79301075,0.56424581,0.121212121,2.226804211,4.21,3.35560114,3.451847796,1.072769523,0.03323837,92.183524,-2.326388981,0.62013295,92.00583844,6.960152179,,,,,,,,,,0.34472934,82.27755359,7.459027227,,,,0.00189934,82.73400116,0.019344196,,,,,,,,,,32.05172414,,,129.4196133,87.95242424,,100.6740494,105.3261407,103.6971483,
4301,Justin Wilson,- - -,1,1,0,42,0,34,7.676472526,4.235295187,1.588235695,0.268041237,0.66502463,0.464646464,0.142857142,5.294118984,4.42,5.258269944,5.143658424,-0.22728312,0.5794702,93.7974135,-4.284505665,0.35927152,89.7610122,3.561327133,,,,,,,0.06125828,81.8014114,0.115166672,,,,,,,,,,,,,,,,,,,102.7826211,,108.2596053,,111.6162791,,106.2923841,98.41374172,98.32781457,
4338,Tyler Chatwood,- - -,1,3,1,32,0,32,10.68750191,5.906251056,0.562500101,0.3,0.60165975,0.5,0.117647058,5.625001006,4.51,3.951284262,4.076101664,0.156654678,0.07783418,95.69636469,-3.223983992,0.36209814,88.83105925,3.764001485,0.46192893,95.36685482,1.338805243,0.03553299,87.17129953,-0.053675711,,,,0.06260575,80.91526341,-0.859253649,,,,,,,,,,,,,,105.652381,123.3918919,106.8191489,87.94963235,,,119.7831776,,103.8250423,89.64957699,90.51861252,
4505,Jordan Zimmermann,MIL,0,0,0,2,0,5.2,0,3.176470945,1.588235472,0.318181818,0.625,0.52173913,0.142857142,7.941177362,10.54,7.052387499,6.937775996,-0.078487687,0.08536585,89.49946812,0.210220113,,,,0.34146341,88.93783133,-1.821458001,0.07317073,83.89905294,-0.125621241,0.42682927,85.44578683,0.025236133,0.07317073,80.10699463,-0.635229044,,,,,,,,,,,,,,90.7,116.5333333,57.24285714,60.38888889,90.30571429,,,,79.58536585,93.65731707,87.43658537,
4676,Charlie Morton,ATL,14,6,0,33,33,185.2,10.47037759,2.81149028,0.775583525,0.267260579,0.71049841,0.478070175,0.121212121,3.344703953,3.32,3.175420119,3.30950882,4.537212849,0.3572146,95.53228971,9.617570095,,,,0.13759625,94.65969054,-4.570745904,,,,0.08503515,87.48473641,0.755631473,0.36725812,80.64558882,27.40679304,,,,0.05289588,86.38823304,0.526021838,,,,,,,,99.20628931,149.2051913,91.69209559,91.97429306,,,91.89090909,,113.2775209,100.6258961,104.8242881,
4696,Nate Jones,- - -,0,2,0,20,0,19,6.631580945,5.684212238,3.315790472,0.169811321,0.72916667,0.333333333,0.25,5.684212238,5.73,8.538456792,6.349095056,-0.860595226,0.5987055,95.63564189,1.228501495,,,,0.02912621,93.58766683,-1.326584045,0.00970874,89.10412598,-0.556351483,0.36245955,87.15267508,-2.718417436,,,,,,,,,,,,,,,,,124.1666667,,112.3123457,97.85840708,114.4642857,,,,107.9216828,94.92944984,98.46990291,
4776,Matt Shoemaker,MIN,3,8,0,16,11,60.1,5.966851143,4.027624522,2.237569179,0.291457286,0.57317073,0.449760765,0.208333333,8.055249043,6.43,6.567824357,5.441317222,-0.756701767,0.24342105,91.92537592,-3.849067964,,,,0.16635338,91.80156057,-7.610292636,,,,0.23778195,82.55879061,-2.593806118,0.02161654,78.73873205,-1.859872818,,,,0.33082707,85.37930714,-1.973441985,,,,,,,,,,80.05807692,83.12329545,105.837931,75.60769231,,95.8519774,92.14833212,99.69583218,95.75433669,
4806,Rich Hill,- - -,7,8,0,32,31,158.2,8.508403702,3.119748024,1.191176518,0.276849642,0.77267637,0.351851851,0.112299465,3.857143012,4.45,4.342303077,4.701141648,1.712209132,0.47042254,88.38329452,0.240868285,0.02736419,84.15044583,1.391728282,0.02816901,85.07424316,-1.059113897,0.02615694,80.50745192,1.478056885,0.00442656,77.59818129,-2.456423555,0.44305835,71.6312308,5.772313248,0.00040241,66.78790283,-0.028536662,,,,,,,,,,,81.02702703,109.5044728,96.08163265,81.6442623,104.3366135,,79.93768116,,100.732842,98.74246652,102.3289816,
4897,Scott Kazmir,SFG,0,1,0,5,4,11.1,7.941176693,4.764706016,2.382353008,0.333333333,0.71428571,0.47368421,0.23076923,6.352941355,7.34,6.434740096,5.017390731,-0.154552594,0.33816425,92.3003976,-0.14589892,0.12560386,87.63435246,1.251064744,0.20772947,92.14967949,-0.801568519,0.30917874,80.32307816,-2.803470783,0.01932367,82.55967331,-0.959171489,,,,,,,,,,,,,,,,,106.6203125,,72.74247788,,85.03333333,,,,85.34688174,96.15423456,88.77770409,
4930,Jon Lester,- - -,7,6,0,28,28,141.1,5.794811529,3.502358617,1.591981189,0.29580574,0.73076923,0.437100213,0.158227848,4.712264321,5.09,5.412958731,5.085854116,0.078117253,0.30462185,88.95408405,-8.388923958,0.26176471,86.67590665,-10.2928928,0.16806723,87.83290039,-1.902553283,0.18109244,81.58449645,3.415986899,,,,0.08445378,72.89675402,-2.683567129,,,,,,,,,,,,,,87.31365741,81.61940299,69.15067568,84.65603015,,,96.31724138,,83.07424952,97.93546238,94.88344082,
4962,Asdrúbal Cabrera,ARI,0,0,0,2,0,1.1,0,0,0,0.25,1,0.5,0,0,5.51,3.170034122,5.816580073,0.007894283,1,71.13674029,0.896320321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.6,,,,,,,-76.6,42.3,56.9,
4994,Fernando Abad,BAL,0,0,0,16,0,17.2,5.094340906,3.566038634,0.509434091,0.34375,0.62937063,0.46875,0.05,5.603774997,4.57,3.962487152,5.2240295,0.145603582,0.090301,93.66036422,-3.308540665,,,,0.43478261,92.53694411,2.315790042,0.16053512,75.07690938,0.34302637,0.05685619,82.26525161,-0.398731001,0.25752508,76.59055398,-0.334620807,,,,,,,,,,,,,,93.85319149,,72.8,66.31223022,,98.51538462,59.7625,,79.10401338,100.290301,92.47959866,
5003,Jake Diekman,OAK,3,3,7,67,0,60.2,12.31318888,5.04395689,1.483516732,0.282442748,0.78873239,0.347826086,0.163934426,3.857143504,4.45,4.455748624,4.086947843,-0.07608743,0.58676208,95.56887147,-1.180184834,,,,0.0822898,95.14000934,-2.169137198,0.00715564,87.65181732,0.676997833,0.32379249,83.44743288,4.561315902,,,,,,,,,,,,,,,,,101.3125,,118.5044164,104.7793478,125.5015278,,,,120.8311634,94.38968144,100.2927978,
5097,Anthony Gose,CLE,0,0,0,6,0,6.2,12.1500029,2.700000644,0,0.153846154,0.75,0.583333333,0,1.350000322,1.46,1.370033693,2.16399684,0.177826136,0.73043478,99.5484561,3.315849159,,,,,,,,,,0.26956522,84.908148,0.109168369,,,,,,,,,,,,,,,,,,,188.5357143,,109.1774194,,,,167.1434783,96.20173913,108.94,
5114,Jeurys Familia,NYM,9,4,1,65,0,59.1,10.92134995,4.095506232,1.51685416,0.311258278,0.76388889,0.50955414,0.232558139,3.943820816,3.73,4.400371386,3.488026947,0.037294358,0.14060964,97.30207878,3.128494166,,,,0.59488692,96.5663094,-1.220181253,,,,0.23402163,89.33528919,-3.268289749,,,,,,,0.03048181,92.05660912,-1.232611451,,,,,,,,,,100.7659864,84.72043189,87.00588235,,,98.10333333,87.94705305,100.6460707,100.2629666,
5221,Wade LeBlanc,- - -,0,2,0,18,9,49,5.326531131,3.122449283,1.469387898,0.294478528,0.80547112,0.355029585,0.117647058,4.408163694,5.73,5.394524135,5.72057773,0.048680766,0.14735516,87.88298465,2.899755076,0.28085642,85.22527885,-2.468721256,0.2418136,87.84341621,-5.207495637,0.22166247,79.69106085,-1.223597154,,,,0.10831234,73.56877314,0.541618876,,,,,,,,,,,,,,57.65084746,67.63023256,93.35798319,83.98263158,,,115.4675676,,86.60290479,98.71294266,93.4694567,
5224,Blake Parker,CLE,2,1,0,47,0,43.2,7.625955309,2.885496603,1.030534501,0.299212598,0.84615385,0.386363636,0.096153846,3.091603504,4.09,4.063164023,4.67568695,0.235145658,0.457223,90.93748802,0.948482733,0.11640954,89.16986305,1.176462688,,,,,,,,,,0.085554,76.19481621,0.437913217,,,,0.34081346,79.54680266,-0.897349417,,,,,,,,,103.5553571,47.61272727,,,,57.62911392,67.77983871,60.13099579,98.65750351,91.26255259,
5235,Justin Turner,LAD,0,0,0,1,0,1,0,0,0,0.4,1,0.4,0,0,33.47,3.170034122,6.698758376,0.006529569,0.9,74.92954508,-0.154056091,,,,,,,0.1,56.84159851,-0.035847388,,,,,,,,,,,,,,,,,,,,,,,,-61.9,,,,-61.9,39.5,96.8,
5273,Sandy León,MIA,0,0,0,6,0,6,3.000000477,1.500000238,4.500000715,0.2,0.78947368,0.391304347,0.25,7.500001192,5.88,9.503368462,6.532092243,-0.169977158,1,79.21568277,-2.151298705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51111111,91.72222222,103.3888889,
