playerid,Name,Pos,Bats,Thr,Prev Team,Age,Service Time,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,Stuff+,Location+,Pitching+
7982,Anthony Bass,RP,R,R,TOR,36,8.1,0,0,0,22,0,20,8.6,4.1,1.4,0.281,67.20%,38.30%,13.00%,4.95,5.23,4.66,4.61,0,105.3,99.6,101.1
8048,Will Smith,RP,R,L,TEX,34,10.2,2,7,22,60,0,57.1,8.6,2.7,0.8,0.262,55.60%,29.60%,6.90%,4.4,3.35,3.36,4.3,1.1,86,103.8,98.7
8110,Bryan Shaw,RP,S,R,CHW,36,11.1,0,0,4,38,0,45.2,7.9,3.4,0.6,0.29,70.90%,40.20%,5.80%,4.14,3.85,3.87,4.9,0.4,105.2,98.3,98
8241,David Robertson,RP,R,R,MIA,39,14.1,6,6,18,62,0,65.1,10.7,3.4,1,0.295,74.40%,43.10%,10.40%,3.03,3.25,3.55,3.85,1.2,124.7,97.1,104.6
8779,Wade Miley,SP,L,L,MIL,37,12,9,4,0,23,23,120.1,5.9,2.8,1.2,0.234,81.60%,46.30%,11.70%,3.14,4.33,4.69,4.85,1.1,91.9,104.3,100.4
9073,Kirby Yates,RP,L,R,ATL,37,9,7,2,5,61,0,60.1,11.9,5.5,1.3,0.211,85.40%,36.40%,15.00%,3.28,4.51,4.63,4.34,-0.2,104.4,94.2,91.2
9111,Brad Hand,RP,L,L,ATL,34,10.1,5,3,1,60,0,53.2,9.9,3.7,1,0.333,66.10%,37.10%,12.80%,5.53,4.58,4.02,4.01,0.5,92.8,95.5,94.5
9434,Dallas Keuchel,SP,L,L,MIN,36,10,2,1,0,10,6,37.2,6,4.3,0.7,0.339,65.80%,52.80%,10.00%,5.97,5.59,4.56,4.84,0.2,73.8,97.7,94.1
9761,Joe Kelly,RP,R,R,LAD,36,11,2,5,1,42,0,39.1,13.7,4.1,0.7,0.306,60.30%,58.00%,14.30%,4.12,2.88,2.72,2.61,0.8,112.4,99.7,105.7
10123,Kyle Gibson,SP,R,R,BAL,36,10,15,9,0,33,33,192,7.4,2.6,1.1,0.309,69.70%,48.90%,12.70%,4.73,4.8,4.13,4.13,2.6,92.7,99.6,96.6
10133,Brad Boxberger,RP,R,R,CHC,36,10,0,1,2,22,0,20,7.7,5,1.4,0.231,70.20%,43.60%,15.00%,4.95,4.77,5.31,5.01,-0.2,86.6,98.3,96.2
10197,Shelby Miller,RP,R,R,LAD,33,8,3,0,1,36,1,42,9,4.1,0.6,0.165,89.40%,37.40%,6.80%,1.71,3.25,3.68,4.49,0.5,110.6,98.7,101.1
10233,Aroldis Chapman,RP,L,L,TEX,36,13,6,5,6,61,0,58.1,15.9,5.6,0.6,0.314,73.10%,47.70%,11.80%,3.09,2.82,2.52,2.59,1.8,134.2,94.2,106.5
10291,Ryan Tepera,RP,R,R,STL,36,7.1,2,2,0,12,0,10.2,9.3,3.4,2.5,0.417,67.30%,45.90%,20.00%,7.59,5.16,6.82,5.49,-0.3,93.3,94,92.2
10314,Erasmo Ramírez,RP,R,R,TBR,34,8.1,3,3,0,38,2,60.1,6.4,1.9,1.6,0.35,62.20%,43.40%,14.70%,6.41,5.34,5.05,4.73,-0.3,94.5,104.2,99.4
10315,Michael Tonkin,RP,R,R,ATL,34,3.1,7,3,1,45,0,80,8.4,2.6,1.5,0.241,67.80%,38.30%,13.50%,4.28,3.9,4.43,4.3,0.1,108.7,103.4,102.6
10343,Aaron Loup,RP,L,L,LAA,36,11,2,3,1,55,0,48.2,8.3,3.7,1.1,0.373,63.60%,46.60%,11.10%,6.1,4.39,4.36,4.6,0.2,99.6,101.7,102.1
10430,Mychal Givens,RP,R,R,BAL,34,8,0,1,0,6,0,4,4.5,13.5,0,0.308,45.50%,46.20%,0.00%,11.25,11.34,7.51,8.33,-0.1,98.7,79.1,76.9
10591,Scott Alexander,RP,L,L,SFG,34,6.1,7,3,1,55,8,48.1,5.8,2,0.4,0.325,57.60%,60.70%,6.50%,4.66,3.61,3.26,3.78,0.7,87,100.6,97
10756,Shane Greene,RP,R,R,CHC,35,7,0,0,0,2,0,3,9,6,0,0.286,100.00%,57.10%,0.00%,0,3.45,3.26,4.36,0,115.2,93.6,93.4
10843,Adam Kolarek,RP,L,L,NYM,35,3.1,0,0,0,5,0,6,10.5,1.5,0,0.154,100.00%,66.70%,0.00%,0,1.73,1.92,2.75,0.2,98.5,106.1,101.2
10855,Chasen Shreve,RP,L,L,CIN,33,7.1,1,2,0,50,0,44.2,9.1,2.8,1.4,0.31,70.30%,45.50%,14.30%,4.63,4.16,4.28,4.06,0.2,91.5,104,100.3
11189,Vince Velasquez,SP,R,R,PIT,32,8.1,4,4,0,8,8,37.1,8.9,3.4,1,0.292,76.60%,30.30%,8.50%,3.86,4.13,3.87,4.56,0.7,99.5,99.3,101.8
11487,Joely Rodríguez,RP,L,L,BOS,32,4.1,0,0,0,11,0,11,11.5,4.9,1.6,0.379,61.70%,45.20%,28.60%,6.55,5.74,4.71,3.4,0,118.5,100,101.1
11589,José Ureña,SP,R,R,CHW,32,7,0,7,0,10,10,44.2,5.8,4.4,2.6,0.268,65.70%,47.30%,24.50%,6.45,5.77,7.28,5.46,-0.6,90.2,98.6,93.5
11762,Noah Syndergaard,SP,L,R,CLE,31,8.1,2,6,0,18,18,88.2,5.7,1.9,2.2,0.289,66.50%,37.20%,18.30%,6.5,6.48,6.2,5.21,-0.5,79.9,104.3,98.8
11804,Héctor Neris,RP,R,R,HOU,35,8.1,6,3,2,71,0,68.1,10.1,4.1,0.9,0.219,90.50%,31.80%,8.60%,1.71,3.33,3.83,4.45,0.9,99.5,98.8,96.5
11828,James Paxton,SP,L,L,BOS,35,9.2,7,5,0,19,19,96,9.5,3.1,1.7,0.292,74.90%,42.60%,17.80%,4.5,3.77,4.68,3.98,1,89.4,99.6,95.8
12317,Colin Rea,SP,R,R,MIL,33,4.1,6,6,0,26,22,124.2,7.9,2.7,1.7,0.254,72.60%,43.80%,16.90%,4.55,4.42,4.9,4.3,0.8,89.3,104.3,98.7
12323,Jacob Barnes,RP,R,R,STL,34,5.1,0,1,0,13,0,13.2,5.3,2,0.7,0.354,53.40%,42.90%,4.80%,5.93,3.96,3.91,5.5,0.1,101.6,102.5,103.4
12447,Seth Lugo,SP,R,R,SDP,34,7.1,8,7,0,26,26,146.1,8.6,2.2,1.2,0.298,76.80%,45.20%,13.30%,3.57,4.42,3.83,3.76,2.9,102.8,102,102.5
12499,Drew Rucinski,SP,R,R,OAK,35,1.2,0,4,0,4,4,18,3,7,2.5,0.319,57.10%,44.60%,18.50%,9,7.35,8.7,7.57,-0.6,77.5,93,86.7
12730,Nick Martinez,SP,L,R,SDP,33,5,6,4,1,63,9,110.1,8.6,3.3,1,0.29,77.50%,53.80%,14.00%,3.43,3.98,3.92,3.79,1.4,92.1,101.9,101
12763,Chris Devenski,RP,R,R,TBR,33,7,6,4,0,38,0,42.1,8.9,2.3,1.3,0.265,60.60%,39.30%,12.50%,4.46,4.58,3.96,4,0.5,91.3,98.6,103.9
12768,Sonny Gray,SP,R,R,MIN,34,10.1,8,8,0,32,32,184,9,2.7,0.4,0.295,76.80%,47.30%,5.20%,2.79,3.66,2.83,3.64,5.4,103.4,101,103.8
12777,John Brebbia,RP,L,R,SFG,34,6.1,3,5,0,40,10,38.1,11,3.3,1.4,0.266,65.60%,29.00%,11.10%,3.99,3.25,3.93,4.23,0.3,107.6,105.4,105.4
12808,Mike Clevinger,SP,R,R,CHW,33,7,9,9,0,24,24,131.1,7.5,2.7,1.1,0.281,77.20%,30.90%,8.20%,3.77,4.1,4.28,5.15,2.2,100.1,100.2,100
12863,Matt Barnes,RP,R,R,MIA,34,8.1,1,0,0,24,1,21.1,8.4,4.2,0.8,0.348,69.30%,49.30%,10.50%,5.48,4.7,4.15,4.4,0.1,100.6,96.1,96.5
12988,Andrew Chafin,RP,R,L,MIL,34,9,3,4,8,63,0,51.1,11,4.9,1.1,0.31,67.10%,38.50%,12.20%,4.73,4.36,4.01,4.07,0.5,97.4,95.2,95.3
13133,Derek Law,RP,R,R,CIN,33,4.1,4,6,2,54,3,55,7.4,4.3,1,0.275,77.90%,39.50%,10.20%,3.6,4.77,4.62,4.97,0.3,100.8,100.1,97.2
13164,Eduardo Rodriguez,SP,L,L,DET,31,8.1,13,9,0,26,26,152.2,8.4,2.8,0.9,0.274,75.90%,41.00%,9.70%,3.3,4.04,3.66,4.06,3,83.2,103.2,97.3
13183,Zach Davies,SP,R,R,ARI,31,8,2,5,0,18,18,82.1,7.9,4.3,1.1,0.346,57.60%,44.30%,11.20%,7,5.48,4.58,4.79,0.8,75.2,99.6,92.4
13218,Michael Fulmer,RP,R,R,CHC,31,7.2,3,5,2,58,1,57,10.3,4.4,1.1,0.304,71.80%,38.70%,12.50%,4.42,4.3,4.15,4.18,0.4,104.8,97.3,100
13394,Dylan Floro,RP,L,R,MIN,33,6.1,5,6,7,62,0,56.2,9.2,2.7,0.5,0.401,65.30%,54.40%,8.60%,4.76,3.35,2.96,3.29,1.2,96.7,102.6,97.3
13431,Marcus Stroman,SP,R,R,CHC,33,9,10,9,0,27,25,136.2,7.8,3.4,0.6,0.283,65.90%,57.10%,10.20%,3.95,4.27,3.58,3.79,2.7,101.3,99.6,98.8
13435,Pierce Johnson,RP,R,R,ATL,33,4.1,2,6,13,67,0,62.2,12.9,4.3,1.4,0.361,74.70%,37.20%,18.20%,4.02,3.9,3.89,3.27,0.7,121.1,99.5,103
13528,Matt Bowman,RP,R,R,NYY,33,4,0,0,0,3,0,4,6.8,4.5,2.3,0.357,60.60%,46.70%,25.00%,9,5.96,6.51,4.91,-0.1,100.3,99.6,98.7
13543,Blake Snell,SP,L,L,SDP,31,7.1,14,9,0,32,32,180,11.7,5,0.8,0.256,86.70%,44.40%,10.90%,2.25,3.77,3.44,3.62,4.2,106.9,95.4,100.3
13594,Robert Stephenson,RP,R,R,TBR,31,6,3,4,1,60,0,52.1,13.2,2.8,1.4,0.22,74.70%,34.60%,15.70%,3.1,2.73,3.22,2.84,1,121.1,101.8,105.9
13607,Carl Edwards Jr.,RP,R,R,WSN,32,6.2,1,3,2,32,0,31.2,6.8,4.8,0.3,0.303,73.50%,46.00%,3.30%,3.69,4.21,3.86,5.01,0.4,83.6,97.6,96.5
13619,Jakob Junis,SP,R,R,SFG,31,6,4,3,1,40,4,86,10,2.2,1.3,0.335,74.60%,43.20%,13.30%,3.87,3.71,3.74,3.66,0.7,112.3,100.3,105.1
13758,Tyler Duffey,RP,R,R,CHC,33,6,0,0,0,1,0,2,13.5,0,4.5,0,100.00%,0.00%,25.00%,4.5,3.45,6.76,3.56,0,103.4,102.3,103.9
13761,Chris Stratton,RP,R,R,TEX,33,6.1,2,1,1,64,0,82.2,8.8,2.7,0.9,0.275,67.20%,38.60%,7.70%,3.92,3.58,3.53,4.36,1.1,108.4,104.3,106
13763,Dominic Leone,RP,R,R,SEA,32,7.1,1,3,1,51,0,54,9,4.7,2.3,0.255,85.90%,37.10%,21.20%,4.67,5.3,6.29,4.94,-0.8,108.1,96.1,98.9
13781,Alex Wood,SP,R,L,SFG,33,10.1,5,5,0,29,12,97.2,6.8,3.9,0.8,0.301,70.90%,45.00%,8.20%,4.33,4.64,4.47,5.14,0.2,86.8,97.2,93.3
13801,Austin Adams,RP,R,R,ARI,33,4.2,0,1,0,24,0,17.1,11.4,4.2,0.5,0.333,61.60%,37.00%,5.60%,5.71,3.55,3.72,4.68,0.2,85.4,91.4,102.5
13896,Chris Flexen,SP,R,R,COL,29,3.1,2,8,0,29,16,102.1,6.5,3.3,2.2,0.332,67.10%,39.10%,19.40%,6.86,6.2,6.22,5.12,-0.5,83,99.3,92.7
13942,Brent Suter,RP,L,L,COL,34,6.2,4,3,0,57,2,69.1,7.1,3.2,0.4,0.301,64.20%,46.50%,4.50%,3.38,3.23,3.44,4.48,1.3,74.8,94.8,91.8
14078,Michael Wacha,SP,R,R,SDP,32,10.1,14,4,0,24,24,134.1,8.3,2.9,1,0.266,79.70%,34.50%,9.10%,3.22,4.27,3.89,4.47,2.7,88.5,102.4,101.1
14212,Josh Hader,RP,L,L,SDP,30,6.1,2,3,33,61,0,56.1,13.6,4.8,0.5,0.264,88.80%,35.50%,5.80%,1.28,2.34,2.69,3.52,1.7,112.4,95.2,107.5
14295,Wandy Peralta,RP,L,L,NYY,32,6.2,4,2,4,63,0,54,8.5,5,1.2,0.218,85.20%,57.40%,18.90%,2.83,4.7,5.05,4.5,-0.4,93.7,95.8,98.1
14309,Frankie Montas,SP,R,R,NYY,31,6,1,0,0,1,0,1.1,6.8,6.8,0,0.4,100.00%,80.00%,0.00%,0,3.43,4.01,4.01,0,84.6,94.6,92.6
14361,Ty Blach,SP,R,L,COL,33,3.1,3,3,0,20,13,78,5.8,2.8,1.7,0.346,73.50%,39.20%,16.90%,5.54,7.26,5.63,5.01,0.1,74.6,102.3,87.7
14375,Amir Garrett,RP,R,L,KCR,32,6,0,1,0,27,0,24.1,10.4,7.4,1.5,0.3,85.20%,47.50%,16.70%,3.33,4.93,5.56,5.05,-0.2,91.7,90.3,88.2
14527,Jorge López,RP,R,R,BAL,31,5.1,6,2,3,61,0,59,7.5,3.4,1.8,0.314,68.60%,47.60%,21.40%,5.95,5.41,5.76,4.69,-0.9,111.3,98,101.2
14765,Julio Urías,SP,L,L,LAD,27,6.1,11,8,0,21,21,117.1,9,1.8,1.8,0.283,74.70%,37.10%,16.10%,4.6,4.16,4.69,4.13,1.2,104.7,105.2,106.6
14771,Emilio Pagán,RP,L,R,MIN,33,6.1,5,2,1,66,1,69.1,8.4,2.7,0.6,0.221,68.30%,31.50%,5.30%,2.99,3.66,3.27,4.57,1.2,110.8,104.1,107.3
14814,Buck Farmer,RP,L,R,CIN,33,6.1,4,5,3,71,0,75,8.4,3.5,1.3,0.241,72.80%,33.30%,11.10%,4.2,4.07,4.62,4.89,0.6,97.3,99.2,98.3
14843,Michael Lorenzen,SP,R,R,PHI,32,8.2,9,9,1,29,25,153,6.5,2.8,1.2,0.266,69.80%,41.00%,11.30%,4.18,4.51,4.46,4.68,1.7,101.4,100.9,100.7
14975,Chad Kuhl,SP,R,R,WSN,31,6.2,0,4,1,16,5,38.1,7.3,6.6,1.9,0.333,59.90%,30.60%,15.10%,8.45,8.79,6.78,6.35,-0.6,102.1,92.7,94.2
15046,Trevor Gott,RP,R,R,NYM,31,5.1,0,5,1,64,0,58,9.6,2.9,0.6,0.343,64.70%,40.20%,6.20%,4.19,3.48,3.2,4.16,1,96.4,102.8,97.6
15264,Keynan Middleton,RP,R,R,NYY,30,6,2,2,2,51,0,50.2,11.4,4.1,1.4,0.276,83.30%,56.60%,23.50%,3.38,3.71,4.2,3.26,0.1,102.4,96.8,99.5
15288,Adam Cimber,RP,R,R,TOR,33,5.2,0,2,1,22,0,20.2,5.2,3,2.6,0.288,65.20%,47.90%,28.60%,7.4,6.2,7.46,5.37,-0.6,113.1,95.1,105.5
15290,Austin Pruitt,RP,R,R,OAK,34,5,2,6,0,38,6,48.1,5.6,2.2,0.9,0.264,78.00%,36.20%,7.70%,2.98,4.01,4.17,5.04,0.4,112.8,103.7,103.5
15440,Matthew Boyd,SP,L,L,DET,33,7.1,5,5,0,15,15,71,9.3,3.2,1.4,0.302,62.00%,38.80%,12.60%,5.45,4.24,4.35,4.37,0.9,86.3,97.8,95.5
15474,Lucas Giolito,SP,R,R,CLE,29,6.1,8,15,0,33,33,184.1,10,3.6,2,0.274,72.80%,36.20%,17.70%,4.88,4.61,5.27,4.45,0.9,94.5,101.1,100.7
15594,Nick Wittgren,RP,R,R,KCR,33,6.1,1,0,0,27,0,29,5.6,3.4,0.6,0.298,65.50%,44.80%,5.70%,4.97,4.67,4.36,5.46,0,86.4,98.2,92.9
15734,Brad Keller,SP,R,R,KCR,28,6,3,4,0,11,9,45.1,6.2,8.9,0.6,0.302,74.60%,58.30%,8.10%,4.57,5.66,5.92,6.41,-0.2,100,87.3,89
15761,Joe Jiménez,RP,R,R,ATL,29,6.1,0,3,0,59,0,56.1,11.7,2.2,1.4,0.3,82.70%,27.90%,12.70%,3.04,3.77,3.59,3.6,0.5,110.5,105.9,108.9
15873,Sean Manaea,SP,R,L,SFG,32,7.2,7,6,1,37,10,117.2,9.8,3.2,1.1,0.293,64.00%,40.90%,11.90%,4.44,4.21,3.9,4.01,1.2,90.9,100.7,96.2
15890,Luis Severino,SP,R,R,NYY,30,7.2,4,8,0,19,18,89.1,8,3.4,2.3,0.326,65.90%,42.20%,20.90%,6.65,5.89,6.14,4.83,-0.5,103.7,103.3,101.2
15947,Ryne Stanek,RP,R,R,HOU,32,6,3,1,0,55,0,50.2,9.1,3.7,1.4,0.258,75.80%,30.70%,10.40%,4.09,4.04,4.6,5.06,0.1,130.6,99.1,107.2
16128,John Curtiss,RP,R,R,NYM,31,3.1,0,0,0,15,0,19.2,7.3,3.7,1.4,0.259,72.10%,40.40%,12.00%,4.58,3.23,4.83,4.95,0,93.3,95.1,92.8
16149,Aaron Nola,SP,R,R,PHI,31,8.1,12,9,0,32,32,193.2,9.4,2.1,1.5,0.285,66.40%,42.60%,15.60%,4.46,3.71,4.03,3.63,3.9,101.2,107.2,105.8
16162,Brandon Woodruff,SP,L,R,MIL,31,5.2,5,1,0,11,11,67,9.9,2,1.2,0.204,90.30%,36.50%,12.50%,2.28,2.82,3.6,3.63,1.5,114.3,106.6,110.2
16207,Spencer Turnbull,SP,R,R,DET,31,5,1,4,0,7,7,31,7,4.4,1.5,0.327,60.40%,48.50%,15.20%,7.26,6.12,5.55,5.21,-0.1,97.7,100.4,97
16358,Tyler Mahle,SP,R,R,MIN,29,6,1,2,0,5,5,25.2,9.8,1.8,1.8,0.266,80.00%,37.70%,16.10%,3.16,3.23,4.19,3.65,0.4,110.8,105.6,105.4
16400,Reynaldo López,RP,R,R,CLE,30,6,3,7,6,68,0,66,11.3,4.6,1.1,0.276,81.30%,39.20%,11.60%,3.27,4.01,3.91,4.06,0.8,125.4,99,103.1
16401,Yonny Chirinos,SP,R,R,ATL,30,5.1,5,5,0,20,9,85,5.6,2.9,1.6,0.285,68.60%,45.60%,16.00%,5.4,6.24,5.43,4.97,-0.3,106.2,99.1,91.9
16511,Jordan Montgomery,SP,L,L,TEX,31,6.2,10,11,0,32,32,188.2,7.9,2.3,0.9,0.294,75.60%,43.20%,9.30%,3.2,3.98,3.56,4.01,4.3,96.6,101.3,96.2
16814,Tim Hill,RP,R,L,SDP,34,5.1,1,4,0,48,0,44.1,5.3,2.8,1.4,0.349,62.10%,61.20%,20.00%,5.48,5.03,5.49,4.74,-0.4,94,102.5,100.8
16918,Luke Weaver,SP,R,R,NYY,30,6.1,3,6,0,29,25,123.2,7.9,2.9,2.1,0.331,68.80%,35.50%,18.10%,6.4,5.55,5.61,4.7,0.5,95,102.4,99.6
17149,Domingo Germán,SP,R,R,NYY,31,5,5,7,0,20,19,108.2,9.4,2.8,1.7,0.233,65.30%,39.40%,17.10%,4.56,4.3,4.65,4.04,1,91.8,100.1,98.4
17264,Sam Coonrod,RP,R,R,NYM,31,4.1,0,0,0,10,0,6.2,8.1,10.8,0,0.278,53.30%,61.10%,0.00%,9.45,4.9,5.96,6.7,-0.1,108.9,92.7,90.3
17479,Jack Flaherty,SP,R,R,BAL,28,6,8,9,0,29,27,144.1,9.2,4.1,1.1,0.356,72.60%,42.70%,12.70%,4.99,5.06,4.36,4.36,1.8,95,99.3,100
17496,Diego Castillo,RP,R,R,SEA,30,4.2,0,0,0,8,0,8.2,7.3,7.3,2.1,0.208,73.80%,53.80%,18.20%,6.23,5.06,7.41,6.51,-0.2,81.4,91.3,85.8
17793,Trey Wingenter,RP,R,R,DET,30,4,1,0,0,17,0,17,11.6,3.7,1.1,0.333,64.70%,43.20%,11.10%,5.82,3.87,3.96,4.18,0.1,101.7,87.9,88.1
18064,Phil Maton,RP,R,R,HOU,31,6,4,3,1,68,0,66,10.1,3.4,0.8,0.269,75.10%,42.90%,9.00%,3,3.11,3.74,4.24,0.6,99.4,97.9,104.2
18335,Josh Staumont,RP,R,R,KCR,30,4.1,0,0,0,21,1,20,10.8,5.9,0.5,0.306,64.20%,47.90%,5.90%,5.4,4.45,3.76,4.51,0.2,107.6,90.4,94.4
18356,Jaime Barria,SP,R,R,LAA,27,4,2,6,0,34,6,82.1,6.8,3.3,2.2,0.286,63.20%,36.30%,16.70%,5.68,5.41,6.07,5.32,-0.7,96,100,99.3
18498,Kenta Maeda,SP,R,R,MIN,36,8,6,8,0,21,20,104.1,10.1,2.4,1.5,0.293,74.10%,32.60%,13.00%,4.23,3.74,4.02,3.98,1.6,105.3,102.9,102.1
18674,Jake Woodford,SP,R,R,STL,27,3,2,3,0,15,8,47.2,5.5,4.2,2.1,0.318,73.70%,51.20%,22.90%,6.23,7.04,6.61,5.28,-0.6,89.6,99.2,96.4
18694,Kolby Allard,SP,L,L,ATL,26,3.2,0,1,0,4,3,12.1,9.5,2.9,1.5,0.378,64.00%,30.80%,11.80%,6.57,5.44,4.23,4.4,0.2,74.1,101.6,94.1
19206,Dakota Hudson,SP,R,R,STL,29,4.2,6,3,0,18,12,81.1,5,3.8,1,0.304,71.10%,51.50%,12.30%,4.98,6,5.06,5.11,0.3,93.6,96.2,91.2
19316,Eric Lauer,SP,R,L,MIL,29,4.1,4,6,0,10,9,46.2,8.3,4.6,3.1,0.297,70.10%,25.00%,21.60%,6.56,7.54,7.41,5.58,-0.8,82.2,96.8,90.2
19618,Jordan Hicks,SP,R,R,TOR,27,6,3,9,12,65,0,65.2,11.1,4.4,0.5,0.323,72.10%,58.30%,10.80%,3.29,3.3,3.22,3.36,1.1,127.6,95.9,102.6
19979,Zach Plesac,SP,R,R,CLE,29,3.1,1,1,0,5,5,21.1,5.9,2.1,1.3,0.41,58.20%,51.20%,12.50%,7.59,5.48,4.47,4.51,0.2,81,102.8,97.7
31839,Shintaro Fujinami,RP,R,R,BAL,30,1,7,8,2,64,7,79,9.5,5.1,1,0.3,53.40%,40.10%,9.80%,7.18,4.8,4.61,5.05,0.2,112.3,91.6,94.3
