playerid,Name_x,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,Name_y,Pos,Bats,Thr,Prev Team,Age,Service Time,2024 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
12763,Chris Devenski,TBR,2,1,0,19,0,26.2,8.100000772,4.725000451,3.03750029,0.253333333,0.57823129,0.25,0.183673469,6.750000644,5.9,7.328980175,5.719795468,-0.668581307,0.31144465,93.21901473,-7.450764541,0.1369606,85.40955426,-3.988848519,,,,0.47467167,83.01699914,2.661446437,0.07692308,77.83792635,-0.543387335,,,,,,,,,,,,,,,,,144.5826087,,78.23272727,,133.4709091,,37.5234375,,109.6270169,99.26153846,102.3727955,,Chris Devenski,RP,R,R,TBR,34,7.115,-0.668581307,-0.002308295,,0,,,NYM,1,0,
12777,John Brebbia,- - -,0,6,2,59,0,55.1,10.89759249,3.090362049,1.789156976,0.316901408,0.67092652,0.296052631,0.159420289,5.85542283,4.87,4.52190173,3.823020509,0.138716396,0.48136959,94.00000919,7.246034183,,,,,,,,,,0.51863041,83.2215953,-11.56275661,,,,,,,,,,,,,,,,,78.06666667,,100.3884087,,101.4912792,,,,100.8851532,102.3784737,103.4376242,,John Brebbia,RP,L,R,ATL,35,7.078,0.1387164,0.250582218,,0,,,,,,
12784,Burch Smith,- - -,4,1,0,50,0,56.1,7.349113836,1.917160131,0.958580066,0.331428571,0.63218391,0.438202247,0.092307692,4.952663672,4.46,3.663521294,4.023531062,0.339449748,0.5,95.1174142,4.604337469,0.20424107,87.94089929,-2.245584004,0.00223214,91.34149933,-0.05974517,0.0078125,85.58239746,0.094275746,0.10267857,83.66885509,-2.391587473,0.18303571,80.23827827,-1.809479203,,,,,,,,,,,,,,124.1,102.5835366,108.5650972,97,128.069863,,89.34954044,,105.2719936,100.4896449,100.7476493,,Burch Smith,RP,R,R,BAL,35,5.086,0.339449763,0.001287495,,0,,,PIT,1,0,
12808,Mike Clevinger,CHW,0,3,0,4,4,16,8.437501006,5.062500603,2.250000268,0.36,0.70866142,0.339622641,0.16,6.750000805,7.18,6.228980143,5.341493172,-0.115967557,0.39273927,93.55582819,2.752957977,0.09240924,84.87339565,-2.062472802,0.06270627,93.41717208,-2.039756067,0.21122112,86.12593842,-0.002549574,0.21452145,78.97196514,-4.705684025,0.02640264,76.5981369,0.096032932,,,,,,,,,,,,,,74.76875,68.725,91.22396694,102.2588235,110.6706897,,48.46857143,,86.55709571,99.09108911,99.4009901,,Mike Clevinger,SP,R,R,CHW,34,8.008,-0.115967557,-9.99E-05,,0,,,,,,
12828,Andrew Kittredge,STL,5,5,1,74,0,70.2,8.533021018,2.547170453,1.273585226,0.263157895,0.81818182,0.451776649,0.14084507,2.801887498,3.97,3.958932808,3.638450607,0.313300043,,,,0.12633625,94.1092473,0.853283249,0.37512148,94.85000405,-0.62547718,,,,0.49854227,88.323404,6.011130743,,,,,,,,,,,,,,,,,,,99.38582677,97.41952507,132.5916501,,170.9,,115.5759369,106.5650888,111.6240631,,Andrew Kittredge,RP,R,R,STL,35,6.07,0.313300043,0.23246257,1,3000000,3000000,,BAL,1,10000000,10000000
12857,Shawn Armstrong,- - -,3,3,1,57,7,66.2,8.910000977,3.37500037,0.810000089,0.362244898,0.69037657,0.358208955,0.075949367,4.860000533,5.11,3.571479823,4.193209852,0.682803411,0.32822362,93.50069889,2.789511934,0.31199279,90.65299573,-4.414818536,0.27412083,93.81340107,-3.996513516,,,,0.08566276,84.7202868,-0.089443699,,,,,,,,,,,,,,,,,,,85.91480209,94.59165432,125.6290239,,98.58202427,,95.45580295,105.4761445,102.1573755,,Shawn Armstrong,RP,R,R,CHC,34,6.113,0.682803392,0.346807599,,0,,,TEX,1,1250000,1250000
12863,Matt Barnes,WSN,0,0,0,14,0,13.1,6.750000644,2.700000257,0.675000064,0.333333333,0.48387097,0.422222222,0.055555555,6.750000644,5.9,3.541479814,4.607691264,0.132618174,0.39240506,91.79821909,1.417563766,,,,,,,,,,,,,0.43459916,81.91351259,-0.452432886,,,,0.17299578,86.65092059,-2.172923461,,,,,,,,,,66.69069767,,,121.25,,112.9378378,97.5549763,94.24834123,90.07251185,,Matt Barnes,RP,R,R,WSN,35,8.152,0.132618174,-0.034642689,,0,,,,,,
12972,Joe Ross,MIL,3,6,0,25,10,74,8.027027234,3.527027118,0.851351373,0.298165138,0.72668113,0.409909909,0.075268817,3.770270367,3.91,3.828641958,4.499139026,0.909822404,0.16959064,94.78997171,-5.145272862,,,,0.35923141,94.82234738,4.023901302,0.08103592,90.18304758,0.193434969,0.37343358,86.62471599,1.868991632,0.01670844,83.30461235,0.480607957,,,,,,,,,,,,,,80.77292308,109.5315789,84.1015625,84.56940639,94.07494407,,,,88.1331539,101.744254,97.79542605,,Joe Ross,SP,R,R,MIL,32,7.018,0.909822404,0.376773238,,0,,,PHI,1,4000000,4000000
12988,Andrew Chafin,- - -,4,3,1,62,0,56.1,11.18343448,4.95266384,0.798816748,0.338129496,0.75324675,0.361111111,0.086206896,3.514793693,3.64,3.539260928,3.942157247,0.421862841,0.14684592,91.86337753,2.311234482,,,,0.39503619,91.95978454,-3.926404472,,,,0.45811789,82.30915147,6.123415936,,,,,,,,,,,,,,,,,,,70.67862319,75.06444087,107.0008039,,,,88.79520422,89.69232317,92.45081625,,Andrew Chafin,RP,R,L,TEX,35,10.02,0.421862841,0.200741038,,0,,,,,,
13273,Ross Stripling,OAK,2,11,0,22,14,85.1,5.167969174,2.32031269,0.738281311,0.337748344,0.54828151,0.392156862,0.064814814,6.011719243,4.74,3.893042338,4.740271796,1.103891268,0.30706922,91.96107333,-0.456170354,0.17010309,87.70279525,0.817903943,0.1377025,90.49875971,-1.048182059,0.17599411,83.02273572,-4.420804806,0.12297496,84.88958996,-2.814326078,0.08615611,76.55268847,-1.281603906,,,,,,,,,,,,,,89.53138075,,62.16277372,89.96632124,120.7362637,89.26666667,79.50185185,,85.88056782,104.5457751,97.7644143,,Ross Stripling,SP,R,R,ATH,35,8.115,1.103891253,0.570279598,,0,,,,,,
13293,Danny Coulombe,BAL,1,0,1,33,0,29.2,9.707868497,1.516854453,0.910112672,0.179104478,0.82278481,0.485714285,0.107142857,2.123596234,2.91,2.829401011,2.941858422,0.522052646,0.14592275,90.85235237,1.566438459,,,,0.14377682,90.41194176,2.417061307,0.00214592,81.57879639,-0.544301271,0.58369099,83.91985007,6.530150194,0.12446352,79.37854425,0.33994228,,,,,,,,,,,,,,,,74.77916667,8.185714286,105.8082707,108.7810345,80.15785714,,80.43347639,100.4888412,99.52854077,,Danny Coulombe,RP,L,L,BAL,35,6.008,0.522052646,0.292421907,,0,,,,,,
13346,Hoby Milner,MIL,5,1,1,61,1,64.2,8.907218947,1.948454145,0.835051776,0.313186813,0.58073654,0.519337016,0.115384615,4.731960066,3.24,3.135551935,3.145208182,0.914420836,0.19942474,88.92195041,7.046276178,,,,0.33365292,88.54206813,-4.589492124,0.13806328,81.2130199,0.2176251,,,,0.32885906,79.59197073,0.805380315,,,,,,,,,,,,,,84.24405594,,100.8798206,87.50627352,125.722312,,,,102.6219457,106.6168204,103.5535812,,Hoby Milner,RP,L,L,MIL,34,5.068,0.914420843,0.259300768,,0,,,TEX,1,2500000,2500000
13394,Dylan Floro,- - -,6,4,0,66,0,68.2,6.291263243,2.228155732,0.655339921,0.288461538,0.68421053,0.454545454,0.071428571,3.800971542,3.94,3.501431294,4.096197249,0.602492243,0.14833006,89.96204503,0.204738427,,,,0.48821218,90.02433547,8.822158817,0.09430255,83.71282959,-0.705196269,0.26915521,83.42995659,1.24405599,,,,,,,,,,,,,,,,,58.56701031,,83.87515528,75.20185185,76.89804951,,,,74.97806379,104.0364616,94.08564901,,Dylan Floro,RP,L,R,ARI,34,7.053,0.602492213,0.003867363,1,3000000,3000000,,,,,
13470,Lucas Sims,- - -,1,6,1,58,0,49.1,8.93919132,5.472974278,1.459459807,0.261904762,0.79288026,0.28030303,0.111111111,4.378379422,4.34,5.234047839,5.332654725,-0.29098589,0.31186441,94.43479322,-6.412530385,0.15706215,90.82847277,3.146738667,,,,0.00225989,88.71139526,0.197641704,0.45762712,84.28900704,1.534450963,0.07118644,79.78634208,0.015446194,,,,,,,,,,,,,,,91.35079365,113.2723022,,155.6783547,,119.9251983,28.85,132.1566926,93.28610436,103.5532463,,Lucas Sims,RP,R,R,BOS,31,6.014,-0.290985882,-0.037345901,,0,,,,,,
13528,Matt Bowman,- - -,1,0,0,25,1,30.2,7.043479516,3.815218071,1.467391566,0.238636364,0.76470588,0.440860215,0.142857142,4.402174697,4.81,5.188219269,4.794315749,-0.247282108,0.00201207,93.81259918,0.141648322,0.1971831,90.54851423,-1.701545127,0.39034205,92.20728168,7.673263662,,,,0.25955734,82.76036084,-3.577737734,,,,,,,0.15090543,84.42552775,-2.852042664,,,,,,,,,,66.1,94.88393782,137.5117188,,100.0438776,82.72,104.7710262,99.22615694,100.5396378,,Matt Bowman,RP,R,R,BAL,34,4.137,-0.247282103,-0.067120917,,0,,,BAL,1,0,
13543,Blake Snell,SFG,5,3,0,20,20,104,12.54807692,3.807692308,0.519230769,0.265765766,0.70866142,0.420353982,0.065217391,3.115384615,2.57,2.426095163,3.013641061,3.065009117,0.46414455,96.10436626,9.479344685,,,,,,,0.17617165,85.67604417,2.887631781,0.09994353,88.88051178,0.23191506,0.25974026,81.31065727,10.38934594,,,,,,,,,,,,,,109.6401929,148.4921909,116.1545676,,105.5078652,,,,122.3437676,97.849859,104.0588268,,Blake Snell,SP,L,L,SFG,32,8.072,3.065009117,3.412106991,4,120000000,30000000,,LAD,5,182000000,31357257
13580,Steven Okert,MIN,3,2,1,44,1,35.1,8.405663183,4.075473058,1.528302397,0.303921569,0.71428571,0.326923076,0.130434782,5.094341323,4.05,5.119310619,4.880227143,-0.246373903,0.23538961,93.02947998,-4.856325284,,,,0.09253247,92.87604242,-1.770911574,0.07954545,88.82650321,-2.621706236,0.59253247,81.07364937,4.647226129,,,,,,,,,,,,,,,,,57.59630709,,71.1239726,78.07478992,116.3164384,,,,98.61316283,95.27186702,97.83216587,,Steven Okert,RP,L,L,MIN,33,4.089,-0.246373907,0.028081015,,0,,,HOU,1,0,
13619,Jakob Junis,- - -,4,0,1,24,6,67,6.850746561,1.074626912,1.074626912,0.224043716,0.77868852,0.387434554,0.103896103,2.686567279,3.8,3.68886786,3.874310365,0.868172109,0.09756098,92.61550207,3.147019465,0.00318134,89.03313192,0.022044793,0.36267232,91.92136709,7.349176712,0.08377519,86.65611132,-2.485012889,0.45281018,83.08271164,5.542546049,,,,,,,,,,,,,,,,,89.30053298,,73.38808511,78.6712785,122.6730679,,96.9,,98.96503477,107.9487597,108.3587577,,Jakob Junis,SP,R,R,CIN,32,7.002,0.86817205,0.902071476,1,6000000,6000000,,,,,
13649,Clay Holmes,NYY,3,5,30,67,0,63,9.714287479,3.142857714,0.571428675,0.32183908,0.70528967,0.649717514,0.117647058,3.142857714,3.29,3.023622609,3.014230319,1.195148349,0.00184332,97.45304871,0.016695637,,,,0.56313364,96.61544855,-2.931448922,,,,0.43502304,85.50796147,6.091125041,,,,,,,,,,,,,,,,,,,,101.548124,182.6129139,,,,134.9228597,98.21020036,107.2253188,,Clay Holmes,SP,R,R,NYY,32,6.031,1.195148349,1.914482713,2,20000000,10000000,,NYM,3,38000000,12666666.67
13743,Max Fried,ATL,11,10,0,29,29,174.1,8.569789925,2.942638709,0.671128127,0.282377919,0.72471324,0.587866108,0.117117117,3.252390152,3.72,3.332827775,3.326133319,3.3533144,0.14156408,94.21763107,2.424394626,0.21071687,93.19297009,4.448644023,0.16690804,93.69284673,4.951578394,0.13577118,85.88223438,6.268060621,0.13504707,82.86293042,0.322394274,0.20999276,74.79094154,8.031195048,,,,,,,,,,,,,,91.0464191,116.2693103,77.50587583,90.34713959,102.0321353,,92.64528302,,94.10611875,98.08486604,98.84909486,,Max Fried,SP,L,L,ATL,31,6.148,3.3533144,3.280630827,5,125000000,25000000,21050000,NYY,8,218000000,27250000
13767,JT Chargois,- - -,3,1,0,36,0,36.1,7.431194091,3.220184106,1.486238818,0.189473684,0.98039216,0.366336633,0.136363636,2.229358227,4.4,4.900425066,4.584692066,-0.195239782,0.0510397,94.80777317,1.255478937,,,,0.51417769,95.01298613,6.750898257,0.00378072,85.05020142,-1.413516264,0.43100189,85.63690293,-0.999150001,,,,,,,,,,,,,,,,,,,93.65714286,87.96205177,108.1693454,,,,96.49893335,97.07513655,97.01006073,,JT Chargois,RP,S,R,SEA,34,5.101,-0.195239782,0.115460388,,0,,,,,,
13781,Alex Wood,OAK,1,3,0,9,9,39.1,7.550847702,4.347457768,1.3728814,0.365853659,0.72072072,0.368,0.127659574,5.262712035,6.66,5.302073068,5.125744124,-0.064003922,,,,,,,0.46031746,90.87611687,-6.777234267,0.22619048,84.8923554,-4.481551308,0.31349206,81.71345926,-0.911988273,,,,,,,,,,,,,,,,,41.97337278,,,82.47535817,73.66848739,,,,70.64880952,98.35873016,93.27380952,,Alex Wood,SP,R,L,ATH,34,11.123,-0.064003922,0.734182954,,0,,,,,,
13801,Austin Adams,OAK,1,2,0,56,0,41.1,11.54032613,5.008066057,0.87096801,0.346938776,0.78947368,0.366336633,0.102564102,3.919356044,4.08,4.472931793,4.641520422,0.014938382,0.23478261,93.60516906,-2.665171586,,,,0.02732919,93.57597212,-0.492939539,,,,0.7378882,87.95121791,-3.488243736,,,,,,,,,,,,,,,,,,,98.62553191,,101.9369231,,,,100.6248737,90.46199495,97.25,,Austin Adams,RP,R,R,ATH,34,5.15,0.014938382,0.105652399,,0,,,BOS,1,0,
13892,Paul Sewald,ARI,1,2,16,42,0,39.2,9.756303147,2.268907708,1.361344625,0.281553398,0.73232323,0.266055045,0.098360655,4.310924646,3.78,3.947992433,4.3067953,0.349804282,0.59777424,91.39078083,-2.212676238,,,,,,,0.0063593,84.1595993,0.053618629,0.39586645,83.10780622,2.605435971,,,,,,,,,,,,,,,,,87.33333333,,118.9741047,,116.5414634,,,,117.8411765,100.2019608,103.1985294,,Paul Sewald,RP,R,R,ARI,35,6.072,0.349804282,0.224943355,1,6500000,6500000,,CLE,1,7000000,7000000
13896,Chris Flexen,CHW,3,15,0,33,30,160,6.918750247,3.543750127,1.350000048,0.315151515,0.70955535,0.356031128,0.103896103,4.950000177,4.71,4.797729837,5.030691981,1.346919835,0.37129597,91.43145376,-6.32672704,0.25955016,87.5410257,-6.022102602,,,,0.15708675,81.40025579,-5.798686512,0.08818279,80.22540209,-6.145059962,0.12245627,72.08483638,1.447196268,,,,,,,,,,,,,0.00142806,125.6911364,82.5497076,2.261293436,73.55,148.0655738,,47.03715847,,56.2297104,97.34780122,91.851734,,Chris Flexen,SP,R,R,CHW,30,4.099,1.346919775,0.469901502,,0,,,,,,
13942,Brent Suter,CIN,1,0,2,47,3,65.2,6.852792542,1.64467021,1.370558508,0.271794872,0.828125,0.408866995,0.12345679,3.152284569,4.2,4.308611869,4.193982633,0.209855512,,,,0.42913001,86.03082039,2.857381765,0.21016618,87.63706764,0.629243348,0.19550342,75.79911163,1.413717266,0.16226784,78.59253481,-2.047589786,,,,,,,0.00195503,69.07119751,-0.291455355,,,,,,,0.00097752,106.1455131,,117.1975471,84.56397019,84.99820359,,,,102.6858925,99.26612396,103.415286,,Brent Suter,RP,L,L,CIN,35,7.161,0.209855512,-0.063636459,,0,,,CIN,1,2500000,2500000
14078,Michael Wacha,KCR,13,8,0,29,29,166.2,7.830000478,2.430000148,0.918000056,0.289640592,0.77136515,0.385892116,0.085,3.348000204,4.05,3.652479808,4.140889925,3.344763279,0.23798539,93.7529218,2.700250328,0.11418685,88.91093224,-3.725882512,0.15186467,93.76779074,1.692799319,0.32218378,81.33766222,18.93342154,0.0922722,84.20118815,-5.278020211,0.08150711,75.33274985,-3.486149929,,,,,,,,,,,,,,111.1216925,72.46226415,83.23899676,77.72040302,97.41204188,,78.40912162,,91.08054215,102.3210175,99.3490531,,Michael Wacha,SP,R,R,KCR,33,11.062,3.344763279,2.137141228,3,54000000,18000000,,KCR,3,51000000,17000000
14309,Frankie Montas,- - -,7,11,0,30,30,150.2,8.840708338,3.942478042,1.433628379,0.282238443,0.68946188,0.41588785,0.148148148,4.838495779,4.71,4.706302852,4.261249925,1.365027726,0.33016717,95.75308814,-0.325529233,0.18465046,90.42963124,-6.423138097,0.19262918,94.86768445,5.944501117,,,,0.10790274,85.51383693,-5.557038289,,,,,,,0.18427052,86.1318299,-1.090922248,,,,,,,0.00037994,,,82.70744559,82.64365079,117.202847,,108.8764228,118.8604555,97.79931627,100.7571385,99.39392056,,Frankie Montas,SP,R,R,MIL,32,7.015,1.365027666,1.760507345,2,26000000,13000000,,NYM,2,34000000,17000000
14524,José Leclerc,TEX,6,5,1,64,0,66.2,12.01500183,4.320000659,0.945000144,0.314102564,0.71776156,0.352201257,0.102941176,4.320000659,3.59,3.481479826,3.658728428,0.832681298,0.34742952,95.58239484,2.11139233,0.15671642,90.43579489,-0.572090399,0.07131012,95.36002226,1.239270385,0.10199005,88.37315009,-1.881434795,0.31923715,82.23370028,1.316045441,0.00331675,79.80819702,0.404936422,,,,,,,,,,,,,,76.2,,108.107619,80.24235294,118.2005141,,132.1243386,,110.0698505,96.75789037,99.59377076,,José Leclerc,RP,R,R,TEX,31,8.041,0.832681298,0.226112664,2,12000000,6000000,,ATH,1,10000000,10000000
14527,Jorge López,- - -,2,3,4,52,0,53,8.49056726,3.226415559,1.018868071,0.285714286,0.81911263,0.51048951,0.115384615,2.886792868,3.59,3.940064795,3.95184663,0.196159504,0.1864831,95.84607016,2.776062302,,,,0.3767209,95.77179908,-1.199627466,0.11764706,87.73426592,3.336277481,0.18523154,86.79420925,4.022761241,0.13266583,83.20279564,-3.291548163,,,,,,,,,,,,,0.00125156,105.7648936,,74.61693097,108.9785511,139.5027905,115.9849057,,,108.0376576,101.1301677,102.1404912,,Jorge López,RP,R,R,CHC,32,6.094,0.196159512,0.188810363,,0,,,WSN,1,3000000,3000000
14542,Carlos Estévez,- - -,4,5,26,54,0,55,8.181818466,1.963636432,0.818181847,0.229166667,0.75,0.32885906,0.067567567,2.45454554,3.19,3.239207054,4.091727484,1.15628089,0.61144945,96.92242748,7.951309815,,,,,,,0.10353228,89.51916073,1.981876437,0.28501827,89.49220837,3.205755234,,,,,,,,,,,,,,,,,80.9786631,132.2,108.4722039,,130.3496381,,,,112.1013174,104.2262174,105.6745509,,Carlos Estévez,RP,R,R,PHI,32,8.022,1.156280875,0.302548617,2,18000000,9000000,,,,,
14814,Buck Farmer,CIN,3,2,1,61,1,71,8.87324039,3.676056733,0.887324039,0.26344086,0.81508516,0.357894736,0.086419753,3.042253848,4.14,3.997465783,4.440743027,0.573782116,0.20512821,92.87059364,0.004416421,,,,0.23846154,92.68593693,3.199213423,0.20854701,86.93797627,-1.531966407,0.34786325,82.34471936,5.541489314,,,,,,,,,,,,,,,,,110.2554379,,51.52136752,72.0193662,120.1941032,,,,92.79299174,99.56088873,100.4538778,,Buck Farmer,RP,L,R,CIN,34,7.14,0.573782086,-0.001662058,,0,,,,,,
14843,Michael Lorenzen,- - -,7,6,0,26,24,130.1,6.69820998,4.143222668,1.173913089,0.235955056,0.82402235,0.418230563,0.112582781,3.314578134,4.59,4.892822557,4.9489346,0.728718776,0.26915709,93.9708619,5.522186071,0.09961686,90.23676238,-0.062355079,0.21455939,93.81423596,-1.026034094,0.18821839,84.71067255,7.64147184,0.14942529,84.10847835,-5.08742746,0.07854406,81.81013284,0.317957032,,,,,,,,,,,,,0.00047893,93.41603053,101.7719512,83.92429577,80.78936652,125.5051166,,93.53923445,,93.49211867,97.2141238,94.88184703,,Michael Lorenzen,SP,R,R,KCR,33,9.159,0.728718758,0.88830328,1,5500000,5500000,,KCR,1,7000000,7000000
14986,Giovanny Gallegos,STL,2,1,1,21,0,20.2,9.145164104,4.354840049,2.61290403,0.315789474,0.7421875,0.476190476,0.3,6.532260074,4.65,6.360029148,4.04906883,-0.460414797,0.44139651,92.47981219,-6.22426245,,,,,,,0.06733167,86.52972186,1.857550848,0.49127182,83.86087207,-2.57062757,,,,,,,,,,,,,,,,,57.48148148,,70.46327684,,111.0360406,,,,89.64738155,96.3957606,96.72119701,,Giovanny Gallegos,RP,R,R,STL,33,6.041,-0.460414797,-0.13220045,,0,,,LAD,1,0,
14993,Scott Barlow,CLE,3,3,2,63,0,55,11.12727581,5.07272868,0.981818454,0.287878788,0.73654391,0.471014492,0.139534883,4.254546635,4.17,4.02102547,3.784959249,0.038422238,0.1927593,91.61439166,0.104576126,,,,0.14579256,91.11931103,0.759006057,,,,0.44911937,81.0733592,2.837564226,0.21232877,77.48780422,-3.425342813,,,,,,,,,,,,,,,139.7032558,78.30243902,76.69111111,124.8902655,,,,110.6887574,91.5290927,92.67120316,,Scott Barlow,RP,R,R,CLE,32,6.026,0.038422238,0.189000577,1,4000000,4000000,,,,,
15009,Kyle Finnegan,WSN,3,8,38,65,0,63.2,8.48167624,3.392670496,1.272251436,0.292134831,0.74585635,0.459459459,0.152542372,3.675393037,4.34,4.25024952,3.813733706,-0.014416022,0.67636023,97.38644244,-0.81394187,,,,,,,,,,0.05159475,85.45533558,1.358227979,,,,,,,0.27204503,88.66675647,1.566055615,,,,,,,,,,96.73578363,,112.4881356,,,109.2229965,100.7870544,104.7359287,101.515197,,Kyle Finnegan,RP,R,R,WSN,33,5,-0.014416022,0.287197888,,0,,,,,,
15042,Tim Mayza,- - -,0,2,0,50,0,42.2,5.906251408,3.164063254,1.054687751,0.335616438,0.57142857,0.452702702,0.104166666,6.328126509,5.24,4.502417597,4.679989596,-0.148011819,,,,0.03556772,90.31200468,0.146085538,0.71819425,92.57318824,-5.223354731,,,,0.24487004,86.83955187,-3.956736464,,,,,,,,,,,,,,,,0.00136799,,,63.23333333,92.980305,131.1477137,,,,102.5680444,99.08194808,97.13823134,,Tim Mayza,RP,L,L,NYY,33,5.129,-0.148011819,0.068530045,,0,,,,,,
15047,Austin Voth,SEA,2,5,0,68,0,61,9.000001126,2.655738037,1.327869019,0.23566879,0.66176471,0.347560975,0.128571428,3.688525051,3.14,4.117299569,3.934358373,0.015853606,0.23716632,93.73989617,4.632130131,0.33778234,89.10584869,1.397510525,,,,,,,0.23716632,80.88470644,-2.424575239,0.18788501,75.42181096,3.370228391,,,,,,,,,,,,,,,89.65642458,93.13684211,,113.5285088,,98.79015385,,99.30702479,100.2883264,97.97055785,,Austin Voth,RP,R,R,SEA,33,5.115,0.015853606,0.018315211,,0,,,,,,
15068,Yency Almonte,CHC,1,0,1,17,0,15.2,11.48936357,4.595745427,0.574468178,0.222222222,0.68181818,0.432432432,0.071428571,3.44680907,3.31,3.357969171,3.87933847,0.211131349,0.12359551,94.41108842,1.456281308,0.11985019,92.88057709,0.217254944,0.37078652,94.26188644,-0.231282648,0.02996255,88.85440063,-0.307351399,0.35580524,81.93448808,1.506840482,,,,,,,,,,,,,,,,,69.84285714,,71.06333333,121.882,136.6926316,,68.43428571,,114.184507,94.95422535,98.62359155,,Yency Almonte,RP,R,R,CHC,31,5.143,0.211131349,0.003537383,,0,,,,,,
15288,Adam Cimber,LAA,3,0,0,28,0,24.1,7.027398729,5.178083274,0.369863091,0.28358209,0.54404145,0.447761194,0.047619047,7.027398729,5.53,4.604836243,5.375473796,-0.043499675,0.3125,85.33611779,-0.907053366,,,,0.36057692,85.56975911,-0.188278053,,,,0.32692308,73.70784266,2.125031609,,,,,,,,,,,,,,,,,,,109.3307692,110.076087,43.5078125,,,,87.69823232,92.32045455,97.19040404,,Adam Cimber,RP,R,R,LAA,34,6.102,-0.043499675,-0.154766083,,0,,,,,,
15423,Andrew Heaney,TEX,5,14,0,32,31,160,8.943750586,2.306250151,1.293750085,0.296943231,0.71190211,0.335429769,0.108490566,4.27500028,4.46,4.041479836,4.176140983,2.236586636,0.51044339,91.81237907,0.213211015,,,,0.00439722,92.27638753,-0.038788214,0.17002565,83.93634582,1.67476666,0.27922316,82.72015982,-2.054928448,0.03591059,75.84025231,-3.245147232,,,,,,,,,,,,,,83.46241901,126.4530612,77.20285088,34.13333333,79.21236842,,19.8,,80.37493938,101.5801921,98.80590287,,Andrew Heaney,SP,L,L,TEX,34,9.15,2.236586571,1.636159897,2,25000000,12500000,,,,,
15440,Matthew Boyd,CLE,2,2,0,8,8,39.2,10.43697546,2.949580021,0.907563083,0.277227723,0.74879227,0.314285714,0.08,2.72268925,3.1,3.292530207,3.887498824,0.890123665,0.38714499,92.13120626,1.578557596,,,,0.09715994,91.8877479,0.512386944,0.26158445,80.97618304,0.072417829,0.17638266,79.59098583,1.235736419,0.07772795,74.0298415,0.847966228,,,,,,,,,,,,,,83.25257143,84.86981132,65.50546875,77.86176471,74.48362069,,,,74.55515695,101.7047833,95.04394619,,Matthew Boyd,SP,L,L,CLE,34,8.057,0.890123665,1.712156534,2,18000000,9000000,,CHC,2,29000000,14500000
15454,Nick Pivetta,BOS,6,12,0,27,26,145.2,10.62700303,2.224256448,1.729977238,0.279329609,0.75516693,0.335064935,0.150537634,4.13958839,3.51,4.065793342,3.497602663,2.027095228,0.4861809,94.0525733,8.58460385,0.06155779,88.37705713,-6.41855517,,,,,,,0.28894472,82.70136259,-1.036920115,0.16289782,80.13930482,2.454184461,,,,,,,,,,,,,0.00041876,,117.9669312,122.4436314,,155.2931034,,104.4072464,,133.1004799,104.3395288,107.5960297,,Nick Pivetta,SP,R,R,BOS,32,6.166,2.027095079,2.472429276,3,45000000,15000000,21050000,,,,
15467,Marco Gonzales,PIT,1,1,0,7,7,33.2,6.148515316,2.940594282,1.336633764,0.339285714,0.78723404,0.403508771,0.111111111,4.544554799,6.53,4.71103435,4.801342623,0.225062504,0.31135531,89.72219095,-2.541355107,0.23809524,85.76640625,1.173476454,0.0952381,90.3704834,0.378279123,0.25457875,80.19464507,-1.672512878,,,,0.1007326,79.0082919,-1.218713008,,,,,,,,,,,,,,89.13893805,73.54423077,63.74110429,63.90294118,,,79.98611111,,74.07942387,105.0493827,94.6409465,,Marco Gonzales,SP,L,L,PIT,33,7.102,0.225062504,-9.99E-05,,0,,,,,,
15684,Miguel Castro,ARI,0,0,0,11,0,13.2,5.268293663,1.975610124,1.975610124,0.346938776,0.75757576,0.470588235,0.1875,5.926830371,6.41,5.727455865,4.643953309,-0.169064686,,,,,,,0.43965517,94.99643842,-4.386753701,0.17241379,90.03374634,-1.553958137,0.38793103,81.81421441,0.140619583,,,,,,,,,,,,,,,,,83.38888889,,,92.80784314,149.7294118,,,,113.0573991,94.23542601,99.95067265,,Miguel Castro,RP,R,R,ARI,30,8.033,-0.169064686,-0.013467538,,0,,,HOU,1,0,
