playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO
19206,Dakota Hudson,COL,2,12,0,18,18,89,4.955056605,5.056180209,1.112359646,0.30449827,0.63492063,0.523489932,0.125,6.168539855,6.01,5.526030542,5.414308507,0.004712492,0.13029101,90.18636977,-2.639793359,0.24272487,84.46439671,-2.646506395,0.33928571,90.66713115,-1.590273809,0.10119048,83.8898846,-8.555650894,0.17261905,80.43815852,1.419500124,,,,,,,,,,,,,,,,0.01388889,84.28905109,103.4396887,63.8042654,70.9130064,98.86882353,,,,83.86913319,95.33699789,90.70317125,
19222,Lake Bachar,MIA,0,1,0,10,0,9.1,10.60714647,3.857144171,1.928572085,0.347826087,0.80357143,0.36,0.2,3.857144171,5.9,4.880766076,3.7150604,-0.035622921,0.47826087,94.2095107,-0.601635497,,,,,,,,,,0.31055901,84.71470703,0.587073948,,,,,,,0.21118012,85.52601534,-0.386996984,,,,,,,,100.3676471,,104.1090909,,133.73,,,,112.5180124,97.92049689,98.45776398,
19225,Mitch White,- - -,1,1,0,13,0,23.2,4.943662503,4.943662503,1.521126924,0.278481013,0.55232558,0.407407407,0.137931034,7.225352889,6.25,6.039719524,5.695279083,-0.360642174,0.36319613,94.34982585,-0.396144826,0.11138015,87.54786218,-4.913956478,0.16464891,93.94435748,0.149019502,,,,0.22276029,84.23527991,-0.318577692,0.13801453,81.36863414,0.338239722,,,,,,,,,,,,,,,97.44464286,76.33875,71.70175439,123.616114,,,,94.13874092,102.5895884,100.6060533,
19244,Cole Irvin,- - -,6,6,1,29,16,111,6.324324922,2.351351574,1.459459597,0.315789474,0.67700987,0.389333333,0.118421052,5.108108591,5.78,4.815128583,4.777518469,0.296144336,0.20826259,91.88457398,-6.696713563,0.10865874,85.89985657,-1.29891273,0.25976231,91.63943009,-0.957759596,0.13016412,84.90040018,-3.033859409,0.25297114,77.45836638,-1.818895895,0.0401811,77.92714573,-2.186779413,,,,,,,,,,,,,,64.73606948,101.5807175,62.15,74.8841538,85.11705556,,86.16137121,,78.95421811,101.1573709,93.97184034,
19249,Seranthony Domínguez,- - -,3,4,11,63,0,58.2,10.43181965,3.221591363,1.84090935,0.263157895,0.73883162,0.358024691,0.155844155,4.448864263,3.64,4.683525447,4.008945476,-0.129694492,0.40319549,97.90028136,1.311131045,,,,0.18327068,98.22307192,-2.574750047,0.01785714,91.71379652,-0.643562891,0.39567669,88.50798879,0.549059551,,,,,,,,,,,,,,,,,17.14666667,,130.0557023,105.5510204,143.787103,,,,130.2062402,97.36148307,102.6070541,
19261,Ian Hamilton,NYY,0,1,1,35,0,37.2,9.796462823,3.345133647,0.477876235,0.339805825,0.72265625,0.438095238,0.058823529,3.823009882,3.78,3.03373638,3.708292822,0.650364578,0.22132472,96.42869668,1.173095629,,,,0.23424879,95.89867996,-1.335368067,,,,0.54281099,88.56536575,-0.182200618,,,,,,,,,,,,,,,,0.00161551,,,86.7884058,89.86388889,146.075,,,,119.2907975,101.1533742,101.7621166,
19262,Garrett Hampson,KCR,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3.1,6.166479778,10.702505,-0.000186394,1,56.04959341,0.449305624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,,,17.5,,,,39.77692308,64.50769231,86.50769231,
19274,Jacob Webb,BAL,2,5,2,60,0,56.2,9.21176698,4.288236353,0.635294274,0.244897959,0.72115385,0.34,0.0625,3.017647804,3.51,3.519421042,4.30945426,0.637088716,0.44325482,93.54853563,-0.028596718,,,,,,,0.27623126,84.40277525,4.757574793,0.28051392,82.8290792,1.901001271,,,,,,,,,,,,,,,,,111.0402344,,105.0636364,,110.340856,,,,108.2559304,99.009358,102.2027203,
19278,Vladimir Gutierrez,MIA,0,0,0,1,0,4,9,4.5,2.25,0.2,0.55555556,0.181818181,0.166666666,6.75,3.26,5.916479778,4.934492388,-0.06268663,0.3375,92.86908637,0.024818752,,,,,,,0.2625,83.87567429,0.018565498,0.3375,82.25106698,-0.021698054,0.0625,77.07846069,0.072059311,,,,,,,,,,,,,,146.3,101.4,82,,116.6,,,,111.00875,93.9875,97.34875,
19281,Nick Hernandez,HOU,0,0,0,5,0,8,11.25000134,1.125000134,4.500000536,0.315789474,0.74074074,0.391304347,0.444444444,7.875000939,4,7.5414803,2.742489185,-0.139856383,0.37410072,90.87237079,-2.002381958,,,,,,,0.04316547,84.17838033,-0.164462842,0.58273381,82.15139733,-0.930354606,,,,,,,,,,,,,,,,,82.4,,122.5634615,,86.70864198,,,,99.93597122,101.1956835,99.18201439,
19291,Zac Gallen,ARI,14,6,0,28,28,148,9.486486486,3.283783784,0.790540541,0.304568528,0.74652778,0.461728395,0.095588235,3.648648649,3.97,3.375939238,3.623460476,2.841683865,0.4656275,93.81801234,-6.353624754,0.03397282,90.08323185,0.278859921,,,,0.14068745,86.715271,1.861576162,0.08273381,87.00004718,-2.537319075,0.27697842,81.06326096,15.88340989,,,,,,,,,,,,,,88.1011396,,100.8262295,131.8,106.6866972,107.0227666,88.76883117,,100.9802075,100.5594573,100.5373105,
19309,Trevor Richards,- - -,2,2,1,55,2,65.1,8.54081749,4.821429228,0.964285846,0.216374269,0.63202247,0.352272727,0.081395348,4.545918987,3.62,4.360357492,4.95779721,0.078178966,0.46251053,92.35656449,0.441995613,,,,,,,0.53074979,79.20574971,3.659623478,0.00336984,84.38452148,0.087758716,,,,,,,,,,,,,,,,0.00336984,108.211361,,85.93395745,,,,,,97.90481504,94.04971199,97.25091854,
19312,Cal Quantrill,COL,8,11,0,29,29,148.1,6.674157532,4.186516997,1.395505666,0.300225734,0.75073602,0.443722943,0.149350649,4.975281069,5.31,5.31704165,4.871081823,0.495717555,0.15134317,94.23231445,-5.599030457,0.12599319,87.94925394,-0.23782371,0.25047295,93.9297111,-15.64257351,0.02913356,85.36836698,-0.375296935,,,,0.1286417,79.92184053,-2.815389458,,,,0.31441544,86.74881543,3.646675341,,,,,,,,87.80571429,97.65331325,,78.83079096,,,75.71657303,108.6609929,90.13147946,95.5214831,93.8997092,
19314,Donovan Walton,SFG,0,0,0,1,0,1,0,0,0,0.4,1,0.2,0,0,1.65,3.166479778,7.702504997,0.016385507,,,,,,,1,66.82101675,-0.184126344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19315,Matt Krook,BAL,0,0,0,1,0,1,18,9,9,0,-1.66666667,0.666666666,1,18,12.06,15.16647978,3.678488185,-0.060175445,,,,0.07407407,87.72290039,-1.376619577,0.62962963,89.75741757,-0.455879953,0.07407407,86.800354,-0.124844637,0.22222222,81.69806417,0.520865828,,,,,,,,,,,,,,,,,81.3,,,50.8,167.5,,100,,81.50740741,88.15185185,90.60740741,
19320,Joey Lucchesi,NYM,0,2,0,2,2,10.1,6.096774381,6.96774215,0.870967769,0.233333333,0.68493151,0.448275862,0.083333333,5.225806612,6.05,5.392286298,5.890102527,-0.039820272,0.27374302,90.03147919,0.141507909,,,,0.44692737,90.0256958,-1.301576164,0.27374302,76.74179887,0.339460161,,,,,,,,,,0.00558659,81.84799957,-0.038078323,,,,,,,,,51.3,,89.4,,,62.7,,75.05294118,90.51764706,83.14117647,
19330,Matt Festa,- - -,6,1,0,19,0,23.2,9.12676228,3.042254093,0.760563523,0.292307692,0.44117647,0.257575757,0.057142857,5.704226425,3.94,3.377747424,4.515224858,0.38954651,0.37662338,92.09139783,2.475645788,0.28831169,89.89703974,1.490970947,,,,0.0025974,90.24269867,0.039364368,0.33246753,83.45027423,-2.840949323,,,,,,,,,,,,,,,,,,,94.65584416,,126.9359375,,90.29313725,,104.1111401,103.7804247,107.0494011,
19337,Richard Lovelady,- - -,3,6,2,35,0,34.1,6.81553518,2.883495653,0.786407905,0.295238095,0.67757009,0.509433962,0.09090909,4.456311464,4.56,3.923761465,4.241128824,0.053212797,0.19128788,92.52760119,-2.92386378,,,,0.34659091,92.29626265,-0.166707974,,,,0.45833333,85.76611732,5.2180764,,,,,,,0.00378788,87.98239899,-0.114038866,,,,,,,,,,64.36730769,102.621547,113.1465021,,,,99.76325758,98.52367424,99.34412879,
19343,A.J. Puk,- - -,4,9,3,62,4,71.1,11.10280572,3.53271091,0.630841234,0.269005848,0.67567568,0.367816091,0.070422535,3.15420617,2.72,2.872087202,3.465815301,1.70365648,0.43307758,95.72936916,13.0023197,0.00426257,89.86135864,-0.53628175,0.14407502,94.87652552,-0.193409946,0.01449275,90.55217429,-0.330710579,0.37851662,83.89979457,0.455504406,,,,,,,0.02557545,84.90224202,-1.2131005,,,,,,,,118,,124.9763651,109.220339,102.1460449,,,115.44,114.7635976,102.8187553,105.6773231,
19345,Daulton Jefferies,- - -,0,2,0,6,1,14.2,7.363636683,2.454545561,2.454545561,0.384615385,0.38461538,0.392857142,0.16,9.818182244,4.34,6.098298087,5.130130556,-0.240325447,0.09608541,93.31519459,1.535977382,0.14234875,90.61437988,-4.087784879,0.36654804,93.17166878,-1.997607686,0.14946619,87.72436814,-2.734975077,0.2455516,82.31012096,-1.806892369,,,,,,,,,,,,,,,,,58.43333333,,104.1,82.23142857,113.7365385,,64.64634146,,84.04661922,103.5032028,98.02669039,
19349,Caleb Ferguson,- - -,1,4,1,62,0,54.1,11.09816289,4.141105554,0.993865333,0.340136054,0.66579634,0.467105263,0.133333333,4.638038221,4.11,3.737032099,3.553726122,0.286290718,0.42492013,93.91943971,-7.376976378,0.26304579,89.13509576,5.727698803,0.10223642,94.03736369,0.427786443,,,,0.0085197,85.38904953,-0.094409101,0.20127796,81.01813874,0.284269724,,,,,,,,,,,,,,,84.93858439,87.67571169,94.50652174,129.2,,88.67791247,,88.38722653,103.0415968,98.08634581,
19350,Dean Kremer,BAL,8,10,0,24,24,129.2,8.537275734,3.539846036,1.249357424,0.25698324,0.66282421,0.416666666,0.115384615,4.095116003,4.49,4.323292208,4.337739341,1.364648938,0.32335329,93.55228365,-1.748934876,0.23030861,87.08663281,1.661788452,0.14739751,92.35631104,2.769548327,,,,,,,0.11423307,77.09734911,0.718837518,,,,0.18470751,84.16134469,2.892276619,,,,,,,,,91.99032258,91.25453237,78.53262195,,,99.4664,72.138,87.76746324,100.4318474,98.18455882,
19358,Weston Wilson,PHI,0,0,0,1,0,1,0,0,0,0.25,1,0.5,0,0,2.98,3.166479778,6.190496591,0.006018892,1,44.40511322,0.249058753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19360,Lucas Erceg,- - -,2,6,14,61,0,61.2,10.50810984,2.33513552,0.43783791,0.294871795,0.67365269,0.465408805,0.061224489,3.35675731,3.24,2.534047242,3.10304861,1.674947739,0.3093981,98.84966604,0.104416624,,,,0.21330517,98.77649772,5.59102739,0.19852165,91.33633748,-1.211864538,0.27877508,85.88643392,6.629392333,,,,,,,,,,,,,,,,,93.02306493,,110.9225256,108.4861386,118.3286437,,,,108.9785363,101.0940465,103.8565726,
19361,Corbin Burnes,BAL,15,9,0,32,32,194.1,8.382504508,2.222984621,1.018867951,0.269303202,0.75461455,0.481751824,0.116402116,2.917667315,3.34,3.547268811,3.546083161,3.738384724,,,,0.44993324,95.32144265,18.68078678,0.07843792,97.00668218,-1.639993861,0.11048064,89.25407737,0.663059909,0.14252336,87.25792228,4.034737222,0.21862483,80.39000477,2.109454162,,,,,,,,,,,,,,110.4546828,109.3706977,,103.6459227,133.4477477,,124.9365456,,119.5674683,102.6444556,107.0129259,
19362,Keegan Akin,BAL,3,1,1,66,0,78.2,11.09746014,2.173729305,1.02966125,0.247311828,0.70977918,0.37037037,0.097826086,3.317797361,2.45,2.988513636,3.269506582,1.402670979,0.56003223,93.92152653,6.731842048,,,,,,,0.10797744,85.61852116,-0.356778853,0.33199033,85.54316785,6.496054791,,,,,,,,,,,,,,,,,98.90984848,,111.2127854,,117.1672775,,,,111.7660684,103.6528205,106.4429915,
19374,Walker Buehler,LAD,1,6,0,16,16,75.1,7.646018215,3.345132969,1.911504554,0.316017316,0.70281124,0.454545454,0.188235294,5.376106558,4.78,5.542586133,4.487551299,-0.160544306,0.28742515,95.01657104,-8.794603761,0.21107784,91.22242769,3.611186456,0.16317365,94.84711869,-1.166995157,0.0508982,90.00887523,-4.127140742,0.09580838,82.93833923,-0.804888308,0.19161677,77.91560364,-3.987135224,,,,,,,,,,,,,,69.55909091,,84.52297297,81.8785,119.4049645,100.0878788,102.5288889,,93.42584541,101.1995169,99.54653784,
19392,Zach McKinstry,DET,0,0,0,3,0,2,0,4.500002414,4.500002414,0,0,0.285714285,0.2,9.000004828,6.53,11.16648407,8.446503626,-0.081609085,1,52.46390279,-0.293126315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-284.3666667,,,,,,,-214.4857143,47.49285714,13.92142857,
19403,Colin Poche,TBR,1,2,2,43,0,37.1,7.955358227,3.133928998,1.68750023,0.23,0.81325301,0.333333333,0.132075471,3.857143383,3.86,4.880765726,4.58977762,-0.319651455,0.68139963,91.30698902,2.659004923,,,,,,,,,,0.31860037,83.21825325,0.299016625,,,,,,,,,,,,,,,,,,,96.80221607,,64.46686391,,,,86.53896353,92.71996161,95.60806142,
19407,Ronel Blanco,HOU,13,6,0,30,29,167.1,8.928287124,3.657370629,1.183266968,0.220095694,0.83550914,0.398169336,0.120218579,2.796812834,4,4.146559489,4.090967087,2.145825915,0.38349691,93.61698085,-4.477619536,,,,,,,0.22137405,85.36418736,-0.891823668,0.30134497,86.5096077,18.91446191,0.09378408,80.23153485,6.576807003,,,,,,,,,,,,,,119.0394737,74.90310078,84.63118483,,88.53987952,,,,93.67484505,99.64318875,98.04683391,
19427,Shane Bieber,CLE,2,0,0,2,2,12,15,0.75,0,0.416666667,1,0.5,0,0,2.76,0.083146445,0.587149247,0.768960118,0.41566265,92.47847317,0.428870711,0.06626506,87.25715221,0.223632745,,,,0.13253012,89.51641291,-0.363699768,0.27710843,85.90658437,2.974410288,0.10843373,83.26327854,-0.30395633,,,,,,,,,,,,,,59.37727273,,91.82898551,,120.1804878,138.1555556,74.675,,97.90060241,101.5771084,99.58795181,
19444,Yohan Ramírez,- - -,0,5,1,38,0,45,9.000001526,3.400000576,0.800000136,0.346153846,0.59392265,0.438461538,0.09090909,6.200001051,4.56,4.255368852,4.57822157,0.111781135,0.17082786,94.93939585,1.46614892,,,,0.40341656,94.55014982,-4.714619994,,,,0.29040736,81.74073923,-1.431786019,0.13534823,81.54093266,-1.134504959,,,,,,,,,,,,,,,107.3087379,98.10697674,111.9186114,149.4537054,,,,119.9188276,92.2390763,98.03480201,
19447,Patrick Sandoval,LAA,2,8,0,16,16,79.2,9.150627907,3.953975022,0.903765719,0.340707965,0.66189624,0.45021645,0.102564102,5.083682171,4.25,3.869408671,4.044345777,1.246824145,0.1599723,93.99777631,-5.011397433,,,,0.17382271,93.98327783,-4.55425363,0.283241,83.15360445,2.996286891,0.29432133,87.00483456,1.390032127,0.08864266,76.53266907,2.315367159,,,,,,,,,,,,,,95.00880196,95.76076923,55.92077922,63.33027888,149.7073394,,,,98.32479224,98.29314404,98.5932133,
19453,Shaun Anderson,- - -,0,2,0,6,2,16.1,5.510204511,0.551020451,1.653061353,0.442857143,0.53459119,0.347222222,0.111111111,8.265306766,6.74,4.697092142,4.808779516,0.045001823,0.30327869,91.35446909,-3.81018839,,,,0.13114754,91.53045273,-4.291429903,0.1147541,85.96919468,-0.151143502,0.45081967,85.72300249,-2.07427201,,,,,,,,,,,,,,,,,85.10357143,,94.08783784,55.50625,116.6869394,,,,96.32172131,102.9790984,103.3217213,
19459,Jorge Alcala,MIN,4,3,0,54,0,58.1,8.948572794,3.085714757,1.234285903,0.219178082,0.77220077,0.342105263,0.102564102,3.240000494,3.12,4.143622785,4.382536918,0.300369382,0.44146079,97.9935371,-2.57153146,,,,0.0773362,97.29122586,3.294366095,0.09452202,90.95965576,2.407116774,0.38668099,89.81644423,2.637836885,,,,,,,,,,,,,,,,,116.3104651,,117.6211165,119.4285714,138.9119444,,,,125.2583158,98.12536842,101.8009474,
19479,Aaron Civale,- - -,8,9,0,31,31,161,8.329192941,2.906832436,1.621118089,0.284768212,0.76396807,0.356394129,0.142156862,4.360248654,4,4.737908424,4.312130235,0.920844764,0.09670248,92.11024306,-6.066117514,0.32382364,88.11442988,9.543817863,0.24157095,92.65512665,1.984109383,0.02000741,85.73323794,-2.62478542,0.15894776,80.57105687,-5.083311096,0.15894776,77.21072352,-5.369349808,,,,,,,,,,,,,,,103.628436,68.18082707,70.53328197,152.196285,,91.2296893,56.78518519,95.85454361,100.2879552,100.1132654,
19481,Tyler Ferguson,OAK,4,2,2,48,0,51.1,10.87013095,4.207792625,0.701298771,0.243478261,0.66793893,0.372881355,0.078431372,3.681818547,3.67,3.283362907,3.772566112,0.66784358,0.38583639,96.08382986,1.353003662,0.12820513,91.30290179,-1.687545374,0.21978022,95.3007053,8.025225073,0.02319902,88.50842285,0.718537685,0.24297924,84.72607177,1.449014183,,,,,,,,,,,,,,,,,110.2944444,,127.1123418,79.40614525,111.4570707,,95.66116505,,108.382906,101.1163614,104.7208791,
19514,Andrew Knizner,TEX,0,0,0,2,0,3,0,6.000001907,0,0.111111111,1,0.444444444,0,0,4.62,5.166480414,6.174486339,-0.015984043,1,48.10255941,0.926093306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19531,Jason Foley,DET,3,6,28,69,0,60,6.900001316,3.000000572,0.750000143,0.259887006,0.68181818,0.472222222,0.092592592,3.150000601,4.2,3.816479902,4.093954187,0.237199172,0.07845304,97.36443662,0.448614493,,,,0.55359116,97.06398921,-0.46346458,0.05303867,92.18465169,-0.737406515,0.31381215,88.71487814,8.272635259,,,,,,,,,,,,,,,,0.00110497,67.28,,97.29253731,94.76901709,120.7782288,,,,101.5259669,101.5639779,104.5855249,
19558,Geoff Hartlieb,COL,0,0,0,5,0,9,7.000000742,4.000000424,1.000000106,0.375,0.44871795,0.40625,0.083333333,9.000000954,5.71,4.38870213,4.960268954,0.002951111,0.28985507,97.25115356,0.905753031,0.25362319,92.91077706,1.568755336,0.26811594,95.85533678,-2.671272349,,,,0.1884058,87.1314979,-3.175620496,,,,,,,,,,,,,,,,,,,81.14,77.31081081,109.3192308,,62.16,,80.73478261,100.7101449,99.02681159,
19569,David Bednar,PIT,3,8,23,62,0,57.2,9.052024119,4.369942678,1.404624432,0.274390244,0.62154696,0.370588235,0.1125,5.774567111,4.37,4.796537761,4.865219951,-0.163168088,0.55522972,97.31835938,-2.214276347,,,,,,,,,,,,,0.20430108,77.27183949,0.277301289,,,,0.24046921,92.06400851,-0.020901378,,,,,,,,,98.62572816,143.23875,,,,,116.4319672,127.6698318,97.19901088,104.7541048,
19574,JoJo Romero,STL,7,3,1,65,0,59,7.779663029,2.440678597,1.220339299,0.26993865,0.80906149,0.487951807,0.153846153,3.355933071,5.14,4.268174978,3.838080581,-0.076717027,0.09793254,95.39280599,-2.712213904,0.00108814,91.35169983,0.068213776,0.390642,94.17771805,3.768601462,0.17083787,86.1353441,-5.609051067,0.33949946,84.14917618,6.066382755,,,,,,,,,,,,,,,,,72.52967742,,71.04175824,69.27331461,115.556129,,,,85.76513158,96.04572368,95.81809211,
19586,Forrest Whitley,HOU,0,0,0,3,0,3.1,13.50000515,8.10000309,0,0.454545455,0.77777778,0.454545454,0,0,6.17,3.766480007,4.673685397,0.01962154,0.19148936,97.53717719,-0.513990793,0.05319149,91.8343811,0.585818786,0.5106383,96.69230143,-1.091949139,0.0212766,88.7328949,-0.44853365,0.03191489,86.4414978,-0.310094729,0.19148936,84.65367974,0.000159737,,,,,,,,,,,,,,-2.3,130.7071429,105.44,104.1118644,,,115.5,203.9,111.956383,93.59361702,87.70744681,
19588,Guillo Zuñiga,LAA,0,0,2,15,0,17.2,6.113208427,4.075472285,2.547170178,0.22,0.83333333,0.363636363,0.227272727,5.094340356,4.08,7.015536936,5.219169787,-0.483835369,0.33210332,97.20100911,2.142237306,,,,0.33948339,96.71449346,-2.057415288,0.11070111,88.75511068,-1.185904697,0.21771218,86.95641883,-0.395131975,,,,,,,,,,,,,,,,,114.7933333,,96.38977273,113.0074468,122.8728814,,,,109.9365314,94.76863469,97.36420664,
19614,Cionel Pérez,BAL,2,0,2,62,0,53.2,7.714287177,4.695653064,0,0.295597484,0.6375,0.557692307,0,4.527951169,3.59,3.296914586,4.592922037,0.691488326,0.24217845,96.52188621,-1.867541801,,,,0.38238702,96.13856534,0.946739294,,,,0.37543453,83.07474923,2.733588174,,,,,,,,,,,,,,,,,,,100.9507177,90.88545455,100.4209877,,,,97.04935972,94.59324796,96.21408615,
19618,Jordan Hicks,SFG,4,7,1,29,20,109.2,7.878419704,3.85714298,0.984802463,0.315457413,0.75396825,0.509202453,0.118811881,4.103343596,4.91,4.370127233,4.340153211,0.472936913,0.0526047,95.87830301,-3.893022981,,,,0.51685393,95.06898082,-0.394018423,,,,0.24055158,81.59568446,-0.448234271,,,,,,,0.18998979,84.87976337,-1.537416141,,,,,,,,,,79.15290566,95.20793651,125.4934183,,,120.8710456,106.5928163,93.60548615,97.21215924,
19647,Matt Foster,CHW,0,1,0,6,1,6.2,5.400000515,6.750000644,1.350000129,0.2,0.93023256,0.285714285,0.083333333,2.700000257,7.69,6.166480064,6.938095269,-0.082913354,0.44444444,91.94379552,0.812740315,,,,,,,0.16666667,81.88167742,0.008128438,0.30555556,83.76172985,-0.278364345,0.08333333,78.74574449,-0.567554165,,,,,,,,,,,,,,112.1764706,99.2,76.77083333,,103.3029412,,,,92.66467593,96.09736111,94.58287037,
19677,Gregory Soto,- - -,3,5,2,66,0,53,11.03773784,4.584906485,0.679245405,0.371428571,0.71428571,0.507042253,0.1,4.415095134,4.37,3.675913832,3.835920205,0.456504598,0.109375,98.21607608,-2.481547415,0.009375,91.79869927,0.045780521,0.46875,97.55311198,1.745102894,,,,0.4125,85.90737206,-3.919167258,,,,,,,,,,,,,,,,,,,95.58888496,112.0639826,119.720806,,,,112.9002703,94.85918033,98.94797962,
19680,Sixto Sánchez,MIA,0,3,0,14,7,35.2,4.289719817,3.532710438,0.75700938,0.32,0.55555556,0.484126984,0.076923076,6.056075036,5.11,4.736573306,5.29643299,0.114493839,0.2979066,94.08609454,-2.099980492,,,,0.0547504,92.36607451,-1.750546105,0.30756844,85.62314146,3.321378015,0.33977456,83.84933862,-3.3088043,,,,,,,,,,,,,,,,,93.24615385,,76.55621622,83.96538462,,,57.58056872,,81.6378685,100.8200487,96.45100896,
19734,Josh Rojas,SEA,0,0,0,2,0,2,0,9,4.5,0,0.625,0.166666666,0.25,9,11.99,12.66647978,9.190496591,-0.085794427,0.62962963,76.57815372,1.047985051,,,,,,,,,,0.25925926,65.79838344,-1.366640825,,,,0.11111111,47.85719808,0.114977729,,,,,,,,,,,,-35.8,,,,,,,-35.8,81.18571429,109.3714286,
19736,Caleb Boushley,MIN,0,0,0,2,0,4,2.25,4.5,0,0.352941176,0.75,0.411764705,0,4.5,6.37,4.166479778,6.812494489,0.024460994,0.01587302,92.54239655,-0.035048705,0.38095238,90.33951823,-0.305629071,0.19047619,91.37380981,-0.390769564,0.11111111,85.01177979,-0.542901698,0.14285714,81.01112196,0.449259143,0.15873016,75.42716064,-0.257164489,,,,,,,,,,,,,,111.9714286,99.1,74.804,70.46666667,116.2444444,,,,87.88412698,91.85555556,89.96031746,
19742,Anthony Bender,MIA,5,2,1,59,0,53,10.01887009,3.056604434,0.509434072,0.326388889,0.69321534,0.5,0.073170731,4.075472578,3.44,2.921196706,3.355014624,0.881294906,0.01572327,95.7773763,-0.010989994,0.02410901,94.05985691,-0.524486665,0.45283019,95.67864764,-3.047786843,0.03773585,89.77695041,-0.55544842,0.46960168,85.07911028,7.347877562,,,,,,,,,,,,,,,,,132.3243243,,67.45,100.3812065,132.2268456,,,,115.5683198,100.8770243,107.6143725,
19753,Jonathan Loáisiga,NYY,1,0,0,3,0,4,6.75,2.25,0,0.4375,1,0.5625,0,0,4.28,2.416479778,3.172483981,0.148720786,0.01639344,98.49819946,-0.021046951,,,,0.67213115,98.19598538,-1.400969941,0.16393443,90.07047119,0.656426743,0.14754098,88.23144531,0.030370928,,,,,,,,,,,,,,,,,67.31,158.5888889,85.6,101.3536585,,,,,103.9590164,105.8754098,109.9754098,
19769,Will Vest,DET,3,4,2,69,0,70.1,8.061613706,2.303318202,0.383886367,0.287128713,0.75835476,0.485294117,0.053571428,2.815166691,3.83,2.825247452,3.474619262,1.113731503,0.56024096,96.2797439,15.62252287,,,,0.12564544,95.0789009,1.767021235,0.09810671,89.14439419,2.002698977,0.21600688,87.02664343,-5.859961409,,,,,,,,,,,,,,,,,96.42368421,,101.4003091,93.54589041,107.3341365,,,,101.1916955,103.6156574,102.9120242,
19795,Keegan Thompson,CHC,2,1,2,24,0,30.1,10.6813198,5.3406599,0.890109983,0.228571429,0.76219512,0.375,0.107142857,2.67032995,4.46,3.858787543,3.968773336,0.141527668,0.36723164,93.8491887,0.74558628,0.31638418,90.15947033,2.738345146,,,,0.02259887,88.44840495,-0.639013156,0.1393597,84.66519742,1.413035702,0.15442561,82.27518817,-0.632801548,,,,,,,,,,,,,,149.7083333,97.86219512,75.89322917,77.71666667,128.0619048,,119.2895062,,102.0271375,98.60483271,99.60334572,
19802,Jhonny Pereda,MIA,0,0,0,1,0,0.1,0,0,0,0,1,0,0,0,54.68,3.166479778,3.166479778,0.001839382,1,55.85209961,0.294976007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19804,Bryan Baker,BAL,1,1,0,19,0,23.1,8.87142978,2.700000368,1.157143015,0.283333333,0.57017544,0.412698412,0.115384615,5.014286397,3.59,3.76647986,3.779860657,0.144656628,0.48918919,96.24721599,-2.502472665,,,,,,,0.13783784,82.65251608,-0.488787301,0.28108108,87.28431115,3.227632992,0.09189189,78.90777947,0.541841511,,,,,,,,,,,,,,105.1377778,143.20625,96.55549133,,126.2154639,,,,110.2795252,100.5397626,103.5997033,
19835,Gerson Garabito,TEX,0,2,0,18,2,26.1,7.518988794,4.101266615,1.367088872,0.260273973,0.71856287,0.342105263,0.129032258,4.784811051,6.62,5.293062468,5.098338149,-0.130624618,0.38617886,93.53492239,-3.589371622,,,,0.10772358,92.42296672,0.736896764,0.11788618,86.87431809,-1.037637323,0.04878049,89.02730942,-0.704811618,0.33943089,82.26872427,4.596685998,,,,,,,,,,,,,,74.36140351,108.6257485,97.49222798,84.77647059,82.8375,,,,96.53211382,100.8304878,99.66463415,
19853,Michael King,SDP,13,9,0,31,30,173.2,10.41650704,3.264875342,0.880998108,0.289954338,0.75184017,0.404017857,0.103030303,2.953934833,3.59,3.333466348,3.497466662,3.916304611,0.24145078,93.80291896,-1.040767271,,,,0.27979275,92.95602485,4.814738151,0.24490501,86.80415721,12.04667042,0.23385147,82.96699287,-1.214981243,,,,,,,,,,,,,,,,,87.73492286,,86.22632332,88.24374226,114.6788249,,,,94.81567123,101.5901027,99.97548521,
