Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2022 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV,,playerid
Trevor Williams,SP,R,R,NYM,31,6.027,0.697281182,,,0,,,WSN,2,13000000,6500000,,16977
Robert Suarez,RP,R,R,SDP,32,1.000,0.693247437,,,0,,,SDP,5,46000000,9200000,,30115
Rafael Ortega,RF/LF/CF,L,R,CHC,32,2.145,0.692720771,,,0,,,NYY,1,0,,,10323
Luke Maile,C,R,R,CLE,32,5.148,0.692586303,,,0,,,CIN,1,1175000,1175000,,13355
Tommy Pham,LF,R,R,BOS,35,7.107,0.691635191,,1,6000000,6000000,,NYM,1,6000000,6000000,,2967
Michael Fulmer,RP,R,R,MIN,30,6.157,0.680271626,,,0,,,CHC,1,4000000,4000000,,13218
Corey Dickerson,LF/RF,L,R,STL,34,9.101,0.655800998,,,0,,,WSN,1,2250000,2250000,,10762
Eric Hosmer,1B,L,L,BOS,33,11.146,0.607897162,,,0,,,CHC,1,720000,720000,,3516
Roberto Pérez,C,R,R,PIT,34,8.083,0.592949271,,,0,,,SFG,1,2500000,2500000,,2900
Andrew McCutchen,LF/RF/DH,R,R,MIL,36,13.123,0.566453099,,,0,,,PIT,1,5000000,5000000,,9847
Odúbel Herrera,CF/LF/RF,L,R,PHI,31,5.077,0.566442609,,,0,,,,,,,,11476
Jonathan Davis,CF/LF/RF,R,R,MIL,31,2.075,0.548042297,,,0,,,DET,1,0,,,15104
Chris Archer,SP,R,R,MIN,34,9.156,0.544535339,,1,4000000,4000000,,,,,,,6345
AJ Pollock,LF/RF/CF,R,R,CHW,35,10.052,0.534487963,,1,8000000,8000000,,SEA,1,7000000,7000000,,9256
Donovan Solano,2B/3B/1B,R,R,CIN,35,7.081,0.530767977,,,0,,,MIN,1,2000000,2000000,,8623
Wade Miley,SP,L,L,CHC,36,11.025,0.508916736,,1,7000000,7000000,,MIL,1,4500000,4500000,,8779
César Hernández,2B/3B/LF,S,R,WSN,33,8.154,0.481410831,,,0,,,DET,1,0,,,10556
Tyler Naquin,RF/LF,L,R,NYM,32,6.033,0.467221081,,,0,,,MIL,1,0,,,13359
Luke Weaver,SP,R,R,SEA,29,5.112,0.464655429,,,0,,,CIN,1,2000000,2000000,,16918
Curt Casali,C,R,R,SEA,34,6.151,0.457881242,,,0,,,CIN,1,3250000,3250000,,12510
Chad Kuhl,SP,R,R,COL,30,6.079,0.450533181,,,0,,,WSN,1,946237,946237,,14975
Zach Davies,SP,R,R,ARI,30,7.020,0.445978314,,,0,,,ARI,1,5000000,5000000,,13183
Jordan Luplow,RF/LF/1B,R,R,ARI,29,4.108,0.444608122,,,0,,,ATL,1,1400000,1400000,,16424
Raimel Tapia,LF/RF/CF,L,L,TOR,29,5.020,0.423473835,,,0,,,BOS,1,731183,731183,,14350
Nick Martinez,SP,L,R,SDP,32,4.002,0.421830297,,2,16000000,8000000,,SDP,3,26000000,8666666.667,,12730
Luke Voit,1B/DH,R,R,WSN,32,4.169,0.420811653,,,0,,,MIL,1,666667,666667,,14811
Jake Marisnick,CF/RF/LF,R,R,PIT,32,7.132,0.418006629,,,0,,,CHW,1,0,,,11339
Joely Rodríguez,RP,L,L,NYM,31,3.096,0.413046271,,,0,,,BOS,1,2000000,2000000,,11487
Alex Young,RP,L,L,SFG,29,2.143,0.41293323,,,0,,,CIN,1,0,,,18333
Alex Young,RP,L,L,SFG,29,2.143,0.41293323,,,0,,,CIN,1,1150000,1150000,,18333
Mike Clevinger,SP,R,R,SDP,32,6.033,0.411009163,,1,8000000,8000000,,CHW,1,12000000,12000000,,12808
Vince Velasquez,SP,R,R,CHW,31,7.086,0.404526621,,,0,,,PIT,1,3150000,3150000,,11189
Jorge Alfaro,C,R,R,SDP,30,5.083,0.383508146,,,0,,,BOS,1,0,,,12180
Shelby Miller,RP,R,R,SFG,32,7.016,0.382685661,,,0,,,LAD,1,1500000,1500000,,10197
Cody Stashak,RP,R,R,MIN,29,3.064,0.372368246,,,0,,,,,,,,18088
Chad Green,RP,L,R,NYY,32,6.050,0.332882762,,1,5000000,5000000,,TOR,3,23250000,2250000,,15552
Rougned Odor,2B,L,R,BAL,29,8.121,0.332634091,,,0,,,SDP,1,473118,473118,,12282
Carlos Estévez,RP,R,R,COL,30,6.022,0.327445805,,,0,,,LAA,2,13500000,6750000,,14542
Matt Strahm,RP,R,L,BOS,31,6.064,0.325621068,,,0,,,PHI,2,15000000,7500000,,13799
Erasmo Ramírez,RP,R,R,WSN,33,7.169,0.317608416,,,0,,,WSN,1,1000000,1000000,,10314
Ty Blach,RP,R,L,COL,32,3.007,0.302146882,,,0,,,COL,1,1100000,1100000,,14361
Pierce Johnson,RP,R,R,SDP,32,3.137,0.293300927,,,0,,,COL,1,5000000,5000000,,13435
Yu Chang,2B/3B/SS/1B,R,R,BOS,27,3.007,0.292166322,,,0,,,BOS,1,850000,850000,,14773
Brad Hand,RP,L,L,PHI,33,9.092,0.287840486,,,0,,,COL,1,3000000,3000000,,9111
Sean Doolittle,RP,L,L,WSN,36,10.122,0.272601485,,,0,,,WSN,1,0,,,1581
Tucker Barnhart,C,L,R,DET,32,8.075,0.256810069,,,0,,,CHC,2,6500000,3250000,,10200
Seth Lugo,RP,R,R,NYM,33,6.082,0.256202787,,1,5000000,5000000,,SDP,2,15000000,7500000,,12447
Roman Quinn,CF/LF/RF,S,R,TBR,30,4.035,0.245680213,,,0,,,CLE,1,0,,,13546
Nomar Mazara,RF/LF,L,L,SDP,28,5.112,0.233488366,,,0,,,BAL,1,0,,,14553
Archie Bradley,RP,R,R,LAA,30,7.112,0.226552904,,,0,,,,,,,,12918
Jeff Hoffman,RP,R,R,CIN,30,4.105,0.22617726,,,0,,,MIN,1,0,,,17432
Johan Camargo,3B/SS/2B,S,R,PHI,29,4.104,0.221737936,,,0,,,KCR,1,0,,,14950
Aaron Sanchez,SP,R,R,MIN,30,6.113,0.217748001,,,0,,,MIN,1,0,,,11490
Justin Wilson,RP,L,L,CIN,35,10.035,0.203734219,,,0,,,MIL,1,1000000,1000000,,4301
Matt Wisler,RP,R,R,TBR,30,5.042,0.199226245,,,0,,,DET,1,0,,,12804
Brian Anderson,3B/RF/LF,R,R,MIA,30,5.031,0.173924178,,,0,,,MIL,1,3500000,3500000,,18289
Mychal Givens,RP,R,R,NYM,33,7.069,0.167864665,,,0,,,BAL,1,5000000,5000000,,10430
Kyle Crick,RP,L,R,CHW,30,5.027,0.136051074,,,0,,,TBR,1,0,,,13182
Reyes Moronta,RP,R,R,ARI,30,4.111,0.128598765,,,0,,,TEX,1,0,,,14966
Edwin Ríos,1B/3B,L,R,LAD,29,3.003,0.1152623,,,0,,,CHC,1,1000000,1000000,,18316
Colin Moran,1B/3B,L,R,CIN,30,4.107,0.109806716,,,0,,,SEA,1,0,,,16909
Trevor May,RP,R,R,NYM,33,8.012,0.108749412,,,0,,,OAK,1,7000000,7000000,,6398
Matthew Boyd,SP,L,L,SEA,32,6.136,0.102375232,,,0,,,DET,1,10000000,10000000,,15440
Miguel Castro,RP,R,R,NYY,28,6.079,0.09002661,,,0,,,ARI,2,8500000,3500000,,15684
Nick Wittgren,RP,R,R,STL,32,5.071,0.088830791,,,0,,,KCR,1,0,,,15594
Steven Brault,RP,L,L,CHC,31,4.167,0.088804558,,,0,,,,,,,,15291
Chase Anderson,SP,R,R,CIN,35,7.161,0.076841913,,,0,,,CIN,1,0,,,6895
Ben Gamel,RF/LF/1B,L,L,PIT,31,6.029,0.066967733,,,0,,,TBR,1,0,,,12160
Ryan Yarbrough,SP,R,L,TBR,31,4.117,0.058477577,,,0,,,KCR,1,3000000,3000000,,16502
Brandon Belt,1B,L,L,SFG,35,11.128,0.053996839,,1,10000000,10000000,,TOR,1,9300000,9300000,,10264
Hunter Strickland,RP,R,R,CIN,34,7.033,0.049993064,,,0,,,CIN,1,0,,,7836
Jay Jackson,RP,R,R,ATL,35,1.105,0.046840079,,,0,,,TOR,1,0,,,7432
Pedro Severino,C,R,R,MIL,29,4.133,0.046596363,,,0,,,SDP,1,0,,,14523
Cam Gallagher,C,R,R,BAL,30,4.073,0.041033115,,,0,,,CLE,1,1250000,1250000,,12981
Touki Toussaint,RP,R,R,LAA,27,2.135,0.037917309,,,0,,,CLE,1,0,,,16929
Jake Lamb,3B/1B/RF/LF,L,R,SEA,32,7.053,0.035543695,,,0,,,LAA,1,625000,625000,,13329
Danny Coulombe,RP,L,L,MIN,33,4.008,0.029499618,,,0,,,MIN,1,1000000,1000000,,13293
Ken Giles,RP,R,R,SEA,32,7.113,0.029496577,,,0,,,,,,,,12910
Robbie Grossman,LF/RF,S,L,ATL,33,8.060,0.021547582,,,0,,,TEX,1,2000000,2000000,,5254
Wily Peralta,RP,R,R,DET,34,6.105,0.021111984,,,0,,,WSN,1,0,,,7738
Dominic Leone,RP,R,R,SFG,31,6.153,0.019012814,,,0,,,TEX,1,0,,,13763
Jeimer Candelario,3B,S,R,DET,29,5.038,0.017166568,,,0,,,WSN,1,5000000,5000000,,13621
Joey Gallo,LF/RF,L,R,LAD,29,6.103,0.004566194,,1,10000000,10000000,,MIN,1,11000000,11000000,,14128
Tyler Thornburg,RP,R,R,MIN,34,6.115,-0.00470078,,,0,,,,,,,,10688
Tommy Hunter,RP,R,R,NYM,36,12.156,-0.010484426,,,0,,,NYM,1,696236,696236,,1157
Austin Adams,RP,R,R,SDP,32,4.015,-0.01758913,,,0,,,ARI,1,0,,,13801
Kevin Pillar,CF/LF/RF,R,R,LAD,34,8.072,-0.017763,,,0,,,ATL,1,3000000,3000000,,12434
Corey Knebel,RP,R,R,PHI,31,7.151,-0.018493634,,,0,,,,,,,,15010
Chris Devenski,RP,R,R,PHI,32,6.036,-0.022756621,,,0,,,LAA,1,0,,,12763
Chris Devenski,RP,R,R,PHI,32,6.036,-0.022756621,,,0,,,LAA,1,900000,900000,,12763
Austin Hedges,C,R,R,CLE,30,6.166,-0.029974166,,,0,,,PIT,1,5000000,5000000,,12976
Victor Reyes,CF/RF/LF,S,R,DET,28,4.075,-0.032498993,,,0,,,CHW,1,0,,,15487
Abraham Almonte,LF/RF/CF,S,R,BOS,34,5.012,-0.037494592,,,0,,,NYM,1,0,,,5486
Matt Duffy,3B/2B/1B,R,R,LAA,32,7.059,-0.039014846,,,0,,,KCR,1,1500000,1500000,,13836
Tommy Kahnle,RP,R,R,LAD,33,7.131,-0.041938089,,,0,,,NYY,2,11500000,5750000,,11384
Tim Locastro,CF/LF/RF,R,R,NYY,30,3.122,-0.043251161,,,0,,,NYM,1,1400000,1400000,,15124
Jarlín García,RP,L,L,SFG,30,5.114,-0.080961667,,,0,,,PIT,1,2500000,2500000,,18282
Alex Colomé,RP,R,R,COL,34,8.118,-0.096597455,,,0,,,WSN,1,0,,,6661
Clint Frazier,RF/LF,R,R,CHC,28,4.049,-0.109374069,,,0,,,TEX,1,0,,,15983
Travis Jankowski,CF/LF/RF,L,R,SEA,32,5.028,-0.115199894,,,0,,,TEX,1,1250000,1250000,,13768
Trevor Gott,RP,R,R,MIL,30,4.057,-0.119867362,,,0,,,SEA,1,1200000,1200000,,15046
Adam Engel,CF/RF/LF,R,R,CHW,31,5.058,-0.130664974,,,0,,,SDP,1,1000000,1000000,,15082
Will Smith,RP,R,L,HOU,33,9.155,-0.162534446,,,0,,,TEX,1,1500000,1500000,,8048
Anthony Gose,RP,L,L,CLE,32,3.139,-0.171638921,,,0,,,CLE,1,0,,,5097
Aaron Brooks,RP,R,R,STL,33,2.102,-0.176399142,,,0,,,SDP,1,0,,,12272
Aroldis Chapman,RP,L,L,NYY,35,12.009,-0.186308637,,,0,,,KCR,1,3750000,3750000,,10233
Andrelton Simmons,SS/2B,R,R,CHC,33,9.122,-0.190803006,,,0,,,,,,,,10847
Zack Britton,RP,L,L,NYY,35,10.158,-0.204938352,,1,5000000,5000000,,,,,,,3240
Billy Hamilton,CF/LF,S,R,MIN,32,8.087,-0.20628278,,,0,,,CHW,1,0,,,10199
Brett Phillips,CF/RF/LF,L,R,BAL,29,3.013,-0.215168893,,,0,,,LAA,1,1200000,1200000,,14735
Garrett Hampson,2B/SS/OF,R,R,COL,28,4.030,-0.223115489,,,0,,,MIA,1,0,,,19262
Jackie Bradley Jr.,CF/RF/LF,L,R,TOR,33,8.150,-0.23456572,,,0,,,KCR,1,383065,383065,,12984
Sandy León,C,S,R,MIN,34,8.043,-0.234602943,,,0,,,TEX,1,0,,,5273
Dominic Smith,1B/LF,L,L,NYM,28,4.081,-0.235955894,,,0,,,WSN,1,2000000,2000000,,15653
Jhoulys Chacín,RP,R,R,COL,35,10.087,-0.242646515,,,0,,,,,,,,2608
Aníbal Sánchez,SP,R,R,WSN,39,15.083,-0.242740616,,,0,,,,,,,,3284
Chasen Shreve,RP,L,L,NYM,32,5.158,-0.256421864,,,0,,,DET,1,1250000,1250000,,10855
Zack Littell,RP,R,R,SFG,27,3.067,-0.260842979,,,0,,,TEX,1,0,,,15823
Jason Heyward,RF/CF/LF,L,L,CHC,33,13.000,-0.267302364,,,0,,,LAD,1,720000,720000,,4940
Jacob Barnes,RP,R,R,NYY,33,4.157,-0.278482884,,,0,,,TEX,1,0,,,12323
Mike Zunino,C,R,R,TBR,32,8.165,-0.286071718,,1,7500000,7500000,,CLE,1,6000000,6000000,,13265
Harold Castro,2B/3B/1B/SS/,L,R,DET,29,3.141,-0.290311158,,,0,,,COL,1,1300000,1300000,,14691
Dee Strange-Gordon,2B/CF/LF,L,R,WSN,35,8.154,-0.308817297,,,0,,,,,,,,8203
Willie Calhoun,DH/LF/RF,L,R,SFG,28,3.066,-0.310547322,,,0,,,NYY,1,0,,,17838
Bradley Zimmer,CF/RF/LF,L,R,TOR,30,4.077,-0.313919574,,,0,,,LAD,1,0,,,16221
Alcides Escobar,SS/2B,R,R,WSN,36,10.003,-0.318299592,,,0,,,,,,,,6310
Jeurys Familia,RP,R,R,BOS,33,9.023,-0.320091397,,,0,,,OAK,1,282258,282258,,5114
Alex Dickerson,LF/DH,L,L,ATL,33,5.120,-0.330621719,,,0,,,,,,,,12649
Hanser Alberto,2B/3B,R,R,LAD,30,6.085,-0.332195967,,,0,,,CHW,1,791398,791398,,11902
T.J. McFarland,RP,L,L,STL,34,7.072,-0.332481891,,,0,,,NYM,1,0,,,3237
Tommy Milone,SP,L,L,SEA,36,8.070,-0.337277532,,,0,,,SEA,1,0,,,7608
Dallas Keuchel,SP,L,L,TEX,35,9.031,-0.341983825,,,0,,,,,,,,9434
Mike Minor,SP,R,L,CIN,35,11.138,-0.354129285,,,0,,,,,,,,10021
Niko Goodrum,2B/SS/LF,S,R,HOU,31,4.069,-0.360114992,,,0,,,BOS,1,0,,,12092
Franchy Cordero,RF/LF/1B,L,R,BOS,28,4.092,-0.381724238,,,0,,,NYY,1,1000000,1000000,,14567
Justin Upton,DH/LF/RF,R,R,SEA,35,14.060,-0.38180536,,,0,,,,,,,,5222
Jose Alvarez,RP,L,L,SFG,34,8.035,-0.387429684,,,0,,,DET,1,0,,,5358
Charlie Culberson,3B/2B/LF,R,R,TEX,34,7.051,-0.397996187,,,0,,,TBR,1,0,,,3298
Craig Stammen,RP,R,R,SDP,39,11.160,-0.399087995,,,0,,,SDP,1,0,,,7274
Daniel Norris,RP,L,L,DET,30,7.063,-0.421548367,,,0,,,CIN,1,0,,,13475
Tyler Duffey,RP,R,R,MIN,32,5.074,-0.423156619,,,0,,,CHC,1,0,,,13758
Didi Gregorius,SS,L,R,PHI,33,8.159,-0.431199998,,,0,,,,,,,,6012
Kevin Plawecki,C,R,R,TEX,32,6.167,-0.433156669,,,0,,,PIT,1,0,,,13807
Michael Pineda,SP,R,R,DET,34,9.165,-0.438637376,,,0,,,,,,,,5372
Andrew Knapp,C,S,R,SFG,31,5.000,-0.450996786,,,0,,,DET,1,0,,,14942
Nelson Cruz,DH,R,R,WSN,42,15.082,-0.458609968,,,0,,,SDP,1,1000000,1000000,,2434
Luis Torrens,C,R,R,SEA,27,3.091,-0.466262907,,,0,,,CHC,1,1200000,1200000,,15905
Mike Moustakas,3B/1B,L,R,CIN,34,11.111,-0.466338962,,,0,,,COL,1,720000,720000,,4892
Chad Pinder,3B/2B/SS/LF/,R,R,OAK,31,6.047,-0.475637436,,,0,,,CIN,1,0,,,15191
Bryan Shaw,RP,S,R,CLE,35,9.152,-0.48215127,,,0,,,CHW,1,0,,,8110
Stephen Piscotty,RF/LF,R,R,OAK,32,6.076,-0.561617374,,,0,,,SFG,1,0,,,13367
Ehire Adrianza,3B/2B/SS/LF,S,R,ATL,33,8.131,-0.57233429,,,0,,,ATL,1,1000000,1000000,,8418
Alec Mills,SP,R,R,CHC,31,3.097,-0.577136159,,,0,,,,,,,,13834
Chris Owings,2B/SS/LF,R,R,BAL,31,7.131,-0.607484996,,,0,,,PIT,1,0,,,10030
Ryan Borucki,RP,L,L,SEA,29,4.066,-0.636488557,,,0,,,CHC,1,0,,,16350
Hansel Robles,RP,R,R,BOS,32,6.119,-0.6453107,,,0,,,,,,,,11801
Noé Ramirez,RP,R,R,ARI,33,5.061,-0.684255719,,,0,,,,,,,,12800
Heath Hembree,RP,R,R,LAD,34,6.096,-0.695595086,,,0,,,TBR,1,0,,,11632
Yuli Gurriel,1B/DH,R,R,HOU,39,6.043,-0.702770352,,1,6000000,6000000,,MIA,1,1250000,1250000,,19198
Jesús Aguilar,1B,R,R,BAL,33,6.082,-0.711734414,,,0,,,OAK,1,3000000,3000000,,11342
Tommy La Stella,2B/3B,L,R,SFG,34,8.057,-0.719427705,,,0,,,SEA,1,720000,720000,,12371
Sergio Romo,RP,R,R,TOR,40,13.097,-0.784764826,,,0,,,,,,,,9817
Caleb Smith,RP,R,L,ARI,31,5.077,-0.794796407,,,0,,,PIT,1,0,,,14875
