Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,playerid,MLBAMID
Brooks Raley,NYM,1,2,3,66,0,54.2,10.0426862,4.115854999,0.6585368,0.285714286,0.80691643,0.429577464,0.072727272,90.17362061,2.798781399,3.35,3.675772204,4.387986091,0.667236745,Brooks Raley,10061,548384
Pierce Johnson,- - -,2,6,13,67,0,62.2,12.92553441,4.308511469,1.43617049,0.360544218,0.74683544,0.371794871,0.181818181,96.09801287,4.021277371,3.9,3.893338355,3.269950146,0.666490808,Pierce Johnson,13435,572955
Pedro Avila,SDP,2,2,0,14,6,50.1,9.655630115,4.470199127,0.536423895,0.30075188,0.72674419,0.587786259,0.1,94.12753369,3.218543372,4.04,3.672258945,3.882865972,0.664362669,Pedro Avila,18864,658648
Ryan Walker,SFG,5,3,1,49,13,61.1,11.4456549,3.52173997,1.173913323,0.350993377,0.81794195,0.414012738,0.145454545,,3.228261639,3.06,3.678953504,3.465926493,0.661101699,Ryan Walker,20423,676254
Matt Moore,- - -,5,1,0,50,0,52.2,10.25316561,2.563291402,1.196202654,0.293233083,0.88560886,0.350364963,0.112903225,94.03074732,2.563291402,3.28,3.729723953,3.948226673,0.646787267,Matt Moore,1890,519043
Ryan Borucki,PIT,4,0,0,38,2,40.1,7.363638337,0.892562223,0.892562223,0.205607477,0.80985915,0.467889908,0.095238095,,2.454546112,3.33,3.50297431,3.935390302,0.63378273,Ryan Borucki,16350,621366
Tyler Wells,BAL,7,6,1,25,20,118.2,8.873595696,2.578651741,1.896067456,0.2,0.8255814,0.322683706,0.14619883,92.65436479,3.640449516,3.96,4.982568486,4.626302888,0.625951707,Tyler Wells,20000,669330
Tom Cosgrove,SDP,1,2,1,54,0,51.1,7.714287625,3.331169656,0.525974156,0.208955224,0.84645669,0.407407407,0.049180327,92.10486024,1.753247188,2.67,3.703092419,4.908049671,0.624372303,Tom Cosgrove,23443,676680
Buck Farmer,CIN,4,5,3,71,0,75,8.400001709,3.480000708,1.320000269,0.241025641,0.72751323,0.333333333,0.111111111,94.02745536,4.200000854,4.07,4.615040636,4.890798341,0.61723119,Buck Farmer,14814,571656
Tylor Megill,NYM,9,8,0,25,25,126.1,7.480211383,4.131926288,1.282321951,0.323684211,0.71746385,0.439086294,0.130434782,95.1826619,4.701847155,5.85,4.964802961,4.918596168,0.607546687,Tylor Megill,21318,656731
José Buttó,NYM,1,4,0,9,7,42,8.142857328,4.92857154,0.642857157,0.260869565,0.75289575,0.422413793,0.065217391,94.17202109,3.642857226,3.9,4.016945139,4.899187556,0.596429989,Jose Butto,23313,676130
Matt Manning,DET,5,4,0,15,15,78,5.769230769,2.423076923,1.269230769,0.213973799,0.69405099,0.386554621,0.099099099,93.44608959,3.576923077,5.52,4.806322411,5.325835804,0.596414745,Matt Manning,20369,666159
Tyler Rogers,SFG,4,5,2,68,0,74,7.29729805,2.310811049,0.851351439,0.268181818,0.78005115,0.504504504,0.097222222,,3.040540854,2.73,3.755040411,4.133977292,0.594678581,Tyler Rogers,15541,643511
Elvis Peguero,MIL,4,5,1,59,0,61.1,7.923914686,3.815218182,0.586956643,0.274390244,0.73569482,0.559523809,0.095238095,,3.3750007,3.79,3.809388301,4.0937488,0.594130695,Elvis Peguero,21652,665625
Phil Maton,HOU,4,3,1,68,0,66,10.09091026,3.409091303,0.818181913,0.26875,0.75067024,0.429447852,0.089552238,,3.000000347,3.11,3.7398889,4.236473314,0.59410888,Phil Maton,18064,664208
Abner Uribe,MIL,1,0,1,32,0,30.2,11.44565383,5.869566069,0,0.23880597,0.78378378,0.53030303,0,100.9269783,1.760869821,3.5,2.765909854,3.682441937,0.589092314,Abner Uribe,25327,682842
Mark Leiter Jr.,CHC,1,3,4,69,0,64.1,10.77202285,3.357513617,0.979274805,0.267973856,0.75498575,0.452830188,0.137254901,91.41460129,3.497410018,4.04,3.767993829,3.664174214,0.588040054,Mark Leiter Jr.,15551,643410
Marco Gonzales,SEA,4,1,0,10,10,50,6.12,3.24,0.9,0.316455696,0.62121212,0.40625,0.089285714,89.33562386,5.22,5.27,4.275040359,4.826794324,0.579957843,Marco Gonzales,15467,594835
Gabe Speier,SEA,2,2,1,69,0,54.2,10.53658953,1.810976326,1.15243948,0.305343511,0.72265625,0.558823529,0.205882352,95.18839164,3.786586863,3.5,3.34650381,2.710173552,0.577151477,Gabe Speier,17170,642100
Jimmy Cordero,NYY,3,2,0,31,1,32.2,9.367349309,2.755102738,0.551020548,0.273809524,0.67251462,0.558139534,0.1,98.73986816,3.857143833,3.53,3.071366844,3.287704707,0.5750953,Jimmy Cordero,15690,622772
JP Sears,OAK,5,14,0,32,32,172.1,8.408124039,2.767891764,1.775628679,0.278131635,0.77253219,0.290581162,0.129770992,93.20866655,4.543520444,4.64,5.152525909,5.101335344,0.556900084,JP Sears,23429,676664
Robert Garcia,- - -,2,2,0,25,0,32,9.281251392,3.375000506,0.843750127,0.291139241,0.65088757,0.461538461,0.125,94.2111975,3.656250548,3.63,3.536290402,3.55755422,0.553282179,Robert Garcia,23363,676395
Chris Devenski,- - -,6,4,0,38,0,42.1,8.929135736,2.338583169,1.275590819,0.265486726,0.60606061,0.393162393,0.125,94.01591723,4.464567868,4.58,3.963701926,3.995848803,0.546505705,Chris Devenski,12763,606965
Cole Irvin,BAL,1,4,0,24,12,77.1,7.913793234,2.443965557,1.280172435,0.292576419,0.70640177,0.414225941,0.123595505,92.28351051,4.422413866,5.59,4.431764517,4.485406407,0.525701836,Cole Irvin,19244,608344
Steven Okert,MIA,3,2,0,64,2,58.2,11.19886651,3.681819127,1.380682173,0.294964029,0.70977918,0.236111111,0.118421052,93.79021024,4.448864778,3.87,4.090267847,4.237791748,0.524502218,Steven Okert,13580,595345
James McArthur,KCR,1,0,4,18,2,23.1,8.871429055,0.771428613,0.771428613,0.290322581,0.54455446,0.587301587,0.125,93.37609863,4.628571681,2.97,2.783611762,2.803052966,0.519174127,James McArthur,21527,663704
Shelby Miller,LAD,3,0,1,36,1,42,9.000000817,4.071428941,0.642857201,0.164948454,0.89385475,0.373737373,0.068181818,93.60876433,1.71428587,3.25,3.683611827,4.487123261,0.518453941,Shelby Miller,10197,571946
Huascar Brazobán,MIA,5,2,0,50,0,58.2,9.971593287,4.755682952,0.767045637,0.315789474,0.74074074,0.519480519,0.111111111,96.68393468,4.142046442,3.58,3.936858704,4.097100144,0.501118541,Huascar Brazoban,6107,623211
Kris Bubic,KCR,0,2,0,3,3,16,9,1.125,0.5625,0.375,0.72815534,0.520833333,0.058823529,91.79916818,3.9375,4.04,2.630040359,3.574226598,0.501063883,Kris Bubic,21455,663460
Sawyer Gipson-Long,DET,1,0,0,4,4,20,11.7,3.6,0.9,0.260869565,0.78125,0.354166666,0.086956521,93.63571777,2.7,2.52,3.155040359,3.756394877,0.497059584,Sawyer Gipson-Long,26048,687830
Angel Perdomo,PIT,3,2,0,30,0,29,13.65517601,3.413794002,0.931034728,0.321428571,0.68181818,0.339285714,0.115384615,93.83988255,3.724138911,2.75,3.013660986,3.151148801,0.493913531,Angel Perdomo,17759,622780
Luke Weaver,- - -,3,6,0,29,25,123.2,7.932615147,2.91105143,2.110512287,0.330708661,0.68813131,0.354523227,0.18125,94.12366183,6.404313146,5.55,5.608140265,4.698730068,0.487057984,Luke Weaver,16918,596133
Jhony Brito,NYY,9,7,1,25,13,90.1,7.173432138,2.789668054,1.394834027,0.267716535,0.70974576,0.439849624,0.132075471,95.99195964,4.284133083,4.55,4.738435277,4.663770541,0.484809518,Jhony Brito,25386,666745
Andrew Chafin,- - -,3,4,8,63,0,51.1,11.04545728,4.909092125,1.051948313,0.30952381,0.67073171,0.384615384,0.122448979,92.16000821,4.733767406,4.36,4.014780807,4.073499704,0.482467264,Andrew Chafin,12988,605177
Jalen Beeks,TBR,2,3,1,30,8,42.1,9.992127185,4.464567466,0.850393803,0.319327731,0.61643836,0.450819672,0.085106382,94.54043214,5.952756621,3.61,3.821969561,4.42923418,0.477549896,Jalen Beeks,17192,656222
Joe Jiménez,ATL,0,3,0,59,0,56.1,11.66272374,2.236686744,1.43787005,0.3,0.82720588,0.278911564,0.126760563,95.39791488,3.035503438,3.77,3.592318519,3.599205642,0.47264713,Joe Jimenez,15761,641729
Brad Hand,- - -,5,3,1,60,0,53.2,9.894411813,3.689441693,1.006211371,0.333333333,0.66115702,0.37062937,0.127659574,92.75086769,5.53416254,4.58,4.01901566,4.013565952,0.472304456,Brad Hand,9111,543272
Emmet Sheehan,LAD,4,1,1,13,11,60.1,9.546961527,3.87845312,1.640884012,0.239726027,0.69444444,0.331210191,0.13095238,95.38379614,4.922652037,3.5,4.846200614,4.777938966,0.472088493,Emmet Sheehan,29839,686218
Allan Winans,ATL,1,2,0,6,6,32.1,9.463917898,2.226804211,1.391752632,0.347826087,0.7,0.453608247,0.135135135,89.9799235,5.288660002,4.24,4.090091939,3.971762498,0.46407932,Allan Winans,21238,642216
Austin Cox,KCR,0,1,1,24,3,35.2,8.327104288,4.289720391,0.504672987,0.273684211,0.61085973,0.364583333,0.052631578,91.60528456,4.542056884,4.93,3.731675958,4.764219133,0.462527096,Austin Cox,24604,680735
Tristan Beck,SFG,3,3,2,33,3,85,7.200000727,2.223529636,1.058823636,0.288537549,0.7173913,0.408396946,0.096153846,94.64811437,3.917647454,3.71,3.996216905,4.489729689,0.458692424,Tristan Beck,21584,663941
Mason Thompson,WSN,4,4,1,51,0,54,7.333335406,3.666667703,0.666666855,0.34939759,0.64320388,0.50595238,0.08,94.73539677,5.500001554,4.61,4.032818357,4.600736808,0.458486438,Mason Thompson,21850,666168
Lance Lynn,- - -,13,11,0,32,32,183.2,9.359346772,3.283121643,2.156079885,0.291750503,0.67846608,0.356472795,0.19047619,92.64238381,5.733212421,4.86,5.53090246,4.496007283,0.457522228,Lance Lynn,2520,458681
Andrew Wantz,LAA,2,0,0,27,3,39.1,7.550848434,3.432203834,0.915254356,0.224299065,0.67708333,0.297297297,0.072727272,94.0218792,3.889831011,4.04,4.119447251,5.109303645,0.453596689,Andrew Wantz,24933,681806
Alex Faedo,DET,2,5,0,15,12,64.2,8.072165266,2.783505264,1.670103158,0.210526316,0.651341,0.362637362,0.142857142,92.9623255,4.453608423,3.82,4.847823927,4.583105577,0.445155486,Alex Faedo,19874,656412
Steven Wilson,SDP,1,2,0,52,0,53,9.679246676,4.58490632,1.188679416,0.224,0.76086957,0.257575757,0.0875,94.62593538,3.90566094,3.38,4.519191485,5.297835754,0.442880839,Steven Wilson,20353,621051
Zach Jackson,OAK,2,1,1,19,0,18,11.50000244,5.00000106,0.500000106,0.369565217,0.78947368,0.260869565,0.04347826,93.60671486,2.50000053,3.58,3.088373658,4.47876786,0.442314416,Zach Jackson,19493,667427
Luis Medina,OAK,3,10,0,23,17,109.2,8.69908865,4.677811821,1.148936237,0.306451613,0.65414508,0.437888198,0.126126126,96.10943287,5.416413688,4.8,4.759599717,4.773478545,0.435770296,Luis Medina,21649,665622
Xzavion Curry,CLE,3,4,0,41,9,95,6.347368931,2.842105491,1.136842197,0.293515358,0.73321555,0.316831683,0.086330935,92.72548612,4.073684538,4.93,4.497145722,5.274155193,0.434205472,Xzavion Curry,25595,675540
Jake Diekman,- - -,0,2,0,63,0,56.2,10.16470805,6.035295404,0.47647069,0.248175182,0.6545961,0.467625899,0.06,95.57261335,3.335294829,3.38,3.749158112,4.519762765,0.431977913,Jake Diekman,5003,518617
Joan Adon,WSN,2,4,0,12,10,51.2,8.361290734,4.180645367,1.393548456,0.331210191,0.65963061,0.374233128,0.13114754,94.47252273,6.445161608,5.59,4.977621089,4.916739609,0.427566849,Joan Adon,22925,672851
Eli Morgan,CLE,5,2,1,61,0,67.1,10.02475323,3.207921034,1.202970388,0.336842105,0.71428571,0.419191919,0.126760563,92.73820816,4.009901293,3.96,3.878802783,3.884564781,0.424256921,Eli Morgan,20203,669212
Ben Lively,CIN,4,7,0,19,12,88.2,8.018797395,2.537594112,2.03007529,0.296875,0.73958333,0.396363636,0.186915887,90.89910949,5.379699518,5.03,5.352784826,4.415664151,0.41830802,Ben Lively,14932,594902
Ryan Pepiot,LAD,2,1,0,8,3,42,8.142857143,1.071428571,1.5,0.188679245,0.99206349,0.366972477,0.14,94.01882466,2.142857143,3.23,4.183611788,3.985221019,0.413309777,Ryan Pepiot,26221,686752
Carl Edwards Jr.,WSN,1,3,2,32,0,31.2,6.82105359,4.831579626,0.284210566,0.303030303,0.73529412,0.46,0.033333333,93.77871417,3.694737361,4.21,3.855040444,5.010847531,0.412644714,Carl Edwards Jr.,13607,605218
Keegan Akin,BAL,2,2,0,24,1,23.2,10.26760922,2.661972761,0.760563646,0.434210526,0.51020408,0.337662337,0.068965517,93.74718289,6.845072813,4.73,2.959265608,3.886612448,0.411276124,Keegan Akin,19362,669211
JT Chargois,MIA,1,0,1,46,5,42.1,7.440946446,3.826772458,0.63779541,0.271186441,0.73770492,0.546218487,0.083333333,95.47970334,3.614173988,3.63,3.79834756,4.283087736,0.411166824,JT Chargois,13767,608638
Austin Pruitt,OAK,2,6,0,38,6,48.1,5.586208146,2.234483258,0.931034691,0.263513514,0.78,0.361842105,0.076923076,91.81501116,2.979311011,4.01,4.165385391,5.044031049,0.408033229,Austin Pruitt,15290,643493
Jason Adam,TBR,4,2,12,56,0,54.1,11.42944892,3.312883746,1.159509311,0.239316239,0.79335793,0.414634146,0.142857142,94.76030888,2.981595371,4.33,3.991236747,3.807449662,0.407766908,Jason Adam,11861,592094
DL Hall,BAL,3,0,0,18,0,19.1,10.70689937,2.327586819,0.931034728,0.31372549,0.74257426,0.490196078,0.117647058,95.72323824,3.258621547,2.95,2.996419602,3.105401345,0.397384197,DL Hall,22207,669084
Kenny Rosenberg,LAA,2,2,0,7,3,33,7.909090909,3.818181818,0.818181818,0.323232323,0.7860262,0.431372549,0.075,90.61617338,3.818181818,3.58,4.042919147,4.865163698,0.396398772,Kenny Rosenberg,20009,670046
Joe Boyle,OAK,2,0,0,3,3,16,8.4375,2.8125,0.5625,0.179487179,0.77586207,0.3,0.045454545,97.94546596,1.6875,2.25,3.130040359,4.590899021,0.396377385,Joe Boyle,29608,671212
Miguel Díaz,DET,1,0,0,12,3,14,10.28571569,3.214286152,0,0.242424242,0.92307692,0.393939393,0,95.20579892,0.64285723,2.75,2.04075448,3.694106459,0.39396658,Miguel Diaz,18815,622766
Cionel Pérez,BAL,4,2,3,65,0,53.1,7.425002301,4.556251412,0.337500105,0.317647059,0.67695962,0.607142857,0.052631578,96.91552106,3.543751098,3.79,3.83629054,4.526803878,0.392581969,Cionel Perez,19614,672335
Bryan Baker,BAL,4,3,0,46,0,45,10.20000259,4.800001221,0.800000203,0.273584906,0.74427481,0.348623853,0.075471698,95.83744395,3.600000916,3.3,3.810596056,4.602321657,0.392368406,Bryan Baker,19804,641329
José Soriano,LAA,1,3,0,38,0,42,12.00000109,4.928571876,0.857142935,0.305263158,0.71428571,0.510204081,0.148148148,98.6293867,3.642857474,4.04,3.969326139,3.794099869,0.390166521,Jose Soriano,22100,667755
Michael Fulmer,CHC,3,5,2,58,1,57,10.26315996,4.421053519,1.10526338,0.303703704,0.71847507,0.387323943,0.125,94.31861207,4.421053519,4.3,4.149777381,4.177631742,0.387936711,Michael Fulmer,13218,605242
Bailey Falter,- - -,2,9,0,18,14,80.2,6.694215008,2.231405003,1.896694252,0.308,0.654102,0.401515151,0.17,90.88264932,5.355372006,4.93,5.250908167,4.560848345,0.383713014,Bailey Falter,20070,663559
Bryan Shaw,CHW,0,0,4,38,0,45.2,7.883213435,3.35036571,0.591241008,0.290322581,0.70934256,0.401574803,0.057692307,,4.138687053,3.85,3.868179182,4.896813525,0.382261157,Bryan Shaw,8110,543766
Touki Toussaint,- - -,4,7,0,20,16,87,8.793103834,5.896551983,1.034482804,0.262222222,0.71428571,0.497835497,0.138888888,93.71868329,4.965517459,5.37,5.002166873,4.876205101,0.376794819,Touki Toussaint,16929,657053
Chris Murphy,BOS,1,2,1,20,0,47.2,9.251749486,3.209790638,0.94405607,0.321428571,0.67213115,0.44680851,0.1,93.89999309,4.909091564,3.63,3.695599859,4.066248601,0.375530839,Chris Murphy,26214,669684
Tyler Mahle,MIN,1,2,0,5,5,25.2,9.818182061,1.753246797,1.753246797,0.265625,0.8,0.376811594,0.161290322,92.78348086,3.155844234,3.23,4.190105318,3.654543137,0.373107046,Tyler Mahle,16358,641816
Victor González,LAD,3,3,0,34,1,33.2,8.019803963,2.673267988,0.534653598,0.277777778,0.67204301,0.54347826,0.086956521,,4.009901982,3.21,3.403555248,3.760795643,0.369022431,Victor Gonzalez,16408,624647
Hyun Jin Ryu,TOR,3,3,0,11,11,52,6.576923077,2.423076923,1.557692308,0.271604938,0.77617329,0.455621301,0.163636363,88.77156409,3.461538462,3.85,4.908886513,4.407623945,0.368650347,Hyun Jin Ryu,14444,547943
Martín Pérez,TEX,10,4,0,35,20,141.2,5.908235718,3.1129414,1.334117743,0.292517007,0.74308756,0.454945054,0.129629629,92.07163136,4.447059143,4.86,4.991511072,4.955108605,0.360995576,Martin Perez,6902,527048
Luke Jackson,SFG,2,2,0,33,0,33.1,11.61000177,4.050000618,0.810000124,0.283950617,0.74074074,0.506024096,0.107142857,94.45126682,2.970000453,3.3,3.285040364,3.503855871,0.350242823,Luke Jackson,11752,592426
Tony Gonsolin,LAD,8,5,0,20,20,103,7.165048544,3.495145631,1.660194175,0.233449477,0.67669173,0.359735973,0.137681159,92.55348055,4.980582524,5.89,5.429797641,5.2469097,0.348325223,Tony Gonsolin,19388,664062
Trevor Richards,TOR,2,1,0,56,3,72.2,13.00458898,4.334862992,1.610091969,0.3125,0.72127139,0.319767441,0.154761904,92.78266078,4.954129134,3.55,4.218343247,3.803869069,0.343661889,Trevor Richards,19309,670950
Francisco Pérez,OAK,1,2,0,17,1,16.2,7.560002451,4.320001401,0,0.333333333,0.53846154,0.372549019,0,92.46978723,5.940001926,4.39,3.19504034,5.079861951,0.342195973,Francisco Perez,21018,660906
Brandon Pfaadt,ARI,3,9,0,19,18,96,8.8125007,2.437500194,2.062500164,0.315217391,0.69962687,0.323232323,0.167938931,93.63049666,5.718750454,4.48,5.182123846,4.459093369,0.337166131,Brandon Pfaadt,27782,694297
Bryse Wilson,MIL,6,0,3,53,0,76.2,7.160870515,2.582609038,1.056521879,0.231818182,0.81232493,0.377777777,0.091836734,93.71152751,2.582609038,3.96,4.128953519,4.716281491,0.33657518,Bryse Wilson,19990,669060
John Brebbia,SFG,3,5,0,40,10,38.1,11.0347849,3.286957203,1.408695944,0.265957447,0.6557377,0.29,0.111111111,94.43238722,3.991305175,3.25,3.93330137,4.227588249,0.329572082,John Brebbia,12777,605154
Julio Teheran,MIL,3,5,0,14,11,71.2,6.27906999,1.632558197,1.632558197,0.264423077,0.73353293,0.4,0.142857142,89.1695773,4.395348993,4.93,4.929459024,4.670691707,0.328054063,Julio Teheran,6797,527054
Daniel Lynch IV,KCR,3,4,0,9,9,52.1,5.8471339,2.751592424,1.547770738,0.251533742,0.69852941,0.388235294,0.118421052,92.78378623,4.643312215,4.96,5.165868431,5.331245505,0.326979637,Daniel Lynch IV,21537,663738
Derek Law,CIN,4,6,2,54,3,55,7.36363764,4.254546192,0.981818352,0.275,0.77903683,0.395061728,0.101694915,95.66001028,3.600000624,4.77,4.61867696,4.974090721,0.323202208,Derek Law,13133,571882
Collin McHugh,ATL,4,1,0,41,1,58.2,7.210228289,3.375000475,0.767045563,0.342105263,0.69662921,0.439153439,0.086206896,91.33311569,4.295455151,5.23,4.09026775,4.616876944,0.313471179,Collin McHugh,7531,543521
John King,- - -,2,1,0,35,0,37.1,4.821429475,2.410714737,0.482142947,0.344,0.76628352,0.669354838,0.095238095,93.5217514,3.616072106,4.45,3.683611868,3.917193702,0.312635556,John King,22051,667463
Tommy Kahnle,NYY,1,3,2,42,0,40.2,10.62295148,4.204918296,1.106557446,0.22826087,0.82051282,0.489583333,0.142857142,95.44638329,2.655737871,2.86,3.968155158,3.792761165,0.308857411,Tommy Kahnle,11384,592454
James Kaprielian,OAK,2,6,0,14,11,61,8.409836329,4.573770635,1.327868894,0.320224719,0.63758389,0.304347826,0.097826086,92.54767942,6.344262493,4.86,5.074712548,5.650259473,0.306490864,James Kaprielian,18331,621076
Slade Cecconi,ARI,0,1,0,7,4,27,6.666667609,1.333333522,1.333333522,0.283950617,0.72992701,0.38095238,0.114285714,94.27296523,4.333333946,4.77,4.366151628,4.583459487,0.304179318,Slade Cecconi,27500,677944
Giovanny Gallegos,STL,2,4,10,56,0,55,9.654547463,1.963636772,1.800000375,0.292517007,0.75098814,0.352564102,0.152777777,93.86182633,4.418182737,4.16,4.364131499,3.928519159,0.301225126,Giovanny Gallegos,14986,606149
Dakota Hudson,STL,6,3,0,18,12,81.1,4.979508275,3.762295141,0.995901655,0.303846154,0.71057192,0.514925373,0.123287671,91.28746066,4.979508275,6,5.062417437,5.107843807,0.300459266,Dakota Hudson,19206,641712
Peter Strzelecki,- - -,3,5,0,37,0,37,9.000001624,2.918919446,0.729729861,0.291262136,0.71721311,0.38095238,0.071428571,92.11495315,4.378379168,4.33,3.930716157,4.753439918,0.297313869,Peter Strzelecki,21367,657265
Thomas Hatch,- - -,1,1,0,18,2,28.2,8.162791693,3.76744232,0.627907053,0.352272727,0.64814815,0.522727272,0.068965517,94.7989561,4.081395847,4.21,3.708528787,4.47412891,0.29636655,Thomas Hatch,19264,641672
Isaiah Campbell,SEA,4,1,1,27,0,28.2,10.36046741,4.081396254,0.627907116,0.281690141,0.81325301,0.397260273,0.066666666,95.02359445,2.825582022,3.87,3.324807817,4.148083091,0.291792512,Isaiah Campbell,25551,663462
Taylor Rogers,SFG,6,4,2,60,0,51.2,11.14839011,4.354839889,1.045161573,0.279661017,0.68259386,0.416666666,0.12,,3.832259102,3.58,3.913105054,4.003445485,0.290608406,Taylor Rogers,13449,573124
Jovani Moran,MIN,2,2,0,43,0,42.1,10.20472747,5.740159204,0.637795467,0.301886792,0.60553633,0.419047619,0.075,93.36441201,5.314962226,3.69,3.821969664,4.462932143,0.289441824,Jovani Moran,20422,663558
Andre Jackson,- - -,1,3,2,19,7,61.1,8.364130868,3.228261037,1.614130518,0.248484848,0.69306931,0.363636363,0.157142857,94.84162609,4.989130693,5.37,4.901779575,4.457235358,0.28559627,Andre Jackson,21298,656578
Kody Funderburk,MIN,2,0,0,11,0,12,14.25000113,3.750000298,0.75000006,0.238095238,1,0.545454545,0.142857142,,0.75000006,2.44,2.67170698,2.552828827,0.284277201,Kody Funderburk,24993,681892
Cody Bradford,TEX,4,3,0,20,8,56,8.196429409,1.928571626,1.767857323,0.283018868,0.67164179,0.321428571,0.141025641,90.25598811,5.30357197,4.42,4.683611934,4.43292328,0.282195986,Cody Bradford,27597,674003
Kyle Finnegan,WSN,7,5,28,67,0,69.1,8.177885215,3.115384844,1.42788472,0.291005291,0.76719577,0.471794871,0.177419354,97.36825743,3.764423353,4.7,4.581963534,3.997941502,0.280129313,Kyle Finnegan,15009,640448
Trevor Rogers,MIA,1,2,0,4,4,18,9.5,3,1,0.285714286,0.72072072,0.52,0.105263157,93.37605909,4,4.01,4.088373693,4.389133878,0.274957299,Trevor Rogers,22286,669432
Carlos Hernández,KCR,1,10,4,67,4,70,9.900001079,3.98571472,1.285714426,0.287292818,0.6375,0.321052631,0.12345679,99.260497,5.271429146,4.7,4.2836119,4.339633222,0.274811544,Carlos Hernandez,22713,672578
Lane Ramsey,CHW,1,0,0,21,0,20,8.100001545,4.050000772,0.450000086,0.375,0.64417178,0.375,0.037037037,94.71160227,5.850001116,3.74,3.455040398,5.037065567,0.26368919,Lane Ramsey,25071,682010
Joe Mantiply,ARI,2,2,0,35,3,39,6.461539884,2.076923534,0.923077126,0.267241379,0.57291667,0.537815126,0.1,90.30914208,4.615385631,3.93,3.844784079,4.207196214,0.263362959,Joe Mantiply,14857,573009
Chad Green,TOR,3,0,0,12,0,12,12.00000286,3.000000715,0.750000179,0.35483871,0.4109589,0.28125,0.083333333,95.60593928,5.250001252,2.86,2.671706887,3.241725444,0.256404698,Chad Green,15552,643338
Jordan Wicks,CHC,4,1,0,7,7,34.2,6.230769688,2.85576944,1.298077018,0.261682243,0.72972973,0.467889908,0.161290322,92.22231658,4.413461862,4.07,4.697348158,4.300826139,0.255224586,Jordan Wicks,30094,696136
Drew Carlton,SDP,2,1,0,11,0,20.2,7.838710642,2.612903547,0.870967849,0.275862069,0.58558559,0.438596491,0.1,92.30678711,4.354839246,4.33,3.78729849,4.129251842,0.252127081,Drew Carlton,19868,656290
Carmen Mlodzinski,PIT,3,3,1,35,1,36,8.500001576,4.500000834,0.750000139,0.260416667,0.77102804,0.474747474,0.1,95.67185201,2.250000417,3.98,4.032818282,4.327278131,0.25102471,Carmen Mlodzinski,27572,669387
Sean Reid-Foley,NYM,0,1,0,8,0,7.2,18.78261259,7.043479721,0,0.333333333,0.7,0.666666666,0,96.11332605,3.521739861,1.94,1.428953024,2.29157151,0.247612789,Sean Reid-Foley,17034,656887
Kyle Nelson,ARI,7,4,0,68,2,56,10.76786118,2.250000843,1.928572151,0.324137931,0.76923077,0.370860927,0.1875,92.05480249,4.178572994,3.74,4.451469379,3.555299619,0.246671211,Kyle Nelson,20515,669459
Daniel Palencia,CHC,5,3,0,27,0,28.1,10.48235482,4.447059622,0.952941348,0.28358209,0.65088757,0.397058823,0.115384615,98.43611551,4.447059622,4.04,3.996216963,4.136939774,0.244269192,Daniel Palencia,27914,694037
Zach Plesac,CLE,1,1,0,5,5,21.1,5.906250352,2.109375126,1.265625075,0.409638554,0.58201058,0.511904761,0.125,91.44182478,7.593750453,5.48,4.473790432,4.505686157,0.243904799,Zach Plesac,19979,668676
Beau Brieske,DET,2,3,2,25,1,35,7.97142944,3.085714622,1.028571541,0.304761905,0.80188679,0.425925925,0.102564102,96.67608741,3.600000392,3.9,3.997897583,4.354489577,0.235242233,Beau Brieske,26079,689225
Germán Márquez,COL,2,2,0,4,4,20,7.65,1.35,1.8,0.267857143,0.67073171,0.48275862,0.222222222,95.90068454,4.95,4.83,4.605040359,3.493056938,0.234939799,German Marquez,15038,608566
Michael Kelly,CLE,1,0,0,14,0,16.2,8.640001318,4.860000742,0,0.282608696,0.63636364,0.413043478,0,95.09732521,3.780000577,3.87,2.955040314,4.54225824,0.227676317,Michael Kelly,12791,547184
Jordan Lyles,KCR,6,17,0,31,31,177.2,6.078799598,2.279549849,1.975609869,0.25464684,0.56264501,0.335087719,0.140794223,91.38578653,6.281426251,4.93,5.619017981,5.343099217,0.224726573,Jordan Lyles,7593,543475
Triston McKenzie,CLE,0,3,0,4,4,16,9.000000536,7.312500436,0.562500034,0.255813953,0.6779661,0.34090909,0.04347826,92.47017887,5.062500302,4.67,4.505040434,6.069233674,0.220855266,Triston McKenzie,18000,663474
José Quijada,LAA,0,1,4,10,0,9,8.000000848,3.000000318,0,0.285714286,0.46153846,0.392857142,0,94.50394933,6.000000636,5.59,3.143929237,5.164692706,0.219396919,Jose Quijada,19200,650671
Keaton Winn,SFG,1,3,1,9,5,42.1,7.440945105,1.700787453,1.275590589,0.254237288,0.66502463,0.579831932,0.171428571,95.98293279,4.677165495,4.3,4.365276613,3.889701277,0.215209424,Keaton Winn,23499,676775
Jacob Lopez,TBR,1,0,1,4,1,12.1,5.837837988,1.459459497,0,0.333333333,0.61111111,0.357142857,0,90.88897027,4.378378491,5.62,2.930716027,4.53938264,0.214383759,Jacob Lopez,25098,682052
