playerid,Name_x,Position,Bats,Throws,Prev_Team,Age,Service,WAR_19,WAR_proj,Years_Med,Total_Med,AAV_Med,QO,Signing_Team,Years,Total,AAV,Name_y,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,MLBAMID
15274,Mike Tauchman,CF/LF/RF,L,L,CHC,34,4.1,1.1,1.4,,$0,,,CHW,1.0,"$1,950,000","$1,950,000",Mike Tauchman,CHC,109,350,7,50,29,6,0.134285714,0.2,0.117449665,0.301801801,0.248322147,0.357142857,0.365771812,0.3253509421007974,0.33,111.19560432570732,0.0406632497906684,4.7263890400278905,-6.192668080329895,1.052304107542983,Mike Tauchman,643565
9847,Andrew McCutchen,DH,R,R,PIT,38,15.1,0.5,0.1,,$0,,,PIT,1.0,"$5,000,000","$5,000,000",Andrew McCutchen,PIT,120,515,20,66,50,3,0.112621359,0.258252427,0.178571428,0.282828282,0.232142857,0.328155339,0.410714285,0.3245041865551054,0.327,105.4933599311112,-2.8594440892338753,0.5235915178127906,-12.958728790283203,0.4869418555366231,Andrew McCutchen,457705
14130,Daniel Vogelbach,DH,L,R,TOR,32,6.0,-0.3,0.1,,$0,,,,,,,Daniel Vogelbach,TOR,31,79,1,5,8,0,0.11392405,0.215189873,0.114285715,0.23076923,0.185714285,0.278481012,0.3,0.2619745987880079,0.36,69.41696899563584,-0.6175046265125275,-3.3819831710107846,-2.3765430450439453,-0.3227449450440164,Daniel Vogelbach,596129
6184,J.D. Martinez,DH,R,R,NYM,37,13.0,0.6,0.1,1.0,"$9,000,000","$9,000,000",,,,,,J.D. Martinez,NYM,120,495,16,46,69,0,0.098989898,0.284848484,0.170506912,0.308243727,0.235023041,0.3197556,0.405529953,0.3184588671701746,0.351,107.52486132501862,-2.3192809522151947,2.134870541440904,-12.638888359069824,0.6175984553790597,J.D. Martinez,502110
11899,Joc Pederson,DH/LF/RF,L,L,ARI,33,10.0,3.0,1.9,2.0,"$28,000,000","$14,000,000",,TEX,2.0,"$37,000,000","$18,500,000",Joc Pederson,ARI,132,449,23,62,64,7,0.122494432,0.233853006,0.239782017,0.322314049,0.275204359,0.392776523,0.514986376,0.3910353168878966,0.378,151.22539204110254,-1.1463693529367447,26.35744425996068,-12.638888359069824,2.9610452978509763,Joc Pederson,592626
17484,Eloy Jiménez,DH/RF/LF,R,R,BAL,28,6.0,-0.9,0.5,1.0,"$6,000,000","$6,000,000",,TBR,1.0,$0,,Eloy Jiménez,- - -,98,349,6,25,23,3,0.063037249,0.200573065,0.098765433,0.285140562,0.23765432,0.28939828,0.336419753,0.2759469891416615,0.3,78.29834419211687,-2.5137254148721695,-11.179829593376528,-9.358102174475787,-0.9195677185506648,Eloy Jimenez,650391
10815,Jurickson Profar,LF,S,R,SDP,32,10.2,4.3,2.1,3.0,"$45,000,000","$15,000,000",,,,,,Jurickson Profar,SDP,158,668,24,94,85,10,0.113772455,0.151197604,0.179078015,0.301801801,0.280141843,0.380090497,0.459219858,0.365296050431334,0.364,139.21265650053607,-0.7703649029135704,30.55268279873192,-11.12048840522766,4.304333020566888,Jurickson Profar,595777
10950,Adam Duvall,LF/RF,R,R,ATL,36,8.2,-1.0,0.0,1.0,"$3,000,000","$3,000,000",,,,,,Adam Duvall,ATL,104,330,11,29,30,0,0.063636363,0.3,0.141914192,0.226804123,0.181518151,0.245454545,0.323432343,0.2519425843701218,0.283,58.04828449775619,-0.275492712855339,-16.83033124030976,-4.0059691444039345,-1.0169727519784244,Adam Duvall,594807
20123,Juan Soto,LF/RF,L,L,NYY,26,6.1,8.1,6.5,13.0,"$585,000,000","$45,000,000","$21,050,000",NYM,15.0,"$765,000,000","$51,000,000",Juan Soto,NYY,157,713,41,128,109,7,0.180925666,0.16690042,0.28125,0.297619047,0.288194444,0.419354838,0.569444444,0.4205848819428188,0.462,179.6323630976572,-3.824761547148228,61.14103098514664,-6.089182019233704,8.140358720282777,Juan Soto,665742
16376,Michael Conforto,LF/RF,L,R,SFG,32,8.0,1.3,1.3,1.0,"$12,000,000","$12,000,000",,LAD,1.0,"$17,000,000","$17,000,000",Michael Conforto,SFG,130,488,20,56,66,0,0.086065573,0.241803278,0.212328767,0.277227722,0.237442922,0.309426229,0.449771689,0.3266934082982966,0.35,111.52063511736549,-1.7689233124256134,4.953990261051975,-8.89608907699585,1.2712237900527716,Michael Conforto,624424
11445,Mark Canha,LF/RF/1B,R,R,SFG,36,9.1,1.0,0.7,1.0,"$8,000,000","$8,000,000",,,,,,Mark Canha,- - -,125,462,7,46,42,7,0.11038961,0.207792207,0.1043257,0.298305084,0.241730279,0.344155844,0.346055979,0.309831370478091,0.288,102.34740039034824,0.8685437887907028,2.1428701839401993,-7.846092343330383,1.001262684184887,Mark Canha,592192
19363,Austin Hays,LF/RF/CF,R,R,PHI,29,5.1,0.2,0.5,,$0,,,,,,,Austin Hays,- - -,85,255,5,26,20,2,0.035294117,0.231372549,0.140425532,0.317919075,0.255319148,0.303149606,0.39574468,0.3032646808228474,0.287,97.8339146172196,-0.1050693299621343,-0.7994465008640257,-5.6748493909835815,0.2089825827603575,Austin Hays,669720
12434,Kevin Pillar,LF/RF/CF,R,R,LAA,36,10.1,0.5,0.1,,$0,,,,,,,Kevin Pillar,- - -,100,314,8,38,45,12,0.050955414,0.219745222,0.147887324,0.271428571,0.228873239,0.290734824,0.376760563,0.2925059909637744,0.275,87.8910025378837,1.420030526816845,-2.9305122539841806,-2.2244068533182144,0.5486562970248533,Kevin Pillar,607680
14712,Manuel Margot,LF/RF/CF,R,R,MIN,30,8.0,-0.2,0.5,,$0,,,,,,,Manuel Margot,MIN,129,343,4,37,31,5,0.061224489,0.157434402,0.098412698,0.273076923,0.238095238,0.289473684,0.336507936,0.2762483206757328,0.308,78.78531965332579,0.9314055368304252,-7.394590883206947,-5.9435715675354,-0.1966487938509795,Manuel Margot,622534
10243,Randal Grichuk,LF/RF/CF,R,R,ARI,33,10.0,1.5,0.4,,$0,,,,,,,Randal Grichuk,ARI,106,279,12,40,46,0,0.071684587,0.164874551,0.236220473,0.313131313,0.291338582,0.34767025,0.527559055,0.373031150269252,0.359,139.10735379046423,0.5948511883616447,13.642249415808548,-7.991124153137207,1.5431865973040453,Randal Grichuk,545341
15711,Tyler O'Neill,LF/RF/CF,R,R,BOS,30,6.1,2.5,2.0,3.0,"$51,000,000","$17,000,000",,BAL,3.0,"$49,500,000","$16,500,000",Tyler O'Neill,BOS,113,473,31,74,61,4,0.112050739,0.336152219,0.270072993,0.304932735,0.240875912,0.336152219,0.510948905,0.359664805042438,0.339,130.9906853790256,-0.7542967721819878,16.01820819491905,-7.682470679283142,2.4893486376395506,Tyler O'Neill,641933
12155,Eddie Rosario,LF/RF/DH,L,R,ATL,33,9.1,-2.0,-0.1,,$0,,,,,,,Eddie Rosario,- - -,91,319,10,33,35,9,0.050156739,0.24137931,0.141414141,0.196261682,0.175084175,0.214511041,0.316498316,0.2303686988090491,0.257,44.631762656159424,2.0430088811554015,-19.077903034125537,-11.14948159456253,-2.0246943792164727,Eddie Rosario,592696
13590,Jesse Winker,LF/RF/DH,L,L,NYM,31,7.1,1.3,1.0,2.0,"$14,000,000","$7,000,000",,NYM,1.0,"$7,500,000","$7,500,000",Jesse Winker,- - -,145,508,14,63,58,14,0.124015748,0.208661417,0.15116279,0.303514376,0.253488372,0.359683794,0.404651162,0.3378350832869136,0.329,118.2795985550676,-2.809994600713253,8.294317264536835,-13.054877161979675,1.255480020815323,Jesse Winker,608385
2967,Tommy Pham,LF/RF/DH,R,R,KCR,37,9.1,-0.1,0.5,1.0,"$3,000,000","$3,000,000",,,,,,Tommy Pham,- - -,116,478,9,49,39,7,0.073221757,0.221757322,0.120454546,0.306748466,0.247727272,0.30543933,0.368181818,0.2965624073060486,0.319,90.89166733894564,-3.1329707205295563,-8.17866049702564,-8.50268304347992,-0.0774191647036782,Tommy Pham,502054
17027,Alex Verdugo,RF/LF,L,L,NYY,29,6.1,0.6,1.1,2.0,"$16,000,000","$8,000,000",,,,,,Alex Verdugo,NYY,149,621,13,74,61,2,0.078904991,0.149758454,0.123434705,0.252699784,0.232558139,0.290791599,0.355992844,0.2834208144509927,0.302,83.14835690521085,-2.461504116654396,-14.435509803548674,-0.4963436126708984,0.5958616366660691,Alex Verdugo,657077
14551,Anthony Santander,RF/LF,S,R,BAL,30,6.2,3.3,2.7,4.0,"$80,000,000","$20,000,000","$21,050,000",TOR,5.0,"$92,500,000","$18,500,000",Anthony Santander,BAL,155,665,44,91,102,2,0.087218045,0.193984962,0.270588235,0.224824355,0.235294117,0.308270676,0.505882352,0.3451743663437777,0.324,129.21764224262694,-2.698790557682514,19.532896459143448,-9.623647570610046,3.312878245245358,Anthony Santander,623993
12160,Ben Gamel,RF/LF,L,L,HOU,33,6.2,0.0,0.2,,$0,,,,,,,Ben Gamel,- - -,38,99,1,22,4,1,0.181818181,0.242424242,0.086419753,0.339285714,0.24691358,0.383838383,0.333333333,0.3266150878400218,0.343,114.53603737736135,-0.7343933433294296,0.9256362040002496,-4.431650698184967,-0.0213612722227641,Ben Gamel,592325
2136,David Peralta,RF/LF,L,L,SDP,37,10.1,0.4,0.2,,$0,,,,,,,David Peralta,SDP,91,260,8,35,28,2,0.084615384,0.207692307,0.148305085,0.316091954,0.266949152,0.334615384,0.415254237,0.3292012595213376,0.313,114.91838805918708,-0.5849958062171936,4.053279601433849,-8.522922039031982,0.4325909061764139,David Peralta,444482
17766,DJ Stewart,RF/LF,L,R,NYM,31,3.1,-0.2,0.0,,$0,,,PIT,1.0,$0,,DJ Stewart,NYM,74,194,5,16,19,1,0.159793814,0.24742268,0.120253165,0.216981132,0.177215189,0.324742268,0.297468354,0.2900111546221467,0.326,88.37760079904845,0.0076698958873748,-2.6885716887864595,-5.493547201156616,-0.1778158419179454,DJ Stewart,621466
4940,Jason Heyward,RF/LF,L,L,HOU,35,15.0,0.8,0.4,1.0,"$6,000,000","$6,000,000",,,,,,Jason Heyward,- - -,87,258,10,33,37,5,0.085271317,0.205426356,0.201754386,0.226190476,0.210526315,0.287937743,0.412280701,0.3002106675914689,0.29,94.32505667309476,2.631376974284649,0.866619100407837,-1.3904671669006348,0.8334425927937282,Jason Heyward,518792
12144,Max Kepler,RF/LF,L,L,MIN,32,8.2,1.0,1.0,2.0,"$22,000,000","$11,000,000",,PHI,1.0,"$10,000,000","$10,000,000",Max Kepler,MIN,105,399,8,43,42,1,0.055137844,0.200501253,0.127717391,0.300353356,0.252717391,0.301507537,0.380434782,0.2980898906238115,0.301,94.1491259960384,-0.8457214534282684,-3.516877432767059,-0.4715559482574463,0.961767766672015,Max Kepler,596146
5254,Robbie Grossman,RF/LF,S,L,KCR,35,10.1,-0.6,0.0,,$0,,,,,,,Robbie Grossman,- - -,87,245,3,21,16,3,0.13877551,0.236734693,0.081730769,0.275167785,0.211538461,0.322448979,0.29326923,0.283393846725931,0.292,82.27389488393509,-0.1722181132063269,-5.141401356864552,-8.532632738351822,-0.5687329521326132,Robbie Grossman,543257
13066,Teoscar Hernández,RF/LF,R,R,LAD,32,7.1,3.5,2.3,3.0,"$69,000,000","$23,000,000","$21,050,000",LAD,3.0,"$66,000,000","$20,940,454",Teoscar Hernández,LAD,154,652,33,84,99,12,0.081288343,0.288343558,0.229202037,0.344173441,0.271646859,0.339477726,0.500848896,0.359840165041847,0.346,133.5620552725716,0.5905105993151665,26.757721119639807,-14.7934250831604,3.4780374070532964,Teoscar Hernandez,606192
16153,Austin Slater,RF/LF/CF,R,R,BAL,32,6.1,-0.1,0.5,1.0,"$4,000,000","$4,000,000",,CHW,1.0,"$1,750,000","$1,750,000",Austin Slater,- - -,84,212,2,24,18,3,0.122641509,0.283018867,0.056497175,0.294117647,0.209039548,0.320754716,0.265536723,0.2734358378176419,0.303,76.36256352605918,-0.7674168338999152,-6.768527060479515,-1.6915684640407562,-0.1443364199934337,Austin Slater,596103
19600,Bryan De La Cruz,RF/LF/CF,R,R,PIT,28,3.1,-1.2,0.0,,$0,,,ATL,0.0,$0,,Bryan De La Cruz,- - -,149,622,21,61,68,5,0.046623794,0.273311897,0.150684931,0.288944723,0.232876712,0.2705314,0.383561643,0.2826019140020493,0.302,77.31262602451719,-2.5919406786561012,-19.466634398957854,-13.191281795501707,-1.2336209108384968,Bryan De La Cruz,650559
20126,Dylan Carlson,RF/LF/CF,S,L,TBR,26,4.1,-1.0,0.6,,$0,,,,,,,Dylan Carlson,- - -,96,265,3,19,25,2,0.083018867,0.283018867,0.068085106,0.2875,0.208510638,0.286792452,0.276595744,0.2569000374596074,0.25,66.51541655992247,0.3024448305368423,-10.200990992814354,-8.653264701366425,-1.0353701936443862,Dylan Carlson,666185
17128,Ramón Laureano,RF/LF/CF,R,R,ATL,30,5.2,0.9,0.4,,$0,,,,,,,Ramón Laureano,- - -,98,309,11,35,33,8,0.048543689,0.310679611,0.178321679,0.35,0.258741258,0.310679611,0.437062937,0.3240898573668643,0.311,107.602591172484,-0.7440429925918579,2.276995408038016,-3.7131540179252625,0.914701510116287,Ramon Laureano,657656
13768,Travis Jankowski,RF/LF/CF,L,R,TEX,34,7.2,-0.3,0.1,,$0,,,,,,,Travis Jankowski,TEX,104,207,1,19,12,11,0.057971014,0.212560386,0.042105263,0.255172413,0.2,0.265700483,0.242105263,0.2338507886670062,0.241,48.30349051536687,1.7703824266791344,-10.474008126805272,0.7080409526824951,-0.2959437316257556,Travis Jankowski,608671
27506,Ha-Seong Kim,SS,R,R,SDP,29,4.0,2.6,2.6,4.0,"$73,520,000","$18,380,000",,,,,,Ha-Seong Kim,SDP,121,470,11,60,47,22,0.123404255,0.163829787,0.136476427,0.261006289,0.23325062,0.330472103,0.369727047,0.3083755688749867,0.313,100.90127073329558,2.340073376893997,2.846614152357664,7.159845590591431,2.6498927193154342,Ha-Seong Kim,673490
12147,Nick Ahmed,SS,R,R,SDP,35,10.0,0.5,0.0,,$0,,,,,,,Nick Ahmed,- - -,71,228,2,20,17,2,0.048245614,0.22368421,0.066666667,0.2875,0.228571428,0.266666666,0.295238095,0.2484584652052985,0.259,58.93527324868085,-0.4986062087118625,-11.694662380920818,8.888443641364574,0.4943294762273213,Nick Ahmed,605113
15986,Willy Adames,SS,R,R,MIL,29,6.1,4.8,3.9,6.0,"$150,000,000","$25,000,000","$21,050,000",SFG,7.0,"$182,000,000","$26,000,000",Willy Adames,MIL,161,688,32,93,112,21,0.107558139,0.251453488,0.211475409,0.296568627,0.250819672,0.331395348,0.462295081,0.3419318153910393,0.339,119.43800398037838,1.234154373407364,17.22610312434632,5.927154064178467,4.757420970703194,Willy Adames,642715
15172,Tim Anderson,SS/2B,R,R,MIA,32,8.0,-1.4,0.1,,$0,,,LAA,1.0,$0,,Tim Anderson,MIA,65,241,0,16,9,4,0.029045643,0.282157676,0.012820513,0.301204819,0.213675213,0.236514522,0.226495726,0.2075836381476944,0.23,26.762563749035532,-1.3988643884658811,-22.505132951496364,0.4925167560577392,-1.4445533751054114,Tim Anderson,641313
18015,Paul DeJong,SS/3B,R,R,KCR,31,7.1,1.7,0.4,,$0,,,,,,,Paul DeJong,- - -,139,482,24,54,56,2,0.047717842,0.323651452,0.2,0.285185185,0.226966292,0.275933609,0.426966292,0.3023871950094136,0.291,95.00773613826532,-2.3900661915540695,-5.143344905332195,5.779819160699844,1.7251715645093852,Paul DeJong,657557
