Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2021 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV,,playerid
Joe Kelly,RP,R,R,LAD,34,9.029,0.719156802,,,0,,,CHW,2,17000000,8500000,,9761
Luis García,RP,R,R,STL,35,6.077,0.704902947,,,0,,,SDP,2,7000000,3500000,,6984
Brad Miller,1B/3B/2B/LF,L,R,PHI,32,8.004,0.702409744,,,0,,,TEX,2,10000000,5000000,,12775
Travis Jankowski,CF/LF/RF,L,R,PHI,31,5.028,0.690043449,,,0,,,NYM,1,1250000,1250000,,13768
Robinson Chirinos,C,R,R,CHC,38,9.022,0.664146841,,,0,,,BAL,1,900000,900000,,3142
Martín Pérez,SP,L,L,BOS,31,9.038,0.663508713,,,0,,,TEX,1,4000000,4000000,,6902
Wily Peralta,SP,R,R,DET,33,6.105,0.650145531,,,0,,,DET,1,2376374,2376374,,7738
Joely Rodríguez,RP,L,L,NYY,30,2.096,0.637987494,,,0,,,NYY,1,2500000,2500000,,11487
Corey Knebel,RP,R,R,LAD,30,6.151,0.610946417,,,0,,,PHI,1,10000000,10000000,,15010
Carlos Martinez,SP,R,R,STL,30,8.073,0.60871911,,,0,,,SFG,1,0,,,11682
Ehire Adrianza,2B/3B/SS/LF,S,R,ATL,32,7.131,0.577892303,,,0,,,WSN,1,1500000,1500000,,8418
Adam Ottavino,RP,S,R,BOS,36,10.087,0.576908231,,,0,,,NYM,1,4000000,4000000,,1247
Kevin Pillar,LF/CF/RF,R,R,NYM,33,7.113,0.565607607,,,0,,,LAD,1,1799451,1799451,,12434
Jake Marisnick,CF/RF/LF,R,R,SDP,31,7.132,0.552996218,,,0,,,TEX,1,0,,,11339
Jake Marisnick,CF/RF/LF,R,R,SDP,31,7.132,0.552996218,,,0,,,PIT,1,1300000,1300000,,11339
Héctor Neris,RP,R,R,PHI,33,6.068,0.539331496,,,0,,,HOU,3,24500000,8166666.667,,11804
Trevor Cahill,SP,R,R,PIT,34,12.056,0.535206616,,,0,,,,,,,,6249
Jakob Junis,SP,R,R,KCR,29,4.016,0.517624378,,,0,,,SFG,1,1750000,1750000,,13619
Chris Owings,2B/SS/OF,R,R,COL,30,7.131,0.49259463,,,0,,,BAL,1,340659,340659,,10030
J.A. Happ,SP,L,L,STL,39,13.047,0.461322039,,,0,,,,,,,,7410
Chris Martin,RP,R,R,ATL,36,4.133,0.450276643,,,0,,,CHC,1,2500000,2500000,,11847
Yimi García,RP,R,R,HOU,31,6.149,0.410262883,,,0,,,TOR,3,16000000,5500000,,12095
Aaron Sanchez,SP,R,R,SFG,29,6.032,0.407049507,,,0,,,WSN,1,395604,395604,,11490
Sean Doolittle,RP,L,L,SEA,35,9.122,0.393074036,,,0,,,WSN,1,1500000,1500000,,1581
David Phelps,RP,R,R,TOR,35,9.156,0.384432048,,,0,,,TOR,1,1750000,1750000,,6316
Ronald Torreyes,3B/2B/SS,R,R,PHI,29,4.006,0.374401659,,,0,,,NYY,1,0,,,11400
Hunter Strickland,RP,R,R,MIL,33,6.033,0.346430212,,,0,,,CIN,1,1825000,1825000,,7836
Joe Smith,RP,R,R,SEA,38,13.091,0.343474835,,,0,,,MIN,1,2500000,2500000,,3281
Héctor Santiago,RP,R,L,SEA,34,7.164,0.339022547,,,0,,,,,,,,4026
Jose Quintana,SP,R,L,SFG,33,9.133,0.3363446,,,0,,,PIT,1,2000000,2000000,,11423
José Ureña,RP,R,R,DET,30,6.040,0.332089454,,,0,,,MIL,1,171703,171703,,11589
Drew Smyly,SP,L,L,ATL,33,9.143,0.328047007,,,0,,,CHC,1,5250000,5250000,,11760
Derek Holland,RP,S,L,DET,35,12.105,0.323581427,,,0,,,BOS,1,0,,,4141
Heath Hembree,RP,R,R,NYM,33,6.096,0.316080779,,,0,,,PIT,1,2125000,2125000,,11632
Joc Pederson,RF/LF/CF,L,L,ATL,30,7.028,0.299459577,,,0,,,SFG,1,6000000,6000000,,11899
Billy Hamilton,CF,S,R,CHW,31,8.009,0.298155457,,,0,,,SEA,1,0,,,10199
T.J. McFarland,RP,L,L,STL,33,7.072,0.279162705,,,0,,,STL,1,2500000,2500000,,3237
Danny Coulombe,RP,L,L,MIN,32,3.008,0.268919319,,,0,,,MIN,1,979500,979500,,13293
Luke Maile,C,R,R,MIL,31,4.132,0.254367173,,,0,,,CLE,1,900000,900000,,13355
Wilmer Difo,2B/3B/SS/OF,S,R,PIT,30,4.138,0.241757065,,,0,,,ARI,1,0,,,14320
Archie Bradley,RP,R,R,PHI,29,6.112,0.241746768,,,0,,,LAA,1,3750000,3750000,,12918
Blake Parker,RP,R,R,CLE,37,6.118,0.235145658,,,0,,,STL,1,0,,,5224
Michael Lorenzen,SP,R,R,CIN,30,6.159,0.234694541,,,0,,,LAA,1,6750000,6750000,,14843
Alex Dickerson,LF/RF/DH,L,L,SFG,32,5.120,0.223988831,,,0,,,ATL,1,1000000,1000000,,12649
Roman Quinn,CF/LF/RF,S,R,PHI,29,3.088,0.215715423,,,0,,,MIA,1,0,,,13546
Steven Brault,SP,L,L,PIT,30,4.085,0.210664883,,,0,,,CHC,1,0,,,15291
Juan Minaya,,R,R,MIN,31,2.140,0.195174783,,,0,,,MIN,1,0,,,10341
Sergio Romo,RP,R,R,OAK,39,13.097,0.189765021,,,0,,,SEA,1,2000000,2000000,,9817
Jordan Lyles,SP,R,R,TEX,31,10.002,0.187651232,,,0,,,BAL,1,7000000,7000000,,7593
Chris Archer,SP,R,R,TBR,33,8.156,0.16799657,,,0,,,MIN,1,3500000,3500000,,6345
Jhoulys Chacín,RP,R,R,COL,34,10.087,0.166962489,,,0,,,COL,1,1250000,1250000,,2608
Mychal Givens,RP,R,R,CIN,32,6.069,0.164863989,,,0,,,CHC,1,5000000,5000000,,10430
Fernando Abad,RP,L,L,BAL,36,6.169,0.145603582,,,0,,,,,,,,4994
Nick Vincent,RP,R,R,MIN,35,7.061,0.130737662,,,0,,,ATL,1,0,,,7555
Matt Strahm,RP,R,L,SDP,30,5.064,0.129686549,,,0,,,BOS,1,3000000,3000000,,13799
Tommy Hunter,RP,R,R,TBR,35,12.045,0.125356421,,,0,,,,,,,,1157
Albert Pujols,1B/DH,R,R,LAD,42,21.000,0.104897112,,,0,,,STL,1,2500000,2500000,,1177
Roberto Pérez,C,R,R,CLE,33,7.083,0.098657615,,,0,,,PIT,1,5000000,5000000,,2900
Ervin Santana,RP,R,R,KCR,39,14.123,0.096558094,,,0,,,,,,,,3200
Hansel Robles,RP,R,R,BOS,31,6.119,0.091965705,,,0,,,BOS,1,2250000,2250000,,11801
Kyle McGowin,RP,R,R,WSN,30,1.126,0.087556735,,,0,,,,,,,,15071
Alex Colomé,RP,R,R,MIN,33,7.118,0.080985427,,,0,,,COL,1,4150000,4150000,,6661
Oliver Pérez,RP,L,L,CLE,40,16.125,0.079720698,,,0,,,ARI,1,93407,93407,,1514
David Robertson,RP,R,R,TBR,37,12.104,0.077047408,,,0,,,CHC,1,3500000,3500000,,8241
Ian Krol,RP,L,L,DET,31,4.068,0.075173393,,,0,,,SDP,1,0,,,10066
Robert Gsellman,RP,R,R,NYM,28,5.042,0.073186703,,,0,,,CHC,1,0,,,13696
AJ Ramos,RP,R,R,LAA,35,6.066,0.070597112,,,0,,,LAA,1,0,,,8350
Rafael Dolis,RP,R,R,TOR,34,3.071,0.06908153,,,0,,,,,,,,4185
Ian Kennedy,RP,R,R,PHI,37,12.124,0.060453653,,,0,,,ARI,1,4750000,4750000,,6986
James Paxton,SP,L,L,SEA,33,7.151,0.044513058,,,0,,,BOS,2,10000000,5800000,,11828
Erasmo Ramírez,RP,R,R,DET,32,7.001,0.04357335,,,0,,,WSN,1,0,,,10314
Jeurys Familia,RP,R,R,NYM,32,9.023,0.037294358,,,0,,,PHI,1,6000000,6000000,,5114
Dylan Bundy,SP,S,R,LAA,29,6.026,0.032864291,,,0,,,MIN,1,5000000,5000000,,12917
Chaz Roe,RP,R,R,TBR,35,6.094,0.02564056,,,0,,,,,,,,9866
Brian Goodwin,CF/RF/LF,L,R,CHW,31,4.135,0.001047591,,,0,,,,,,,,12858
Dellin Betances,RP,R,R,NYM,34,8.078,-0.016658142,,,0,,,LAD,1,0,,,6216
Junior Guerra,RP,R,R,LAA,37,5.155,-0.024822205,,,0,,,,,,,,5702
Darren O'Day,RP,R,R,NYY,39,13.103,-0.026165364,,,0,,,ATL,1,1000000,1000000,,3321
Julio Teheran,SP,R,R,DET,31,9.062,-0.02925108,,,0,,,,,,,,6797
Yusmeiro Petit,RP,R,R,OAK,37,11.016,-0.031339627,,,0,,,,,,,,4020
Noah Syndergaard,SP,L,R,NYM,29,6.149,-0.032463674,,,0,,18400000,LAA,1,21000000,21000000,,11762
Stephen Vogt,C,L,R,ATL,37,8.064,-0.037639543,,,0,,,OAK,1,850000,850000,,5000
Jorge Soler,RF/LF/DH,R,R,ATL,30,6.143,-0.038773067,,,0,,,MIA,2,27000000,12000000,,14221
Zach Davies,SP,R,R,CHC,29,6.020,-0.042695623,,,0,,,ARI,1,1750000,1750000,,13183
Daniel Vogelbach,1B/DH,L,R,MIL,29,3.138,-0.050825987,,,0,,,PIT,2,2300000,1000000,,14130
Jake Lamb,3B/1B/LF/RF,L,R,TOR,31,7.053,-0.050974786,,,0,,,LAD,1,824176,824176,,13329
Dillon Maples,RP,R,R,CHC,30,0.136,-0.051044021,,,0,,,PHI,1,0,,,14672
Daniel Norris,RP,L,L,MIL,29,6.073,-0.054975271,,,0,,,CHC,1,1750000,1750000,,13475
Luis Avilán,RP,L,L,WSN,32,8.077,-0.057299733,,,0,,,WSN,1,0,,,2882
Ryne Harper,RP,R,R,WSN,33,2.135,-0.05986362,,,0,,,,,,,,12680
Brad Hand,RP,L,L,NYM,32,8.092,-0.063726977,,,0,,,PHI,1,6000000,6000000,,9111
Jake Diekman,RP,R,L,OAK,35,9.050,-0.07608743,,,0,,,BOS,2,8000000,4000000,,5003
Ender Inciarte,CF/LF/RF,L,L,ATL,31,7.105,-0.08274316,,,0,,,NYY,1,0,,,4922
Brad Brach,RP,R,R,CIN,36,9.014,-0.082994603,,,0,,,ATL,1,0,,,6627
Asdrúbal Cabrera,3B/1B,S,R,CIN,36,14.027,-0.086978957,,,0,,,,,,,,4962
Keone Kela,RP,R,R,SDP,29,7.000,-0.090453029,,,0,,,ARI,1,0,,,14696
Chasen Shreve,RP,L,L,PIT,31,5.158,-0.092698514,,,0,,,NYM,1,1500000,1500000,,10855
Josh Tomlin,RP,R,R,ATL,37,11.033,-0.093728222,,,0,,,,,,,,9388
Bryan Shaw,RP,S,R,CLE,34,9.152,-0.104935512,,,0,,,CLE,1,3000000,3000000,,8110
Dexter Fowler,RF/LF,S,R,LAA,36,12.168,-0.105953142,,,0,,,TOR,1,0,,,4062
Tony Wolters,C,L,R,CHC,30,5.033,-0.107806936,,,0,,,LAD,1,0,,,11470
Mitch Moreland,1B/DH,L,L,OAK,36,11.067,-0.110549003,,,0,,,,,,,,3086
Jarrod Dyson,CF/LF/RF,L,R,TOR,37,10.088,-0.115929782,,,0,,,,,,,,4866
Tyler Clippard,RP,R,R,ARI,37,12.134,-0.125097245,,,0,,,WSN,1,0,,,5640
Jace Fry,RP,L,L,CHW,28,3.118,-0.129284948,,,0,,,WSN,1,0,,,16159
Chad Kuhl,SP,R,R,PIT,29,5.079,-0.134648502,,,0,,,COL,1,3000000,3000000,,14975
Steven Souza Jr.,RF/LF,R,R,LAD,33,6.068,-0.150690451,,,0,,,SEA,1,0,,,5667
Greg Holland,RP,R,R,KCR,36,9.163,-0.150972784,,,0,,,TEX,1,150000,150000,,7196
Scott Kazmir,SP,L,L,SFG,38,11.148,-0.154552594,,,0,,,,,,,,4897
Phil Gosselin,3B/2B/1B/LF,R,R,LAA,33,5.106,-0.167095572,,,0,,,ATL,1,0,,,10953
Alex Claudio,RP,L,L,LAA,30,6.063,-0.175992101,,,0,,,NYM,1,0,,,12890
Danny Santana,1B/OF/DH,S,R,BOS,31,6.104,-0.177673966,,,0,,,,,,,,10322
Ronald Guzmán,1B/LF/RF,L,L,TEX,27,3.083,-0.180203155,,,0,,,NYY,1,0,,,14388
Austin Romine,C,R,R,CHC,33,8.045,-0.18639946,,,0,,,LAA,1,0,,,5491
Tanner Roark,SP,R,R,ATL,35,7.091,-0.186533138,,,0,,,,,,,,8753
Yoshi Tsutsugo,1B/RF/LF/DH,L,R,PIT,30,1.146,-0.205854714,,,0,,,PIT,1,4000000,4000000,,27459
Matt Moore,SP,L,L,PHI,33,9.000,-0.225216433,,,0,,,TEX,1,2376374,2376374,,1890
Carl Edwards Jr.,RP,R,R,TOR,30,5.020,-0.235094011,,,0,,,WSN,1,1000000,1000000,,13607
Ross Detwiler,RP,R,L,SDP,36,9.011,-0.243615612,,,0,,,,,,,,2859
Brock Holt,2B/3B/LF,L,R,TEX,34,8.052,-0.246146187,,,0,,,ATL,1,0,,,9345
Rex Brothers,RP,L,L,CHC,34,5.163,-0.24894169,,,0,,,MIL,1,0,,,9794
Colin Moran,1B/3B,L,R,PIT,29,4.107,-0.249811694,,,0,,,CIN,1,1000000,1000000,,16909
Nomar Mazara,RF/LF,L,L,DET,27,5.112,-0.251466811,,,0,,,SDP,1,0,,,14553
Brandon Workman,RP,R,R,BOS,33,6.141,-0.284153819,,,0,,,TEX,1,0,,,11428
Lewis Brinson,RF/LF/CF,R,R,MIA,28,3.084,-0.284621686,,,0,,,HOU,1,0,,,14352
Vince Velasquez,SP,R,R,SDP,30,6.086,-0.294756681,,,0,,,CHW,1,3000000,3000000,,11189
Chase Anderson,SP,R,R,PHI,34,7.123,-0.296685964,,,0,,,DET,1,0,,,6895
Matt Carpenter,1B/3B/DH,L,R,STL,36,10.012,-0.296761662,,,0,,,TEX,1,0,,,8090
Matt Carpenter,1B/3B/DH,L,R,STL,36,10.012,-0.296761662,,,0,,,NYY,1,730769,730769,,8090
Mike Fiers,SP,R,R,OAK,37,8.085,-0.297727287,,,0,,,,,,,,7754
Cam Bedrosian,RP,R,R,PHI,30,6.074,-0.298321724,,,0,,,PHI,1,0,,,13360
Gerardo Parra,RF/LF,L,L,WSN,35,11.079,-0.300810069,,,0,,,WSN,1,0,,,8553
Jake Bauers,1B/LF/RF,L,L,SEA,26,2.100,-0.306991458,,,0,,,CIN,1,0,,,15194
Kole Calhoun,RF/LF,L,L,ARI,34,8.130,-0.31170693,,,0,,,TEX,1,5200000,5200000,,11200
Brandon Kintzler,RP,R,R,PHI,37,9.125,-0.316631675,,,0,,,,,,,,9939
Hernán Pérez,2B/3B,R,R,WSN,31,5.136,-0.322236627,,,0,,,,,,,,5751
Adam Morgan,RP,L,L,CHC,32,5.114,-0.336346388,,,0,,,HOU,1,0,,,12580
Jose Lobaton,C,S,R,CHC,37,7.156,-0.342354596,,,0,,,,,,,,4243
Nick Wittgren,RP,R,R,CLE,31,5.071,-0.34310168,,,0,,,STL,1,1200000,1200000,,15594
Jesse Hahn,RP,R,R,KCR,32,6.067,-0.345318168,,,0,,,,,,,,13287
Shed Long Jr.,2B,L,R,SEA,26,2.057,-0.356007576,,,0,,,BAL,1,0,,,16542
Daniel Robertson,2B/3B/SS,R,R,MIL,28,3.133,-0.363285244,,,0,,,MIN,1,0,,,14145
Todd Frazier,1B/3B,R,R,PIT,36,9.093,-0.369397432,,,0,,,,,,,,785
Matt Joyce,RF/LF,L,R,PHI,37,12.123,-0.382975966,,,0,,,,,,,,3353
Shane Greene,RP,R,R,LAD,33,7.012,-0.39223066,,,0,,,LAD,1,0,,,10756
Shelby Miller,SP,R,R,PIT,31,7.002,-0.392806947,,,0,,,NYY,1,0,,,10197
Khris Davis,DH,R,R,OAK,34,8.039,-0.399766624,,,0,,,,,,,,9112
Kurt Suzuki,C,R,R,LAA,38,14.113,-0.432796836,,,0,,,LAA,1,1750000,1750000,,8259
Wander Suero,RP,R,R,WSN,30,3.095,-0.440852255,,,0,,,LAA,1,0,,,15855
Travis Shaw,3B/1B,L,R,BOS,32,6.053,-0.459663004,,,0,,,BOS,1,181319,181319,,11982
Yency Almonte,RP,R,R,COL,28,2.168,-0.476926982,,,0,,,LAD,1,0,,,15068
Dan Winkler,RP,R,R,CHC,32,6.033,-0.514692128,,,0,,,TEX,1,0,,,12237
Buck Farmer,RP,L,R,DET,31,5.018,-0.532363594,,,0,,,CIN,1,850000,850000,,14814
Juan Lagares,RF/LF/CF,R,R,LAA,33,8.005,-0.544299126,,,0,,,,,,,,5384
Wilson Ramos,C,R,R,CLE,34,11.015,-0.545064569,,,0,,,,,,,,1433
Eric Sogard,2B/3B,L,R,CHC,36,9.081,-0.572497606,,,0,,,,,,,,7927
Marwin Gonzalez,3B/1B/2B/LF,S,R,HOU,33,9.128,-0.573670924,,,0,,,NYY,1,1100000,1100000,,5497
Tim Locastro,CF/LF/RF,R,R,NYY,29,3.010,-0.589479208,,,0,,,NYY,1,900000,900000,,15124
Adam Eaton,RF/LF,L,L,LAA,33,8.171,-0.617066145,,,0,,,,,,,,11205
Maikel Franco,3B,R,R,BAL,29,6.132,-0.627960682,,,0,,,WSN,1,1250000,1250000,,12179
Pedro Severino,C,R,R,BAL,28,4.099,-0.65333128,,,0,,,MIL,1,981319,981319,,14523
Mike Foltynewicz,SP,R,R,TEX,30,5.156,-0.671753824,,,0,,,,,,,,10811
Drew Butera,C,R,R,LAA,38,9.093,-0.744299054,,,0,,,,,,,,3411
Sandy León,C,S,R,MIA,33,7.138,-0.769745111,,,0,,,CLE,1,0,,,5273
Jake Arrieta,SP,R,R,SDP,36,10.143,-0.779819131,,,0,,,,,,,,4153
Clint Frazier,RF/LF,R,R,NYY,27,3.149,-0.803148508,,,0,,,CHC,1,1500000,1500000,,15983
Joe Panik,2B/3B,L,R,MIA,31,7.100,-1.220641255,,,0,,,,,,,,11936
Andrew Knapp,C,S,R,PHI,30,5.000,-1.309962273,,,0,,,CIN,1,0,,,14942
Andrew Knapp,C,S,R,PHI,30,5.000,-1.309962273,,,0,,,PIT,1,800000,800000,,14942
Tyler Thornburg,RP,R,R,CIN,33,6.115,,,,0,,,ATL,1,900000,900000,,10688
Trevor Rosenthal,RP,R,R,OAK,32,8.001,,,,0,,,SFG,1,1903846,1903846,,10745
Nick Martinez,SP,L,R,JPN,31,3.002,,,,0,,,SDP,4,25500000,6375000,,12730
Drew VerHagen,RP,R,R,JPN,31,3.066,,,,0,,,STL,2,5500000,2750000,,13424
