Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2024 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV,,playerid
Nick Pivetta,SP,R,R,BOS,32,6.166,2.027095079,2.472508669,3,45000000,15000000,21050000,,,,,,15454
Trevor Williams,SP,R,R,WSN,33,8.027,1.979916573,0.739038825,2,18000000,9000000,,WSN,2,14000000,7000000,,16977
Kirby Yates,RP,L,R,TEX,38,10.021,1.919254899,0.441979527,1,9000000,9000000,,,,,,,9073
Josh Rojas,3B/2B,L,R,SEA,31,4.126,1.884010077,1.063741684,,0,,,CHW,1,3500000,3500000,,19734
David Robertson,RP,R,R,TEX,40,15.119,1.873952389,0.692035317,1,10000000,10000000,,,,,,,8241
Travis d'Arnaud,C,R,R,ATL,36,11.044,1.840885758,1.296812057,1,7000000,7000000,,LAA,2,12000000,6000000,,7739
Carson Kelly,C,R,R,TEX,30,6.161,1.796226025,1.498099327,,0,,,CHC,2,11500000,5750000,,13620
Patrick Corbin,SP,L,L,WSN,35,12.105,1.749418616,1.025554895,,0,,,,,,,,9323
Gleyber Torres,2B,R,R,NYY,28,6.162,1.726545572,2.986870289,3,54000000,18000000,,DET,1,15000000,15000000,,16997
Paul DeJong,SS/3B,R,R,KCR,31,7.057,1.725168467,0.422901571,,0,,,,,,,,18015
Tanner Scott,RP,R,L,SDP,30,6.059,1.638567209,0.849746168,3,36000000,12000000,,LAD,4,72000000,18000000,,17586
Kyle Higashioka,C,R,R,SDP,35,6.005,1.554368496,1.324213624,,0,,,TEX,2,13500000,6750000,,5517
Randal Grichuk,LF/RF/CF,R,R,ARI,33,10.033,1.543186665,0.441929132,,0,,,,,,,,10243
Kyle Gibson,SP,R,R,STL,37,11.039,1.460535765,1.714208126,1,10000000,10000000,,,,,,,10123
Kenley Jansen,RP,S,R,BOS,37,14.073,1.421049714,0.440621674,1,12000000,12000000,,,,,,,3096
Kevin Newman,2B/SS/3B,R,R,ARI,31,6.046,1.403858542,0.323450655,,0,,,LAA,1,2750000,2750000,,17696
Frankie Montas,SP,R,R,MIL,32,7.015,1.365027666,1.760442734,2,26000000,13000000,,NYM,2,34000000,17000000,,14309
Yasmani Grandal,C,S,R,PIT,36,12.115,1.356609344,1.190907598,,0,,,,,,,,11368
Chris Flexen,SP,R,R,CHW,30,4.099,1.346919775,0.469936669,,0,,,,,,,,13896
Lance Lynn,SP,S,R,STL,38,13.119,1.332106352,1.57548666,1,8000000,8000000,,,,,,,2520
Harrison Bader,CF,R,R,NYM,31,7.030,1.325333476,1.122131348,1,10000000,10000000,,,,,,,18030
Michael Conforto,LF/RF,L,R,SFG,32,8.043,1.271223783,1.335659742,1,12000000,12000000,,LAD,1,17000000,17000000,,16376
Jesse Winker,LF/RF/DH,L,L,NYM,31,7.080,1.251511693,1.021606803,2,14000000,7000000,,NYM,1,7500000,7500000,,13590
Patrick Sandoval,SP,L,L,LAA,28,4.149,1.246824145,0.206809014,,0,,,BOS,2,18250000,9125000,,19447
Clay Holmes,SP,R,R,NYY,32,6.031,1.195148349,1.907206297,2,20000000,10000000,,NYM,3,38000000,12666666.67,,13649
Justin Turner,1B/DH,R,R,SEA,40,14.045,1.178726912,0.639216185,1,8000000,8000000,,,,,,,5235
Carlos Estévez,RP,R,R,PHI,32,8.022,1.156280875,0.302573889,2,18000000,9000000,,,,,,,14542
Paul Goldschmidt,1B,R,R,STL,37,13.059,1.114793181,1.877794743,1,14000000,14000000,0,NYY,1,12500000,12500000,,9218
Aroldis Chapman,RP,L,L,PIT,37,14.009,1.108228803,0.793973923,1,10000000,10000000,,BOS,1,10750000,10750000,,10233
Ross Stripling,SP,R,R,ATH,35,8.115,1.103891253,0.57026875,,0,,,,,,,,13273
Charlie Morton,SP,R,R,ATL,41,16.010,1.102370381,1.357655525,1,14000000,14000000,,BAL,1,15000000,15000000,,4676
Aaron Bummer,RP,L,L,ATL,31,6.150,1.09362638,0.696711361,,0,,,ATL,2,13000000,6500000,,16258
Mike Tauchman,CF/LF/RF,L,L,CHC,34,4.143,1.052304029,1.365836143,,0,,,CHW,1,1950000,1950000,,15274
Jose Quintana,SP,R,L,NYM,36,12.133,1.049502254,1.446228027,2,24000000,12000000,,,,,,,11423
Mark Canha,LF/RF/1B,R,R,SFG,36,9.092,1.001675367,0.73441565,1,8000000,8000000,,,,,,,11445
Blake Treinen,RP,R,R,LAD,37,10.065,0.982824922,0.639768004,1,8000000,8000000,,LAD,2,22000000,11000000,,12572
Max Kepler,RF/LF,L,L,MIN,32,8.152,0.961767793,1.041898727,2,22000000,11000000,,PHI,1,10000000,10000000,,12144
Jacob Stallings,C,R,R,COL,35,6.149,0.942353189,0.066954896,,0,,,COL,1,2500000,2500000,,13723
Ramón Laureano,RF/LF/CF,R,R,ATL,30,5.159,0.914701462,0.430487663,,0,,,,,,,,17128
Hoby Milner,RP,L,L,MIL,34,5.068,0.914420843,0.25929758,,0,,,TEX,1,2500000,2500000,,13346
Joe Ross,SP,R,R,MIL,32,7.018,0.909822404,0.376750618,,0,,,PHI,1,4000000,4000000,,12972
Chris Martin,RP,R,R,BOS,39,7.133,0.901055753,0.675888538,1,7000000,7000000,,TEX,1,5500000,5500000,,11847
Matthew Boyd,SP,L,L,CLE,34,8.057,0.890123665,1.712224841,2,18000000,9000000,,CHC,2,29000000,14500000,,15440
Jakob Junis,SP,R,R,CIN,32,7.002,0.86817205,0.902042687,1,6000000,6000000,,,,,,,13619
Nicky Lopez,2B/SS,L,R,CHW,30,5.139,0.867200553,0.527537107,,0,,,,,,,,19339
Colin Rea,SP,R,R,MIL,34,5.057,0.855212212,0.714589,,0,,,CHC,1,5000000,5000000,,12317
José Leclerc,RP,R,R,TEX,31,8.041,0.832681298,0.226128072,2,12000000,6000000,,ATH,1,10000000,10000000,,14524
Jason Heyward,RF/LF,L,L,HOU,35,15.000,0.830635965,0.389502734,1,6000000,6000000,,,,,,,4940
Donovan Solano,3B/1B/DH,R,R,SDP,37,9.057,0.785486758,0.702541292,,0,,,SEA,1,3500000,3500000,,8623
Brendan Rodgers,2B,R,R,COL,28,5.075,0.777457297,0.997369945,,0,,,,,,,,17907
Shane Bieber,SP,R,R,CLE,30,6.097,0.768960118,1.538456678,2,40000000,20000000,,CLE,2,26000000,13000000,,19427
Abraham Toro,3B/1B,S,R,ATH,28,3.165,0.738176346,0.465081096,,0,,,,,,,,19844
Michael Lorenzen,SP,R,R,KCR,33,9.159,0.728718758,0.888330221,1,5500000,5500000,,KCR,1,7000000,7000000,,14843
Gio Urshela,3B,R,R,ATL,33,7.127,0.705790043,1.442502975,,0,,,ATH,1,2150000,2150000,,10681
Enrique Hernández,3B/2B/SS/OF,R,R,LAD,33,10.054,0.705015123,0.643812418,1,5000000,5000000,,,,,,,10472
Shawn Armstrong,RP,R,R,CHC,34,6.113,0.682803392,0.346807599,,0,,,TEX,1,1250000,1250000,,12857
Spencer Turnbull,SP,R,R,PHI,32,6.020,0.667245448,1.142023206,1,5000000,5000000,,,,,,,16207
Justin Verlander,SP,R,R,HOU,42,19.002,0.65217483,1.352369666,1,15000000,15000000,,SFG,1,15000000,15000000,,8700
Clayton Kershaw,SP,L,L,LAD,37,16.105,0.639490306,1.776532888,,0,,,,,,,,2036
Jacob Webb,RP,R,R,BAL,31,4.046,0.637088716,0.039469302,,0,,,TEX,1,1250000,1250000,,19274
Max Scherzer,SP,R,R,TEX,40,16.079,0.622989535,2.09642458,1,18000000,18000000,,,,,,,3137
J.D. Martinez,DH,R,R,NYM,37,13.021,0.617598474,0.083236858,1,9000000,9000000,,,,,,,6184
Jalen Beeks,RP,L,L,PIT,31,6.003,0.617543221,0.318079978,,0,,,,,,,,17192
Dylan Floro,RP,L,R,ARI,34,7.053,0.602492213,0.003857256,1,3000000,3000000,,,,,,,13394
Alex Verdugo,RF/LF,L,L,NYY,29,6.078,0.595861614,1.056162477,2,16000000,8000000,,,,,,,17027
Buck Farmer,RP,L,R,CIN,34,7.140,0.573782086,-0.001662058,,0,,,,,,,,14814
Kevin Pillar,LF/RF/CF,R,R,LAA,36,10.072,0.549060285,0.110319711,,0,,,,,,,,12434
Kyle Farmer,3B/2B/SS,R,R,MIN,34,6.129,0.548573852,0.348677754,,0,,,COL,1,3250000,3250000,,14813
Danny Jansen,C,R,R,BOS,30,6.050,0.547074854,1.551423192,2,16000000,8000000,,TBR,1,8500000,8500000,,16535
Martín Pérez,SP,L,L,SDP,34,12.038,0.527545333,0.983701468,1,7000000,7000000,,CHW,1,5000000,5000000,,6902
Danny Coulombe,RP,L,L,BAL,35,6.008,0.522052646,0.292431176,,0,,,,,,,,13293
Elias Díaz,C,R,R,SDP,34,8.087,0.519003808,0.316634774,,0,,,,,,,,11680
Cal Quantrill,SP,L,R,COL,30,5.132,0.495717555,0.708007455,,0,,,,,,,,19312
Tim Hill,RP,R,L,NYY,35,6.112,0.494999468,-0.087185957,,0,,,,,,,,16814
Nick Ahmed,SS,R,R,SDP,35,10.017,0.492154777,0.042503066,,0,,,,,,,,12147
Connor Joe,1B/RF/LF,R,R,PIT,32,3.136,0.491179049,0.260708511,,0,,,,,,,,16572
Andrew McCutchen,DH,R,R,PIT,38,15.123,0.486941844,0.069703192,,0,,,PIT,1,5000000,5000000,,9847
Garrett Hampson,2B/3B/SS/OF,R,R,KCR,30,6.010,0.483204246,0.145650402,,0,,,,,,,,19262
John Means,SP,L,L,BAL,32,6.007,0.470813751,-9.99029E-05,1,8000000,8000000,,,,,,,16269
Adam Ottavino,RP,S,R,NYM,39,13.087,0.457903206,0.226590648,,0,,,,,,,,1247
Whit Merrifield,2B/3B/LF,R,R,ATL,36,8.101,0.442642063,0.534494758,,0,,,,,,,,11281
David Peralta,RF/LF,L,L,SDP,37,10.079,0.432590872,0.19515954,,0,,,,,,,,2136
Michael A. Taylor,CF,R,R,PIT,34,9.129,0.431915998,0.244561121,1,4000000,4000000,,,,,,,11489
Andrew Chafin,RP,R,L,TEX,35,10.020,0.421862841,0.200769722,,0,,,,,,,,12988
Austin Hedges,C,R,R,CLE,32,8.166,0.416651368,0.661879182,,0,,,CLE,1,4000000,4000000,,12976
Yimi García,RP,R,R,SEA,34,9.149,0.391343206,0.615433276,1,5000000,5000000,,TOR,2,15000000,7500000,,12095
Michael Soroka,SP,R,R,CHW,27,6.009,0.385195196,0.864147365,,0,,,WSN,1,9000000,9000000,,18383
Thairo Estrada,2B,R,R,SFG,29,4.153,0.377072662,1.340736866,1,6000000,6000000,,COL,1,4000000,4000000,,16426
Kyle Hendricks,SP,R,R,CHC,35,10.081,0.365124166,0.885674059,,0,,,LAA,1,2500000,2500000,,12049
Austin Wynns,C,R,R,CIN,34,4.017,0.362608045,0.01556113,,0,,,CIN,1,0,,,15271
Paul Sewald,RP,R,R,ARI,35,6.072,0.349804282,0.224943355,1,6500000,6500000,,CLE,1,7000000,7000000,,13892
Gary Sánchez,C/DH,R,R,MIL,32,8.050,0.343555897,0.760864317,,0,,,BAL,1,8500000,8500000,,11442
Burch Smith,RP,R,R,BAL,35,5.086,0.339449763,0.001287495,,0,,,PIT,1,0,,,12784
T.J. McFarland,RP,L,L,ATH,36,9.050,0.339210004,-0.034699704,,0,,,ATH,1,1800000,1800000,,3237
Andrew Kittredge,RP,R,R,STL,35,6.070,0.313300043,0.232466161,1,3000000,3000000,,BAL,1,10000000,10000000,,12828
Brooks Raley,RP,L,L,NYM,37,5.045,0.300667405,0.100008495,1,4000000,4000000,,,,,,,10061
Luis García,RP,R,R,BOS,38,9.007,0.295534223,0.3313981,1,3000000,3000000,,,,,,,6984
Caleb Ferguson,RP,R,L,HOU,28,6.093,0.286290705,0.420984358,1,3000000,3000000,,PIT,1,3000000,3000000,,19349
Yoán Moncada,3B,S,R,CHW,30,7.106,0.274865419,1.045206308,,0,,,,,,,,17232
Alex Cobb,SP,R,R,CLE,37,13.061,0.273648858,1.946416616,1,10000000,10000000,,DET,1,15000000,15000000,,6562
Jorge Polanco,2B/3B,S,R,SEA,31,8.024,0.271179497,1.402861595,,0,,,,,,,,13152
Amed Rosario,2B/3B/SS/RF,R,R,CIN,29,7.062,0.269149959,0.569331825,,0,,,WSN,1,2000000,2000000,,15518
Hunter Strickland,RP,R,R,LAA,36,8.033,0.258187175,-0.130610749,,0,,,,,,,,7836
Jon Berti,3B/2B/SS/OF,R,R,NYY,35,5.168,0.255673319,0.377337903,,0,,,CHC,1,2000000,2000000,,12037
Christian Bethancourt,C,R,R,CHC,33,5.023,0.228358403,0.367910713,,0,,,TOR,1,0,,,10028
Marco Gonzales,SP,L,L,PIT,33,7.102,0.225062504,-9.99029E-05,,0,,,,,,,,15467
Drew Smith,RP,R,R,NYM,31,6.034,0.220380157,0.005895816,1,2000000,2000000,,,,,,,17755
Josh Staumont,RP,R,R,MIN,31,5.028,0.217351317,0.026111823,,0,,,,,,,,18335
Dillon Tate,RP,R,R,TOR,31,4.144,0.213925779,0.038296904,,0,,,,,,,,17796
Griffin Canning,SP,R,R,LAA,29,5.075,0.211226791,0.51069957,,0,,,NYM,1,4250000,4250000,,19867
Yency Almonte,RP,R,R,CHC,31,5.143,0.211131349,0.003537383,,0,,,,,,,,15068
Brent Suter,RP,L,L,CIN,35,7.161,0.209855512,-0.063636459,,0,,,CIN,1,2500000,2500000,,13942
Austin Hays,LF/RF/CF,R,R,PHI,29,5.057,0.208033785,0.527139068,,0,,,,,,,,19363
James McCann,C,R,R,BAL,35,10.028,0.198404089,0.51511091,,0,,,,,,,,12859
Jorge López,RP,R,R,CHC,32,6.094,0.196159512,0.188826367,,0,,,WSN,1,3000000,3000000,,14527
Luis Urías,3B/2B/SS,R,R,SEA,28,5.024,0.193596452,0.495051265,,0,,,,,,,,16622
Caleb Thielbar,RP,R,L,MIN,38,6.131,0.186697096,0.407571584,1,3000000,3000000,,CHC,1,2750000,2750000,,10078
Reese McGuire,C,L,R,BOS,30,4.155,0.160099998,0.166830182,,0,,,,,,,,15674
Justin Wilson,RP,L,L,CIN,37,12.035,0.150765941,0.501206934,,0,,,BOS,1,2250000,2250000,,4301
Jonathan Loáisiga,RP,R,R,NYY,30,6.022,0.148720786,0.446984977,1,3000000,3000000,,NYY,1,5000000,5000000,,19753
Cavan Biggio,2B/3B/LF/RF,L,R,ATL,30,5.110,0.148431405,0.036902837,,0,,,KCR,1,0,,,19252
Matt Duffy,3B/2B/1B,R,R,TEX,34,8.065,0.14520897,-0.033070091,,0,,,,,,,,13836
Craig Kimbrel,RP,R,R,BAL,37,13.161,0.142890587,0.367002726,1,6000000,6000000,,,,,,,6655
Tomás Nido,C,R,R,CHC,31,5.121,0.140779555,0.046757586,,0,,,DET,1,0,,,13755
John Brebbia,RP,L,R,ATL,35,7.078,0.1387164,0.250577569,,0,,,,,,,,12777
Matt Barnes,RP,R,R,WSN,35,8.152,0.132618174,-0.034642689,,0,,,,,,,,12863
Carlos Carrasco,SP,R,R,CLE,38,13.147,0.126771256,-9.99029E-05,,0,,,,,,,,6632
Luis Guillorme,2B/3B/SS,L,R,ARI,30,5.159,0.116975464,0.406621963,,0,,,,,,,,16451
Phil Maton,RP,R,R,NYM,32,7.047,0.105010569,0.118716784,,0,,,,,,,,18064
José Ureña,SP,R,R,TEX,33,8.045,0.08463604,-0.003264301,,0,,,,,,,,11589
Tommy Kahnle,RP,R,R,NYY,35,9.131,0.078290857,0.218562543,,0,,,,,,,,11384
Scott Alexander,RP,L,L,ATH,35,7.080,0.078217439,0.180033922,,0,,,,,,,,10591
Trevor Richards,RP,R,R,MIN,32,6.070,0.078178957,-0.017961189,,0,,,,,,,,19309
Jake Bauers,1B/RF/LF,L,L,MIL,29,4.084,0.049149796,-0.028937105,,0,,,MIL,1,0,,,15194
Jordan Lyles,SP,R,R,KCR,34,12.025,0.041346673,0.001125811,,0,,,,,,,,7593
Scott Barlow,RP,R,R,CLE,32,6.026,0.038422238,0.188990399,1,4000000,4000000,,,,,,,14993
Diego Castillo,RP,R,R,MIN,31,4.169,0.025092594,-0.036792215,,0,,,COL,1,0,,,17496
Jacob Barnes,RP,R,R,WSN,35,6.100,0.020245859,-0.031927895,,0,,,,,,,,12323
Héctor Neris,RP,R,R,HOU,36,9.068,0.019054972,0.115483761,,0,,,,,,,,11804
Austin Voth,RP,R,R,SEA,33,5.115,0.015853606,0.018315211,,0,,,,,,,,15047
Austin Adams,RP,R,R,ATH,34,5.150,0.014938382,0.105652399,,0,,,BOS,1,0,,,13801
Dakota Hudson,SP,R,R,COL,30,5.141,0.004712492,-0.041843988,,0,,,LAA,1,0,,,19206
Ryne Stanek,RP,R,R,NYM,33,7.038,-0.013597272,0.172285974,,0,,,,,,,,15947
Kyle Finnegan,RP,R,R,WSN,33,5.000,-0.014416022,0.287204832,,0,,,,,,,,15009
Ben Gamel,RF/LF,L,L,HOU,33,6.152,-0.021597963,0.242064029,,0,,,,,,,,12160
Joey Lucchesi,SP,L,L,NYM,32,4.113,-0.039820272,-9.99029E-05,,0,,,SFG,1,0,,,19320
Adam Cimber,RP,R,R,LAA,34,6.102,-0.043499675,-0.154757008,,0,,,,,,,,15288
Ryan Borucki,RP,L,L,PIT,31,6.006,-0.044543315,0.161029711,,0,,,,,,,,16350
Joe Kelly,RP,R,R,LAD,37,12.029,-0.047403477,0.469687551,1,5000000,5000000,,,,,,,9761
Ryan Yarbrough,RP,R,L,TOR,33,6.117,-0.053686798,-0.041027792,,0,,,,,,,,16502
A.J. Minter,RP,L,L,ATL,31,6.154,-0.053725269,0.540812075,1,5000000,5000000,,NYM,2,22000000,11000000,,18655
Yuli Gurriel,1B,R,R,KCR,41,7.073,-0.056267332,0.028477294,,0,,,,,,,,19198
Alex Wood,SP,R,L,ATH,34,11.123,-0.064003922,0.734131753,,0,,,,,,,,13781
Ildemaro Vargas,3B/2B/SS,S,R,WSN,33,5.007,-0.074742176,0.331400096,,0,,,,,,,,13324
Tommy Pham,LF/RF/DH,R,R,KCR,37,9.092,-0.077418678,0.506762147,1,3000000,3000000,,,,,,,2967
Miguel Sanó,1B/3B/DH,R,R,LAA,32,8.002,-0.089004971,0.075916536,,0,,,,,,,,12164
Joely Rodríguez,RP,L,L,BOS,33,4.137,-0.108650878,0.039430633,,0,,,,,,,,11487
Wade Miley,SP,L,L,MIL,38,13.025,-0.108835325,-9.99029E-05,,0,,,,,,,,8779
Luke Jackson,RP,R,R,ATL,33,8.019,-0.115431346,0.157500744,,0,,,,,,,,11752
Mike Clevinger,SP,R,R,CHW,34,8.008,-0.115967557,-9.99029E-05,,0,,,,,,,,12808
Austin Slater,RF/LF/CF,R,R,BAL,32,6.147,-0.144336402,0.479313076,1,4000000,4000000,,CHW,1,1750000,1750000,,16153
Adrian Houser,SP,R,R,NYM,32,5.136,-0.145044744,0.016816368,,0,,,TEX,1,0,,,12718
Tim Mayza,RP,L,L,NYY,33,5.129,-0.148011819,0.068518505,,0,,,,,,,,15042
Josh Bell,1B,S,R,ARI,32,8.053,-0.148984775,0.741041243,1,8000000,8000000,,WSN,1,6000000,6000000,,13145
Joey Gallo,1B/RF/LF,L,R,WSN,31,8.103,-0.158738658,-0.062901184,,0,,,,,,,,14128
Walker Buehler,SP,R,R,LAD,30,6.168,-0.160544306,1.389613032,1,15000000,15000000,,BOS,1,21050000,21050000,,19374
Miguel Castro,RP,R,R,ARI,30,8.033,-0.169064686,-0.013464002,,0,,,HOU,1,0,,,15684
DJ Stewart,RF/LF,L,R,NYM,31,3.144,-0.17781584,0.037260104,,0,,,PIT,1,0,,,17766
Tyler Matzek,RP,L,L,ATL,34,6.003,-0.186407104,-0.085559078,,0,,,,,,,,10058
JT Chargois,RP,S,R,SEA,34,5.101,-0.195239782,0.115476295,,0,,,,,,,,13767
Manuel Margot,LF/RF/CF,R,R,MIN,30,8.012,-0.196648762,0.547602355,,0,,,,,,,,14712
Tanner Rainey,RP,R,R,WSN,32,5.127,-0.196845204,-0.200892344,,0,,,PIT,1,0,,,17610
Jesse Chavez,RP,R,R,ATL,41,14.038,-0.202841282,0.019201152,,0,,,,,,,,5448
Shelby Miller,RP,R,R,DET,34,9.016,-0.203437731,0.002381299,,0,,,,,,,,10197
Matt Carpenter,1B/DH,L,R,STL,39,12.145,-0.213405833,-0.176912129,,0,,,,,,,,8090
Bryse Wilson,SP,R,R,MIL,27,4.036,-0.224974975,0.203357443,,0,,,CHW,1,1050000,1050000,,19990
Sean Newcomb,RP,L,L,ATH,32,5.041,-0.226183802,0.012986633,,0,,,BOS,1,0,,,16943
Joey Wendle,2B/3B/SS,L,R,ATL,35,6.148,-0.235620663,0.046576433,,0,,,,,,,,13853
José Cisnero,RP,R,R,LAA,36,6.167,-0.239773721,0.08829774,,0,,,,,,,,6399
Steven Okert,RP,L,L,MIN,33,4.089,-0.246373907,0.028081015,,0,,,HOU,1,0,,,13580
Matt Bowman,RP,R,R,BAL,34,4.137,-0.247282103,-0.064072743,,0,,,BAL,1,0,,,13528
Anthony Rizzo,1B,L,L,NYY,35,12.168,-0.248330012,0.34042421,1,8000000,8000000,,,,,,,3473
Jay Jackson,RP,R,R,MIN,37,2.100,-0.270823717,-0.000970455,,0,,,,,,,,7432
Drew Smyly,RP,L,L,CHC,36,12.143,-0.278660327,0.272106469,,0,,,,,,,,11760
Lucas Sims,RP,R,R,BOS,31,6.014,-0.290985882,-0.037345901,,0,,,,,,,,13470
Travis Jankowski,RF/LF/CF,L,R,TEX,34,7.153,-0.295943737,0.083911113,,0,,,,,,,,13768
Jordan Romano,RP,R,R,TOR,32,5.051,-0.308636725,0.314379692,,0,,,PHI,1,8500000,8500000,,16122
Colin Poche,RP,L,L,TBR,31,5.114,-0.319651455,-0.056653891,,0,,,,,,,,19403
Daniel Vogelbach,DH,L,R,TOR,32,6.049,-0.322744936,0.110803269,,0,,,,,,,,14130
Garrett Cooper,1B/DH,R,R,BOS,34,6.131,-0.370473683,-0.0060261,,0,,,ATL,1,0,,,15279
Will Smith,RP,R,L,KCR,35,11.155,-0.370800853,-0.132863835,1,3000000,3000000,,,,,,,8048
Curt Casali,C,R,R,SFG,36,8.117,-0.409732401,0.108376846,,0,,,ATL,1,0,,,12510
J.D. Davis,3B/1B,R,R,NYY,32,6.092,-0.421660721,0.198925987,,0,,,,,,,,16219
Tucker Barnhart,C,L,R,ARI,34,9.148,-0.442708403,0.006513849,,0,,,TEX,1,0,,,10200
Giovanny Gallegos,RP,R,R,STL,33,6.041,-0.460414797,-0.132228568,,0,,,LAD,1,0,,,14986
Rowdy Tellez,1B,L,L,PIT,30,6.004,-0.465908766,0.388436854,,0,,,,,,,,15679
Génesis Cabrera,RP,L,L,TOR,28,5.011,-0.498635471,0.000156699,,0,,,NYM,1,0,,,17490
Nick Senzel,3B/LF/RF,R,R,CHW,30,5.127,-0.518344283,0.136356309,,0,,,,,,,,19293
Aledmys Díaz,3B/2B/1B/SS,R,R,HOU,34,8.054,-0.535102248,0.031023782,,0,,,,,,,,15937
Robbie Grossman,RF/LF,S,L,KCR,35,10.060,-0.568734169,-0.036673669,,0,,,,,,,,5254
Tyler Alexander,SP,R,L,TBR,30,5.011,-0.569327474,0.266900778,,0,,,,,,,,17735
Adam Frazier,2B/RF/LF,L,R,KCR,33,8.075,-0.583805144,0.231329337,,0,,,,,,,,15223
Scott McGough,RP,R,R,ARI,35,1.121,-0.656290293,-0.00709301,,0,,,,,,,,12056
Chris Devenski,RP,R,R,TBR,34,7.115,-0.668581307,-0.00231167,,0,,,NYM,1,0,,,12763
Nick Madrigal,2B/3B,R,R,CHC,28,4.087,-0.684635699,0.220206738,,0,,,,,,,,20521
Luke Maile,C,R,R,CIN,34,7.148,-0.706234336,0.128937632,,0,,,,,,,,13355
Matt Moore,RP,L,L,LAA,36,12.000,-0.740457654,0.012685535,,0,,,,,,,,1890
Jake Diekman,RP,R,L,NYM,38,12.007,-0.810649812,0.03156675,,0,,,,,,,,5003
Adbert Alzolay,RP,R,R,CHC,30,4.050,-0.813818038,0.004497065,,0,,,,,,,,17859
Ty France,1B,R,R,CIN,30,5.089,-0.891324639,0.437336057,,0,,,,,,,,17982
Gavin Sheets,1B/RF/LF,L,L,CHW,29,3.076,-0.89367342,0.050992664,,0,,,,,,,,19901
