playerid,Name_x,Position,Bats,Throws,Prev_Team,Age,Service,WAR_19,WAR_proj,Years_Med,Total_Med,AAV_Med,QO,Signing_Team,Years,Total,AAV,Name_y,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,MLBAMID
8110,Bryan Shaw,RP,S,R,CHW,36,11.1,0.4,,,$0,,,CHW,1.0,"$137,097","$137,097",Bryan Shaw,CHW,0,0,4,38,0,45.2,7.883213435,3.35036571,0.591241008,0.290322581,0.70934256,0.401574803,0.057692307,,4.138687053,3.85,3.868179182,4.896813525,0.382261157,Bryan Shaw,543766
14814,Buck Farmer,RP,L,R,CIN,33,6.1,0.6,,,$0,,,CIN,1.0,"$2,250,000","$2,250,000",Buck Farmer,CIN,4,5,3,71,0,75.0,8.400001709,3.480000708,1.320000269,0.241025641,0.72751323,0.333333333,0.111111111,94.02745536,4.200000854,4.07,4.615040636,4.890798341,0.61723119,Buck Farmer,571656
13607,Carl Edwards Jr.,RP,R,R,WSN,32,6.2,0.4,,,$0,,,CHC,1.0,$0,,Carl Edwards Jr.,WSN,1,3,2,32,0,31.2,6.82105359,4.831579626,0.284210566,0.303030303,0.73529412,0.46,0.033333333,93.77871417,3.694737361,4.21,3.855040444,5.010847531,0.412644714,Carl Edwards Jr.,605218
6632,Carlos Carrasco,SP,R,R,NYM,37,12.1,-0.3,,,$0,,,CLE,1.0,"$2,000,000","$2,000,000",Carlos Carrasco,NYM,3,8,0,20,20,90.0,6.6,3.8,1.8,0.335640138,0.65769806,0.4495114,0.197802197,92.89281987,6.8,6.77,5.855040359,4.926762688,-0.276450783,Carlos Carrasco,471911
14975,Chad Kuhl,SP,R,R,WSN,31,6.2,-0.6,,,$0,,,CHW,1.0,$0,,Chad Kuhl,WSN,0,4,1,16,5,38.1,7.278261473,6.573913589,1.878261025,0.333333333,0.5988024,0.306451612,0.150943396,94.06388376,8.452174614,8.79,6.776779782,6.34967478,-0.583787918,Chad Kuhl,641771
6895,Chase Anderson,SP,R,R,COL,36,8.1,0.2,,,$0,,,BOS,1.0,"$853,495","$853,495",Chase Anderson,- - -,1,6,1,19,17,86.1,6.671815065,3.440154643,1.772200877,0.290836653,0.72504708,0.36226415,0.149122807,93.4005046,5.42084974,4.96,5.722221972,5.345566737,0.181033038,Chase Anderson,502624
10855,Chasen Shreve,RP,L,L,CIN,33,7.1,0.2,,,$0,,,TEX,1.0,$0,,Chasen Shreve,- - -,1,2,0,50,0,44.2,9.06716605,2.820896105,1.410448052,0.30952381,0.703125,0.454545454,0.142857142,90.64345848,4.634329315,4.16,4.284891318,4.06132939,0.159375552,Chasen Shreve,592741
12763,Chris Devenski,RP,R,R,TBR,33,7.0,0.5,,,$0,,,TBR,1.0,"$1,100,000","$1,100,000",Chris Devenski,- - -,6,4,0,38,0,42.1,8.929135736,2.338583169,1.275590819,0.265486726,0.60606061,0.393162393,0.125,94.01591723,4.464567868,4.58,3.963701926,3.995848803,0.546505705,Chris Devenski,606965
13896,Chris Flexen,SP,R,R,COL,29,3.1,-0.5,,,$0,,,CHW,1.0,"$1,750,000","$1,750,000",Chris Flexen,- - -,2,8,0,29,16,102.1,6.508143525,3.342019648,2.198697137,0.332307692,0.67142857,0.390804597,0.193798449,92.05051651,6.859935067,6.2,6.215952504,5.124249306,-0.516265444,Chris Flexen,623167
13761,Chris Stratton,RP,R,R,TEX,33,6.1,1.1,,,$0,,,KCR,2.0,"$8,000,000","$4,000,000",Chris Stratton,- - -,2,1,1,64,0,82.2,8.818550286,2.72177478,0.870967929,0.274774775,0.67216981,0.385964912,0.076923076,93.15661159,3.919355683,3.58,3.533266226,4.355225061,1.125468977,Chris Stratton,608717
2036,Clayton Kershaw,SP,L,L,LAD,36,15.1,2.4,,1.0,"$21,000,000","$21,000,000",,LAD,2.0,"$16,000,000","$8,000,000",Clayton Kershaw,LAD,13,5,0,24,24,131.2,9.3645566,2.73417711,1.298734127,0.25,0.89347079,0.475073313,0.168141592,90.86030456,2.460759399,3.77,4.029723874,3.572727042,2.356888294,Clayton Kershaw,477132
12317,Colin Rea,SP,R,R,MIL,33,4.1,0.8,,,$0,,,MIL,1.0,"$4,500,000","$4,500,000",Colin Rea,MIL,6,6,0,26,22,124.2,7.941176754,2.743315606,1.660427867,0.254385965,0.72621035,0.43767313,0.169117647,93.13524129,4.548128505,4.42,4.899425445,4.304686161,0.788963784,Colin Rea,607067
6655,Craig Kimbrel,RP,R,R,PHI,36,12.2,1.1,,1.0,"$10,000,000","$10,000,000",,BAL,1.0,"$13,000,000","$13,000,000",Craig Kimbrel,PHI,8,6,23,71,0,69.0,12.26086957,3.652173913,1.304347826,0.23943662,0.77419355,0.335526315,0.144927536,95.95663752,3.260869565,3.28,3.805764997,3.57505878,1.121195674,Craig Kimbrel,518886
19206,Dakota Hudson,SP,R,R,STL,29,4.2,0.3,,,$0,,,COL,1.0,"$1,500,000","$1,500,000",Dakota Hudson,STL,6,3,0,18,12,81.1,4.979508275,3.762295141,0.995901655,0.303846154,0.71057192,0.514925373,0.123287671,91.28746066,4.979508275,6.0,5.062417437,5.107843807,0.300459266,Dakota Hudson,641712
9434,Dallas Keuchel,SP,L,L,MIN,36,10.0,0.2,,,$0,,,MIL,1.0,"$177,419","$177,419",Dallas Keuchel,MIN,2,1,0,10,6,37.2,5.973451731,4.300885246,0.716814208,0.338709677,0.65789474,0.527559055,0.1,,5.973451731,5.59,4.555925403,4.837356023,0.159556124,Dallas Keuchel,572971
7146,Daniel Hudson,RP,R,R,LAD,37,13.1,0.0,,,$0,,,LAD,1.0,"$2,000,000","$2,000,000",Daniel Hudson,LAD,0,0,1,3,0,3.0,15.0,9.0,0.0,0.333333333,1.0,0.5,0.0,95.52943999,0.0,2.25,2.921707026,4.57505878,0.049154274,Daniel Hudson,543339
8241,David Robertson,RP,R,R,MIA,39,14.1,1.2,,1.0,"$8,000,000","$8,000,000",,TEX,1.0,"$11,500,000","$10,533,289",David Robertson,- - -,6,6,18,62,0,65.1,10.7448988,3.443877819,0.964285789,0.294871795,0.74438202,0.43125,0.104477611,,3.030612481,3.25,3.545856709,3.848528684,1.207871974,David Robertson,502085
13133,Derek Law,RP,R,R,CIN,33,4.1,0.3,,,$0,,,WSN,1.0,"$1,500,000","$1,500,000",Derek Law,CIN,4,6,2,54,3,55.0,7.36363764,4.254546192,0.981818352,0.275,0.77903683,0.395061728,0.101694915,95.66001028,3.600000624,4.77,4.61867696,4.974090721,0.323202208,Derek Law,571882
17496,Diego Castillo,RP,R,R,SEA,30,4.2,-0.2,,,$0,,,TEX,1.0,$0,,Diego Castillo,SEA,0,0,0,8,0,8.2,7.269231302,7.269231302,2.076923229,0.208333333,0.73770492,0.538461538,0.181818181,94.16287231,6.230769688,5.06,7.408886818,6.50737167,-0.219139248,Diego Castillo,650895
17149,Domingo Germán,SP,R,R,NYY,31,5.0,1.0,,,$0,,,PIT,1.0,$0,,Domingo Germán,NYY,5,7,0,20,19,108.2,9.441718012,2.815950986,1.656441757,0.233333333,0.65263158,0.394463667,0.17094017,92.43250258,4.555214831,4.3,4.653813398,4.04131788,0.996728316,Domingo German,593334
13763,Dominic Leone,RP,R,R,SEA,32,7.1,-0.8,,,$0,,,CHW,1.0,"$1,500,000","$1,500,000",Dominic Leone,- - -,1,3,1,51,0,54.0,9.000001589,4.666667491,2.333333745,0.255474453,0.85858586,0.370860927,0.212121212,95.67710213,4.666667491,5.3,6.292077933,4.942470579,-0.820366591,Dominic Leone,608678
12499,Drew Rucinski,SP,R,R,OAK,35,1.2,-0.6,,,$0,,,,,,,Drew Rucinski,OAK,0,4,0,4,4,18.0,3.000000318,7.000000742,2.500000265,0.31884058,0.57142857,0.445945945,0.185185185,89.54986328,9.000000954,7.35,8.699485381,7.568401781,-0.567727268,Drew Rucinski,607968
13394,Dylan Floro,RP,L,R,MIN,33,6.1,1.2,,,$0,,,WSN,1.0,"$2,250,000","$2,250,000",Dylan Floro,- - -,5,6,7,62,0,56.2,9.211766049,2.700000394,0.476470658,0.401197605,0.65268065,0.544378698,0.085714285,92.34637608,4.764706577,3.35,2.955040316,3.287992918,1.182901412,Dylan Floro,571670
13164,Eduardo Rodriguez,SP,L,L,DET,31,8.1,3.0,,4.0,"$76,000,000","$19,000,000",,ARI,4.0,"$80,000,000","$20,000,000",Eduardo Rodriguez,DET,13,9,0,26,26,152.2,8.430131566,2.829694512,0.884279535,0.274271845,0.75949367,0.410071942,0.096774193,92.29422743,3.301310264,4.04,3.661153924,4.062482696,2.971387386,Eduardo Rodriguez,593958
14771,Emilio Pagán,RP,L,R,MIN,33,6.1,1.2,,1.0,"$5,000,000","$5,000,000",,CIN,2.0,"$16,000,000","$8,000,000",Emilio Pagán,MIN,5,2,1,66,1,69.1,8.437501547,2.725962038,0.649038581,0.220994475,0.68333333,0.315217391,0.053191489,95.79246456,2.985577471,3.66,3.269463439,4.573527114,1.178116325,Emilio Pagan,641941
10314,Erasmo Ramírez,RP,R,R,TBR,34,8.1,-0.3,,,$0,,,TBR,1.0,$0,,Erasmo Ramírez,- - -,3,3,0,38,2,60.1,6.414365283,1.939226713,1.640884142,0.349753695,0.62200957,0.433962264,0.146666666,92.00680288,6.414365283,5.34,5.045095787,4.730201527,-0.277665559,Erasmo Ramirez,541640
19316,Eric Lauer,SP,R,L,MIL,29,4.1,-0.8,,,$0,,,PIT,1.0,$0,,Eric Lauer,MIL,4,6,0,10,9,46.2,8.292857425,4.628571586,3.085714391,0.296875,0.70143885,0.25,0.216216216,91.16527381,6.55714308,7.54,7.412183358,5.576783934,-0.834185399,Eric Lauer,641778
14309,Frankie Montas,SP,R,R,NYY,31,6.0,0.0,,1.0,"$8,000,000","$8,000,000",,CIN,1.0,"$16,000,000","$16,000,000",Frankie Montas,NYY,1,0,0,1,0,1.1,6.750001609,6.750001609,0.0,0.4,1.0,0.8,0.0,95.42266846,0.0,3.43,4.005040538,4.005040538,0.006632674,Frankie Montas,593423
11804,Héctor Neris,RP,R,R,HOU,35,8.1,0.9,,2.0,"$16,000,000","$8,000,000",,CHC,1.0,"$9,000,000","$9,000,000",Héctor Neris,HOU,6,3,2,71,0,68.1,10.14146417,4.082927133,0.921951288,0.219354839,0.90490798,0.318471337,0.086419753,93.05832741,1.712195249,3.33,3.825772109,4.453891552,0.857600689,Hector Neris,593576
17479,Jack Flaherty,SP,R,R,BAL,28,6.0,1.8,,2.0,"$20,000,000","$10,000,000",,DET,1.0,"$14,000,000","$14,000,000",Jack Flaherty,- - -,8,9,0,29,27,144.1,9.228637739,4.115473586,1.060046227,0.356265356,0.72617946,0.426540284,0.126865671,93.23979341,4.988452832,5.06,4.356657026,4.360461657,1.758894581,Jack Flaherty,656427
12323,Jacob Barnes,RP,R,R,STL,34,5.1,0.1,,,$0,,,WSN,1.0,"$800,000","$800,000",Jacob Barnes,STL,0,1,0,13,0,13.2,5.268294031,1.975610262,0.658536754,0.354166667,0.53398058,0.428571428,0.047619047,95.17550486,5.926830785,3.96,3.913577113,5.502874118,0.098349273,Jacob Barnes,606930
18356,Jaime Barria,SP,R,R,LAA,27,4.0,-0.7,,,$0,,,CLE,1.0,$0,,Jaime Barria,LAA,2,6,0,34,6,82.1,6.777328354,3.279352429,2.186234953,0.286290323,0.63157895,0.36329588,0.166666666,92.92308397,5.684210877,5.41,6.072854299,5.324702963,-0.68537946,Jaime Barria,642545
5003,Jake Diekman,RP,R,L,TBR,37,11.1,0.4,,,$0,,,NYM,1.0,"$4,000,000","$4,000,000",Jake Diekman,- - -,0,2,0,63,0,56.2,10.16470805,6.035295404,0.47647069,0.248175182,0.6545961,0.467625899,0.06,95.57261335,3.335294829,3.38,3.749158112,4.519762765,0.431977913,Jake Diekman,518617
18674,Jake Woodford,SP,R,R,STL,27,3.0,-0.6,,,$0,,,CHW,1.0,$0,,Jake Woodford,STL,2,3,0,15,8,47.2,5.475525096,4.153846625,2.076923312,0.318471338,0.73654391,0.511904761,0.229166666,92.74677168,6.230769937,7.04,6.611684097,5.2765976,-0.596919804,Jake Woodford,663765
13619,Jakob Junis,SP,R,R,SFG,31,6.0,0.7,,,$0,,,MIL,1.0,"$7,000,000","$7,000,000",Jakob Junis,SFG,4,3,1,40,4,86.0,10.0465123,2.197674565,1.255814037,0.334763948,0.74596774,0.432098765,0.133333333,93.97058977,3.872093281,3.71,3.743412485,3.659710827,0.741331816,Jakob Junis,596001
11828,James Paxton,SP,L,L,BOS,35,9.2,1.0,,1.0,"$8,000,000","$8,000,000",,LAD,1.0,"$13,000,000","$13,000,000",James Paxton,BOS,7,5,0,19,19,96.0,9.46875,3.09375,1.6875,0.291828794,0.74902724,0.426470588,0.178217821,95.28319887,4.5,3.77,4.682123693,3.984087517,1.033037543,James Paxton,572020
7432,Jay Jackson,RP,R,R,TOR,36,2.0,0.1,,,$0,,,MIN,1.0,"$1,500,000","$1,500,000",Jay Jackson,TOR,3,1,0,25,0,29.2,8.191012465,2.730337488,1.213483328,0.186666667,0.89285714,0.435897435,0.121212121,93.30055281,2.123595824,3.4,4.198860726,4.285173364,0.117765486,Jay Jackson,543351
5448,Jesse Chavez,RP,R,R,ATL,40,13.0,0.7,,,$0,,,ATL,1.0,"$740,000","$740,000",Jesse Chavez,ATL,1,0,1,36,1,34.2,10.12500158,3.115385101,0.51923085,0.272727273,0.81151832,0.516853932,0.086956521,,1.557692551,3.58,3.053117251,3.400052603,0.734497756,Jesse Chavez,445926
5114,Jeurys Familia,RP,R,R,OAK,34,10.0,-0.4,,,$0,,,,,,,Jeurys Familia,OAK,0,1,2,14,0,12.2,6.394738126,9.23684396,1.421052917,0.282051282,0.61983471,0.525,0.153846153,94.83816627,6.394738126,6.0,7.202409573,6.846638933,-0.423173755,Jeurys Familia,544727
15761,Joe Jiménez,RP,R,R,ATL,29,6.1,0.5,,,$0,,,ATL,3.0,"$26,000,000","$8,666,667",Joe Jiménez,ATL,0,3,0,59,0,56.1,11.66272374,2.236686744,1.43787005,0.3,0.82720588,0.278911564,0.126760563,95.39791488,3.035503438,3.77,3.592318519,3.599205642,0.47264713,Joe Jimenez,641729
9761,Joe Kelly,RP,R,R,LAD,36,11.0,0.8,,1.0,"$7,000,000","$7,000,000",,LAD,1.0,"$8,000,000","$8,000,000",Joe Kelly,- - -,2,5,1,42,0,39.1,13.72881533,4.1186446,0.686440767,0.305882353,0.60267857,0.579545454,0.142857142,99.22968493,4.1186446,2.88,2.721141985,2.612338247,0.847238332,Joe Kelly,523260
11487,Joely Rodríguez,RP,L,L,BOS,32,4.1,0.0,,,$0,,,BOS,1.0,"$282,258","$282,258",Joely Rodríguez,BOS,0,0,0,11,0,11.0,11.45454645,4.909091335,1.636363778,0.379310345,0.61728395,0.451612903,0.285714285,91.22612762,6.545455113,5.74,4.70958594,3.398082397,-0.025081752,Joely Rodriguez,570257
12777,John Brebbia,RP,L,R,SFG,34,6.1,0.3,,,$0,,,CHW,1.0,"$5,500,000","$5,500,000",John Brebbia,SFG,3,5,0,40,10,38.1,11.0347849,3.286957203,1.408695944,0.265957447,0.6557377,0.29,0.111111111,94.43238722,3.991305175,3.25,3.93330137,4.227588249,0.329572082,John Brebbia,605154
16128,John Curtiss,RP,R,R,NYM,31,3.1,0.0,,,$0,,,COL,1.0,$0,,John Curtiss,NYM,0,0,0,15,0,19.2,7.322034845,3.661017423,1.372881533,0.259259259,0.72115385,0.403508771,0.12,94.08739942,4.576271778,3.23,4.83131175,4.949979249,-0.037865121,John Curtiss,595928
6893,Johnny Cueto,SP,R,R,MIA,38,15.1,-0.7,,,$0,,,,,,,Johnny Cueto,MIA,1,4,0,13,10,52.1,6.707006532,2.579617897,2.92356695,0.236111111,0.7300885,0.33125,0.22368421,92.10072688,6.019108427,5.13,7.019371661,5.19748754,-0.662395902,Johnny Cueto,456501
19618,Jordan Hicks,SP,R,R,TOR,27,6.0,1.1,,3.0,"$27,000,000","$9,000,000",,SFG,4.0,"$44,000,000","$11,000,000",Jordan Hicks,- - -,3,9,12,65,0,65.2,11.10152424,4.385787354,0.548223419,0.323170732,0.7208238,0.583333333,0.108108108,100.3424235,3.289340516,3.3,3.224583503,3.364289331,1.087539226,Jordan Hicks,663855
16511,Jordan Montgomery,SP,L,L,TEX,31,6.2,4.3,,5.0,"$105,000,000","$21,000,000",,ARI,2.0,"$47,500,000","$23,750,000",Jordan Montgomery,- - -,10,11,0,32,32,188.2,7.918728022,2.289752681,0.858657255,0.293900185,0.75564279,0.432432432,0.093264248,93.38051377,3.196113117,3.98,3.562460858,4.013504443,4.254639983,Jordan Montgomery,656756
14527,Jorge López,RP,R,R,BAL,31,5.1,-0.9,,,$0,,,NYM,1.0,"$2,000,000","$2,000,000",Jorge López,- - -,6,2,3,61,0,59.0,7.474577359,3.355932692,1.830508741,0.314285714,0.68578554,0.475675675,0.214285714,96.94517612,5.949153408,5.41,5.763515301,4.688730368,-0.919920191,Jorge Lopez,605347
6399,José Cisnero,RP,R,R,DET,35,6.0,0.0,,,$0,,,LAA,1.0,"$1,750,000","$1,750,000",José Cisnero,DET,3,4,2,63,0,59.1,10.61798049,3.792135888,1.516854355,0.337579618,0.6835443,0.43902439,0.15625,95.97238722,5.308990243,4.64,4.603355342,4.195734648,-0.027077403,Jose Cisnero,542585
11589,José Ureña,SP,R,R,CHW,32,7.0,-0.6,,,$0,,,TEX,1.0,"$1,750,000","$1,750,000",José Ureña,- - -,0,7,0,10,10,44.2,5.843283915,4.432836073,2.619403134,0.268115942,0.65693431,0.473333333,0.245283018,95.70266884,6.447761561,5.77,7.284891335,5.463122044,-0.550616577,Jose Urena,570632
14212,Josh Hader,RP,L,L,SDP,30,6.1,1.7,,4.0,"$72,000,000","$18,000,000","$20,325,000",HOU,5.0,"$95,000,000","$19,000,000",Josh Hader,SDP,2,3,33,61,0,56.1,13.57988288,4.792899841,0.479289984,0.263636364,0.88815789,0.354545454,0.057692307,,1.278106624,2.34,2.686992971,3.520856204,1.731595635,Josh Hader,623352
18335,Josh Staumont,RP,R,R,KCR,30,4.1,0.2,,,$0,,,MIN,1.0,"$950,000","$950,000",Josh Staumont,KCR,0,0,0,21,1,20.0,10.80000103,5.850000558,0.450000043,0.306122449,0.64189189,0.479166666,0.058823529,95.85934121,5.400000515,4.45,3.755040407,4.51038947,0.171094224,Josh Staumont,622251
6797,Julio Teheran,SP,R,R,MIL,33,10.0,0.3,,,$0,,,NYM,1.0,"$94,086","$94,086",Julio Teheran,MIL,3,5,0,14,11,71.2,6.27906999,1.632558197,1.632558197,0.264423077,0.73353293,0.4,0.142857142,89.1695773,4.395348993,4.93,4.929459024,4.670691707,0.328054063,Julio Teheran,527054
14765,Julio Urías,SP,L,L,LAD,27,6.1,1.2,,,$0,,,,,,,Julio Urías,LAD,11,8,0,21,21,117.1,8.974432207,1.840909171,1.840909171,0.282958199,0.74723247,0.370820668,0.161073825,92.86554622,4.602272927,4.16,4.686858603,4.127336517,1.238222718,Julio Urias,628711
18498,Kenta Maeda,SP,R,R,MIN,36,8.0,1.6,,2.0,"$24,000,000","$12,000,000",,DET,2.0,"$24,000,000","$12,000,000",Kenta Maeda,MIN,6,8,0,21,20,104.1,10.09265179,2.415335471,1.466453679,0.292775665,0.74110672,0.326086956,0.129770992,90.99493987,4.226837074,3.74,4.021813525,3.979536334,1.604391124,Kenta Maeda,628317
15264,Keynan Middleton,RP,R,R,NYY,30,6.0,0.1,,,$0,,,STL,1.0,"$6,000,000","$6,000,000",Keynan Middleton,- - -,2,2,2,51,0,50.2,11.36842248,4.085526828,1.42105281,0.275862069,0.83333333,0.56557377,0.235294117,95.7374783,3.375000424,3.71,4.202408899,3.259263248,0.125933814,Keynan Middleton,641871
9073,Kirby Yates,RP,L,R,ATL,37,9.0,-0.2,,1.0,"$3,000,000","$3,000,000",,TEX,1.0,"$4,500,000","$4,500,000",Kirby Yates,ATL,7,2,5,61,0,60.1,11.93370266,5.519337482,1.34254155,0.211382114,0.85403727,0.364341085,0.15,93.73967242,3.281768232,4.51,4.630731083,4.335721753,-0.154865324,Kirby Yates,489446
18694,Kolby Allard,SP,L,L,ATL,26,3.2,0.2,,,$0,,,PHI,1.0,"$1,000,000","$1,000,000",Kolby Allard,ATL,0,1,0,4,3,12.1,9.486487465,2.91891922,1.45945961,0.378378378,0.63953488,0.307692307,0.117647058,90.54247911,6.567568245,5.44,4.228013433,4.398849652,0.167609682,Kolby Allard,663465
10123,Kyle Gibson,SP,R,R,BAL,36,10.0,2.6,,1.0,"$12,000,000","$12,000,000",,STL,1.0,"$13,000,000","$13,000,000",Kyle Gibson,BAL,15,9,0,33,33,192.0,7.359375,2.578125,1.078125,0.309187279,0.69664903,0.488850771,0.127071823,92.21206449,4.734375,4.8,4.130040359,4.131377169,2.557749748,Kyle Gibson,502043
2520,Lance Lynn,SP,S,R,LAD,37,12.1,0.5,,1.0,"$10,000,000","$10,000,000",,STL,1.0,"$11,000,000","$11,000,000",Lance Lynn,- - -,13,11,0,32,32,183.2,9.359346772,3.283121643,2.156079885,0.291750503,0.67846608,0.356472795,0.19047619,92.64238381,5.733212421,4.86,5.53090246,4.496007283,0.457522228,Lance Lynn,458681
