playerid,Name_x,Position,Bats,Throws,Prev_Team,Age,Service,WAR_19,WAR_proj,Years_Med,Total_Med,AAV_Med,QO,Signing_Team,Years,Total,AAV,Name_y,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,MLBAMID
15653,Dominic Smith,1B,L,L,WSN,29,5.1,0.0,,,$0,,,CHC,1.0,$0,,Dominic Smith,WSN,153,586,12,57,46,1,0.080204778,0.155290102,0.111954459,0.286384976,0.254269449,0.325938566,0.366223908,0.30643118,0.32,91.3298705,-5.892247492,-12.18646372,-8.04082489,-0.031604669,Dominic Smith,642086
8623,Donovan Solano,2B/1B/3B,R,R,MIN,36,8.1,1.2,,,$0,,,SDP,1.0,"$790,323","$790,323",Donovan Solano,MIN,134,450,5,43,38,0,0.088888888,0.222222222,0.109137056,0.365517241,0.281725888,0.368888888,0.390862944,0.337812522,0.351,115.5772071,-2.911840297,5.487297105,-9.078267336,1.183345696,Donovan Solano,456781
12155,Eddie Rosario,LF/RF/DH,L,R,ATL,32,8.1,1.3,,,$0,,,WSN,1.0,"$1,064,516","$1,064,516",Eddie Rosario,ATL,142,516,21,64,74,3,0.065891472,0.236434108,0.194560669,0.299703264,0.255230125,0.304854368,0.449790794,0.322259527,0.317,100.375843,-1.912125879,-1.671869693,-3.094800711,1.272924536,Eddie Rosario,592696
6153,Eduardo Escobar,3B/2B,S,R,LAA,35,11.1,-0.9,,,$0,,,TOR,1.0,$0,,Eduardo Escobar,- - -,100,309,6,32,31,2,0.058252427,0.252427184,0.118055556,0.286407766,0.225694444,0.269480519,0.34375,0.266946342,0.244,65.37396595,-1.121122631,-13.99586797,-5.247632185,-0.864945281,Eduardo Escobar,500871
8418,Ehire Adrianza,3B/SS/2B,S,R,ATL,34,9.1,-0.2,,,$0,,$0,LAA,1.0,$0,,Ehire Adrianza,ATL,5,11,0,0,0,0,0.09090909,0.363636363,0.0,0.0,0.0,0.09090909,0.0,0.063263899,0.167,-73.25072755,-0.007705124,-2.368651973,-0.378103808,-0.236630836,Ehire Adrianza,501303
8709,Elvis Andrus,SS/2B,R,R,CHW,35,15.0,1.2,,,$0,,,ARI,1.0,$0,,Elvis Andrus,CHW,112,406,6,39,44,12,0.061576354,0.174876847,0.106951872,0.294314381,0.251336898,0.303703703,0.35828877,0.290109679,0.267,81.33249786,0.680417018,-8.400816047,6.751074791,1.226202768,Elvis Andrus,462101
10472,Enrique Hernández,2B/SS/3B/OF,R,R,LAD,32,9.1,-1.1,,,$0,,,LAD,1.0,"$4,000,000","$4,000,000",Enrique Hernández,- - -,140,508,11,57,61,4,0.066929133,0.190944881,0.120430108,0.272727272,0.236559139,0.289370078,0.356989247,0.281789269,0.272,72.2377064,-0.983071788,-17.9156653,-10.60807923,-1.111120319,Enrique Hernandez,571771
14111,Eric Haase,C,R,R,CLE,31,3.1,-1.0,,,$0,,,MIL,1.0,"$516,129","$516,129",Eric Haase,- - -,89,293,4,22,26,4,0.058020477,0.276450511,0.08029197,0.268421052,0.200729927,0.246575342,0.281021897,0.232770857,0.253,43.28624895,-0.478775914,-20.38956955,-0.157663478,-1.045277669,Eric Haase,606992
9368,Evan Longoria,3B,R,R,ARI,38,15.2,0.2,,,$0,,,,,,,Evan Longoria,ARI,74,237,11,25,28,0,0.097046413,0.308016877,0.199052132,0.276923076,0.222748815,0.295358649,0.421800947,0.308325586,0.324,90.59051716,-1.240680526,-4.003373087,-1.628654778,0.241361245,Evan Longoria,446334
16403,Francisco Mejía,C,S,R,TBR,28,5.0,-0.1,,,$0,,,LAA,1.0,$0,,Francisco Mejía,TBR,50,160,5,22,19,0,0.0375,0.2375,0.173333334,0.266055045,0.226666666,0.257861635,0.4,0.279804666,0.243,78.72687738,0.038870598,-4.039472928,-2.587885149,-0.112800204,Francisco Mejia,642336
