playerid,Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2023 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
12977,Michael Pérez,C,L,R,NYM,31,3.095,0.172127202,,,0,,,BAL,1,0,
15271,Austin Wynns,C,R,R,COL,33,3.09,0.150045782,,,0,,,CIN,1,900000,900000
11368,Yasmani Grandal,C,S,R,CHW,35,11.115,0.04377754,,1,6000000,6000000,,PIT,1,2500000,2500000
19514,Andrew Knizner,C,R,R,STL,29,4.021,0.021636548,,,0,,,TEX,1,1825000,1825000
2829,Manny Piña,C,R,R,OAK,37,8.002,-0.031391442,,,0,,,,,,
2900,Roberto Pérez,C,R,R,SFG,35,9.083,-0.083853036,,,0,,,BOS,1,0,
16403,Francisco Mejía,C,S,R,TBR,28,5.042,-0.112800181,,,0,,,LAA,1,0,
17161,Chad Wallach,C,R,R,LAA,32,4.018,-0.163850889,,,0,,,LAA,1,0,
12510,Curt Casali,C,R,R,CIN,35,7.151,-0.266355693,,,0,,,MIA,1,0,
12510,Curt Casali,C,R,R,CIN,35,7.151,-0.266355693,,,0,,,SFG,1,,
5273,Sandy León,C,S,R,TEX,35,8.112,-0.401591897,,,0,,,KCR,1,0,
12180,Jorge Alfaro,C,R,R,BOS,31,5.133,-0.402799726,,,0,,,CHC,1,0,
13723,Jacob Stallings,C,R,R,MIA,34,5.149,-0.436523139,,,0,,,COL,1,2000000,2000000
12981,Cam Gallagher,C,R,R,CLE,31,5.073,-0.688179493,,,0,,,PHI,1,0,
6887,Martín Maldonado,C,R,R,HOU,37,11.156,-0.835730851,,,0,,,CHW,1,4250000,4250000
15941,Austin Nola,C,R,R,SDP,34,4.045,-0.899115086,,,0,,,KCR,1,975000,975000
14111,Eric Haase,C,R,R,CLE,31,3.058,-1.0453403,,,0,,,MIL,1,516129,516129
11038,Kevin Kiermaier,CF,L,R,TOR,34,9.131,2.806302071,,2,20000000,10000000,,TOR,1,10500000,10500000
11489,Michael A. Taylor,CF,R,R,MIN,33,8.129,1.986691594,,2,14000000,7000000,,PIT,1,4000000,4000000
18030,Harrison Bader,CF,R,R,CIN,30,6.03,0.95013386,,2,18000000,9000000,,NYM,1,10500000,10500000
33824,Jung Hoo Lee,CF,L,R,KBO,25,0,,,,0,,,SFG,6,113000000,18833333.33
15998,Cody Bellinger,CF/1B,L,L,CHC,28,6.16,4.44536829,,6,144000000,24000000,20325000,CHC,3,80000000,26666666.67
10950,Adam Duvall,CF/LF/RF,R,R,BOS,35,7.151,1.462776661,,1,8000000,8000000,,ATL,1,3000000,3000000
5297,Aaron Hicks,CF/LF/RF,S,R,BAL,34,10.041,0.935393929,,,0,,,LAA,1,740000,740000
15124,Tim Locastro,CF/LF/RF,R,R,NYM,31,4.122,0.447809428,,,0,,,NYM,1,0,
15104,Jonathan Davis,CF/LF/RF,R,R,MIA,32,3.035,0.060219031,,,0,,,MIA,1,0,
15082,Adam Engel,CF/LF/RF,R,R,SDP,32,5.114,-0.231733486,,,0,,,,,,
13768,Travis Jankowski,CF/RF/LF,L,R,TEX,33,6.153,1.152713299,,,0,,,TEX,1,1700000,1700000
11339,Jake Marisnick,CF/RF/LF,R,R,LAD,33,9.052,0.384390771,,,0,,,LAA,1,0,
10323,Rafael Ortega,CF/RF/LF,L,R,NYM,33,3.035,0.260961771,,,0,,,CHW,1,0,
14735,Brett Phillips,CF/RF/LF,L,R,LAA,30,4.06,-0.128414586,,,0,,,CHW,1,0,
12984,Jackie Bradley Jr.,CF/RF/LF,L,R,KCR,34,9.057,-0.558146775,,,0,,,,,,
6184,J.D. Martinez,DH,R,R,LAD,36,12.036,2.425514221,,1,12000000,12000000,,NYM,1,12000000,8966565
14130,Daniel Vogelbach,DH,L,R,NYM,31,5.138,0.182619959,,,0,,,TOR,1,892473,892473
8090,Matt Carpenter,DH,L,R,SDP,38,11.145,-0.411062837,,,0,,,STL,1,740000,740000
14811,Luke Voit,DH/1B,R,R,MIL,33,5.062,-0.449859232,,,0,,,NYM,1,0,
12164,Miguel Sanó,DH/1B,R,R,MIN,31,7.066,,,,0,,,LAA,1,875000,875000
9847,Andrew McCutchen,DH/LF/RF,R,R,PIT,37,14.123,1.289766908,,,0,,,PIT,1,5000000,5000000
11899,Joc Pederson,DH/LF/RF,L,L,SFG,32,9.028,0.735250771,,2,24000000,12000000,,ARI,1,12500000,12500000
19755,Shohei Ohtani,DH/SP,L,R,LAA,29,6,8.910212517,,10,450000000,45000000,20325000,LAD,10,700000000,46078769
19238,Lourdes Gurriel Jr.,LF,R,R,ARI,30,5.094,1.943461537,,3,36000000,12000000,,ARI,3,42000000,14000000
2967,Tommy Pham,LF/RF,R,R,ARI,36,8.107,1.906492591,,1,8000000,8000000,,CHW,1,2532258,2532258
5254,Robbie Grossman,LF/RF,S,L,TEX,34,9.06,0.384103984,,,0,,,CHW,1,1435484,1435484
2136,David Peralta,LF/RF,L,L,LAD,36,9.12,-0.219828457,,,0,,,CHC,1,0,
2136,David Peralta,LF/RF,L,L,LAD,36,9.12,-0.219828457,,,0,,,SDP,1,800000,800000
19508,Kyle Lewis,LF/RF,R,R,ARI,28,3.067,-0.47355625,,,0,,,,,,
10762,Corey Dickerson,LF/RF,L,R,WSN,35,10.055,-0.584672451,,,0,,,,,,
15654,Billy McKinney,LF/RF/1B,L,L,NYY,29,3.087,0.180087566,,,0,,,NYY,1,0,
10815,Jurickson Profar,LF/RF/1B,S,R,SDP,31,9.165,-1.568436623,,,0,,,SDP,1,1000000,1000000
10243,Randal Grichuk,LF/RF/CF,R,R,LAA,32,9.033,0.551684439,,,0,,,ARI,1,3250000,3250000
9952,Trayce Thompson,LF/RF/CF,R,R,CHW,33,4.01,-0.251608014,,,0,,,NYM,1,0,
12155,Eddie Rosario,LF/RF/DH,L,R,ATL,32,8.12,1.272924423,,,0,,,WSN,1,1064516,1064516
9256,AJ Pollock,LF/RF/DH,R,R,SFG,36,11.04,-0.751600206,,1,4000000,4000000,,,,,
13590,Jesse Winker,LF/RF/DH,L,L,MIL,30,6.08,-0.799971938,,,0,,,WSN,1,2000000,2000000
13066,Teoscar Hernández,RF/LF,R,R,SEA,31,6.097,1.94467473,,3,45000000,15000000,,LAD,1,23500000,20433933
15464,Hunter Renfroe,RF/LF,R,R,CIN,32,6.165,0.361053437,,1,8000000,8000000,,KCR,2,13000000,6500000
15672,Austin Meadows,RF/LF,L,L,DET,29,5.074,-0.077755921,,,0,,,,,,
12160,Ben Gamel,RF/LF,L,L,SDP,32,6.056,-0.120068468,,,0,,,NYM,1,0,
12160,Ben Gamel,RF/LF,L,L,SDP,32,6.056,-0.120068468,,,0,,,NYM,1,800000,800000
13744,David Dahl,RF/LF,L,R,SDP,30,4.166,-0.210071817,,,0,,,PHI,1,0,
14128,Joey Gallo,RF/LF/1B,L,R,MIN,30,7.103,0.801029801,,1,8000000,8000000,,WSN,1,5000000,5000000
16424,Jordan Luplow,RF/LF/1B,R,R,MIN,30,5.025,-0.165345803,,,0,,,ATL,1,0,
4940,Jason Heyward,RF/LF/CF,L,L,LAD,34,14,2.254714012,,1,10000000,10000000,,LAD,1,9000000,9000000
4940,Jason Heyward,RF/LF/CF,L,L,LAD,34,14,2.254714012,,1,10000000,10000000,,HOU,1,127312,127312
12434,Kevin Pillar,RF/LF/CF,R,R,ATL,35,9.072,0.274687022,,,0,,,CHW,1,172043,172043
12434,Kevin Pillar,RF/LF/CF,R,R,ATL,35,9.072,0.274687022,,,0,,,LAA,1,608710,608710
14350,Raimel Tapia,RF/LF/CF,L,L,TBR,30,5.144,-0.00892379,,,0,,,,,,
13359,Tyler Naquin,RF/LF/CF,L,R,CHW,33,6.039,-0.228652075,,,0,,,,,,
14221,Jorge Soler,RF/LF/DH,R,R,MIA,32,8.143,1.79253149,,3,48000000,16000000,,SFG,3,42000000,12142857
7859,Charlie Blackmon,RF/LF/DH,L,L,COL,37,11.102,0.88146615,,,0,,,COL,1,13000000,13000000
8709,Elvis Andrus,SS/2B,R,R,CHW,35,15,1.226202846,,,0,,,ARI,1,0,
15518,Amed Rosario,SS/2B,R,R,LAD,28,6.062,0.412792444,,2,18000000,9000000,,TBR,1,1500000,1500000
15172,Tim Anderson,SS/2B,R,R,CHW,31,7.115,-0.188897103,,1,8000000,8000000,,MIA,1,5000000,5000000
10231,Jose Iglesias,SS/2B,R,R,SDP,34,10.036,,,,0,,,NYM,1,800000,800000
17696,Kevin Newman,SS/2B/3B,R,R,CIN,30,5.046,-0.032247707,,,0,,,ARI,1,0,
17696,Kevin Newman,SS/2B/3B,R,R,CIN,30,5.046,-0.032247707,,,0,,,ARI,1,800000,800000
13769,Adalberto Mondesi,SS/2B/3B,S,R,BOS,28,6.088,,,,0,,,,,,
19262,Garrett Hampson,SS/2B/3B/OF,R,R,MIA,29,5.01,0.599654794,,,0,,,KCR,1,2000000,2000000
16451,Luis Guillorme,SS/3B/2B,L,R,NYM,29,4.159,-0.345662564,,,0,,,ATL,1,1100000,1100000
16451,Luis Guillorme,SS/3B/2B,L,R,NYM,29,4.159,-0.345662564,,,0,,,ARI,1,163118,163118
16512,Isiah Kiner-Falefa,SS/3B/LF/CF,R,R,NYY,29,6,0.515408814,,,0,,,TOR,2,15000000,7500000
