playerid,Name,Team,G,PA,H,1B,2B,3B,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,xBA,wOBA,xwOBA,SLG,xSLG,OBP,wRC+,Off,Def,Spd,BsR,WAR,BB/K,Barrel%,HardHit%,O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Pull%,Cent%,Oppo%,EV,LA,maxEV,LD%,GB%,FB%,Clutch,MLBAMID
11579,Bryce Harper,PHI,126,546,134,83,29,1,21,84,72,11,0.146520146,0.217948717,0.205689278,0.352024922,0.29321663,0.29,0.384218469,0.399,0.498905908,0.53,0.401098901,142.5187689,28.45606655,-11.53859615,4.331983422,-0.304125505,3.536855036,0.672268907,0.15204678,0.46783626,0.34343434,0.7515006,0.51162791,0.48284314,0.81948882,0.68665377,0.37426901,0.37134503,0.25438596,91.81593101,9.148917812,115.739,0.24852071,0.446745562,0.304733727,2.239200168,547180
24064,Ezequiel Tovar,COL,153,615,147,91,37,4,15,79,73,11,0.040650406,0.269918699,0.154905335,0.327543424,0.253012048,0.248,0.298480434,0.291,0.407917383,0.386,0.287112561,72.4581247,-21.79727153,17.99709749,5.535843425,-0.813329324,1.704720238,0.150602409,0.08095238,0.35714286,0.42975894,0.77460902,0.59344978,0.50870406,0.82660333,0.70566593,0.33571429,0.39285714,0.27142857,88.03472327,12.62257624,109.778,0.23501199,0.426858513,0.338129496,2.236415979,678662
19956,Mickey Moniak,LAA,85,323,87,50,21,2,14,35,45,6,0.027863777,0.349845201,0.215434083,0.39673913,0.279742765,0.248,0.339087387,0.308,0.495176848,0.45,0.306501547,114.0260419,6.012648933,1.200321496,4.852477621,0.584269051,1.825662355,0.079646017,0.12626263,0.36868687,0.48026316,0.76058932,0.61251086,0.47260274,0.76029056,0.64113475,0.46464646,0.32323232,0.21212121,89.02266034,19.73676911,110.526,0.241025641,0.312820512,0.446153846,1.984174684,666160
12979,Javier Báez,DET,136,547,113,82,18,4,9,58,59,12,0.043875685,0.228519195,0.103921569,0.274406332,0.221568627,0.234,0.260629561,0.279,0.325490196,0.355,0.267399267,62.59208404,-22.24132898,11.28310633,6.477302375,2.276579428,0.780965117,0.192,0.05141388,0.38817481,0.42567568,0.68221258,0.546476,0.51473923,0.81875994,0.69345794,0.40206186,0.36082474,0.2371134,88.03329951,9.341233766,113.062,0.180878552,0.49870801,0.320413436,1.868883112,595879
19599,Chas McCormick,HOU,115,457,110,69,17,2,22,59,70,19,0.087527352,0.256017505,0.215880893,0.330827067,0.272952853,0.246,0.362037235,0.341,0.488833746,0.457,0.353070175,133.2324821,18.23110126,-0.796296239,5.400753975,0.033608373,3.303961251,0.341880341,0.11072664,0.38754325,0.30120482,0.67264574,0.48476454,0.56,0.81,0.73142857,0.44290657,0.32525952,0.23183391,88.00856899,14.56242435,109.435,0.211267605,0.408450704,0.38028169,1.82336367,676801
14551,Anthony Santander,BAL,153,656,152,82,41,1,28,81,95,5,0.083841463,0.231707317,0.214890017,0.29879518,0.257191201,0.237,0.340428357,0.319,0.472081218,0.426,0.324695121,119.3282256,14.52210991,-10.62508976,3.505192472,-0.670360629,2.635661002,0.361842105,0.10158014,0.46049661,0.34976682,0.65716548,0.49023155,0.67238095,0.85662651,0.78523985,0.46049661,0.32731377,0.21218962,90.57986209,20.22160915,113.041,0.153498871,0.349887133,0.496613995,1.751538981,623993
19522,TJ Friedl,CIN,138,556,136,88,22,8,18,73,66,27,0.084532374,0.161870503,0.18852459,0.308093994,0.278688524,0.24,0.352691414,0.289,0.467213114,0.321,0.352189781,115.4667126,16.70403612,3.745441198,7.244988003,6.050561748,3.922938661,0.522222222,0.03178484,0.27628362,0.23377863,0.57591623,0.41248861,0.66530612,0.8969697,0.83425414,0.44498778,0.33496333,0.2200489,86.65644687,16.12140977,107.123,0.196286472,0.384615384,0.419098143,1.690665245,670770
15223,Adam Frazier,BAL,141,455,99,63,21,2,13,59,60,11,0.07032967,0.149450549,0.155339805,0.258258258,0.240291262,0.261,0.302405975,0.301,0.395631067,0.361,0.3,92.97407896,-2.416801487,-8.872182727,5.498945224,1.413625951,0.432845953,0.470588235,0.03133903,0.22792023,0.296875,0.64558342,0.47970269,0.63562753,0.89358108,0.81764005,0.39142857,0.35142857,0.25714286,85.66973505,15.1877038,106.683,0.266666666,0.365217391,0.368115942,1.618833026,624428
17901,Andrew Benintendi,CHW,151,621,147,106,34,2,5,72,45,13,0.083735909,0.14331723,0.09430605,0.301486199,0.261565836,0.27,0.298992569,0.31,0.355871886,0.375,0.325806451,87.48942371,-7.671038491,-17.1167388,5.003841201,1.637928581,-0.344604205,0.584269662,0.0293501,0.26834382,0.27338129,0.68119451,0.48830285,0.70723684,0.87085308,0.82752613,0.32494759,0.38155136,0.29350105,86.58105469,14.53422624,109.131,0.262156448,0.391120507,0.346723044,1.593350994,643217
13590,Jesse Winker,MIL,61,197,33,27,5,0,1,16,23,0,0.131979695,0.258883248,0.048192771,0.278260869,0.19879518,0.204,0.269283669,0.287,0.246987951,0.296,0.319796954,65.68690511,-9.500985341,-5.214807265,1.134236446,-1.126761307,-0.79997195,0.509803921,0.04310345,0.31896552,0.19704433,0.64470588,0.42599278,0.5625,0.85766423,0.79096045,0.42241379,0.35344828,0.22413793,86.8190918,13.60804591,107.05,0.258620689,0.387931034,0.353448275,1.586788431,608385
14221,Jorge Soler,MIA,137,580,126,66,24,0,36,77,75,1,0.113793103,0.243103448,0.261904761,0.271903323,0.25,0.262,0.36067215,0.374,0.511904761,0.532,0.34137931,124.6902135,14.89941161,-16.62980032,1.839210759,-2.841310673,1.792531551,0.468085106,0.14986376,0.47956403,0.25225965,0.65114155,0.44117647,0.54071661,0.83730715,0.74803922,0.46321526,0.35149864,0.1852861,91.30922173,17.75144622,114.82,0.179836512,0.356948228,0.463215258,1.543474363,624585
11680,Elias Díaz,COL,141,526,130,90,25,1,14,48,72,1,0.064638783,0.2243346,0.141975309,0.324022346,0.267489711,0.245,0.314184874,0.296,0.40946502,0.376,0.315589353,82.98613289,-12.93442453,-5.149700642,2.155594524,-1.847598356,-0.021178067,0.288135593,0.06182796,0.3844086,0.3444227,0.76403326,0.54788306,0.52272727,0.8462585,0.74149034,0.42741935,0.35215054,0.22043011,88.06786712,12.72083773,111.724,0.17204301,0.467741935,0.360215053,1.527351947,553869
16442,Ryan O'Hearn,BAL,112,368,100,63,22,1,14,48,60,5,0.040760869,0.222826086,0.190751445,0.339920948,0.289017341,0.264,0.339215127,0.324,0.479768786,0.464,0.321525885,118.4873094,7.178679743,-4.329297066,4.542035313,-0.973131335,1.544679113,0.182926829,0.10074627,0.51492537,0.31955923,0.69241379,0.50585803,0.61206897,0.87450199,0.79155313,0.3880597,0.35074627,0.26119403,91.934296,12.02360849,109.734,0.202247191,0.434456928,0.36329588,1.521374487,656811
19556,Yordan Alvarez,HOU,114,496,120,64,24,1,31,77,97,0,0.139112903,0.18548387,0.290243903,0.305841924,0.292682926,0.297,0.415487398,0.435,0.582926829,0.623,0.407258064,170.2799612,37.28451173,-11.16071355,1.83747739,-4.483689058,4.303996392,0.75,0.18012422,0.52173913,0.27821012,0.62159091,0.43658281,0.62937063,0.88117002,0.79471789,0.39130435,0.33229814,0.27639752,93.26638184,17.06547699,117.719,0.193146417,0.352024922,0.45482866,1.500691776,670541
25878,Corbin Carroll,ARI,155,645,161,96,30,10,25,116,76,54,0.088372093,0.193798449,0.221238938,0.324582338,0.284955752,0.268,0.370275926,0.344,0.50619469,0.441,0.361502347,132.1210443,37.93043149,-6.108128905,9.34070523,12.26386181,5.358546766,0.456,0.07555556,0.40888889,0.28363047,0.63263598,0.45533141,0.62857143,0.88624339,0.80470163,0.42666667,0.33111111,0.24222222,90.02394037,10.96989305,113.756,0.18993135,0.439359267,0.370709382,1.498121354,682998
11899,Joc Pederson,SFG,121,425,84,52,14,3,15,59,51,0,0.134117647,0.209411764,0.181564246,0.26848249,0.234636871,0.264,0.330896612,0.366,0.416201117,0.481,0.348235294,109.3430241,4.999604581,-12.06636548,3.200396821,0.080400313,0.735250732,0.640449438,0.11764706,0.52205882,0.28710726,0.6375,0.44979687,0.65283019,0.8372549,0.77419355,0.46323529,0.33088235,0.20588235,92.08405671,15.16226219,116.623,0.188191881,0.394833948,0.416974169,1.46890605,592626
11445,Mark Canha,- - -,139,507,114,77,25,1,11,51,62,11,0.096646942,0.15581854,0.137931035,0.293447293,0.262068965,0.248,0.332823517,0.323,0.4,0.381,0.355029585,110.6413408,7.700807442,-8.200286303,4.399464325,1.017017837,1.667945571,0.620253164,0.04696133,0.36740331,0.23570712,0.58088235,0.41582734,0.65957447,0.89082278,0.82814302,0.43922652,0.3480663,0.21270718,87.93695085,13.12756752,109.385,0.157458563,0.444751381,0.397790055,1.443267833,592192
18373,Ryan Mountcastle,BAL,115,470,114,74,21,1,18,64,68,3,0.078723404,0.227659574,0.182033097,0.314754098,0.269503546,0.273,0.333261852,0.356,0.451536643,0.503,0.327659574,114.3609641,8.789448421,-8.237646163,3.535362265,0.701953298,1.664960543,0.345794392,0.12074303,0.44582043,0.38074398,0.73100121,0.54733219,0.57758621,0.84653465,0.74842767,0.30650155,0.39318885,0.3003096,91.40487311,12.01652423,114.596,0.195046439,0.436532507,0.368421052,1.421397629,663624
25660,Will Brennan,CLE,138,455,115,86,24,0,5,41,41,13,0.035164835,0.125274725,0.090277778,0.295698924,0.266203703,0.286,0.285080715,0.305,0.356481481,0.378,0.298901098,79.59198372,-12.38220216,-2.665138721,3.937739433,-1.256055844,0.058072015,0.280701754,0.02387268,0.29177719,0.39377537,0.71182549,0.56583851,0.71821306,0.8983871,0.84083425,0.34748011,0.38992042,0.26259947,85.73211621,9.384212585,106.879,0.24668435,0.461538461,0.291777188,1.337503853,686823
12434,Kevin Pillar,ATL,81,206,45,26,10,0,9,29,32,4,0.029126213,0.242718446,0.187817259,0.255319148,0.228426395,0.255,0.2795915,0.295,0.416243654,0.418,0.247572815,71.77187277,-6.454150006,2.209601164,5.160039989,0.749751136,0.274686965,0.12,0.08,0.38666667,0.42780749,0.69371728,0.56216931,0.58125,0.8490566,0.74823529,0.52666667,0.26,0.21333333,87.86579147,17.82347486,110.233,0.241610738,0.348993288,0.409395973,1.28043938,607680
19901,Gavin Sheets,CHW,118,344,63,43,10,0,10,24,43,1,0.081395348,0.191860465,0.128617363,0.221757322,0.202572347,0.21,0.260956505,0.267,0.33118971,0.339,0.26744186,61.12579377,-17.03140774,-9.489220142,1.591863462,-1.00808593,-1.466234477,0.424242424,0.05220884,0.3253012,0.30366492,0.67275495,0.47431386,0.68103448,0.87104072,0.80563798,0.46184739,0.32128514,0.21686747,88.1151324,16.88604418,109.533,0.156626506,0.37751004,0.465863453,1.212998218,657757
14366,Joey Meneses,WSN,154,657,168,118,36,1,13,71,89,0,0.05783866,0.197869101,0.126022913,0.329087048,0.274959083,0.247,0.314476677,0.288,0.400981996,0.361,0.321156773,96.72344465,-7.814424982,-16.79766619,1.646095478,-5.147558109,-0.228293135,0.292307692,0.05371901,0.41735537,0.30993691,0.64078431,0.47581597,0.5826972,0.88249694,0.78512397,0.41942149,0.29752066,0.28305785,89.35723625,9.379371328,110.781,0.202479338,0.48553719,0.311983471,1.210988163,608841
12155,Eddie Rosario,ATL,142,516,122,74,24,3,21,64,74,3,0.065891472,0.236434108,0.194560669,0.299703264,0.255230125,0.254,0.322259527,0.317,0.449790794,0.436,0.304854368,100.375843,-1.671869693,-3.094800711,3.667839084,-1.912125879,1.272924536,0.278688524,0.09470752,0.35097493,0.44346979,0.71995465,0.57127883,0.61538462,0.8,0.72293578,0.44289694,0.35933148,0.19777159,88.62466627,14.49897967,110.351,0.221288515,0.400560224,0.37815126,1.20022664,592696
19788,Zach Remillard,CHW,54,160,37,29,7,0,1,16,18,4,0.05,0.3,0.068027211,0.367346938,0.25170068,0.2,0.270331034,0.219,0.319727891,0.244,0.294871794,67.62348574,-5.225453056,0.417330503,3.765873144,0.981559881,0.068609418,0.166666666,0.00970874,0.2038835,0.26639344,0.59337349,0.45486111,0.29230769,0.81725888,0.6870229,0.40776699,0.40776699,0.18446602,85.71233934,11.91366347,102.342,0.182795698,0.516129032,0.301075268,1.164772026,621545
18401,Ronald Acuña Jr.,ATL,159,735,217,137,35,4,41,149,106,73,0.108843537,0.114285714,0.258164853,0.3378119,0.337480559,0.357,0.427597162,0.46,0.595645412,0.66,0.41632653,170.9925267,73.48353151,-7.534516096,7.284336988,8.840988846,9.066503768,0.952380952,0.15302491,0.55160142,0.22723962,0.6912704,0.46225737,0.67628205,0.8788501,0.82970451,0.39679715,0.35587189,0.24733096,94.71007254,7.411897873,121.168,0.201067615,0.494661921,0.304270462,1.162541335,660670
26294,Bryson Stott,PHI,151,640,164,115,32,2,15,78,62,31,0.0609375,0.15625,0.138461538,0.311715481,0.28034188,0.267,0.322911577,0.309,0.418803418,0.386,0.328638497,101.4195989,6.097254444,14.18344259,6.021321575,4.971706241,4.190706336,0.39,0.0465587,0.35222672,0.30388979,0.56603774,0.44465291,0.768,0.91111111,0.86582278,0.32995951,0.34817814,0.32186235,88.14068103,10.15656418,107.976,0.208588957,0.464212678,0.327198364,1.091058009,681082
13621,Jeimer Candelario,- - -,140,576,127,63,39,3,22,77,70,8,0.092013888,0.220486111,0.21980198,0.291666666,0.251485148,0.236,0.345868021,0.318,0.471287128,0.407,0.335652173,118.381445,12.96555611,-0.046938419,5.255989151,-0.151023246,3.239741586,0.417322834,0.07832898,0.36292428,0.2951758,0.67117117,0.47406772,0.59833795,0.86979866,0.78119349,0.45549738,0.31937173,0.22513089,88.28385331,14.11301751,111.325,0.193717277,0.40052356,0.405759162,1.086930354,600869
17929,Cedric Mullins,BAL,116,455,94,53,23,3,15,51,74,19,0.094505494,0.221978021,0.183168317,0.270547945,0.232673267,0.227,0.310649495,0.291,0.415841584,0.356,0.305309734,98.6878433,2.916246885,0.538913667,6.074284651,3.631615162,1.903095236,0.425742574,0.06451613,0.36774194,0.26811594,0.68343816,0.49046016,0.57207207,0.84969325,0.7791762,0.46774194,0.3483871,0.18387097,88.94162614,21.62136214,110.532,0.155629139,0.354304635,0.490066225,1.057027203,656775
13510,José Ramírez,CLE,156,691,172,107,36,5,24,87,80,28,0.105643994,0.105643994,0.193126023,0.284615384,0.281505728,0.299,0.345839334,0.359,0.474631751,0.48,0.356005788,121.7051146,20.44500204,2.156986713,5.698018083,2.473982797,4.620762609,1,0.06985294,0.40257353,0.27901786,0.66508689,0.46628352,0.71466667,0.91686461,0.85456039,0.51102941,0.29963235,0.18933824,89.98670152,17.99569523,111.59,0.224264705,0.34742647,0.428308823,1.038297866,608070
5235,Justin Turner,BOS,146,626,154,100,31,0,23,86,96,4,0.081469648,0.175718849,0.179211469,0.303944315,0.275985663,0.26,0.345657466,0.336,0.455197132,0.444,0.345047923,114.5777847,5.731849514,-16.60985303,3.085938228,-5.202638286,1.059570667,0.463636363,0.05726872,0.38986784,0.25764895,0.61694678,0.44981273,0.690625,0.89784336,0.84263114,0.40969163,0.32599119,0.26431718,89.45320244,16.45367459,108.227,0.229074889,0.356828193,0.414096916,1.011637264,457759
12532,Kolten Wong,- - -,87,250,41,31,6,0,4,25,27,3,0.072,0.212,0.080357143,0.217647058,0.183035714,0.213,0.235975442,0.262,0.263392857,0.29,0.256,49.56475453,-15.09060102,-0.741452619,3.586425165,-0.02384238,-0.723652827,0.339622641,0.01724138,0.25862069,0.25366876,0.67850099,0.47256098,0.52892562,0.89534884,0.8,0.45977011,0.2816092,0.25862069,85.62764631,13.9643462,107.879,0.159763313,0.437869822,0.402366863,1.000733363,543939
21635,Nick Maton,DET,93,293,43,26,9,0,8,29,32,1,0.129692832,0.249146757,0.13253012,0.205882352,0.172690763,0.191,0.268381426,0.285,0.305220883,0.331,0.287671232,67.96507143,-11.68792128,-8.895649612,1.946182168,-0.441251117,-1.04890119,0.520547945,0.08379888,0.31284916,0.26315789,0.66493056,0.44963739,0.51428571,0.78590078,0.70071685,0.37988827,0.40223464,0.21787709,86.10060268,18.22330218,106.137,0.163841807,0.355932203,0.480225988,0.957103506,665155
25807,Jared Triolo,PIT,54,209,54,42,9,0,3,30,21,6,0.114832535,0.301435406,0.099447514,0.439655172,0.298342541,0.254,0.350011282,0.324,0.397790055,0.375,0.387559808,117.5787778,4.859720417,3.304857999,4.520226047,0.308232215,1.52225835,0.38095238,0.05882353,0.32773109,0.26829268,0.5967366,0.43623361,0.41818182,0.8125,0.69398907,0.42016807,0.29411765,0.28571429,86.62495897,10.59292628,108.138,0.277310924,0.403361344,0.319327731,0.954746496,669707
19296,Alex Call,WSN,128,439,75,52,14,1,8,43,38,9,0.120728929,0.177676537,0.106666666,0.230240549,0.2,0.214,0.28014926,0.296,0.306666666,0.335,0.307339449,73.7108876,-14.87852643,5.840050429,3.66529105,-0.581066063,0.586069232,0.679487179,0.05298013,0.29801325,0.20353982,0.58189655,0.39519651,0.63043478,0.8962963,0.82872928,0.44370861,0.34768212,0.20860927,86.83517907,16.98524585,108.508,0.151202749,0.378006872,0.470790378,0.949688334,669743
24679,Brendan Donovan,STL,95,371,93,71,10,1,11,48,34,5,0.088948787,0.142857142,0.137614679,0.31060606,0.284403669,0.287,0.344615916,0.354,0.422018348,0.438,0.364864864,118.0383266,7.996649855,-5.631961584,4.062240183,-0.294000781,1.49277541,0.622641509,0.05797101,0.4057971,0.24460432,0.59918478,0.42697414,0.72352941,0.92970522,0.87234043,0.41304348,0.29347826,0.29347826,89.31038832,10.5781205,109.071,0.232472324,0.464944649,0.302583025,0.933062561,680977
17919,Ian Happ,CHC,158,691,144,84,35,4,21,86,84,14,0.143270622,0.221418234,0.18275862,0.298543689,0.248275862,0.254,0.345260989,0.35,0.431034482,0.427,0.360347322,119.554342,17.90526904,-7.214223944,5.025896208,1.165875799,3.407241858,0.647058823,0.09006928,0.39030023,0.23187365,0.64397549,0.44339623,0.55417957,0.84249471,0.76910954,0.37644342,0.36720554,0.25635104,89.88091388,12.96893055,112.622,0.212962962,0.416666666,0.37037037,0.920400473,664023
2136,David Peralta,LAD,133,422,102,69,25,1,7,47,55,4,0.047393364,0.170616113,0.121827411,0.295950155,0.258883248,0.274,0.290405621,0.309,0.380710659,0.4,0.293838862,81.92842851,-12.56246187,-3.98021692,3.974025411,-3.114745892,-0.219828343,0.277777777,0.04878049,0.43902439,0.34979424,0.72284644,0.54509804,0.60392157,0.87564767,0.79256595,0.40853659,0.33841463,0.25304878,89.3247939,8.150218379,111.529,0.217125382,0.483180428,0.299694189,0.915722774,444482
15491,J.P. Crawford,SEA,145,638,142,88,35,0,19,94,65,2,0.147335423,0.195924764,0.172284645,0.31377551,0.265917602,0.26,0.359024755,0.34,0.438202247,0.384,0.379527559,135.9529147,27.3771765,-0.298211098,2.657496018,-0.10729318,4.885649539,0.752,0.04830918,0.36231884,0.18515625,0.57449963,0.38493724,0.6371308,0.89419355,0.83399209,0.42995169,0.35024155,0.21980676,88.25456687,15.08286336,110.079,0.232273838,0.391198044,0.376528117,0.907738912,641487
25805,Blake Sabol,SFG,110,344,73,50,10,0,13,36,44,4,0.069767441,0.340116279,0.158064517,0.329670329,0.23548387,0.199,0.303144404,0.28,0.393548387,0.369,0.30116959,90.73838285,-4.137802172,-3.81519413,2.959456258,-0.190833084,0.372443744,0.205128205,0.11167513,0.3857868,0.29420732,0.71022727,0.50955882,0.37305699,0.768,0.65800866,0.37563452,0.31979695,0.30456853,89.06700881,16.14197297,111.578,0.191489361,0.425531914,0.382978723,0.876111843,666165
19260,Jake Fraley,CIN,111,380,86,53,18,0,15,41,65,21,0.097368421,0.186842105,0.1875,0.282868525,0.25595238,0.261,0.338455602,0.328,0.44345238,0.402,0.339473684,105.9232497,4.023251952,-6.319579005,4.561536816,1.234806853,1.058483251,0.52112676,0.06015038,0.30827068,0.29888268,0.74573864,0.52042254,0.58878505,0.84761905,0.77266576,0.47368421,0.33082707,0.19548872,84.6184773,16.49623509,111.737,0.225563909,0.383458646,0.390977443,0.861453325,641584
18345,Kyle Tucker,HOU,157,674,163,92,37,5,29,97,112,30,0.118694362,0.136498516,0.233449477,0.289416846,0.283972125,0.292,0.371979909,0.386,0.517421602,0.53,0.368815592,140.1239674,36.44969008,-9.644026995,6.364645902,4.045860178,4.981710776,0.869565217,0.10420842,0.44488978,0.22122449,0.69442379,0.4688716,0.62730627,0.89614561,0.83568465,0.44918699,0.32926829,0.22154472,90.22381778,14.76976646,110.084,0.19105691,0.384146341,0.424796747,0.85594211,663656
16556,Ozzie Albies,ATL,148,660,167,99,30,5,33,96,109,13,0.069696969,0.162121212,0.233221476,0.288793103,0.280201342,0.266,0.358370776,0.34,0.513422818,0.467,0.335866261,124.584253,23.39512692,-4.830952644,5.928002272,3.294046087,4.087300409,0.429906542,0.08216433,0.38877756,0.36588921,0.75398825,0.54623488,0.66533865,0.8986637,0.815,0.54527163,0.30181087,0.15291751,88.73076014,16.46066776,110.654,0.197183098,0.378269617,0.424547283,0.848708557,645277
16930,Jonah Heim,TEX,131,501,118,72,28,0,18,61,95,2,0.079840319,0.191616766,0.179431072,0.289017341,0.258205689,0.256,0.323871749,0.324,0.437636761,0.435,0.317365269,105.2595309,2.509745911,19.98160601,2.643150639,-0.64756473,3.958904907,0.416666666,0.07967033,0.38461538,0.30681818,0.71945259,0.51883476,0.63973064,0.85869565,0.79574056,0.46978022,0.32692308,0.2032967,89.20478758,17.25324983,110.297,0.211538461,0.362637362,0.425824175,0.844429335,641680
17338,Willi Castro,MIN,124,409,92,60,18,5,9,60,34,33,0.083129584,0.242053789,0.153631285,0.328063241,0.25698324,0.231,0.327334849,0.301,0.410614525,0.361,0.339066339,108.3149023,9.128512894,1.687112033,8.716865755,5.053649651,2.479494132,0.343434343,0.06818182,0.31818182,0.36055276,0.66835443,0.51387137,0.58188153,0.83522727,0.74601227,0.41287879,0.31439394,0.27272727,86.51593379,15.05272473,114.228,0.193675889,0.391304347,0.415019762,0.844148707,650489
24610,Steven Kwan,CLE,158,718,171,123,36,7,5,93,54,21,0.097493036,0.104456824,0.101880878,0.294326241,0.268025078,0.282,0.313048058,0.317,0.369905956,0.358,0.340306834,98.97676214,3.407624042,4.406701565,6.262411582,4.287929964,3.238659478,0.933333333,0.01052632,0.1877193,0.22315308,0.57058824,0.41013014,0.75085324,0.95418099,0.90308748,0.3,0.38596491,0.31403509,85.97466498,10.67475951,105.154,0.252669039,0.450177935,0.297153024,0.835577487,680757
19339,Nicky Lopez,- - -,94,262,52,40,8,3,1,32,25,6,0.099236641,0.152671755,0.075555555,0.275675675,0.231111111,0.234,0.288417632,0.292,0.306666666,0.311,0.325581395,76.40624324,-6.493727053,8.6352714,6.44034351,0.936670233,1.108315887,0.65,0.01052632,0.23684211,0.28346457,0.67120623,0.47847358,0.625,0.86956522,0.79754601,0.36842105,0.36315789,0.26842105,86.67569415,0.50868753,107.763,0.225806451,0.569892473,0.204301075,0.823821427,670032
21622,Jake McCarthy,ARI,99,312,67,53,7,5,2,37,16,26,0.083333333,0.198717948,0.083333333,0.305164319,0.242753623,0.242,0.289145393,0.293,0.326086956,0.331,0.318181818,77.73241933,-4.218394327,-5.061490536,8.576002998,4.388492377,0.131711437,0.419354838,0.02283105,0.23287671,0.31899642,0.67724868,0.49955556,0.59550562,0.90364583,0.80604982,0.37899543,0.33333333,0.28767123,85.25764266,7.470630001,108.467,0.216346153,0.509615384,0.274038461,0.818145333,664983
20437,Royce Lewis,MIN,58,239,67,45,7,0,15,36,52,6,0.083682008,0.230125523,0.239631336,0.353741496,0.30875576,0.265,0.3926861,0.351,0.548387096,0.481,0.372384937,153.6112868,14.97475301,0.148305774,4.045228453,-0.37801582,2.326703326,0.363636363,0.11728395,0.41358025,0.2690583,0.6754386,0.47450111,0.51666667,0.86038961,0.76401869,0.41975309,0.33333333,0.24691358,90.18900101,16.20086595,114.038,0.209876543,0.351851851,0.438271604,0.814325602,668904
19470,Tommy Edman,STL,137,528,119,77,25,4,13,69,47,27,0.066287878,0.159090909,0.150313153,0.274611398,0.248434237,0.262,0.305574043,0.312,0.39874739,0.39,0.306666666,91.86527269,-2.486768158,8.358899117,6.97437267,2.834257822,2.37445609,0.416666666,0.04975124,0.38557214,0.27541371,0.61370717,0.45550028,0.63519313,0.94077834,0.85436893,0.43034826,0.36318408,0.20646766,89.06780698,7.52483391,111.175,0.168341708,0.510050251,0.32160804,0.814154037,669242
19600,Bryan De La Cruz,MIA,153,626,149,98,32,0,19,60,78,4,0.063897763,0.22683706,0.153713299,0.307328605,0.257340241,0.273,0.308686236,0.331,0.41105354,0.445,0.304,89.83967967,-11.58850359,-12.86312246,2.459751477,-3.708975807,-0.317322178,0.28169014,0.08803612,0.42437923,0.32625786,0.68619247,0.50060803,0.6,0.79878049,0.73198381,0.38235294,0.36199095,0.25565611,89.89402406,11.76337713,110.981,0.233031674,0.409502262,0.357466063,0.79202598,650559
21707,Oswaldo Cabrera,NYY,115,330,63,47,11,0,5,35,29,8,0.075757575,0.218181818,0.087248323,0.260089686,0.211409395,0.211,0.255628071,0.259,0.298657718,0.309,0.275229357,57.93476309,-16.47866015,-3.558045268,4.896242291,0.154311883,-0.867629473,0.347222222,0.03463203,0.32467532,0.27721088,0.7093207,0.5012285,0.56441718,0.86859688,0.7875817,0.3982684,0.34632035,0.25541126,87.78438388,13.39456676,106.834,0.154545454,0.45,0.395454545,0.787337167,665828
23792,Alek Thomas,ARI,125,402,86,55,17,5,9,51,39,9,0.047263681,0.213930348,0.144385026,0.273049645,0.229946524,0.251,0.278182761,0.291,0.37433155,0.373,0.2725,70.38324405,-9.917889156,-0.929616809,7.169705496,4.831770447,0.28031863,0.220930232,0.05119454,0.40955631,0.35021708,0.61027569,0.48959033,0.54958678,0.87474333,0.76680384,0.40614334,0.36860068,0.22525597,88.88582301,2.197195119,110.86,0.189655172,0.555172413,0.255172413,0.78335017,677950
16357,Pablo Reyes,BOS,64,185,48,37,9,0,2,27,20,7,0.075675675,0.113513513,0.089820359,0.315068493,0.287425149,0.265,0.314746102,0.31,0.377245508,0.393,0.338797814,93.15244049,-0.752510603,-0.027160287,5.030624332,0.765378776,0.555951458,0.666666666,0.04,0.36,0.21005917,0.60377358,0.41607898,0.69014085,0.91517857,0.86101695,0.47333333,0.30666667,0.22,88.08237473,14.66361463,109.17,0.179310344,0.420689655,0.4,0.77817413,622569
5933,Jean Segura,MIA,85,326,66,56,5,2,3,25,21,6,0.067484662,0.144171779,0.059800665,0.250996015,0.219269102,0.239,0.249558131,0.281,0.279069767,0.34,0.276923076,50.20113379,-21.67148205,-2.197857738,4.368557395,-1.559470347,-1.275679558,0.468085106,0.03529412,0.38823529,0.37248841,0.64607679,0.50401284,0.69709544,0.89405685,0.81847134,0.34117647,0.4,0.25882353,88.03031693,2.876190793,113.995,0.151394422,0.58565737,0.262948207,0.750157474,516416
25816,Shea Langeliers,OAK,135,490,92,47,19,4,22,52,63,3,0.069387755,0.291836734,0.207589286,0.245614035,0.205357142,0.211,0.290298119,0.297,0.412946428,0.423,0.26789366,85.92060912,-8.142369554,-1.726140261,4.357981448,0.123956369,0.694380978,0.237762237,0.13311688,0.44155844,0.30978261,0.67932068,0.50234253,0.47368421,0.77647059,0.68704663,0.46103896,0.29545455,0.24350649,90.59953303,19.59163783,113.365,0.146579804,0.364820846,0.488599348,0.749160893,669127
