playerid,Name,Team,G,PA,H,1B,2B,3B,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,xBA,wOBA,xwOBA,SLG,xSLG,OBP,wRC+,Off,Def,Spd,BsR,WAR,BB/K,Barrel%,HardHit%,O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Pull%,Cent%,Oppo%,EV,LA,maxEV,LD%,GB%,FB%,Clutch,MLBAMID
17766,DJ Stewart,NYM,58,185,39,19,9,0,11,21,26,1,0.081081081,0.302702702,0.2625,0.29787234,0.24375,0.232,0.358074785,0.339,0.50625,0.462,0.333333333,129.1178444,6.56739952,-4.904368162,2.009316285,-0.106035066,0.792626598,0.267857142,0.12149533,0.43925234,0.27368421,0.74728261,0.50668449,0.39423077,0.76727273,0.66490765,0.61320755,0.26415094,0.12264151,89.89446552,16.50777377,108.765,0.182692307,0.384615384,0.432692307,-0.254276098,621466
18819,Andy Ibáñez,DET,114,383,94,58,23,2,11,42,41,1,0.062663185,0.180156657,0.168539326,0.299638989,0.264044943,0.271,0.320429586,0.331,0.432584269,0.446,0.311518324,104.0407917,1.214096826,2.600829735,3.245491886,-0.64027923,1.692341679,0.347826086,0.0899654,0.42560554,0.35561878,0.68796434,0.5181686,0.604,0.88984881,0.78962132,0.34948097,0.39100346,0.25951557,89.05475555,12.9239838,109.636,0.159722222,0.4375,0.402777777,-0.254373582,628451
19326,Bryan Reynolds,PIT,145,640,151,91,31,5,24,85,84,12,0.0828125,0.215625,0.196864111,0.303827751,0.263066202,0.28,0.337591147,0.36,0.459930313,0.49,0.3296875,109.2525159,8.660126697,-9.652349472,5.779491331,1.324144423,2.069423916,0.384057971,0.11085973,0.47058824,0.2701107,0.71061644,0.47403884,0.46994536,0.85301205,0.73578595,0.39366516,0.33257919,0.27375566,90.9093502,10.91508003,112.62,0.239819004,0.429864253,0.330316742,-0.257009793,668804
29766,Zack Gelof,OAK,69,300,72,37,20,1,14,40,32,14,0.086666666,0.273333333,0.237037037,0.331428571,0.266666666,0.253,0.35695949,0.333,0.503703703,0.448,0.336666666,132.1250668,13.78851338,3.053594947,5.833713601,2.240750103,2.707071819,0.31707317,0.11111111,0.40740741,0.28545455,0.70082645,0.5030303,0.47133758,0.75471698,0.67814114,0.46560847,0.34920635,0.18518519,89.75174535,11.76606913,108.5,0.255319148,0.409574468,0.335106382,-0.257059996,680869
19627,Brent Rooker,OAK,137,526,114,63,20,1,30,61,69,4,0.093155893,0.326996197,0.241900648,0.316981132,0.246220302,0.237,0.348247941,0.343,0.48812095,0.478,0.328897338,126.0869011,15.69703493,-12.59551668,3.277009286,-0.744441529,2.111034037,0.28488372,0.1559322,0.49491525,0.28816621,0.6430622,0.46050186,0.35736677,0.78720238,0.64883956,0.34237288,0.41016949,0.24745763,91.64087659,17.64345869,112.597,0.193220338,0.33559322,0.47118644,-0.261051808,667670
17907,Brendan Rodgers,COL,46,192,46,32,9,1,4,21,20,0,0.057291666,0.213541666,0.129213483,0.315789473,0.258426966,0.256,0.306527184,0.321,0.387640449,0.428,0.3125,77.85253864,-5.668001835,1.256448656,2.522574115,-0.400027637,0.210600705,0.268292682,0.10948905,0.40145985,0.29375,0.64095745,0.48132184,0.4787234,0.87136929,0.76119403,0.32846715,0.4379562,0.23357664,88.28252815,4.78791397,111.002,0.167883211,0.532846715,0.299270072,-0.264927438,663898
10200,Tucker Barnhart,CHC,47,123,22,18,3,0,1,6,9,1,0.097560975,0.341463414,0.055045871,0.313432835,0.201834862,0.177,0.249576228,0.234,0.256880733,0.229,0.284552845,55.4087926,-7.887107052,5.852787971,2.29024212,-1.092367707,0.213875603,0.285714285,0.01470588,0.23529412,0.26666667,0.63498099,0.45924453,0.5625,0.8502994,0.77056277,0.44117647,0.32352941,0.23529412,86.97337045,16.54818498,103.613,0.19117647,0.455882352,0.352941176,-0.266021913,571466
14854,Mike Yastrzemski,SFG,106,381,77,38,23,1,15,54,43,2,0.118110236,0.259842519,0.212121212,0.285714285,0.233333333,0.232,0.332923288,0.325,0.445454545,0.419,0.329815303,110.7016753,4.609265349,-1.068470001,3.499086755,-0.441942092,1.643934587,0.454545454,0.0982906,0.44017094,0.1997319,0.60096735,0.41068023,0.55704698,0.85513078,0.78637771,0.43589744,0.36324786,0.2008547,90.04847691,19.60754768,110.113,0.218340611,0.323144104,0.458515283,-0.267532032,573262
31166,Heston Kjerstad,BAL,13,33,7,4,1,0,2,3,3,0,0.06060606,0.303030303,0.233333333,0.277777777,0.233333333,0.269,0.317934543,0.365,0.466666666,0.553,0.28125,103.73727,0.345033354,-0.590627223,0.410714278,0.197258345,0.088548067,0.2,0.19047619,0.52380952,0.33333333,0.63636364,0.46774194,0.47826087,0.77142857,0.65517241,0.4,0.35,0.25,92.34094849,19.32458649,107.59,0.25,0.3,0.45,-0.270509147,677008
12775,Brad Miller,TEX,27,67,12,7,4,0,1,8,6,0,0.149253731,0.164179104,0.125,0.244444444,0.214285714,0.228,0.300237737,0.316,0.339285714,0.363,0.328358208,88.87827956,-0.831448561,-2.280808099,1.601190471,0.061403191,-0.080844916,0.909090909,0.06521739,0.2826087,0.23489933,0.57042254,0.39862543,0.65714286,0.86419753,0.80172414,0.32608696,0.47826087,0.19565217,87.53545877,7.711393273,107.95,0.195652173,0.456521739,0.347826086,-0.270581123,543543
20325,Alex Kirilloff,MIN,88,319,76,50,14,1,11,35,41,1,0.087774294,0.250783699,0.174377224,0.336787564,0.270462633,0.261,0.342845355,0.334,0.444839857,0.425,0.347962382,119.065574,5.383118054,-10.52588511,2.890258217,-1.904290957,0.579877495,0.35,0.07352941,0.37745098,0.32884903,0.64223386,0.47342995,0.59090909,0.83967391,0.74659864,0.35784314,0.35784314,0.28431373,88.62660846,12.37282547,108.672,0.308823529,0.397058823,0.294117647,-0.271955264,666135
20572,Kody Clemens,PHI,49,148,32,21,7,0,4,15,13,0,0.054054054,0.27027027,0.136690647,0.294736842,0.230215827,0.224,0.280737912,0.271,0.366906474,0.347,0.277027027,73.14704111,-4.706569146,-0.054873943,1.427579359,0.216912466,0.026635403,0.2,0.06060606,0.4040404,0.29929577,0.62769231,0.47454844,0.58823529,0.79901961,0.73702422,0.48484848,0.31313131,0.2020202,90.44121883,15.24571398,108.854,0.222222222,0.414141414,0.363636363,-0.274801357,665019
25845,Michael Toglia,COL,45,152,23,14,5,0,4,18,9,1,0.065789473,0.328947368,0.120567376,0.218390804,0.163120567,0.203,0.225498276,0.255,0.283687943,0.313,0.22368421,23.53204075,-14.96632522,-1.519605517,3.755379474,-0.567019721,-1.128948929,0.2,0.05494505,0.43956044,0.31879195,0.68794326,0.49827586,0.25263158,0.82474227,0.6366782,0.40659341,0.2967033,0.2967033,90.19533396,16.68592784,113.058,0.175824175,0.395604395,0.428571428,-0.278637208,669911
17992,David Fletcher,LAA,33,97,22,19,1,0,2,7,12,0,0.072164948,0.092783505,0.078651685,0.256410256,0.247191011,0.229,0.27574275,0.25,0.325842696,0.281,0.302083333,70.12048589,-3.813663838,-0.115564764,0.675264546,-0.340879267,-0.059549432,0.777777777,0,0.19753086,0.34437086,0.63636364,0.50152905,0.75,0.91071429,0.8597561,0.33333333,0.39506173,0.27160494,83.25857346,9.343041053,102.691,0.179487179,0.461538461,0.358974358,-0.278911518,664058
13620,Carson Kelly,- - -,52,151,28,21,5,0,2,13,13,1,0.092715231,0.264900662,0.080882353,0.27368421,0.205882352,0.185,0.254986135,0.245,0.286764705,0.279,0.278145695,56.27795304,-8.785879437,4.449413657,2.874860695,-0.716909294,0.081379437,0.35,0.02061856,0.31958763,0.27307692,0.61204013,0.45438283,0.53521127,0.79781421,0.72440945,0.35051546,0.3814433,0.26804124,86.82746557,15.55683002,107.33,0.164948453,0.422680412,0.412371134,-0.279332728,608348
18054,Sam Haggerty,SEA,52,108,23,18,3,1,1,13,5,10,0.138888888,0.157407407,0.087912088,0.301369863,0.252747252,0.266,0.321069631,0.324,0.34065934,0.329,0.364485981,109.645386,2.423740905,-4.741113186,7.512524082,1.175564569,0.138860212,0.882352941,0.01333333,0.26666667,0.235,0.70892019,0.47941889,0.53191489,0.87417219,0.79292929,0.46666667,0.30666667,0.22666667,85.93464289,12.0653835,108.169,0.216216216,0.445945945,0.337837837,-0.280155268,664059
27604,Alika Williams,PIT,46,112,20,15,5,0,0,7,6,0,0.080357142,0.3125,0.049504951,0.303030303,0.198019801,0.198,0.238252137,0.244,0.247524752,0.263,0.27027027,42.65721555,-8.359435221,1.086741745,1.026477828,-0.403059965,-0.345750794,0.257142857,0.02985075,0.25373134,0.28959276,0.64135021,0.47161572,0.40625,0.81578947,0.69444444,0.40298507,0.3880597,0.20895522,83.38631439,10.10102081,106.361,0.21875,0.46875,0.3125,-0.280613009,675961
14950,Johan Camargo,SFG,8,20,4,4,0,0,0,0,2,0,0.05,0.2,0,0.285714285,0.222222222,0.357,0.247602654,0.373,0.222222222,0.404,0.3,53.50407246,-1.224053178,-1.20121865,0.14285714,-0.07202429,-0.174080614,0.25,0,0.5,0.375,0.63414634,0.50617284,0.6,0.80769231,0.73170732,0.5,0.35714286,0.14285714,90.00355748,1.140856811,105.086,0.428571428,0.571428571,0,-0.280914539,622666
21497,Luken Baker,STL,33,99,18,13,3,0,2,9,10,0,0.131313131,0.313131313,0.104651163,0.301886792,0.209302325,0.237,0.285446348,0.32,0.313953488,0.384,0.313131313,78.37198464,-4.132498911,-2.96280241,1.026477828,-1.479907728,-0.372106624,0.419354838,0.07272727,0.52727273,0.22368421,0.61818182,0.41741071,0.35294118,0.82352941,0.69518717,0.38181818,0.38181818,0.23636364,93.06625533,16.89540017,111.106,0.236363636,0.363636363,0.4,-0.281104073,663609
27845,Matt Mervis,CHC,27,99,15,10,2,0,3,8,11,0,0.08080808,0.323232323,0.122222222,0.218181818,0.166666666,0.234,0.238569736,0.317,0.288888888,0.427,0.242424242,48.0302145,-7.69635727,-2.142136782,1.08035714,-1.322467085,-0.64565095,0.25,0.13793103,0.5,0.296875,0.69014085,0.5037037,0.42105263,0.80952381,0.70098039,0.55172414,0.32758621,0.12068966,91.04038172,8.41274489,111.836,0.189655172,0.465517241,0.344827586,-0.281691011,670223
22515,Heliot Ramos,SFG,25,60,10,5,4,0,1,5,2,0,0.066666666,0.333333333,0.125,0.257142857,0.178571428,0.193,0.236257309,0.259,0.303571428,0.345,0.233333333,45.89833286,-4.073399108,0.3947317,1.440934059,-0.051970563,-0.163543222,0.2,0.13888889,0.41666667,0.29752066,0.696,0.5,0.38888889,0.86206897,0.72357724,0.30555556,0.38888889,0.30555556,90.87109375,13.43484856,112.689,0.088235294,0.5,0.411764705,-0.281727733,671218
13355,Luke Maile,CIN,78,199,42,26,10,0,6,17,25,2,0.070351758,0.246231155,0.156424581,0.29032258,0.234636871,0.234,0.306973783,0.315,0.391061452,0.416,0.308080808,84.81833602,-4.564065652,2.048132896,2.542044051,-0.821314875,0.42334374,0.285714285,0.10687023,0.33587786,0.26203209,0.61734694,0.44386423,0.56122449,0.83884298,0.75882353,0.4351145,0.35114504,0.21374046,87.6745473,14.69758452,105.968,0.193798449,0.426356589,0.379844961,-0.282407551,571912
24589,Richie Palacios,STL,32,102,24,12,6,0,6,9,16,2,0.058823529,0.107843137,0.258064516,0.233766233,0.258064516,0.243,0.346326814,0.305,0.516129032,0.414,0.306930693,119.1852857,2.799619288,-2.464434385,3.280895469,0.375316273,0.379007115,0.545454545,0.07142857,0.33333333,0.19459459,0.65919283,0.44852941,0.66666667,0.91836735,0.86885246,0.45238095,0.33333333,0.21428571,88.09810923,6.313180946,106.792,0.13253012,0.530120481,0.337349397,-0.282807118,680700
29617,Henry Davis,PIT,62,255,48,31,10,0,7,27,24,3,0.098039215,0.270588235,0.137777778,0.273333333,0.213333333,0.223,0.287488962,0.291,0.351111111,0.344,0.301960784,75.66480382,-10.42985226,-7.588461161,2.618812508,-2.742204255,-0.932782916,0.36231884,0.07006369,0.41401274,0.30885122,0.59,0.44519884,0.53658537,0.85762712,0.74291939,0.49044586,0.33121019,0.17834395,88.59439067,12.47342677,109.918,0.184713375,0.445859872,0.369426751,-0.292831577,680779
15112,Ryan McMahon,COL,152,627,133,76,31,3,23,80,70,5,0.10845295,0.315789473,0.190990991,0.326409495,0.239639639,0.245,0.324937269,0.335,0.43063063,0.445,0.322169059,90.19436815,-10.65919317,7.497292757,3.916677817,-3.042585558,1.809024149,0.343434343,0.11388889,0.44166667,0.2686109,0.65740097,0.4726477,0.50571429,0.77061311,0.69907407,0.34722222,0.375,0.27777778,90.75690686,9.653754719,113.225,0.231843575,0.432960893,0.33519553,-0.293559906,641857
26289,Gunnar Henderson,BAL,150,622,143,77,29,9,28,100,82,10,0.090032154,0.255627009,0.233928572,0.305851063,0.255357142,0.261,0.345751301,0.346,0.489285714,0.472,0.324758842,123.0176747,22.95694558,3.294220835,6.859125441,5.802194854,4.748297152,0.352201257,0.11386139,0.51732673,0.26041667,0.65841979,0.46777547,0.54333333,0.83272727,0.75555556,0.39851485,0.35148515,0.25,91.99732475,11.41562912,113.774,0.190594059,0.450495049,0.358910891,-0.293841188,683002
3473,Anthony Rizzo,NYY,99,421,91,65,14,0,12,45,41,0,0.083135391,0.2304038,0.134048257,0.298113207,0.243967828,0.246,0.312379626,0.319,0.378016085,0.393,0.327790973,97.27050952,-4.974870541,-1.634140968,1.802800099,-3.597990012,0.78305767,0.360824742,0.06859206,0.37184116,0.33574007,0.63170441,0.48443114,0.56630824,0.87924528,0.77132262,0.44404332,0.36101083,0.19494585,89.98039773,17.81790838,110.572,0.257246376,0.333333333,0.409420289,-0.296464248,519203
22275,Jake Burger,- - -,141,540,123,60,28,1,34,71,80,1,0.059259259,0.275925925,0.268292682,0.284345047,0.25,0.27,0.349012236,0.359,0.518292682,0.512,0.309259259,119.8647088,12.33183491,-8.406545997,2.541651091,-0.780365627,2.233034528,0.2147651,0.16714697,0.49279539,0.37887597,0.70374016,0.54003906,0.45780051,0.80559441,0.68264014,0.48991354,0.32853026,0.1815562,91.87458228,12.26023485,118.236,0.18443804,0.429394812,0.386167146,-0.304280104,669394
15585,Mike Ford,SEA,84,251,50,28,6,0,16,32,34,0,0.095617529,0.322709163,0.246575342,0.276422764,0.228310502,0.202,0.342720443,0.314,0.474885844,0.416,0.322709163,124.6520389,5.850555057,-6.889858723,1.241995065,-1.563556962,0.756137674,0.296296296,0.17266187,0.44604317,0.23719165,0.62574257,0.42732558,0.472,0.80696203,0.71201814,0.45323741,0.35251799,0.1942446,88.84253457,20.95376609,111.143,0.187050359,0.316546762,0.496402877,-0.306749821,645801
18882,Brandon Lowe,TBR,109,436,87,50,15,1,21,58,68,7,0.114678899,0.272935779,0.212201592,0.275,0.23076923,0.235,0.333920429,0.341,0.442970822,0.449,0.327981651,116.235699,9.728955691,4.033183336,4.861018748,1.247116045,2.865798854,0.420168067,0.10727969,0.47509579,0.31336406,0.72352941,0.51629802,0.42279412,0.82926829,0.70462232,0.49425287,0.36015326,0.14559387,91.35757154,15.98587165,110.748,0.145593869,0.406130268,0.448275862,-0.310864831,664040
11902,Hanser Alberto,CHW,30,90,18,10,5,0,3,11,16,0,0.044444444,0.144444444,0.170731707,0.223880597,0.219512195,0.241,0.279159994,0.274,0.390243902,0.345,0.261363636,73.74303093,-3.325745083,-2.491457701,2.149436084,-0.494224778,-0.271791274,0.307692307,0.04166667,0.22222222,0.46564885,0.81690141,0.64835165,0.6557377,0.90517241,0.81920904,0.54166667,0.22222222,0.23611111,84.30819292,15.50022957,104.644,0.23880597,0.343283582,0.417910447,-0.311947321,593643
12984,Jackie Bradley Jr.,KCR,43,113,14,8,5,0,1,10,6,0,0.044247787,0.256637168,0.076190476,0.173333333,0.133333333,0.187,0.180488595,0.246,0.209523809,0.324,0.1875,1.415448601,-13.59077925,4.111836892,2.64285714,-0.242665893,-0.558146685,0.172413793,0.07792208,0.35064935,0.38121547,0.64757709,0.52941176,0.44927536,0.79591837,0.68518519,0.55844156,0.2987013,0.14285714,88.13547526,5.343511963,107.631,0.131578947,0.513157894,0.355263157,-0.313648812,598265
16725,Jose Trevino,NYY,55,168,33,25,4,0,4,15,15,0,0.047619047,0.13095238,0.101910828,0.221374045,0.210191082,0.245,0.251940563,0.279,0.31210191,0.344,0.257485029,55.37887029,-10.30810344,11.74607342,1.375965246,-1.325909634,0.718857331,0.363636363,0.02941176,0.31617647,0.38557994,0.52881356,0.45439739,0.7398374,0.92307692,0.84229391,0.375,0.375,0.25,85.78235677,9.566455078,106.821,0.185185185,0.511111111,0.303703703,-0.315626896,624431
20308,Jake Meyers,HOU,112,341,70,43,16,1,10,42,33,5,0.076246334,0.258064516,0.155339806,0.283018867,0.226537216,0.213,0.296723122,0.283,0.381877022,0.357,0.296187683,87.96183875,-4.184951407,4.993490338,4.641862999,0.733712108,1.248685576,0.295454545,0.06306306,0.27927928,0.26572327,0.67489115,0.47849057,0.44378698,0.84946237,0.74132492,0.42792793,0.31531532,0.25675676,85.99026989,13.86667813,108.34,0.172727272,0.422727272,0.404545454,-0.318388806,676694
23772,Wilyer Abreu,BOS,28,85,24,16,6,0,2,10,14,3,0.105882352,0.270588235,0.157894737,0.431372549,0.315789473,0.268,0.374758505,0.357,0.47368421,0.481,0.388235294,134.7483527,3.24067935,0.164532632,3.847192518,-0.298362722,0.630717906,0.391304347,0.09433962,0.49056604,0.26086957,0.63841808,0.44598338,0.58333333,0.74336283,0.69565217,0.39622642,0.28301887,0.32075472,91.25024414,11.86409466,109.386,0.207547169,0.415094339,0.37735849,-0.32380922,677800
23378,Jose Barrero,CIN,46,149,29,19,8,0,2,15,17,3,0.10067114,0.295302013,0.105263158,0.306818181,0.218045112,0.219,0.276275328,0.277,0.32330827,0.325,0.295302013,64.23857772,-6.892433535,-2.965721726,3.457981213,-0.291284936,-0.478207931,0.34090909,0.03333333,0.35555556,0.33009709,0.69454545,0.50171233,0.41176471,0.80628272,0.66894198,0.46666667,0.34444444,0.18888889,87.46376295,17.15451496,108.748,0.222222222,0.4,0.377777777,-0.326212516,676480
19262,Garrett Hampson,MIA,98,252,61,45,12,1,3,30,23,5,0.091269841,0.265873015,0.104072398,0.379084967,0.276018099,0.239,0.322908502,0.291,0.380090497,0.329,0.34939759,99.37406136,1.292686779,-3.841279328,5.368838361,1.488098567,0.599654788,0.343283582,0.02515723,0.28301887,0.25485961,0.5703125,0.42051282,0.55084746,0.83561644,0.75365854,0.34591195,0.32704403,0.32704403,86.6007311,11.83068518,108.519,0.24,0.426666666,0.333333333,-0.327857201,641658
16451,Luis Guillorme,NYM,54,120,24,16,6,1,1,12,9,0,0.083333333,0.233333333,0.102803738,0.29113924,0.224299065,0.193,0.268540536,0.236,0.327102803,0.262,0.288135593,69.09550067,-4.798238482,-2.745383322,3.101190471,-0.20391663,-0.345662516,0.357142857,0.01219512,0.25609756,0.24892704,0.55241935,0.40540541,0.72413793,0.89781022,0.84615385,0.2195122,0.40243902,0.37804878,85.87076617,11.81337072,100.354,0.227848101,0.405063291,0.367088607,-0.328361729,641645
16424,Jordan Luplow,- - -,39,90,16,11,3,0,2,11,5,2,0.133333333,0.3,0.116883117,0.291666666,0.207792207,0.194,0.290205788,0.273,0.324675324,0.289,0.322222222,82.41553773,-0.964096058,-1.153709203,4.608011805,0.932191431,0.097103405,0.444444444,0.06,0.32,0.2568306,0.70558376,0.48947368,0.5106383,0.72661871,0.67204301,0.38,0.44,0.18,85.35276016,14.08959914,106.172,0.102040816,0.510204081,0.387755102,-0.328482346,656669
26477,Spencer Horwitz,TOR,15,44,10,7,2,0,1,5,7,0,0.09090909,0.272727272,0.128205128,0.346153846,0.256410256,0.219,0.322249804,0.296,0.384615384,0.354,0.34090909,105.4588288,0.130092799,-0.197302878,1.440934059,-0.157703185,0.14401541,0.333333333,0.07407407,0.37037037,0.28395062,0.65909091,0.47928994,0.39130435,0.87931034,0.74074074,0.55555556,0.25925926,0.18518519,86.96593786,1.525150158,103.504,0.185185185,0.629629629,0.185185185,-0.330267986,687462
12147,Nick Ahmed,ARI,72,210,42,29,10,1,2,14,17,5,0.057142857,0.247619047,0.090909091,0.277777777,0.212121212,0.226,0.247424136,0.263,0.303030303,0.325,0.257142857,49.76314904,-12.48002404,6.281510353,4.763425156,0.58951171,0.093394759,0.23076923,0.02739726,0.31506849,0.3315508,0.64676617,0.49484536,0.58870968,0.81923077,0.74479167,0.43150685,0.32191781,0.24657534,85.17034138,12.8278714,108.379,0.25,0.409722222,0.340277777,-0.334136754,605113
19918,Daulton Varsho,TOR,158,581,116,70,23,3,20,65,61,16,0.077452667,0.232358003,0.168880456,0.256,0.220113851,0.232,0.292560005,0.302,0.388994307,0.394,0.284974093,84.88017826,-8.162558248,8.99798274,5.391160056,2.363248242,2.073461618,0.333333333,0.07304786,0.36020151,0.28205128,0.68386568,0.49416342,0.58116883,0.86107784,0.78565179,0.50757576,0.26262626,0.22979798,87.83261149,20.54148059,112.457,0.203166226,0.324538258,0.472295514,-0.339585963,662139
18042,Dylan Moore,SEA,67,165,30,13,9,1,7,18,19,7,0.096969696,0.339393939,0.220689655,0.280487804,0.206896551,0.203,0.316986893,0.317,0.427586206,0.432,0.303030303,106.8155512,1.220581761,-2.054087579,6.015958013,-0.126883285,0.48207525,0.285714285,0.16853933,0.43820225,0.26332288,0.63360882,0.46041056,0.41666667,0.77391304,0.67834395,0.50561798,0.28089888,0.21348315,89.03460762,21.39785184,109.045,0.13483146,0.292134831,0.573033707,-0.343332415,664238
23401,José Caballero,SEA,104,280,51,37,9,1,4,37,26,26,0.1,0.235714285,0.0995671,0.284848484,0.22077922,0.205,0.304501143,0.299,0.32034632,0.303,0.342857142,98.16140431,2.353061333,6.71764338,7.75639451,2.969907467,1.863618941,0.424242424,0.03550296,0.23076923,0.28853047,0.55670103,0.4254386,0.60869565,0.87345679,0.78556701,0.4852071,0.29585799,0.21893491,83.31441804,21.45594358,108.418,0.19760479,0.323353293,0.479041916,-0.345168542,676609
18126,LaMonte Wade Jr.,SFG,135,519,110,77,14,2,17,64,45,2,0.146435452,0.183044315,0.160839161,0.289719626,0.256410256,0.261,0.347133345,0.36,0.417249417,0.45,0.372815533,120.2278727,11.53445591,-10.97460079,3.373761306,-1.47131283,1.81423657,0.8,0.09064327,0.39766082,0.17602996,0.61181026,0.39029034,0.52659574,0.88132911,0.8,0.43274854,0.31578947,0.25146199,88.35253026,17.3967636,111.542,0.206586826,0.38023952,0.413173652,-0.348662431,664774
19950,Andrés Giménez,CLE,153,616,140,93,27,5,15,76,62,30,0.051948051,0.181818181,0.147217235,0.288683602,0.251346499,0.245,0.309137131,0.297,0.398563734,0.367,0.31372549,96.26601302,1.382914472,15.65649486,7.049859406,4.138958107,3.809171371,0.285714285,0.05530973,0.2699115,0.4001692,0.67955326,0.53878943,0.63424947,0.85082174,0.76977848,0.43141593,0.32300885,0.24557522,84.83556932,13.11186467,108.79,0.173913043,0.453089244,0.372997711,-0.349684085,665926
27735,Brett Wisely,SFG,51,131,21,14,5,0,2,10,8,2,0.06870229,0.305343511,0.091666666,0.240506329,0.175,0.181,0.221889523,0.238,0.266666666,0.295,0.23076923,36.26639662,-10.97102463,2.653697252,3.382104847,-0.627745929,-0.385545714,0.225,0.07317073,0.32926829,0.33457249,0.69083969,0.51035782,0.58888889,0.77348066,0.71217712,0.40243902,0.31707317,0.2804878,85.89283178,17.92007248,108.355,0.233766233,0.376623376,0.389610389,-0.349902888,689172
18889,Danny Mendick,NYM,35,69,12,8,3,0,1,4,4,1,0.057971014,0.217391304,0.092307692,0.224489795,0.184615384,0.207,0.22578674,0.245,0.276923076,0.304,0.231884057,40.43403227,-6.016447106,-4.320108559,3.381744394,-0.9247126,-0.796958561,0.266666666,0.04,0.4,0.25,0.58974359,0.44202899,0.6,0.84782609,0.78688525,0.32,0.38,0.3,89.14417969,11.0271167,104.396,0.18,0.48,0.34,-0.353830595,664901
15124,Tim Locastro,NYM,43,67,13,8,3,0,2,13,3,6,0.044776119,0.328358208,0.160714285,0.34375,0.232142857,0.22,0.326823204,0.315,0.392857142,0.367,0.338461538,108.1672793,2.115743442,0.09859848,7.5,1.43783558,0.447809449,0.136363636,0.08333333,0.22222222,0.40540541,0.60629921,0.51260504,0.6,0.75324675,0.69672131,0.47222222,0.27777778,0.25,83.26704545,22.2125762,105.57,0.212121212,0.303030303,0.484848484,-0.354665402,641796
19983,Conner Capel,OAK,32,86,19,14,5,0,0,6,3,5,0.139534883,0.290697674,0.068493151,0.395833333,0.260273972,0.237,0.321525111,0.302,0.328767123,0.295,0.372093023,107.564722,0.453684306,-3.13783145,3.581299342,-0.325829842,0.026927623,0.48,0,0.1875,0.23976608,0.57692308,0.41359773,0.43902439,0.83809524,0.7260274,0.41666667,0.27083333,0.3125,86.3604087,13.12348711,104.589,0.29787234,0.382978723,0.319148936,-0.357655259,668843
9241,Starling Marte,NYM,86,341,78,65,7,1,5,38,28,24,0.046920821,0.202346041,0.076190476,0.302904564,0.247619047,0.261,0.277831731,0.312,0.323809523,0.402,0.300884955,75.32417067,-6.774260754,-7.682760715,6.561345886,3.649983879,-0.286285613,0.231884057,0.05645161,0.39516129,0.37264151,0.69194313,0.53191489,0.51476793,0.87899543,0.75111111,0.36290323,0.34677419,0.29032258,88.16249677,6.2540944,110.85,0.181069958,0.522633744,0.296296296,-0.369187833,516782
21501,Trevor Larnach,MIN,58,212,39,21,7,3,8,26,40,1,0.12735849,0.339622641,0.202185792,0.295238095,0.213114754,0.215,0.313139523,0.323,0.415300546,0.431,0.311320754,98.4758104,-0.152177176,-5.131498098,4.846203499,0.234997937,0.199309089,0.375,0.13274336,0.49557522,0.23123732,0.61848341,0.40983607,0.35087719,0.78544061,0.65333333,0.39823009,0.4159292,0.18584071,90.12074806,17.52556023,111.977,0.194690265,0.327433628,0.477876106,-0.372717443,663616
21078,Trey Cabbage,LAA,22,56,11,7,3,0,1,5,7,1,0.035714285,0.464285714,0.113207547,0.37037037,0.207547169,0.14,0.237588267,0.179,0.320754716,0.239,0.232142857,43.67477727,-3.853714428,-0.337664247,3.553981206,-0.074308646,-0.226131625,0.076923076,0.07142857,0.32142857,0.45689655,0.85858586,0.64186047,0.26415094,0.67058824,0.51449275,0.35714286,0.35714286,0.28571429,86.65969413,4.637322017,112.844,0.178571428,0.571428571,0.25,-0.373918761,663550
4892,Mike Moustakas,- - -,112,386,87,60,15,0,12,43,48,0,0.059585492,0.246113989,0.144886364,0.296442687,0.24715909,0.217,0.29388479,0.27,0.392045454,0.352,0.292746113,77.70082462,-12.24386262,-5.360084832,1.494897953,-1.941079765,-0.438294867,0.242105263,0.05660377,0.36981132,0.34992888,0.69026549,0.53012048,0.54471545,0.83516484,0.74494949,0.40377358,0.33207547,0.26415094,89.02647195,17.9794688,112.925,0.211320754,0.339622641,0.449056603,-0.376805122,519058
15941,Austin Nola,SDP,52,154,19,15,3,0,1,9,8,0,0.116883116,0.201298701,0.046153846,0.183673469,0.146153846,0.2,0.21967793,0.266,0.192307692,0.263,0.26,36.50282996,-12.26853617,-1.980499387,0.906746027,-0.154369381,-0.899115186,0.580645161,0.00970874,0.25242718,0.16491228,0.55172414,0.37756714,0.5106383,0.9375,0.85355649,0.39805825,0.31067961,0.29126214,85.80094233,15.02639865,106.115,0.166666666,0.40625,0.427083333,-0.379590378,543592
