playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO,MLBAMID
8202,Josh Harrison,PHI,0,0,0,2,0,1.2,0,10.80000412,0,0.615384615,0.5,0.153846153,0,27.0000103,15.22,6.855041733,9.831076025,-0.019218924,1,56.47434304,-3.510631043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.57058824,67.08235294,86.31176471,,543281
8241,David Robertson,- - -,6,6,18,62,0,65.1,10.7448988,3.443877819,0.964285789,0.294871795,0.74438202,0.43125,0.104477611,3.030612481,3.25,3.545856709,3.848528684,1.207871974,,,,0.5321806,93.38890456,13.68179712,0.00096061,93.78759766,-0.036386766,0.01440922,87.88857015,0.6624083,0.18924111,85.07154188,-2.321361668,0.26320845,84.52818488,-0.695281915,,,,,,,,,,,,,,97.62,,,,112.4338028,159.5765799,113.9670175,,124.6735516,97.13562858,104.6441825,,502085
8246,Paolo Espino,WSN,0,0,0,3,0,4,6.750001609,6.750001609,2.250000536,0.619047619,0.38461538,0.227272727,0.142857142,24.7500059,15.78,7.255041313,6.898406798,-0.058778707,0.35643564,88.89560276,-4.674494769,,,,,,,0.03960396,83.39617157,-0.371478397,0.36633663,76.82231181,-1.880746529,0.23762376,71.08910116,1.057337474,,,,,,,,,,,,,,58.175,124.5375,86.38333333,,136.4297297,,,,112.6663366,93.2029703,96.88712871,,502179
8337,Lucas Luetge,ATL,1,0,0,12,0,13.2,9.219513267,4.609756634,1.317073324,0.365853659,0.63063063,0.418604651,0.153846153,7.243903282,4.86,4.864796644,4.53505803,-0.06666486,0.02447552,87.61372593,0.748137988,0.48951049,87.05576869,-5.073700763,,,,,,,0.35314685,76.73700012,1.053393338,0.13286713,73.36522153,1.157298233,,,,,,,,,,,,,,,98.74210526,76.7,,106.0666667,,89.73021583,,95.93310811,99.35709459,101.0702703,,476595
8700,Justin Verlander,- - -,13,8,0,27,27,162.1,7.98357277,2.494866491,0.997946596,0.264770241,0.76923077,0.355179704,0.08490566,3.215605699,3.63,3.84641612,4.564140371,3.347556472,0.50038432,94.44870572,11.56144027,,,,,,,0.04650269,85.27382893,-0.273659538,0.25326672,87.02010622,6.394512165,0.19984627,78.36264273,2.215877622,,,,,,,,,,,,,,102.2380165,105.3707692,96.63264209,,127.4025797,,,,106.2930941,104.2117155,104.6940832,,434378
8779,Wade Miley,MIL,9,4,0,23,23,120.1,5.908587507,2.842105383,1.196675951,0.234463277,0.81632653,0.462809917,0.116788321,3.141274371,4.33,4.69271355,4.846529543,1.067929745,0.19347942,90.47651394,1.630441565,0.44361304,87.10176958,9.986436661,0.04703367,90.53588312,-2.529757306,0.24478888,83.78648676,3.093359835,0.05077499,79.07782175,0.762078468,0.02030999,75.90475946,0.633976784,,,,,,,,,,,,,,83.54086957,78.56341463,78.37369863,87.98023256,113.4706522,,100.6295537,,91.86144114,104.3062706,100.4387239,,489119
9073,Kirby Yates,ATL,7,2,5,61,0,60.1,11.93370266,5.519337482,1.34254155,0.211382114,0.85403727,0.364341085,0.15,3.281768232,4.51,4.630731083,4.335721753,-0.154865324,0.53926206,93.73967242,3.474371213,,,,,,,,,,0.01135289,77.78966777,-0.69326349,0.0037843,76.50140381,-0.390620485,,,,0.44560076,86.17214869,5.294596333,,,,,,,,,,83.8022807,,94.4375,,,129.6394904,104.4393939,94.17945076,91.24195076,,489446
9111,Brad Hand,- - -,5,3,1,60,0,53.2,9.894411813,3.689441693,1.006211371,0.333333333,0.66115702,0.37062937,0.127659574,5.53416254,4.58,4.01901566,4.013565952,0.472304456,0.30610134,92.75086769,-0.35411606,,,,0.19544984,92.85006407,-1.885953203,,,,0.49844881,81.04843304,-1.501280222,,,,,,,,,,,,,,,,,,,64.36335404,81.04171779,106.2814842,,,,92.76672478,95.46751913,94.51975156,,543272
9132,Nathan Eovaldi,TEX,12,5,0,25,25,144,8.25,2.9375,0.9375,0.270557029,0.74496644,0.51025641,0.12,3.625,3.98,3.880040359,3.961074868,2.392702818,0.3718638,95.27142319,3.456670754,0.17607527,90.6995567,5.138434522,,,,,,,0.04032258,83.92195095,-2.92102639,0.13485663,76.06117629,2.57635745,,,,0.27643369,87.97189019,7.954870716,,,,,,,0.00044803,,98.6345515,91.78411552,,100.8744444,,86.48473282,124.6,101.2373087,100.0687219,97.92718272,,543135
9323,Patrick Corbin,WSN,10,15,0,32,32,180,6.2,2.85,1.65,0.309440559,0.70284698,0.442016806,0.162561576,5.2,6.16,5.277262582,4.758542615,0.843981564,0.1628232,91.84457149,-3.348532144,,,,0.42103424,92.17582339,-9.525066927,0.06464011,81.2814981,-3.819234099,0.35150245,80.52820577,-5.696452476,,,,,,,,,,,,,,,,,66.32887701,,64.96612576,86.34187192,84.32275391,,,,80.64468524,100.9437908,94.71066391,,571578
9434,Dallas Keuchel,MIN,2,1,0,10,6,37.2,5.973451731,4.300885246,0.716814208,0.338709677,0.65789474,0.527559055,0.1,5.973451731,5.59,4.555925403,4.837356023,0.159556124,,,,0.25379939,84.65081458,-4.398468792,0.34650456,87.27058919,0.894876957,0.27051672,80.20315517,-1.040152557,0.12917933,78.19779986,0.051756628,,,,,,,,,,,,,,,,,73.60393258,,,63.84868421,63.99882353,,92.39580838,,73.75227964,97.71443769,94.10121581,,572971
9761,Joe Kelly,- - -,2,5,1,42,0,39.1,13.72881533,4.1186446,0.686440767,0.305882353,0.60267857,0.579545454,0.142857142,4.1186446,2.88,2.721141985,2.612338247,0.847238332,0.13342697,99.22968493,-2.873625457,,,,0.33707865,98.87980347,1.701313786,0.1011236,89.24116474,1.451875653,0.25421348,91.806673,3.137144104,0.1741573,89.54285062,2.643472064,,,,,,,,,,,,,,106.8592105,,107.2283186,94.71926606,133.2423913,126.5570248,,,112.4468395,99.68493691,105.7335142,,523260
9803,Miles Mikolas,STL,9,13,0,35,35,201.1,6.12417234,1.743377527,1.162251685,0.307692308,0.68892646,0.388392857,0.098484848,4.783112704,5.44,4.273252306,4.762415545,3.05723691,0.26095119,93.52963879,-0.996797744,,,,0.24249061,92.86288306,-13.01037869,0.05413016,84.52425036,4.852067243,0.24249061,86.61412298,5.312725298,0.19899875,76.03461576,-5.977686495,0.00093867,66.25980123,0.100790475,,,,,,,,,,,57.55639535,94.51721959,74.23701923,85.61786632,108.0869845,,,,88.47947434,107.5163329,101.4937735,,571945
10028,Christian Bethancourt,TBR,0,0,0,1,0,0.1,0,0,27.00002816,0.666666667,0,0,0.5,81.00008449,21.25,42.25508104,13.17516123,-0.065169953,,,,,,,,,,1,65.32108154,-2.333064809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542194
10030,Chris Owings,PIT,0,0,0,1,0,1,0,0,0,0.333333333,1,0.166666666,0,0,5.44,3.255040359,8.215095621,0.006605306,1,49.30069987,-0.597746484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572008
10061,Brooks Raley,NYM,1,2,3,66,0,54.2,10.0426862,4.115854999,0.6585368,0.285714286,0.80691643,0.429577464,0.072727272,2.798781399,3.35,3.675772204,4.387986091,0.667236745,0.00509165,90.17362061,-0.417970605,0.23217923,87.01990817,-0.731050912,0.25050916,90.07818058,-5.305205517,0.1496945,84.94360518,1.780950617,0.36150713,81.67381162,8.591060974,,,,,,,,,,,,,,,,0.00101833,93.76554054,,102.3833333,72.26463415,138.5199438,,107.4535398,,107.7031504,96.40172764,100.0724593,,548384
10078,Caleb Thielbar,MIN,3,1,0,36,0,30.2,10.56521958,1.76086993,2.054348252,0.225352113,0.88541667,0.363636363,0.189189189,3.228261539,3.55,4.461562349,3.488975676,0.108598925,0.52182952,93.07654538,4.531806197,,,,,,,,,,0.27234927,82.03174946,-2.029258657,0.20582121,73.64578401,0.085671455,,,,,,,,,,,,,,,125.9161616,92.5063745,,122.2961749,,,,107.4253112,102.4313278,107.0665975,,573204
10123,Kyle Gibson,BAL,15,9,0,33,33,192,7.359375,2.578125,1.078125,0.309187279,0.69664903,0.488850771,0.127071823,4.734375,4.8,4.130040359,4.131377169,2.557749748,0.13462804,92.21206449,-2.135654449,0.16622778,89.92434251,-5.356948402,0.26102699,91.982779,-0.526471347,0.16951942,85.57184466,-2.076107323,0.18564845,81.71106217,11.70207443,0.08294931,79.47671751,-0.398176789,,,,,,,,,,,,,,87.60928433,89.73203125,77.72432432,93.45062972,109.9551783,,89.70198413,,92.69426773,99.61739563,96.56676607,,502043
10133,Brad Boxberger,CHC,0,1,2,22,0,20,7.65000073,4.950000472,1.350000129,0.230769231,0.70175439,0.436363636,0.15,4.950000472,4.77,5.305040555,5.008392281,-0.174535125,0.54142012,91.43454363,0.070164297,,,,,,,0.13017751,81.28614391,-1.209349975,0.32840237,86.91336747,2.071465243,,,,,,,,,,,,,,,,,75.38409091,,79.52445652,,102.6854545,,,,86.56597633,98.30710059,96.17189349,,502202
10160,Ryan Weber,NYY,1,0,1,8,0,14.1,4.395348935,0.627906991,1.255813981,0.306122449,0.86419753,0.46,0.125,3.139534953,5.34,4.510854341,4.542502811,-0.013989921,,,,,,,0.52197802,88.32911184,3.4635695,0.14285714,76.82008714,-0.337281916,0.33516484,78.48537558,-3.203142151,,,,,,,,,,,,,,,,,50.88076923,,,93.07263158,67.83114754,,,,78.58516484,102.3978022,93.37362637,,543901
10197,Shelby Miller,LAD,3,0,1,36,1,42,9.000000817,4.071428941,0.642857201,0.164948454,0.89385475,0.373737373,0.068181818,1.71428587,3.25,3.683611827,4.487123261,0.518453941,0.57466063,93.60876433,12.13848042,,,,0.0015083,93.50299835,0.07157445,,,,0.16138763,82.24431161,-0.155995149,,,,,,,0.26244344,85.74519524,0.879224531,,,,,,,,,,106.4335079,,109.4214953,,,121.2126437,110.6114011,98.69785474,101.1053043,,571946
10200,Tucker Barnhart,CHC,0,0,0,4,0,4,0,0,0,0.368421053,0.85714286,0.47368421,0,2.25,9.46,3.255040359,5.73506799,0.024380999,0.02380952,74.7983017,-0.038701233,,,,,,,0.97619048,41.17844298,-0.157151341,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.845454545,84.02727273,122.4363636,,571466
10233,Aroldis Chapman,- - -,6,5,6,61,0,58.1,15.89142944,5.554286017,0.617142891,0.314285714,0.73099415,0.47706422,0.117647058,3.085714454,2.82,2.517897462,2.590136774,1.750276834,0.47420635,99.06730109,1.897119317,,,,0.1656746,101.089566,6.055391442,0.00198413,94.72475052,0.186091427,0.28869048,88.1326984,3.22042311,,,,,,,0.06944444,90.43270089,0.458366901,,,,,,,,,,125.1634855,177.4435583,115.3680412,,,177.6722588,134.2384904,94.22128093,106.4817945,,547973
10291,Ryan Tepera,- - -,2,2,0,12,0,10.2,9.281253043,3.375001106,2.53125083,0.416666667,0.67307692,0.459459459,0.2,7.593752489,5.16,6.817541527,5.486316995,-0.321665123,0.3173913,91.73753043,-1.754451003,0.36521739,84.6496582,-2.073714726,0.1173913,93.29803015,-1.430186506,,,,0.14347826,80.51840765,-0.20487804,,,,,,,0.05652174,86.68208196,-0.280116189,,,,,,,,50.83076923,,81.69589041,103.7962963,107.304948,,,,93.28869328,93.97626134,92.16671506,,572193
10310,Zack Wheeler,PHI,13,6,0,32,32,192,9.9375,1.828125,0.9375,0.291913215,0.71276596,0.41221374,0.0990099,3.609375,3.18,3.150873693,3.536170851,5.931493282,0.43401015,95.96222816,22.92846911,,,,0.18178934,95.36449471,9.310166091,0.00380711,90.8237203,-0.808090571,0.2661802,87.99235511,-1.527775262,0.1142132,81.52774523,-5.52772636,,,,,,,,,,,,,,47.89230769,115.7362881,111.8389781,105.440669,106.9953488,,96.32693157,,107.3997221,105.1745136,110.266398,,554430
10314,Erasmo Ramírez,- - -,3,3,0,38,2,60.1,6.414365283,1.939226713,1.640884142,0.349753695,0.62200957,0.433962264,0.146666666,6.414365283,5.34,5.045095787,4.730201527,-0.277665559,0.04979253,92.00680288,-0.720977377,0.43360996,88.77630469,-4.944879148,0.29771784,91.55679374,-8.58133975,0.07365145,84.10179976,-0.241585381,0.06742739,81.16818378,-0.104135346,0.07780083,79.84429525,1.359969668,,,,,,,,,,,,,,86.35135234,78.25135135,78.84882842,96.96914894,91.19270315,,101.4509615,,94.49651022,104.1558181,99.41886316,,541640
10315,Michael Tonkin,ATL,7,3,1,45,0,80,8.437500805,2.587500247,1.462500139,0.240566038,0.6779661,0.382882882,0.135416666,4.275000408,3.9,4.430040472,4.301562564,0.056667816,,,,,,,0.61214953,93.64906369,8.847623032,,,,0.38707165,83.12939355,1.415981375,,,,,,,,,,,,,,,,0.00077882,,,,108.4470064,110.3458054,,,,108.6758165,103.449689,102.5761275,,543859
10343,Aaron Loup,LAA,2,3,1,55,0,48.2,8.321919548,3.69863091,1.109589273,0.373417722,0.63613232,0.465838509,0.111111111,6.102741002,4.39,4.364629633,4.596430942,0.189486995,0.01311085,91.52218905,0.683564156,0.22169249,83.46296938,-3.373807389,0.54707986,92.01272297,-5.612669185,0.17520858,79.63537681,0.089048296,0.04052443,75.75449506,-0.53154112,,,,,,,,,,,,,,,,0.00238379,71.38707483,114.3735294,182.6111111,102.9438053,,,100.0623656,,99.5869871,101.6815944,102.0772567,,571901
10430,Mychal Givens,BAL,0,1,0,6,0,4,4.500001073,13.50000322,0,0.307692308,0.45454545,0.461538461,0,11.25000268,11.34,7.505041373,8.331717447,-0.141344845,0.5505618,91.59947983,-0.328227926,,,,0.05617978,90.89033813,-0.243526295,0.20224719,82.95184326,0.383852158,0.19101124,81.46554027,-0.71005147,,,,,,,,,,,,,,,,,107.7111111,,95.33695652,83.9125,109.4470588,,,,98.7393617,79.07659574,76.90106383,,571710
10591,Scott Alexander,SFG,7,3,1,55,8,48.1,5.772415312,2.048276401,0.372413891,0.325153374,0.57632399,0.607361963,0.064516129,4.655173638,3.61,3.255040359,3.77753507,0.68429631,,,,,,,0.75792507,92.69258518,3.426855907,0.08213256,85.81935307,0.243182413,0.15994236,82.907904,1.171632625,,,,,,,,,,,,,,,,,68.25614035,,,83.85551331,110.4945946,,,,87.00212792,100.5831487,96.97931587,,518397
10603,Chris Sale,BOS,6,5,0,20,20,102.2,10.95779248,2.542207855,1.314935098,0.290322581,0.69902913,0.373076923,0.132743362,4.295454652,3.63,3.800494918,3.720904802,2.113021851,0.43293413,94.08930887,3.870848078,,,,0.06407186,93.65745473,-1.527295288,0.12754491,86.18764671,-2.552423485,0.3754491,77.95208458,4.358836852,,,,,,,,,,,,,,,,,80.81146789,,99.37378641,97.68557692,92.376874,,,,94.16399041,100.0416417,99.4799281,,519242
10642,Carlos Pérez,OAK,0,0,0,2,0,1.2,0,10.80000412,5.40000206,0.428571429,0.86956522,0.125,0.25,10.80000412,18.92,14.65504471,10.82308746,-0.093184024,0.95238095,65.17670898,-2.021129899,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04761905,,,,,,,,,57.368,82.744,41.096,,542208
10657,Andrew Bellatti,PHI,1,0,0,27,0,24.2,9.121623973,4.378379507,1.459459836,0.291666667,0.70063694,0.328947368,0.117647058,5.108109425,4.9,4.795581297,4.966417543,0.065938607,0.47368421,94.29204644,3.324377753,,,,,,,0.05482456,88.90349609,0.097804081,0.47149123,86.28501999,-6.036148746,,,,,,,,,,,,,,,,,69.008,,103.5916667,,102.712093,,,,101.2809211,95.76842105,94.85,,571479
10756,Shane Greene,CHC,0,0,0,2,0,3,9,6,0,0.285714286,1,0.571428571,0,0,3.45,3.255040359,4.357274862,0.019146893,0.21428571,93.10413954,-1.376306146,0.33333333,88.83872768,0.980582114,0.07142857,93.01306152,0.693717957,0.11904762,84.77236328,-0.114706602,0.26190476,81.2652144,0.523123838,,,,,,,,,,,,,,,,,101.8,,79.36666667,73.33333333,145.55,,108.9666667,,115.1692308,93.55192308,93.35576923,,572888
10835,Michael Mariot,CIN,0,0,0,1,0,2.2,6.750001609,3.375000805,3.375000805,0.333333333,1,0.3,0.25,3.375000805,5.77,7.755041432,5.360068492,-0.062991507,0.31707317,91.65529222,-2.211635508,,,,0.17073171,91.58839634,-0.462088767,0.24390244,85.484021,0.708600067,0.2195122,84.10712348,0.618468463,0.04878049,74.44315338,-0.072773531,,,,,,,,,,,,,,65.2,89.4,81.5,60.8,116,,,,81.44390244,97.62195122,87.98292683,,592527
10843,Adam Kolarek,- - -,0,0,0,5,0,6,10.50000167,1.500000238,0,0.153846154,1,0.666666666,0,0,1.73,1.921706814,2.748382823,0.170059748,0.3373494,89.20300293,0.697221566,,,,0.43373494,87.68871392,0.949558668,,,,0.22891566,77.48742194,1.201551627,,,,,,,,,,,,,,,,,,,,97.7109375,100.9947368,,,,98.4626506,106.0795181,101.2144578,,592473
10855,Chasen Shreve,- - -,1,2,0,50,0,44.2,9.06716605,2.820896105,1.410448052,0.30952381,0.703125,0.454545454,0.142857142,4.634329315,4.16,4.284891318,4.06132939,0.159375552,0.36253369,90.64345848,-7.801660165,0.0148248,86.8322532,0.563926533,,,,,,,0.20889488,83.11148879,3.048616316,,,,,,,0.41374663,82.10731889,4.049450796,,,,,,,,,,78.96814815,,101.4805241,,,94.3627451,91.5442983,103.9995212,100.3353448,,592741
10954,Jacob deGrom,TEX,2,0,0,6,6,30.1,13.35164891,1.186813237,0.593406618,0.265625,0.59405941,0.378787878,0.066666666,2.670329782,1.87,1.540754573,2.318794802,1.456116199,0.5210643,99.12821642,4.709109697,,,,,,,0.0886918,91.80186768,1.428507179,0.37028825,92.1817108,0.644067373,0.01995565,85.18356662,0.547275066,,,,,,,,,,,,,,132.3375,132.8555556,154.6093617,,179.2353293,,,,161.3186253,106.0073171,116.564745,,594798
11121,Casey Lawrence,STL,1,0,0,15,0,27.1,6.585367539,3.292683769,2.304878639,0.301204819,0.70175439,0.325842696,0.14893617,6.585367539,4.42,6.437968003,5.95165809,-0.416556954,0.15212528,89.96695485,-0.02732395,0.07158837,82.93695831,-2.143024877,0.34004474,89.60519891,-0.153055936,0.12975391,83.07666016,-2.412483811,0.30425056,80.33063103,-1.345558919,0.00223714,77.18119812,0.168780729,,,,,,,,,,,,,,63.73965517,92.55,83.69855072,73.1807947,109.5697531,,123.5,,87.13288591,101.1116331,97.20536913,,596271
11156,Merrill Kelly,ARI,12,8,0,30,30,177.2,9.47279604,3.495309769,1.013133266,0.278280543,0.7712766,0.451965065,0.128205128,3.292683115,4.13,3.846034765,3.834343621,3.176775455,0.28253615,92.30935244,0.204750739,0.1954023,90.91761296,5.684970155,0.13274008,92.27304469,2.976119112,0.22246941,88.66884766,15.46001611,0.05524657,85.57647992,-0.247338995,0.11160549,82.19717478,-1.452280127,,,,,,,,,,,,,,99.40154321,120.6409091,78.35831354,85.34269006,103.6594771,,87.2035503,,91.619,104.76825,102.9218929,,518876
11189,Vince Velasquez,PIT,4,4,0,8,8,37.1,8.919643161,3.375000115,0.964285747,0.29245283,0.76576577,0.302752293,0.085106382,3.857142989,4.13,3.871111809,4.559706451,0.678149939,0.41538462,93.54678819,-2.980658706,,,,0.01384615,93.00998942,-0.196438178,0.12153846,88.87686659,-1.383878555,0.43384615,83.57761248,5.95130334,0.01538462,81.39078979,0.365206331,,,,,,,,,,,,,,59.44814815,,110.1222222,63.47142857,101.0748276,94.35,,,99.49231975,99.25062696,101.7537618,,592826
11265,Jonathan Schoop,DET,0,0,0,1,0,1.1,6.750001609,0,0,0.25,1,0.25,0,0,23.17,1.755040002,4.235068224,0.019466175,0.35294118,82.77241516,0.491487645,,,,,,,0.58823529,69.25328369,0.13316169,,,,0.05882353,66.13639832,-0.038701233,,,,,,,,,,,,,,-28.8,98.6,,,,,,,-46.29411765,102.3882353,96.73529412,,570731
11294,Zach Neal,OAK,1,1,0,14,2,27,8.333333922,4.666666996,2.666666855,0.293333333,0.68965517,0.341463414,0.296296296,6.666667138,7.49,7.032818404,4.834318151,-0.492473394,0.12987013,89.15905762,-1.033697177,,,,0.27056277,89.32141797,-2.17663208,0.18398268,82.54852367,-0.63383615,0.31818182,86.31700082,-1.060946506,0.0974026,69.93171115,-3.103271931,,,,,,,,,,,,,,90.10941176,87.04666667,74.42982456,83.5140625,,,96.70340136,,88.13067462,102.8837714,94.59514871,,594943
11341,Sean Nolin,MIA,0,0,0,1,0,3,6,6,6,0.416666667,0.48387097,0.357142857,0.285714285,18,14.95,12.58837369,7.779527785,-0.121416867,0.33870968,90.77579753,-2.172944777,0.22580645,85.68151855,0.467485424,,,,0.14516129,82.07607693,-0.169766843,0.11290323,77.84638323,-0.365847331,0.17741935,76.69617254,-2.168905888,,,,,,,,,,,,,,88.9,98.9,67.9,,88.8,,84.1,,83.10869565,93.39855072,86.7,,543594
11384,Tommy Kahnle,NYY,1,3,2,42,0,40.2,10.62295148,4.204918296,1.106557446,0.22826087,0.82051282,0.489583333,0.142857142,2.655737871,2.86,3.968155158,3.792761165,0.308857411,0.16642336,95.44638329,0.83130132,,,,0.0540146,94.51331556,1.601508845,0.75620438,88.94659447,5.556566875,0.02335766,85.17655182,-0.294825304,,,,,,,,,,,,,,,,,99.3194605,,94.19561404,93.79722222,109.625,,,,98.39562682,96.54766764,96.02886297,,592454
11423,Jose Quintana,NYM,3,6,0,13,13,75.2,7.136564117,2.854625647,0.594713676,0.305676856,0.72043011,0.416309012,0.060240963,3.568282058,4.55,3.519357549,4.473915232,1.523950219,0.2441009,90.43554688,-6.572645228,,,,0.32221318,90.62109375,12.79249085,0.18063466,86.07225683,-2.552967075,,,,0.25305126,77.41734702,4.409942999,,,,,,,,,,,,,,64.74080717,96.25134228,80.71610738,77.57229219,,,,,80.07746815,100.9052548,94.15421975,,500779
11486,Robbie Ray,SEA,0,1,0,1,1,3.1,8.100000772,13.50000129,0,0.363636364,0.44444444,0.4,0,8.100000772,5,5.955040617,7.443057337,-0.034316644,0.56043956,93.89236749,-1.278461125,,,,,,,,,,0.43956044,85.89615479,-0.159654193,,,,,,,,,,,,,,,,,,,110.7,,93,,,,102.7505495,83.74395604,85.78021978,,592662
11487,Joely Rodríguez,BOS,0,0,0,11,0,11,11.45454645,4.909091335,1.636363778,0.379310345,0.61728395,0.451612903,0.285714285,6.545455113,5.74,4.70958594,3.398082397,-0.025081752,0.01860465,91.22612762,0.647502452,,,,0.46976744,91.15682047,-1.424877938,0.43255814,86.3022986,-1.107664101,0.07906977,83.26728372,-0.17511468,,,,,,,,,,,,,,,,,126.7903226,,124.7,112.9431579,108.9705882,,,,118.5462963,99.96851852,101.0606481,,570257
11589,José Ureña,- - -,0,7,0,10,10,44.2,5.843283915,4.432836073,2.619403134,0.268115942,0.65693431,0.473333333,0.245283018,6.447761561,5.77,7.284891335,5.463122044,-0.550616577,0.09857328,95.70266884,-1.662924603,,,,0.40596628,95.45104395,-8.718457643,0.24383917,87.70692217,-0.327585854,0.25162127,86.47538962,-2.383274075,,,,,,,,,,,,,,,,,60.67326203,,89.50958084,107.1527027,101.2882051,,,,90.2385214,98.61322957,93.47133593,,570632
11632,Heath Hembree,TBR,0,0,0,1,0,1.1,13.50000322,6.750001609,0,0,1,1,0,0,1.55,2.505040181,2.505040181,0.016560515,0.27777778,93.61870117,0.018229902,,,,,,,,,,0.72222222,84.47059044,1.01292019,,,,,,,,,,,,,,,,,,,133.6,,112.3,,,,118.2166667,103.6388889,111.4944444,,592390
11674,Jameson Taillon,CHC,8,10,1,30,29,154.1,8.164147137,2.390928804,1.574514091,0.291855204,0.6455542,0.379014989,0.134328358,4.840172946,4.7,4.609252067,4.488239337,1.484584905,0.34544019,93.82369308,-4.385698225,0.22226609,88.7061928,-1.830881275,0.0986972,93.98308655,0.990037855,0.03079353,86.5921224,-0.171677388,0.14962495,81.04119696,4.538590208,0.15317805,80.58421703,-2.06485315,,,,,,,,,,,,,,81.62948718,109.0708223,87.43564014,96.62471042,116.5052088,,100.7,,99.13141819,106.0899108,103.9085491,,592791
