playerid,Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2023 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
18064,Phil Maton,RP,R,R,HOU,31,6.047,0.59410888,,,0,,,TBR,1,6500000,6500000
12763,Chris Devenski,RP,R,R,TBR,33,7.02,0.54650569,,,0,,,TBR,1,1100000,1100000
10197,Shelby Miller,RP,R,R,LAD,33,8.016,0.518453956,,,0,,,DET,1,3250000,3250000
12988,Andrew Chafin,RP,R,L,MIL,34,9.02,0.482467264,,,0,,,DET,1,4750000,4750000
15761,Joe Jiménez,RP,R,R,ATL,29,6.061,0.47264713,,,0,,,ATL,3,26000000,8666666.667
9111,Brad Hand,RP,L,L,ATL,34,10.092,0.472304463,,,0,,,,,,
5003,Jake Diekman,RP,R,L,TBR,37,11.05,0.431977928,,,0,,,NYM,1,4000000,4000000
13607,Carl Edwards Jr.,RP,R,R,WSN,32,6.169,0.412644714,,,0,,,CHC,1,0,
15290,Austin Pruitt,RP,R,R,OAK,34,5.034,0.408033222,,,0,,,TEX,1,0,
13218,Michael Fulmer,RP,R,R,CHC,31,7.157,0.387936711,,,0,,,BOS,1,0,
8110,Bryan Shaw,RP,S,R,CHW,36,11.069,0.382261157,,,0,,,CHW,1,137097,137097
12777,John Brebbia,RP,L,R,SFG,34,6.078,0.329572082,,,0,,,CHW,1,5500000,5500000
12777,John Brebbia,RP,L,R,SFG,34,6.078,0.329572082,,,0,,,ATL,1,,
13133,Derek Law,RP,R,R,CIN,33,4.081,0.323202193,,,0,,,WSN,1,1500000,1500000
31839,Shintaro Fujinami,RP,R,R,BAL,30,1,0.210900813,,,0,,,NYM,1,3350000,3350000
10343,Aaron Loup,RP,L,L,LAA,36,11.04,0.189486995,,,0,,,,,,
13801,Austin Adams,RP,R,R,ARI,33,4.15,0.186380699,,,0,,,NYM,1,800000,800000
18335,Josh Staumont,RP,R,R,KCR,30,4.072,0.171094224,,,0,,,MIN,1,950000,950000
10843,Adam Kolarek,RP,L,L,NYM,35,3.06,0.170059741,,,0,,,LAA,1,900000,900000
10855,Chasen Shreve,RP,L,L,CIN,33,7.059,0.159375548,,,0,,,TEX,1,0,
12863,Matt Barnes,RP,R,R,MIA,34,8.11,0.138901621,,,0,,,WSN,1,451613,451613
15264,Keynan Middleton,RP,R,R,NYY,30,6.023,0.125933811,,,0,,,STL,1,6000000,6000000
7432,Jay Jackson,RP,R,R,TOR,36,2.028,0.117765486,,,0,,,MIN,1,1500000,1500000
6984,Luis García,RP,R,R,SDP,37,8.007,0.107536063,,,0,,,LAA,1,4250000,4250000
12323,Jacob Barnes,RP,R,R,STL,34,5.112,0.098349273,,,0,,,WSN,1,0,
12323,Jacob Barnes,RP,R,R,STL,34,5.112,0.098349273,,,0,,,WSN,1,800000,800000
15947,Ryne Stanek,RP,R,R,HOU,32,6.038,0.069852062,,,0,,,SEA,1,4000000,4000000
10315,Michael Tonkin,RP,R,R,ATL,34,3.074,0.056667816,,,0,,,NYM,1,1000000,1000000
17793,Trey Wingenter,RP,R,R,DET,30,4.017,0.054594822,,,0,,,DET,1,0,
7146,Daniel Hudson,RP,R,R,LAD,37,13.106,0.049154274,,,0,,,LAD,1,2000000,2000000
15594,Nick Wittgren,RP,R,R,KCR,33,6.077,0.03987835,,,0,,,,,,
10756,Shane Greene,RP,R,R,CHC,35,7.03,0.019146893,,,0,,,TEX,1,0,
13758,Tyler Duffey,RP,R,R,CHC,33,6.026,-0.007616076,,,0,,,KCR,1,1081989,1081989
7982,Anthony Bass,RP,R,R,TOR,36,8.088,-0.015376644,,,0,,,,,,
11487,Joely Rodríguez,RP,L,L,BOS,32,4.096,-0.025081752,,,0,,,BOS,1,282258,282258
6399,José Cisnero,RP,R,R,DET,35,6.02,-0.027077403,,,0,,,LAA,1,1750000,1750000
16128,John Curtiss,RP,R,R,NYM,31,3.137,-0.037865121,,,0,,,COL,1,0,
3548,Liam Hendriks,RP,R,R,CHW,35,9.164,-0.05848404,,,0,,,BOS,2,10000000,5000000
1247,Adam Ottavino,RP,S,R,NYM,38,12.087,-0.070763446,,,0,,,NYM,1,4500000,4500000
13528,Matt Bowman,RP,R,R,NYY,33,4.043,-0.094847664,,,0,,,MIN,1,0,
13528,Matt Bowman,RP,R,R,NYY,33,4.043,-0.094847664,,,0,,,BAL,1,800000,800000
17264,Sam Coonrod,RP,R,R,NYM,31,4.078,-0.108224981,,,0,,,,,,
7803,Richard Bleier,RP,L,L,BOS,37,7.035,-0.11710155,,,0,,,WSN,1,0,
10430,Mychal Givens,RP,R,R,BAL,34,8.04,-0.141344845,,,0,,,MIA,1,0,
9073,Kirby Yates,RP,L,R,ATL,37,9.021,-0.154865324,,1,3000000,3000000,,TEX,1,4500000,4500000
2895,Zach McAllister,RP,R,R,NYY,36,6.069,-0.159504965,,,0,,,,,,
10133,Brad Boxberger,RP,R,R,CHC,36,10.033,-0.174535125,,,0,,,,,,
17496,Diego Castillo,RP,R,R,SEA,30,4.15,-0.219139248,,,0,,,TEX,1,0,
14375,Amir Garrett,RP,R,L,KCR,32,6.035,-0.220334738,,,0,,,SFG,1,0,
10314,Erasmo Ramírez,RP,R,R,TBR,34,8.132,-0.277665555,,,0,,,TBR,1,0,
10291,Ryan Tepera,RP,R,R,STL,36,7.069,-0.321665108,,,0,,,,,,
14295,Wandy Peralta,RP,L,L,NYY,32,6.168,-0.419756144,,,0,,,SDP,4,16500000,4125000
5114,Jeurys Familia,RP,R,R,OAK,34,10.046,-0.423173755,,,0,,,,,,
16814,Tim Hill,RP,R,L,SDP,34,5.112,-0.424253106,,,0,,,CHW,1,1800000,1800000
16814,Tim Hill,RP,R,L,SDP,34,5.112,-0.424253106,,,0,,,NYY,1,405806,405806
15288,Adam Cimber,RP,R,R,TOR,33,5.156,-0.621540904,,,0,,,LAA,1,1650000,1650000
1246,Matt Bush,RP,R,R,TEX,38,5.058,-0.704495966,,,0,,,,,,
13763,Dominic Leone,RP,R,R,SEA,32,7.133,-0.820366621,,,0,,,CHW,1,1500000,1500000
14527,Jorge López,RP,R,R,BAL,31,5.102,-0.919920206,,,0,,,NYM,1,2000000,2000000
14527,Jorge López,RP,R,R,BAL,31,5.102,-0.919920206,,,0,,,CHC,1,373978,373978
10547,Jimmy Nelson,RP,R,R,LAD,35,9.107,,,,0,,,,,,
11426,Drew Pomeranz,RP,R,L,SDP,35,11.013,,,,0,,,LAA,1,0,
11426,Drew Pomeranz,RP,R,L,SDP,35,11.013,,,,0,,,SFG,1,693548,693548
15010,Corey Knebel,RP,R,R,PHI,32,7.151,,,,0,,,CHW,1,0,
15015,Alex Reyes,RP,R,R,LAD,29,6.056,,,,0,,,,,,
15043,Lou Trivino,RP,R,R,NYY,32,5.163,,,,0,,,NYY,1,1500000,1500000
15915,Víctor Arano,RP,R,R,WSN,29,4.022,,,,0,,,,,,
17369,Brett Martin,RP,L,L,TEX,29,4.151,,,,0,,,,,,
18282,Jarlín García,RP,L,L,PIT,31,6.114,,,,0,,,,,,
23293,Codi Heuer,RP,R,R,CHC,27,4,,,,0,,,,,,
33826,Yuki Matsui,RP,L,L,JPN,28,0,,,,0,,,SDP,5,28000000,5600000
4264,Mark Melancon,RP,R,R,ARI,39,13.098,,,,0,,,,,,
4301,Justin Wilson,RP,L,L,MIL,36,11.035,,,,0,,,CIN,1,1500000,1500000
sa3012630,Woo-Suk Go,RP,R,R,KBO,25,0,,,,0,,,MIA,2,4500000,2250000
12768,Sonny Gray,SP,R,R,MIN,34,10.061,5.365796566,,3,63000000,21000000,20325000,STL,3,75000000,24949117
16511,Jordan Montgomery,SP,L,L,TEX,31,6.153,4.254640102,,5,105000000,21000000,,ARI,2,47500000,23750000
13543,Blake Snell,SP,L,L,SDP,31,7.072,4.156758785,,5,125000000,25000000,20325000,SFG,2,62000000,29698347
16149,Aaron Nola,SP,R,R,PHI,31,8.076,3.866112709,,6,150000000,25000000,20325000,PHI,7,172000003,24571429
13164,Eduardo Rodriguez,SP,L,L,DET,31,8.07,2.971387386,,4,76000000,19000000,,ARI,4,80000000,20000000
12447,Seth Lugo,SP,R,R,SDP,34,7.082,2.881954193,,2,26000000,13000000,,KCR,3,45000000,15000000
13431,Marcus Stroman,SP,R,R,CHC,33,9.026,2.664431095,,3,66000000,22000000,,NYY,2,37000000,18500000
14078,Michael Wacha,SP,R,R,SDP,32,10.062,2.655260563,,3,39000000,13000000,,KCR,2,32000000,16000000
10123,Kyle Gibson,SP,R,R,BAL,36,10.039,2.557749748,,1,12000000,12000000,,STL,1,13000000,13000000
2036,Clayton Kershaw,SP,L,L,LAD,36,15.105,2.356888294,,1,21000000,21000000,,LAD,2,16000000,8000000
12808,Mike Clevinger,SP,R,R,CHW,33,7.033,2.18881917,,2,24000000,12000000,,CHW,1,3000000,3000000
17479,Jack Flaherty,SP,R,R,BAL,28,6.006,1.758894563,,2,20000000,10000000,,DET,1,14000000,14000000
14843,Michael Lorenzen,SP,R,R,PHI,32,8.159,1.67599678,,2,20000000,10000000,,TEX,1,4500000,4500000
18498,Kenta Maeda,SP,R,R,MIN,36,8,1.604391098,,2,24000000,12000000,,DET,2,24000000,12000000
16162,Brandon Woodruff,SP,L,R,MIL,31,5.161,1.450810432,,,0,,,MIL,2,17500000,8750000
12730,Nick Martinez,SP,L,R,SDP,33,5.002,1.391108036,,2,18000000,9000000,,CIN,2,26000000,13000000
14765,Julio Urías,SP,L,L,LAD,27,6.117,1.238222718,,,0,,,,,,
15873,Sean Manaea,SP,R,L,SFG,32,7.157,1.150171876,,2,24000000,12000000,,NYM,2,28000000,14000000
1943,Zack Greinke,SP,R,R,KCR,40,19.057,1.108583808,,1,7000000,7000000,,,,,
19618,Jordan Hicks,SP,R,R,TOR,27,6,1.087539196,,3,27000000,9000000,,SFG,4,44000000,11000000
8779,Wade Miley,SP,L,L,MIL,37,12.025,1.067929745,,1,8000000,8000000,,MIL,1,8500000,8500000
11828,James Paxton,SP,L,L,BOS,35,9.151,1.033037543,,1,8000000,8000000,,LAD,1,13000000,13000000
17149,Domingo Germán,SP,R,R,NYY,31,5.017,0.996728301,,,0,,,PIT,1,0,
15474,Lucas Giolito,SP,R,R,CLE,29,6.08,0.928597271,,2,30000000,15000000,,BOS,2,38500000,19250000
15440,Matthew Boyd,SP,L,L,DET,33,7.136,0.854604244,,,0,,,CLE,1,1750000,1750000
13183,Zach Davies,SP,R,R,ARI,31,8.02,0.806563199,,,0,,,WSN,1,0,
12317,Colin Rea,SP,R,R,MIL,33,4.057,0.788963795,,,0,,,MIL,1,4500000,4500000
4806,Rich Hill,SP,L,L,SDP,44,14.127,0.745836556,,,0,,,,,,
13619,Jakob Junis,SP,R,R,SFG,31,6.002,0.741331816,,,0,,,MIL,1,7000000,7000000
11189,Vince Velasquez,SP,R,R,PIT,32,8.086,0.678149939,,,0,,,,,,
16918,Luke Weaver,SP,R,R,NYY,30,6.112,0.487057984,,,0,,,NYY,2,4500000,2000000
2520,Lance Lynn,SP,S,R,LAD,37,12.119,0.457522213,,1,10000000,10000000,,STL,1,11000000,11000000
16358,Tyler Mahle,SP,R,R,MIN,29,6.018,0.373107046,,,0,,,TEX,2,22000000,11000000
6902,Martín Pérez,SP,L,L,TEX,33,11.038,0.360995561,,1,8000000,8000000,,PIT,1,8000000,8000000
6797,Julio Teheran,SP,R,R,MIL,33,10.02,0.328054041,,,0,,,NYM,1,94086,94086
19206,Dakota Hudson,SP,R,R,STL,29,4.156,0.300459266,,,0,,,COL,1,1500000,1500000
19979,Zach Plesac,SP,R,R,CLE,29,3.121,0.243904799,,,0,,,LAA,1,1000000,1000000
13781,Alex Wood,SP,R,L,SFG,33,10.123,0.213450283,,1,7000000,7000000,,OAK,1,8500000,8500000
6895,Chase Anderson,SP,R,R,COL,36,8.141,0.181033045,,,0,,,BOS,1,853495,853495
18694,Kolby Allard,SP,L,L,ATL,26,3.162,0.167609692,,,0,,,PHI,1,1000000,1000000
9434,Dallas Keuchel,SP,L,L,MIN,36,10.008,0.159556121,,,0,,,MIL,1,177419,177419
14361,Ty Blach,SP,R,L,COL,33,3.135,0.113653459,,,0,,,COL,1,0,
14309,Frankie Montas,SP,R,R,NYY,31,6.015,0.006632674,,1,8000000,8000000,,CIN,1,16000000,16000000
16207,Spencer Turnbull,SP,R,R,DET,31,5.02,-0.051454693,,,0,,,PHI,1,2000000,2000000
15734,Brad Keller,SP,R,R,KCR,28,6,-0.168702975,,,0,,,CHW,1,0,
6632,Carlos Carrasco,SP,R,R,NYM,37,12.147,-0.276450783,,,0,,,CLE,1,2000000,2000000
16401,Yonny Chirinos,SP,R,R,ATL,30,5.114,-0.28231883,,,0,,,MIA,1,0,
5524,Madison Bumgarner,SP,R,L,ARI,34,12.154,-0.403762847,,,0,,,,,,
11762,Noah Syndergaard,SP,L,R,CLE,31,8.131,-0.482269645,,,0,,,,,,
15890,Luis Severino,SP,R,R,NYY,30,7.17,-0.509417653,,1,10000000,10000000,,NYM,1,13000000,13000000
13896,Chris Flexen,SP,R,R,COL,29,3.099,-0.516265452,,,0,,,CHW,1,1750000,1750000
11589,José Ureña,SP,R,R,CHW,32,7.045,-0.550616562,,,0,,,TEX,1,1750000,1750000
12499,Drew Rucinski,SP,R,R,OAK,35,1.162,-0.567727268,,,0,,,,,,
14975,Chad Kuhl,SP,R,R,WSN,31,6.168,-0.583787918,,,0,,,CHW,1,0,
18674,Jake Woodford,SP,R,R,STL,27,3.048,-0.596919775,,,0,,,CHW,1,0,
6893,Johnny Cueto,SP,R,R,MIA,38,15.143,-0.662395895,,,0,,,,,,
18356,Jaime Barria,SP,R,R,LAA,27,4.035,-0.685379505,,,0,,,CLE,1,0,
19316,Eric Lauer,SP,R,L,MIL,29,4.111,-0.834185362,,,0,,,PIT,1,0,
12703,Trevor Bauer,SP,R,R,JPN,33,7.158,,,,0,,,,,,
12972,Joe Ross,SP,R,R,SFG,31,6.018,,,,0,,,MIL,1,1750000,1750000
15846,Adam Plutko,SP,R,R,KBO,32,3.03,,,,0,,,,,,
16933,Elieser Hernández,SP,R,R,NYM,29,5.044,,,,0,,,LAD,1,0,
17425,Erick Fedde,SP,R,R,KBO,31,4.099,,,,0,,,CHW,2,15000000,7500000
19268,Justin Dunn,SP,R,R,CIN,28,4.02,,,,0,,,,,,
33825,Yoshinobu Yamamoto,SP,R,R,JPN,25,0,,,,0,,,LAD,12,325000000,27083333.33
33828,Naoyuki Uwasawa,SP,R,R,JPN,30,0,,,,0,,,TBR,1,0,
33829,Shota Imanaga,SP,L,L,JPN,30,0,,,,0,,,CHC,4,53250000,13500000
6397,Jake Odorizzi,SP,R,R,TEX,34,10.042,,,1,8000000,8000000,,TBR,1,0,
18015,Paul DeJong,SS,R,R,SFG,30,6.057,0.505441368,,,0,,,CHW,1,1750000,1750000
5343,Brandon Crawford,SS,L,R,SFG,37,12.094,0.363807023,,1,8000000,8000000,,STL,1,2000000,2000000
12147,Nick Ahmed,SS,R,R,ARI,34,9.046,0.093394712,,,0,,,SFG,1,429677,429677
