playerid,Name_x,Team,G,PA,H,1B,2B,3B,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,xBA,wOBA,xwOBA,SLG,xSLG,OBP,wRC+,Off,Def,Spd,BsR,WAR,BB/K,Barrel%,HardHit%,O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Pull%,Cent%,Oppo%,EV,LA,maxEV,LD%,GB%,FB%,Clutch,MLBAMID,Name_y,Pos,Bats,Thr,Prev Team,Age,Service Time,2023 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
11489,Michael A. Taylor,MIN,129,388,78,42,14,1,21,48,51,13,0.067010309,0.335051546,0.222535212,0.27804878,0.219718309,0.222,0.307546935,0.306,0.442253521,0.433,0.277922077,94.59946519,0.501300937,6.093709111,5.810667739,3.012037074,1.98669164,0.2,0.13537118,0.37991266,0.2972973,0.67022697,0.48034076,0.41558442,0.80079681,0.67939973,0.4279476,0.35371179,0.21834061,88.14570492,13.36881025,114.349,0.178899082,0.422018348,0.399082568,0.317354045,572191,Michael A. Taylor,CF,R,R,MIN,33,8.129,1.986691594,,2.0,14000000,7000000.0,,PIT,1.0,4000000.0,4000000.0
2967,Tommy Pham,- - -,129,481,109,63,27,3,16,55,68,22,0.097713097,0.22037422,0.190140845,0.3,0.255868544,0.284,0.332118848,0.361,0.446009389,0.475,0.328482328,109.4081383,8.232339388,-5.440719306,6.054908486,2.62615695,1.908035871,0.443396226,0.10736196,0.48773006,0.18818381,0.60319043,0.40532081,0.45348837,0.8677686,0.77606178,0.38650307,0.40490798,0.20858896,92.33882225,5.707208271,113.737,0.220858895,0.487730061,0.291411042,0.283504737,502054,Tommy Pham,LF/RF,R,R,ARI,36,8.107,1.906492591,,1.0,8000000,8000000.0,,CHW,1.0,2532258.0,2532258.0
10815,Jurickson Profar,- - -,125,521,111,73,27,2,9,55,46,1,0.095969289,0.172744721,0.126361656,0.279452054,0.241830065,0.247,0.304485584,0.306,0.368191721,0.349,0.321153846,78.06562675,-16.59895125,-16.83504409,2.88497564,-2.44161945,-1.568769132,0.555555555,0.04,0.31733333,0.24107143,0.68248175,0.4710076,0.59670782,0.89037433,0.81836529,0.44652406,0.3368984,0.21657754,86.5238716,14.77534118,108.772,0.227272727,0.401069518,0.371657754,0.258284614,595777,Jurickson Profar,LF/RF/1B,S,R,SDP,31,9.165,-1.568436623,,,0,,,SDP,1.0,1000000.0,1000000.0
5297,Aaron Hicks,- - -,93,312,68,50,9,1,8,44,36,6,0.134615384,0.221153846,0.130111524,0.310880829,0.252788104,0.207,0.326219705,0.282,0.382899628,0.304,0.352564102,108.9049725,4.385039994,-5.698773503,5.164104742,1.055994324,0.937721381,0.608695652,0.039801,0.29353234,0.21229868,0.59314456,0.40103397,0.57241379,0.85175879,0.7771639,0.45771144,0.30845771,0.23383085,85.33061102,12.64466195,106.659,0.145728643,0.462311557,0.391959798,0.226634951,543305,Aaron Hicks,CF/LF/RF,S,R,BAL,34,10.041,0.935393929,,,0,,,LAA,1.0,740000.0,740000.0
19238,Lourdes Gurriel Jr.,ARI,145,592,144,83,35,2,24,65,82,5,0.055743243,0.173986486,0.201451906,0.28169014,0.261343012,0.264,0.329345438,0.324,0.462794918,0.439,0.309121621,104.6818934,3.567247975,-4.191781044,3.88397927,0.133553239,1.943461573,0.320388349,0.08444444,0.46,0.27602674,0.68263473,0.49052347,0.61591696,0.9122807,0.83348666,0.4,0.34888889,0.25111111,89.74946931,10.62945313,108.933,0.213333333,0.431111111,0.355555555,0.223472733,666971,Lourdes Gurriel Jr.,LF,R,R,ARI,30,5.094,1.943461537,,3.0,36000000,12000000.0,,ARI,3.0,42000000.0,14000000.0
10323,Rafael Ortega,NYM,47,136,25,21,3,0,1,16,8,6,0.147058823,0.242647058,0.052631579,0.3,0.219298245,0.211,0.288242281,0.283,0.271929824,0.269,0.34074074,82.30323916,-1.738708727,-0.265111744,4.871136705,1.242903412,0.260961781,0.606060606,0.0,0.25609756,0.23024055,0.60616438,0.41852487,0.67164179,0.83050847,0.78688525,0.48780488,0.26829268,0.24390244,86.80741687,10.6297091,104.554,0.215189873,0.481012658,0.303797468,0.222098805,542364,Rafael Ortega,CF/RF/LF,L,R,NYM,33,3.035,0.260961771,,,0,,,CHW,1.0,0.0,
12180,Jorge Alfaro,- - -,18,52,7,2,4,0,1,2,4,0,0.038461538,0.288461538,0.145833333,0.1875,0.145833333,0.209,0.222846806,0.27,0.291666666,0.339,0.211538461,24.46525028,-4.869719306,-0.943964601,0.29910714,-0.077268189,-0.402799818,0.133333333,0.06060606,0.36363636,0.46153846,0.78571429,0.61714286,0.35714286,0.92424242,0.7037037,0.48484848,0.3030303,0.21212121,88.88696289,-6.093971599,108.587,0.151515151,0.666666666,0.181818181,0.214693162,595751,Jorge Alfaro,C,R,R,BOS,31,5.133,-0.402799726,,,0,,,CHC,1.0,0.0,
13836,Matt Duffy,KCR,79,209,48,38,8,0,2,17,16,1,0.057416267,0.18660287,0.073298429,0.302631578,0.2513089,0.269,0.281098205,0.298,0.324607329,0.347,0.306220095,71.15017423,-8.148573035,-1.567383766,2.470280106,-0.923835755,-0.252943141,0.307692307,0.02597403,0.32467532,0.29970326,0.62953995,0.48133333,0.57425743,0.86538462,0.78393352,0.35714286,0.33766234,0.30519481,86.35055423,8.840731534,104.778,0.214285714,0.512987012,0.272727272,0.213404001,622110,Matt Duffy,3B/2B/1B,R,R,KCR,33,8.059,-0.252943158,,,0,,,TEX,1.0,0.0,
12981,Cam Gallagher,CLE,56,149,18,12,6,0,0,6,7,0,0.026845637,0.308724832,0.041958042,0.183673469,0.125874125,0.154,0.144715613,0.173,0.167832167,0.207,0.154362416,-17.6981451,-21.22904778,9.209457397,1.22240259,-0.2160282,-0.688179496,0.086956521,0.02040816,0.20408163,0.34444444,0.65396825,0.51111111,0.67741935,0.84951456,0.79598662,0.41836735,0.35714286,0.2244898,82.45569356,17.32217916,108.838,0.145833333,0.458333333,0.395833333,0.209357834,595956,Cam Gallagher,C,R,R,CLE,31,5.073,-0.688179493,,,0,,,PHI,1.0,0.0,
13329,Jake Lamb,LAA,19,54,11,8,1,0,2,7,5,0,0.055555555,0.277777777,0.137254902,0.264705882,0.215686274,0.226,0.266665804,0.275,0.352941176,0.362,0.259259259,63.82905548,-2.558785517,0.544519365,2.122023803,-0.218406544,-0.015886196,0.2,0.05555556,0.44444444,0.31858407,0.68548387,0.51054852,0.47222222,0.83529412,0.72727273,0.25,0.44444444,0.30555556,89.14750163,11.97206116,107.342,0.194444444,0.444444444,0.361111111,0.199567959,571875,Jake Lamb,1B/3B,L,R,LAA,33,8.01,-0.015886202,,,0,,,PIT,1.0,0.0,
9256,AJ Pollock,- - -,54,144,22,13,4,0,5,15,15,0,0.0625,0.222222222,0.142857143,0.173469387,0.165413533,0.201,0.227302968,0.267,0.308270676,0.359,0.215277777,45.19094911,-10.10932071,-2.372285672,2.540277276,-0.510882967,-0.751601505,0.28125,0.06796117,0.40776699,0.34306569,0.6819788,0.51526032,0.57446809,0.84455959,0.75609756,0.51456311,0.2815534,0.2038835,89.36829384,13.00981096,108.136,0.106796116,0.485436893,0.40776699,0.170145142,572041,AJ Pollock,LF/RF/DH,R,R,SFG,36,11.04,-0.751600206,,1.0,4000000,4000000.0,,,,,
15654,Billy McKinney,NYY,48,147,29,19,3,1,6,19,14,1,0.115646258,0.265306122,0.1796875,0.273809523,0.2265625,0.242,0.314749108,0.346,0.40625,0.471,0.319727891,98.91284966,0.089777528,-3.333397388,4.696699873,0.281264627,0.180087568,0.435897435,0.12222222,0.41111111,0.21071429,0.64652568,0.44680851,0.50847458,0.80373832,0.73992674,0.5,0.32222222,0.17777778,89.06422526,12.16028239,109.723,0.2,0.422222222,0.377777777,0.132009572,641856,Billy McKinney,LF/RF/1B,L,L,NYY,29,3.087,0.180087566,,,0,,,NYY,1.0,0.0,
14130,Daniel Vogelbach,NYM,104,319,64,43,8,0,13,33,48,0,0.131661442,0.253918495,0.170909091,0.281767955,0.232727272,0.229,0.326844139,0.324,0.403636363,0.401,0.338557993,108.1813137,0.174904221,-9.182098389,0.861943159,-3.058292926,0.182619973,0.518518518,0.09278351,0.49484536,0.2244898,0.49019608,0.36,0.61038961,0.88571429,0.8015873,0.43814433,0.33505155,0.22680412,91.70131282,14.52275542,112.614,0.180412371,0.43298969,0.386597938,0.131659212,596129,Daniel Vogelbach,DH,L,R,NYM,31,5.138,0.182619959,,,0,,,TOR,1.0,892473.0,892473.0
13723,Jacob Stallings,MIA,89,276,46,29,14,0,3,22,20,0,0.097826086,0.242753623,0.095435684,0.248554913,0.190871369,0.193,0.256358633,0.262,0.286307053,0.302,0.278388278,54.76008243,-18.62059389,4.865425587,1.214285709,-3.15205317,-0.436523229,0.402985074,0.05586592,0.40223464,0.23396226,0.566787,0.40405904,0.49193548,0.91401274,0.79452055,0.35195531,0.3575419,0.29050279,89.68833379,9.110540666,106.821,0.149425287,0.48275862,0.367816091,0.080776355,607732,Jacob Stallings,C,R,R,MIA,34,5.149,-0.436523139,,,0,,,COL,1.0,2000000.0,2000000.0
15464,Hunter Renfroe,- - -,140,548,116,65,31,0,20,60,60,0,0.08029197,0.228102189,0.182730924,0.269662921,0.232931726,0.225,0.308031305,0.289,0.41566265,0.366,0.297445255,92.12886525,-6.910586362,-8.276488051,1.303571421,-1.592693675,0.361057704,0.352,0.06117021,0.38829787,0.33487941,0.69526627,0.50956023,0.5734072,0.84680851,0.75422139,0.49202128,0.32446809,0.18351064,88.25785374,15.02748636,113.186,0.17287234,0.425531914,0.401595744,0.079037818,592669,Hunter Renfroe,RF/LF,R,R,CIN,32,6.165,0.361053437,,1.0,8000000,8000000.0,,KCR,2.0,13000000.0,6500000.0
18607,Jared Walsh,LAA,39,116,13,5,4,0,4,10,11,0,0.094827586,0.387931034,0.153846153,0.163636363,0.125,0.149,0.22228493,0.225,0.278846153,0.255,0.215517241,33.06769844,-9.424129635,-3.245236635,1.39285714,-0.121058825,-0.866011598,0.244444444,0.06779661,0.30508475,0.27477477,0.63291139,0.45969499,0.32786885,0.66,0.56398104,0.55932203,0.23728814,0.20338983,86.14409437,18.36295145,109.149,0.157894736,0.333333333,0.508771929,0.078454929,665120,Jared Walsh,1B,L,L,LAA,30,3.114,-0.86601162,,,0,,,TEX,1.0,181452.0,181452.0
15104,Jonathan Davis,MIA,34,104,22,15,4,1,2,22,10,1,0.067307692,0.278846153,0.133333333,0.327868852,0.244444444,0.247,0.298153287,0.292,0.377777777,0.346,0.306930693,82.77855697,-2.703922522,-0.225757927,5.818837402,-0.485106278,0.060219042,0.24137931,0.04545455,0.22727273,0.21875,0.59911894,0.424821,0.54761905,0.80882353,0.74719101,0.41538462,0.33846154,0.24615385,84.36159939,7.131043934,106.054,0.19047619,0.507936507,0.301587301,0.075620886,641505,Jonathan Davis,CF/LF/RF,R,R,MIA,32,3.035,0.060219031,,,0,,,MIA,1.0,0.0,
12160,Ben Gamel,SDP,6,15,3,2,1,0,0,2,2,0,0.0,0.133333333,0.066666666,0.23076923,0.2,0.205,0.200588997,0.252,0.266666666,0.389,0.2,23.70591158,-1.329330148,-0.384406552,2.64285714,0.088422951,-0.120068467,0.0,0.07692308,0.46153846,0.17647059,0.75,0.55102041,0.66666667,0.95833333,0.92592593,0.38461538,0.46153846,0.15384615,92.70676676,5.510028203,106.276,0.083333333,0.5,0.416666666,0.055776986,592325,Ben Gamel,RF/LF,L,L,SDP,32,6.056,-0.120068468,,,0,,,NYM,1.0,0.0,
12160,Ben Gamel,SDP,6,15,3,2,1,0,0,2,2,0,0.0,0.133333333,0.066666666,0.23076923,0.2,0.205,0.200588997,0.252,0.266666666,0.389,0.2,23.70591158,-1.329330148,-0.384406552,2.64285714,0.088422951,-0.120068467,0.0,0.07692308,0.46153846,0.17647059,0.75,0.55102041,0.66666667,0.95833333,0.92592593,0.38461538,0.46153846,0.15384615,92.70676676,5.510028203,106.276,0.083333333,0.5,0.416666666,0.055776986,592325,Ben Gamel,RF/LF,L,L,SDP,32,6.056,-0.120068468,,,0,,,NYM,1.0,800000.0,800000.0
5273,Sandy León,TEX,22,44,6,4,2,0,0,4,4,0,0.022727272,0.454545454,0.048780488,0.285714285,0.146341463,0.136,0.173013438,0.168,0.195121951,0.197,0.186046511,0.696328637,-5.489720782,-0.049019352,2.64285714,-0.254312449,-0.401591898,0.05,0.04545455,0.22727273,0.28888889,0.56896552,0.44660194,0.76923077,0.74242424,0.75,0.36363636,0.40909091,0.22727273,85.22875977,17.71398344,104.603,0.238095238,0.476190476,0.285714285,0.041251223,506702,Sandy León,C,S,R,TEX,35,8.112,-0.401591897,,,0,,,KCR,1.0,0.0,
14811,Luke Voit,MIL,22,74,15,12,3,0,0,5,4,2,0.054054054,0.364864864,0.044117647,0.365853658,0.220588235,0.229,0.250774922,0.286,0.264705882,0.355,0.283783783,53.27893359,-4.789789447,-2.235823244,4.420960698,-0.506642993,-0.44985924,0.148148148,0.07317073,0.36585366,0.25517241,0.74100719,0.49295775,0.27027027,0.72815534,0.60714286,0.46341463,0.34146341,0.19512195,86.65902487,12.47154199,108.952,0.292682926,0.43902439,0.268292682,0.037525453,572228,Luke Voit,DH/1B,R,R,MIL,33,5.062,-0.449859232,,,0,,,NYM,1.0,0.0,
12977,Michael Pérez,NYM,3,8,4,3,1,0,0,1,0,0,0.0,0.125,0.125,0.571428571,0.5,0.349,0.486421406,0.378,0.625,0.547,0.5,215.1593883,1.132583467,0.321751297,1.08035714,-0.008737496,0.172127203,0.0,0.28571429,0.57142857,0.33333333,0.64705882,0.5,0.8,0.90909091,0.875,0.14285714,0.71428571,0.14285714,93.46285575,17.23020826,109.136,0.285714285,0.428571428,0.285714285,0.036077819,605421,Michael Pérez,C,L,R,NYM,31,3.095,0.172127202,,,0,,,BAL,1.0,0.0,
8418,Ehire Adrianza,ATL,5,11,0,0,0,0,0,0,0,0,0.09090909,0.363636363,0.0,0.0,0.0,0.115,0.063263899,0.167,0.0,0.147,0.09090909,-73.25072755,-2.368651973,-0.378103808,0.14285714,-0.007705124,-0.236630836,0.25,0.0,0.33333333,0.2962963,0.61538462,0.45283019,0.625,0.9375,0.83333333,0.33333333,0.16666667,0.5,84.02746582,11.20102564,101.167,0.0,0.666666666,0.333333333,0.014354411,501303,Ehire Adrianza,3B/SS/2B,S,R,ATL,34,9.131,-0.236630842,,,0,,0.0,LAA,1.0,0.0,
12371,Tommy La Stella,SEA,12,24,4,3,1,0,0,2,2,0,0.125,0.208333333,0.047619048,0.25,0.19047619,0.184,0.249128329,0.244,0.238095238,0.232,0.291666666,59.78129315,-1.405663063,-0.648148119,1.303571421,-0.249093064,-0.122591412,0.6,0.0,0.125,0.25,0.51923077,0.38461538,0.69230769,0.85185185,0.8,0.4375,0.25,0.3125,86.61760712,19.15101051,101.225,0.0625,0.375,0.5625,0.012716562,600303,Tommy La Stella,2B/3B/1B,L,R,SEA,35,8.092,-0.122591414,,,0,,,,,,
13359,Tyler Naquin,CHW,5,8,0,0,0,0,0,0,0,0,0.0,0.875,0.0,0.0,0.0,0.03,0.0,0.027,0.0,0.037,0.0,-100.0,-2.106440688,-0.461365864,0.14285714,0.0,-0.228652085,0.0,0.0,0.0,0.39130435,0.75,0.53846154,0.44444444,0.33333333,0.38095238,1.0,0.0,0.0,78.3469696,6.01323843,78.347,0.0,1.0,0.0,0.005266768,571980,Tyler Naquin,RF/LF/CF,L,R,CHW,33,6.039,-0.228652075,,,0,,,,,,
15082,Adam Engel,SDP,5,6,0,0,0,0,0,0,0,0,0.0,0.333333333,0.0,0.0,0.0,0.079,0.0,0.073,0.0,0.082,0.0,-100.0,-1.988720182,-0.539039845,0.0,-0.422078043,-0.231733485,0.0,0.0,0.0,0.33333333,0.6875,0.53571429,0.75,0.63636364,0.66666667,0.5,0.25,0.25,81.05029297,34.05645752,85.0912,0.0,0.5,0.5,-0.013555499,641553,Adam Engel,CF/LF/RF,R,R,SDP,32,5.114,-0.231733486,,,0,,,,,,
2900,Roberto Pérez,SFG,5,17,2,2,0,0,0,0,1,0,0.117647058,0.352941176,0.0,0.222222222,0.133333333,0.209,0.185698727,0.271,0.133333333,0.284,0.235294117,12.0046595,-1.884612562,0.466102771,0.14285714,-0.031392234,-0.083853034,0.333333333,0.0,0.33333333,0.25641026,0.63157895,0.44155844,0.5,0.79166667,0.70588235,0.44444444,0.33333333,0.22222222,90.13732147,2.213335752,108.657,0.333333333,0.555555555,0.111111111,-0.015066421,547379,Roberto Pérez,C,R,R,SFG,35,9.083,-0.083853036,,,0,,,BOS,1.0,0.0,
12976,Austin Hedges,- - -,82,212,34,28,5,0,1,14,16,1,0.051886792,0.221698113,0.043243244,0.235714285,0.183783783,0.215,0.209158537,0.253,0.227027027,0.289,0.233830845,23.42009669,-20.51412407,23.62455511,2.758928219,-0.49473522,1.029368726,0.234042553,0.00657895,0.30921053,0.31054131,0.7025641,0.5168691,0.51376147,0.83576642,0.74412533,0.41059603,0.39735099,0.19205298,87.24161667,15.38539298,108.062,0.2,0.421428571,0.378571428,-0.042136559,595978,Austin Hedges,C,R,R,TEX,31,7.166,1.028619289,,,0,,,CLE,1.0,4000000.0,4000000.0
15271,Austin Wynns,- - -,51,145,27,20,6,0,1,11,10,1,0.062068965,0.268965517,0.069230769,0.285714285,0.207692307,0.183,0.245299522,0.224,0.276923076,0.247,0.267605633,38.4857581,-11.2702609,7.860264572,3.028246279,-0.189330867,0.151234082,0.23076923,0.02105263,0.26315789,0.28838951,0.63204748,0.48013245,0.57142857,0.81690141,0.75172414,0.37894737,0.33684211,0.28421053,86.69737718,14.42620061,105.247,0.175824175,0.472527472,0.351648351,-0.050162888,642851,Austin Wynns,C,R,R,COL,33,3.09,0.150045782,,,0,,,CIN,1.0,900000.0,900000.0
9929,Darin Ruf,- - -,20,57,11,8,3,0,0,3,3,0,0.140350877,0.280701754,0.06122449,0.333333333,0.224489795,0.258,0.286996501,0.354,0.285714285,0.448,0.333333333,78.67530662,-1.894220255,-1.427104622,0.50469924,-0.388389688,-0.138074132,0.5,0.12121212,0.51515152,0.15447154,0.53191489,0.35606061,0.31578947,0.84,0.73404255,0.39393939,0.39393939,0.21212121,93.99734775,7.535015915,108.005,0.181818181,0.484848484,0.333333333,-0.058962609,573131,Darin Ruf,1B/DH,R,R,MIL,37,6.138,-0.138074577,,,0,,,,,,
14350,Raimel Tapia,- - -,64,169,35,27,4,1,3,28,13,10,0.100591715,0.23668639,0.101351351,0.301886792,0.236486486,0.224,0.293060104,0.297,0.337837837,0.338,0.317365269,80.26649704,-2.475081804,-3.416908607,7.49618657,1.635591619,-0.010919404,0.425,0.06306306,0.35135135,0.3982808,0.5974026,0.49162861,0.64748201,0.79347826,0.73065015,0.25454545,0.42727273,0.31818182,85.54104953,1.805521647,109.942,0.168224299,0.588785046,0.242990654,-0.059268327,606132,Raimel Tapia,RF/LF/CF,L,L,TBR,30,5.144,-0.00892379,,,0,,,,,,
10047,Wil Myers,CIN,37,141,24,18,3,0,3,11,12,2,0.085106382,0.340425531,0.094488189,0.272727272,0.188976377,0.189,0.242714736,0.249,0.283464566,0.297,0.257142857,41.74008818,-9.995006796,-2.171501473,2.931269437,0.181703079,-0.7354957,0.25,0.0617284,0.2962963,0.30314961,0.54026846,0.43115942,0.46753247,0.75776398,0.66386555,0.51851852,0.28395062,0.19753086,87.56938602,10.95661574,105.799,0.175,0.5,0.325,-0.066434781,571976,Wil Myers,1B/RF/LF,R,R,CIN,33,10.018,-0.735495627,,,0,,,,,,
2829,Manny Piña,OAK,4,12,3,2,0,0,1,1,1,0,0.0,0.25,0.25,0.25,0.25,0.238,0.314097385,0.261,0.5,0.383,0.25,102.4164017,-0.001685853,-0.725329902,0.14285714,-0.036430105,-0.031391441,0.0,0.0,0.22222222,0.33333333,0.62068966,0.5106383,0.5,1.0,0.875,0.88888889,0.11111111,0.0,85.07450358,0.914950265,102.512,0.222222222,0.555555555,0.222222222,-0.088920476,444489,Manny Piña,C,R,R,OAK,37,8.002,-0.031391442,,,0,,,,,,
15117,Hunter Dozier,KCR,29,91,15,10,2,1,2,8,9,2,0.087912087,0.318681318,0.121951219,0.25,0.182926829,0.183,0.246782072,0.241,0.304878048,0.283,0.252747252,47.36491051,-4.746020642,-0.694699824,6.610444693,0.993152623,-0.230824002,0.275862068,0.03703704,0.38888889,0.29569892,0.6835443,0.47383721,0.4,0.84259259,0.69325153,0.48148148,0.33333333,0.18518519,84.4221101,12.32577741,107.938,0.148148148,0.462962962,0.388888888,-0.112128001,641531,Hunter Dozier,3B/1B/LF/RF,R,R,KCR,32,5.118,-0.230824009,,,0,,,LAA,1.0,0.0,
15518,Amed Rosario,- - -,142,545,134,95,25,8,6,70,58,15,0.053211009,0.181651376,0.115686274,0.31372549,0.262745098,0.271,0.297008639,0.305,0.378431372,0.38,0.304587155,87.4405591,-7.659145103,-6.872783571,7.289297738,0.582412021,0.412789135,0.292929292,0.03381643,0.39371981,0.39784946,0.67991632,0.53410814,0.64373464,0.87384615,0.78524125,0.32850242,0.39613527,0.27536232,88.340948,7.599348428,110.499,0.207729468,0.478260869,0.314009661,-0.138258897,642708,Amed Rosario,SS/2B,R,R,LAD,28,6.062,0.412792444,,2.0,18000000,9000000.0,,TBR,1.0,1500000.0,1500000.0
11038,Kevin Kiermaier,TOR,129,408,98,63,21,6,8,58,36,14,0.071078431,0.210784313,0.154054054,0.321428571,0.264864864,0.259,0.320024479,0.3,0.418918918,0.354,0.321867321,103.9164071,5.017760435,9.109553814,7.751849252,3.10314934,2.806302122,0.337209302,0.03460208,0.32871972,0.2768595,0.69309463,0.49270557,0.46268657,0.81734317,0.72139973,0.41522491,0.37370242,0.21107266,86.65884724,5.579679247,107.802,0.192307692,0.555944055,0.251748251,-0.165429261,595281,Kevin Kiermaier,CF,L,R,TOR,34,9.131,2.806302071,,2.0,20000000,10000000.0,,TOR,1.0,10500000.0,10500000.0
15672,Austin Meadows,DET,6,21,5,4,1,0,0,0,2,0,0.0,0.142857142,0.047619047,0.277777777,0.238095238,0.229,0.227328931,0.22,0.285714285,0.275,0.238095238,39.510687,-1.566279114,0.065145999,0.14285714,-0.044223486,-0.077755925,0.0,0.0,0.5,0.43243243,0.66666667,0.55696203,0.6875,0.92857143,0.84090909,0.38888889,0.27777778,0.33333333,90.48103163,16.7132687,108.771,0.111111111,0.5,0.388888888,-0.171205462,640457,Austin Meadows,RF/LF,L,L,DET,29,5.074,-0.077755921,,,0,,,,,,
16403,Francisco Mejía,TBR,50,160,34,18,11,0,5,22,19,0,0.0375,0.2375,0.173333334,0.266055045,0.226666666,0.204,0.279804666,0.243,0.4,0.319,0.257861635,78.72687738,-4.039472928,-2.587885149,3.13972908,0.038870598,-0.112800204,0.157894736,0.04347826,0.32173913,0.47959184,0.71378092,0.59445407,0.70212766,0.87128713,0.80174927,0.50434783,0.29565217,0.2,87.51133326,18.86093836,107.479,0.175438596,0.368421052,0.45614035,-0.172142662,642336,Francisco Mejía,C,S,R,TBR,28,5.042,-0.112800181,,,0,,,LAA,1.0,0.0,
9368,Evan Longoria,ARI,74,237,47,27,9,0,11,25,28,0,0.097046413,0.308016877,0.199052132,0.276923076,0.222748815,0.23,0.308325586,0.324,0.421800947,0.449,0.295358649,90.59051716,-4.003373087,-1.628654778,1.000907984,-1.240680526,0.241361245,0.315068493,0.10638298,0.5177305,0.27741935,0.58008658,0.42826321,0.56589147,0.81716418,0.73551637,0.4893617,0.29787234,0.21276596,92.24477089,15.64546279,109.71,0.191489361,0.382978723,0.425531914,-0.207830741,446334,Evan Longoria,3B,R,R,ARI,38,15.17,0.24136126,,,0,,,,,,
19198,Yuli Gurriel,MIA,108,329,73,50,16,3,4,32,27,4,0.079027355,0.133738601,0.11409396,0.271653543,0.244966442,0.237,0.286753882,0.273,0.359060402,0.32,0.303951367,75.13657628,-8.313080033,-6.866205633,5.137340209,1.820788995,-0.398964855,0.59090909,0.01937984,0.34496124,0.29668412,0.62662338,0.46761985,0.73529412,0.90673575,0.85431655,0.39534884,0.3372093,0.26744186,88.6431937,16.45651067,107.907,0.166666666,0.406976744,0.426356589,-0.210608145,493329,Yuli Gurriel,1B,R,R,MIA,40,7.043,-0.398964852,,,0,,,ATL,1.0,,
13768,Travis Jankowski,TEX,107,287,65,51,12,1,1,34,30,19,0.121951219,0.146341463,0.068825911,0.310679611,0.263157894,0.254,0.312293959,0.302,0.331983805,0.31,0.356643356,97.2347107,2.004900093,-0.303848028,6.306744477,2.955844324,1.152713363,0.833333333,0.0,0.25480769,0.16068053,0.56706282,0.37477639,0.70588235,0.93712575,0.8902148,0.30288462,0.375,0.32211538,85.35029871,8.109907562,108.701,0.205882352,0.50490196,0.289215686,-0.213271137,608671,Travis Jankowski,CF/RF/LF,L,R,TEX,33,6.153,1.152713299,,,0,,,TEX,1.0,1700000.0,1700000.0
10243,Randal Grichuk,- - -,118,471,116,67,31,2,16,65,44,2,0.061571125,0.203821656,0.19124424,0.308641975,0.267281105,0.263,0.332697742,0.323,0.458525345,0.425,0.320594479,101.3303491,-0.74437079,-9.746542186,3.771358074,-1.693979254,0.557417628,0.302083333,0.07058824,0.45,0.35509737,0.65212264,0.50145264,0.50967742,0.87703436,0.74507532,0.46176471,0.30588235,0.23235294,89.62303251,14.00304422,112.123,0.205882352,0.408823529,0.385294117,-0.233557157,545341,Randal Grichuk,LF/RF/CF,R,R,LAA,32,9.033,0.551684439,,,0,,,ARI,1.0,3250000.0,3250000.0
15149,Trey Mancini,CHC,79,263,55,39,12,0,4,31,28,0,0.079847908,0.296577946,0.102127659,0.326923076,0.234042553,0.213,0.279732753,0.272,0.336170212,0.329,0.298850574,75.62524961,-10.1188537,-6.488696158,1.86160714,-2.177137132,-0.765000524,0.269230769,0.03703704,0.40123457,0.30134357,0.68620038,0.4952381,0.46496815,0.80716253,0.70384615,0.375,0.35,0.275,88.72781372,12.2271965,109.055,0.1875,0.475,0.3375,-0.243079914,641820,Trey Mancini,1B/RF/LF,R,R,CHC,32,6.141,-0.765000522,,,0,,,MIA,1.0,0.0,
12546,C.J. Cron,- - -,71,278,64,40,12,0,12,38,37,0,0.061151079,0.233812949,0.186046512,0.284153005,0.248062015,0.257,0.312345707,0.332,0.434108527,0.471,0.294964028,84.08334527,-9.342054654,-3.358944349,1.872929603,-3.986762396,-0.322612436,0.261538461,0.13846154,0.4,0.33081285,0.61781076,0.47565543,0.59428571,0.8048048,0.73228346,0.43589744,0.32307692,0.24102564,87.65427559,12.84085772,114.485,0.179487179,0.42051282,0.4,-0.245719806,543068,C.J. Cron,1B,R,R,LAA,34,9.097,-0.32261157,,1.0,5000000,5000000.0,,BOS,1.0,0.0,
10200,Tucker Barnhart,CHC,47,123,22,18,3,0,1,6,9,1,0.097560975,0.341463414,0.055045871,0.313432835,0.201834862,0.177,0.249576228,0.234,0.256880733,0.229,0.284552845,55.4087926,-7.887107052,5.852787971,2.29024212,-1.092367707,0.213875603,0.285714285,0.01470588,0.23529412,0.26666667,0.63498099,0.45924453,0.5625,0.8502994,0.77056277,0.44117647,0.32352941,0.23529412,86.97337045,16.54818498,103.613,0.19117647,0.455882352,0.352941176,-0.266021913,571466,Tucker Barnhart,C,L,R,CHC,33,9.047,0.213875562,,,0,,,ARI,1.0,409785.0,409785.0
