playerid,Name_x,Team,G,PA,H,1B,2B,3B,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,xBA,wOBA,xwOBA,SLG,xSLG,OBP,wRC+,Off,Def,Spd,BsR,WAR,BB/K,Barrel%,HardHit%,O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Pull%,Cent%,Oppo%,EV,LA,maxEV,LD%,GB%,FB%,Clutch,MLBAMID,Name_y,Pos,Bats,Thr,Prev Team,Age,Service Time,2023 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
12775,Brad Miller,TEX,27,67,12,7,4,0,1,8,6,0,0.149253731,0.164179104,0.125,0.244444444,0.214285714,0.228,0.300237737,0.316,0.339285714,0.363,0.328358208,88.87827956,-0.831448561,-2.280808099,1.601190471,0.061403191,-0.080844916,0.909090909,0.06521739,0.2826087,0.23489933,0.57042254,0.39862543,0.65714286,0.86419753,0.80172414,0.32608696,0.47826087,0.19565217,87.53545877,7.711393273,107.95,0.195652173,0.456521739,0.347826086,-0.270581123,543543,Brad Miller,1B/3B/LF,L,R,TEX,34,10.004,-0.080844916,,,0,,,SDP,1.0,0.0,
13355,Luke Maile,CIN,78,199,42,26,10,0,6,17,25,2,0.070351758,0.246231155,0.156424581,0.29032258,0.234636871,0.234,0.306973783,0.315,0.391061452,0.416,0.308080808,84.81833602,-4.564065652,2.048132896,2.542044051,-0.821314875,0.42334374,0.285714285,0.10687023,0.33587786,0.26203209,0.61734694,0.44386423,0.56122449,0.83884298,0.75882353,0.4351145,0.35114504,0.21374046,87.6745473,14.69758452,105.968,0.193798449,0.426356589,0.379844961,-0.282407551,571912,Luke Maile,C,R,R,CIN,33,6.148,0.423343748,,,0,,,CIN,1.0,3500000.0,3500000.0
15585,Mike Ford,SEA,84,251,50,28,6,0,16,32,34,0,0.095617529,0.322709163,0.246575342,0.276422764,0.228310502,0.202,0.342720443,0.314,0.474885844,0.416,0.322709163,124.6520389,5.850555057,-6.889858723,1.241995065,-1.563556962,0.756137674,0.296296296,0.17266187,0.44604317,0.23719165,0.62574257,0.42732558,0.472,0.80696203,0.71201814,0.45323741,0.35251799,0.1942446,88.84253457,20.95376609,111.143,0.187050359,0.316546762,0.496402877,-0.306749821,645801,Mike Ford,1B/DH,L,R,SEA,31,3.008,0.756137669,,,0,,,CIN,1.0,0.0,
11902,Hanser Alberto,CHW,30,90,18,10,5,0,3,11,16,0,0.044444444,0.144444444,0.170731707,0.223880597,0.219512195,0.241,0.279159994,0.274,0.390243902,0.345,0.261363636,73.74303093,-3.325745083,-2.491457701,2.149436084,-0.494224778,-0.271791274,0.307692307,0.04166667,0.22222222,0.46564885,0.81690141,0.64835165,0.6557377,0.90517241,0.81920904,0.54166667,0.22222222,0.23611111,84.30819292,15.50022957,104.644,0.23880597,0.343283582,0.417910447,-0.311947321,593643,Hanser Alberto,2B/3B,R,R,CHW,31,6.152,-0.271791279,,,0,,,,,,
12984,Jackie Bradley Jr.,KCR,43,113,14,8,5,0,1,10,6,0,0.044247787,0.256637168,0.076190476,0.173333333,0.133333333,0.187,0.180488595,0.246,0.209523809,0.324,0.1875,1.415448601,-13.59077925,4.111836892,2.64285714,-0.242665893,-0.558146685,0.172413793,0.07792208,0.35064935,0.38121547,0.64757709,0.52941176,0.44927536,0.79591837,0.68518519,0.55844156,0.2987013,0.14285714,88.13547526,5.343511963,107.631,0.131578947,0.513157894,0.355263157,-0.313648812,598265,Jackie Bradley Jr.,CF/RF/LF,L,R,KCR,34,9.057,-0.558146775,,,0,,,,,,
19262,Garrett Hampson,MIA,98,252,61,45,12,1,3,30,23,5,0.091269841,0.265873015,0.104072398,0.379084967,0.276018099,0.239,0.322908502,0.291,0.380090497,0.329,0.34939759,99.37406136,1.292686779,-3.841279328,5.368838361,1.488098567,0.599654788,0.343283582,0.02515723,0.28301887,0.25485961,0.5703125,0.42051282,0.55084746,0.83561644,0.75365854,0.34591195,0.32704403,0.32704403,86.6007311,11.83068518,108.519,0.24,0.426666666,0.333333333,-0.327857201,641658,Garrett Hampson,SS/2B/3B/OF,R,R,MIA,29,5.01,0.599654794,,,0,,,KCR,1.0,2000000.0,2000000.0
16451,Luis Guillorme,NYM,54,120,24,16,6,1,1,12,9,0,0.083333333,0.233333333,0.102803738,0.29113924,0.224299065,0.193,0.268540536,0.236,0.327102803,0.262,0.288135593,69.09550067,-4.798238482,-2.745383322,3.101190471,-0.20391663,-0.345662516,0.357142857,0.01219512,0.25609756,0.24892704,0.55241935,0.40540541,0.72413793,0.89781022,0.84615385,0.2195122,0.40243902,0.37804878,85.87076617,11.81337072,100.354,0.227848101,0.405063291,0.367088607,-0.328361729,641645,Luis Guillorme,SS/3B/2B,L,R,NYM,29,4.159,-0.345662564,,,0,,,ATL,1.0,1100000.0,1100000.0
16451,Luis Guillorme,NYM,54,120,24,16,6,1,1,12,9,0,0.083333333,0.233333333,0.102803738,0.29113924,0.224299065,0.193,0.268540536,0.236,0.327102803,0.262,0.288135593,69.09550067,-4.798238482,-2.745383322,3.101190471,-0.20391663,-0.345662516,0.357142857,0.01219512,0.25609756,0.24892704,0.55241935,0.40540541,0.72413793,0.89781022,0.84615385,0.2195122,0.40243902,0.37804878,85.87076617,11.81337072,100.354,0.227848101,0.405063291,0.367088607,-0.328361729,641645,Luis Guillorme,SS/3B/2B,L,R,NYM,29,4.159,-0.345662564,,,0,,,ARI,1.0,163118.0,163118.0
16424,Jordan Luplow,- - -,39,90,16,11,3,0,2,11,5,2,0.133333333,0.3,0.116883117,0.291666666,0.207792207,0.194,0.290205788,0.273,0.324675324,0.289,0.322222222,82.41553773,-0.964096058,-1.153709203,4.608011805,0.932191431,0.097103405,0.444444444,0.06,0.32,0.2568306,0.70558376,0.48947368,0.5106383,0.72661871,0.67204301,0.38,0.44,0.18,85.35276016,14.08959914,106.172,0.102040816,0.510204081,0.387755102,-0.328482346,656669,Jordan Luplow,RF/LF/1B,R,R,MIN,30,5.025,-0.165345803,,,0,,,ATL,1.0,0.0,
15124,Tim Locastro,NYM,43,67,13,8,3,0,2,13,3,6,0.044776119,0.328358208,0.160714285,0.34375,0.232142857,0.22,0.326823204,0.315,0.392857142,0.367,0.338461538,108.1672793,2.115743442,0.09859848,7.5,1.43783558,0.447809449,0.136363636,0.08333333,0.22222222,0.40540541,0.60629921,0.51260504,0.6,0.75324675,0.69672131,0.47222222,0.27777778,0.25,83.26704545,22.2125762,105.57,0.212121212,0.303030303,0.484848484,-0.354665402,641796,Tim Locastro,CF/LF/RF,R,R,NYM,31,4.122,0.447809428,,,0,,,NYM,1.0,0.0,
4892,Mike Moustakas,- - -,112,386,87,60,15,0,12,43,48,0,0.059585492,0.246113989,0.144886364,0.296442687,0.24715909,0.217,0.29388479,0.27,0.392045454,0.352,0.292746113,77.70082462,-12.24386262,-5.360084832,1.494897953,-1.941079765,-0.438294867,0.242105263,0.05660377,0.36981132,0.34992888,0.69026549,0.53012048,0.54471545,0.83516484,0.74494949,0.40377358,0.33207547,0.26415094,89.02647195,17.9794688,112.925,0.211320754,0.339622641,0.449056603,-0.376805122,519058,Mike Moustakas,1B/3B,L,R,LAA,35,12.111,-0.442318201,,,0,,,CHW,1.0,0.0,
15941,Austin Nola,SDP,52,154,19,15,3,0,1,9,8,0,0.116883116,0.201298701,0.046153846,0.183673469,0.146153846,0.2,0.21967793,0.266,0.192307692,0.263,0.26,36.50282996,-12.26853617,-1.980499387,0.906746027,-0.154369381,-0.899115186,0.580645161,0.00970874,0.25242718,0.16491228,0.55172414,0.37756714,0.5106383,0.9375,0.85355649,0.39805825,0.31067961,0.29126214,85.80094233,15.02639865,106.115,0.166666666,0.40625,0.427083333,-0.379590378,543592,Austin Nola,C,R,R,SDP,34,4.045,-0.899115086,,,0,,,KCR,1.0,975000.0,975000.0
17161,Chad Wallach,LAA,65,172,31,18,5,1,7,18,15,0,0.075581395,0.331395348,0.178343949,0.258064516,0.197452229,0.212,0.274992592,0.292,0.375796178,0.405,0.258823529,69.60053454,-7.492601466,-0.058922052,3.374555608,-1.227516396,-0.163850919,0.228070175,0.10784314,0.32352941,0.2681388,0.69553073,0.49481481,0.32941176,0.79116466,0.67365269,0.41176471,0.31372549,0.2745098,87.72617387,16.71110068,108.14,0.19,0.38,0.43,-0.386369586,595453,Chad Wallach,C,R,R,LAA,32,4.018,-0.163850889,,,0,,,LAA,1.0,0.0,
6153,Eduardo Escobar,- - -,100,309,65,48,6,5,6,32,31,2,0.058252427,0.252427184,0.118055556,0.286407766,0.225694444,0.203,0.266946342,0.244,0.34375,0.299,0.269480519,65.37396595,-13.99586797,-5.247632185,5.430393783,-1.121122631,-0.864945281,0.23076923,0.03755869,0.30046948,0.36461538,0.66435986,0.50570033,0.6371308,0.79427083,0.73429952,0.47887324,0.28169014,0.23943662,86.27309242,14.41766123,108.944,0.198113207,0.433962264,0.367924528,-0.394197489,500871,Eduardo Escobar,3B/2B,S,R,LAA,35,11.128,-0.867517173,,,0,,,TOR,1.0,0.0,
11339,Jake Marisnick,- - -,46,83,18,11,3,2,2,10,10,2,0.036144578,0.253012048,0.171052631,0.296296296,0.236842105,0.226,0.294205227,0.277,0.407894736,0.368,0.280487804,85.98447097,-1.911410305,2.91577466,6.664093629,-0.486210374,0.38423664,0.142857142,0.05263158,0.36842105,0.34482759,0.72159091,0.55140187,0.5,0.86614173,0.76271186,0.33333333,0.38596491,0.28070175,88.47907993,21.91383482,107.818,0.178571428,0.321428571,0.5,-0.398336943,545350,Jake Marisnick,CF/RF/LF,R,R,LAD,33,9.052,0.384390771,,,0,,,LAA,1.0,0.0,
8709,Elvis Andrus,CHW,112,406,94,67,20,1,6,39,44,12,0.061576354,0.174876847,0.106951872,0.294314381,0.251336898,0.231,0.290109679,0.267,0.35828877,0.313,0.303703703,81.33249786,-8.400816047,6.751074791,4.572506548,0.680417018,1.226202768,0.352112676,0.02614379,0.31045752,0.27785059,0.60554885,0.44849246,0.66509434,0.88247012,0.81792717,0.42156863,0.31699346,0.26143791,87.50718958,5.466022152,109.36,0.168316831,0.551155115,0.280528052,-0.448617126,462101,Elvis Andrus,SS/2B,R,R,CHW,35,15.0,1.226202846,,,0,,,ARI,1.0,0.0,
19514,Andrew Knizner,STL,70,241,54,33,11,0,10,30,31,2,0.049792531,0.25726141,0.183035714,0.287581699,0.241071428,0.221,0.305728724,0.286,0.424107142,0.391,0.2875,91.9689683,-3.961677833,-4.009728253,3.690512937,-1.563911594,0.02163658,0.193548387,0.07926829,0.40853659,0.38227848,0.68981481,0.54292624,0.60927152,0.81208054,0.74387528,0.3902439,0.34756098,0.26219512,89.56410739,14.26702009,110.335,0.167701863,0.403726708,0.428571428,-0.484078319,668800,Andrew Knizner,C,R,R,STL,29,4.021,0.021636548,,,0,,,TEX,1.0,1825000.0,1825000.0
19293,Nick Senzel,CIN,104,330,71,48,10,0,13,49,42,6,0.078787878,0.224242424,0.162790698,0.268518518,0.235880398,0.245,0.302036649,0.296,0.398671096,0.367,0.296969696,81.50855967,-6.328823384,-10.23866868,4.455698006,1.230851843,-0.534005257,0.351351351,0.04803493,0.34061135,0.2833935,0.66929134,0.48948696,0.61146497,0.87058824,0.80068729,0.45414847,0.31004367,0.23580786,87.42496025,15.2350102,108.847,0.192982456,0.421052631,0.385964912,-0.491008678,669222,Nick Senzel,3B/2B/OF,R,R,CIN,29,4.15,-0.534005225,,,0,,,WSN,1.0,2000000.0,2000000.0
19293,Nick Senzel,CIN,104,330,71,48,10,0,13,49,42,6,0.078787878,0.224242424,0.162790698,0.268518518,0.235880398,0.245,0.302036649,0.296,0.398671096,0.367,0.296969696,81.50855967,-6.328823384,-10.23866868,4.455698006,1.230851843,-0.534005257,0.351351351,0.04803493,0.34061135,0.2833935,0.66929134,0.48948696,0.61146497,0.87058824,0.80068729,0.45414847,0.31004367,0.23580786,87.42496025,15.2350102,108.847,0.192982456,0.421052631,0.385964912,-0.491008678,669222,Nick Senzel,3B/2B/OF,R,R,CIN,29,4.15,-0.534005225,,,0,,,CHW,1.0,298387.0,298387.0
6184,J.D. Martinez,LAD,113,479,117,55,27,2,33,61,103,1,0.07098121,0.311064718,0.300925926,0.324324324,0.270833333,0.271,0.369350391,0.369,0.571759259,0.553,0.320754716,134.8517529,19.84041265,-11.79139367,3.063145673,-0.840923718,2.425514412,0.228187919,0.17006803,0.54761905,0.3304721,0.72990354,0.53029491,0.37012987,0.81350954,0.67542973,0.38356164,0.37328767,0.24315068,93.40290369,16.8440933,112.105,0.222602739,0.359589041,0.417808219,-0.516045822,502110,J.D. Martinez,DH,R,R,LAD,36,12.036,2.425514221,,1.0,12000000,12000000.0,,NYM,1.0,12000000.0,8966565.0
17696,Kevin Newman,CIN,74,253,57,38,16,0,3,28,28,8,0.067193675,0.134387351,0.111111111,0.279792746,0.253333333,0.272,0.295550734,0.311,0.364444444,0.374,0.310756972,77.16050501,-6.122410342,-2.797085973,4.896446662,1.036146469,-0.032247748,0.5,0.02525253,0.29292929,0.27586207,0.639413,0.46600877,0.73333333,0.93114754,0.87529412,0.38888889,0.36868687,0.24242424,86.526252,11.96650015,105.664,0.241025641,0.446153846,0.312820512,-0.580933299,621028,Kevin Newman,SS/2B/3B,R,R,CIN,30,5.046,-0.032247707,,,0,,,ARI,1.0,0.0,
17696,Kevin Newman,CIN,74,253,57,38,16,0,3,28,28,8,0.067193675,0.134387351,0.111111111,0.279792746,0.253333333,0.272,0.295550734,0.311,0.364444444,0.374,0.310756972,77.16050501,-6.122410342,-2.797085973,4.896446662,1.036146469,-0.032247748,0.5,0.02525253,0.29292929,0.27586207,0.639413,0.46600877,0.73333333,0.93114754,0.87529412,0.38888889,0.36868687,0.24242424,86.526252,11.96650015,105.664,0.241025641,0.446153846,0.312820512,-0.580933299,621028,Kevin Newman,SS/2B/3B,R,R,CIN,30,5.046,-0.032247707,,,0,,,ARI,1.0,800000.0,800000.0
9952,Trayce Thompson,- - -,72,179,25,17,2,0,6,17,17,2,0.134078212,0.430167597,0.130718955,0.271428571,0.163398692,0.165,0.266306688,0.275,0.294117647,0.322,0.284916201,64.86973657,-7.375808655,-1.263667613,3.303196392,0.189704246,-0.251608304,0.311688311,0.11842105,0.46052632,0.19672131,0.63172043,0.39924906,0.32142857,0.70212766,0.60188088,0.43421053,0.30263158,0.26315789,89.29919434,21.75828713,110.11,0.184210526,0.328947368,0.486842105,-0.589297306,572204,Trayce Thompson,LF/RF/CF,R,R,CHW,33,4.01,-0.251608014,,,0,,,NYM,1.0,0.0,
11442,Gary Sánchez,- - -,75,267,52,24,9,0,19,33,47,0,0.078651685,0.250936329,0.275,0.211538461,0.216666666,0.233,0.329477669,0.343,0.491666666,0.502,0.288389513,110.1065366,2.52746599,4.885125026,1.138227509,-0.815500864,1.643780204,0.313432835,0.15428571,0.44571429,0.26415094,0.56327986,0.41796517,0.47857143,0.85443038,0.73903509,0.47428571,0.36571429,0.16,90.10963274,16.54250371,115.055,0.137142857,0.394285714,0.468571428,-0.604938844,596142,Gary Sánchez,C,R,R,SDP,31,7.05,1.643779755,,1.0,5000000,5000000.0,,MIL,1.0,7000000.0,7000000.0
14968,Victor Caratini,MIL,62,226,52,41,4,0,7,23,25,1,0.084070796,0.199115044,0.12437811,0.296052631,0.258706467,0.258,0.31233575,0.31,0.383084577,0.377,0.327433628,94.54833886,-4.120717607,7.781440735,1.886459359,-2.594361915,1.130742371,0.422222222,0.05031447,0.44654088,0.23497268,0.63553531,0.45341615,0.63953488,0.85304659,0.80273973,0.42138365,0.41509434,0.16352201,91.33515748,10.75249745,112.432,0.182389937,0.534591194,0.283018867,-0.654433774,605170,Victor Caratini,C,S,R,MIL,30,6.051,1.130742431,,,0,,,HOU,2.0,12000000.0,6000000.0
11265,Jonathan Schoop,DET,55,151,29,21,8,0,0,15,7,0,0.086092715,0.245033112,0.058823529,0.287128712,0.213235294,0.23,0.248543699,0.276,0.272058823,0.328,0.278145695,54.21510832,-8.859635739,0.733122379,1.749999996,-0.57579546,-0.293120789,0.351351351,0.03960396,0.38613861,0.31683168,0.73986486,0.52587646,0.53125,0.80365297,0.72063492,0.3960396,0.40594059,0.1980198,89.40634669,11.21571879,111.341,0.207920792,0.455445544,0.336633663,-0.686813346,570731,Jonathan Schoop,2B/3B,R,R,DET,32,9.132,-0.293120801,,,0,,,,,,
15998,Cody Bellinger,CHC,130,556,153,97,29,1,26,95,97,20,0.071942446,0.15647482,0.218436874,0.319095477,0.306613226,0.268,0.370215052,0.327,0.5250501,0.434,0.356115107,136.2831509,27.44451124,-1.755937338,5.519241362,2.452670529,4.445368284,0.459770114,0.06132075,0.31367925,0.30907278,0.66406926,0.49907322,0.6483871,0.87874837,0.81244197,0.43632075,0.37264151,0.19103774,87.87197104,17.23719041,109.162,0.207547169,0.358490566,0.433962264,-0.691418011,641355,Cody Bellinger,CF/1B,L,L,CHC,28,6.16,4.44536829,,6.0,144000000,24000000.0,20325000.0,CHC,3.0,80000000.0,26666666.67
7859,Charlie Blackmon,COL,96,413,100,63,24,5,8,57,40,4,0.094430992,0.133171912,0.161559888,0.306666666,0.278551532,0.269,0.349766218,0.339,0.44011142,0.406,0.363196125,106.8393028,2.017124252,-7.209867954,5.59212357,-1.482169011,0.881466185,0.709090909,0.0487013,0.31493506,0.29859155,0.62623762,0.47299078,0.67924528,0.88932806,0.82729805,0.44155844,0.35064935,0.20779221,86.36189884,18.05538663,108.522,0.233766233,0.363636363,0.402597402,-0.739509961,453568,Charlie Blackmon,RF/LF/DH,L,L,COL,37,11.102,0.88146615,,,0,,,COL,1.0,13000000.0,13000000.0
8202,Josh Harrison,PHI,41,114,21,16,3,0,2,8,10,0,0.026315789,0.175438596,0.08737864,0.228915662,0.203883495,0.228,0.248278935,0.278,0.291262135,0.323,0.263157894,51.3870568,-6.688387832,-3.464253154,1.22240259,0.177160437,-0.626155821,0.15,0.02352941,0.25882353,0.28823529,0.67567568,0.50765306,0.69387755,0.81333333,0.7839196,0.41176471,0.35294118,0.23529412,86.63884995,10.67325368,104.611,0.2,0.494117647,0.305882352,-0.747766179,543281,Josh Harrison,3B/2B,R,R,PHI,36,11.122,-0.626155853,,,0,,,,,,
13499,Tom Murphy,SEA,47,159,42,22,12,0,8,19,17,0,0.062893081,0.276729559,0.248275862,0.357894736,0.289655172,0.261,0.367460437,0.351,0.537931034,0.498,0.335443037,141.7998707,7.551253411,-4.653687716,1.08035714,-0.412258626,0.833576004,0.227272727,0.14423077,0.44230769,0.29411765,0.71698113,0.5220339,0.4625,0.78947368,0.70454545,0.47572816,0.30097087,0.22330097,89.539565,13.69836544,111.448,0.184466019,0.446601941,0.368932038,-0.751962092,608596,Tom Murphy,C,R,R,SEA,33,6.092,0.833575964,,1.0,4000000,4000000.0,,SFG,2.0,8250000.0,4125000.0
15679,Rowdy Tellez,MIL,106,351,67,44,9,1,13,26,47,0,0.099715099,0.245014245,0.160771704,0.248847926,0.215434083,0.238,0.288287586,0.306,0.376205787,0.374,0.29059829,78.42683027,-11.4939927,-7.7400738,1.180778484,-2.113200087,-0.728759892,0.406976744,0.08695652,0.4,0.24930748,0.51088348,0.38522954,0.61666667,0.88220551,0.79965458,0.3826087,0.4,0.2173913,89.8712558,15.24157128,114.827,0.195652173,0.373913043,0.430434782,-0.81717756,642133,Rowdy Tellez,1B/DH,L,L,MIL,29,5.004,-0.728759885,,,0,,,PIT,1.0,3200000.0,3200000.0
8090,Matt Carpenter,SDP,76,237,33,16,12,0,5,18,31,1,0.17299578,0.282700421,0.143617022,0.231404958,0.175531914,0.173,0.292585753,0.309,0.319148936,0.334,0.322033898,85.37908048,-5.122933326,-7.051818073,1.927309921,-0.830125072,-0.4110628,0.611940298,0.11023622,0.30708661,0.23210832,0.57746479,0.40138067,0.45833333,0.85017422,0.73464373,0.54761905,0.24603175,0.20634921,87.00372511,24.44677144,107.595,0.16,0.272,0.568,-0.817762636,572761,Matt Carpenter,DH,L,R,SDP,38,11.145,-0.411062837,,,0,,,STL,1.0,740000.0,740000.0
11368,Yasmani Grandal,CHW,118,405,85,63,14,0,8,33,33,0,0.088888888,0.212345679,0.104683196,0.284132841,0.234159779,0.222,0.287885765,0.282,0.338842975,0.332,0.308641975,79.79105407,-13.62941062,0.156269431,0.900600502,-3.822521531,0.043777468,0.418604651,0.04659498,0.34408602,0.29657795,0.58685446,0.44728824,0.61965812,0.848,0.77520436,0.40143369,0.35125448,0.24731183,87.91030326,10.80945918,110.381,0.182795698,0.451612903,0.365591397,-0.919453438,518735,Yasmani Grandal,C,S,R,CHW,35,11.115,0.04377754,,1.0,6000000,6000000.0,,PIT,1.0,2500000.0,2500000.0
4940,Jason Heyward,LAD,124,377,90,52,23,0,15,56,40,2,0.090185676,0.169761273,0.203592815,0.290697674,0.269461077,0.25,0.347728344,0.319,0.473053892,0.405,0.339572192,120.3566753,8.18579188,1.616006613,2.809110432,-1.321715225,2.254713892,0.53125,0.07971014,0.37318841,0.29535865,0.63873626,0.46907575,0.62380952,0.89677419,0.81185185,0.47252747,0.34065934,0.18681319,87.61973011,15.45258878,112.651,0.15018315,0.413919413,0.435897435,-1.094571975,518792,Jason Heyward,RF/LF/CF,L,L,LAD,34,14.0,2.254714012,,1.0,10000000,10000000.0,,LAD,1.0,9000000.0,9000000.0
4940,Jason Heyward,LAD,124,377,90,52,23,0,15,56,40,2,0.090185676,0.169761273,0.203592815,0.290697674,0.269461077,0.25,0.347728344,0.319,0.473053892,0.405,0.339572192,120.3566753,8.18579188,1.616006613,2.809110432,-1.321715225,2.254713892,0.53125,0.07971014,0.37318841,0.29535865,0.63873626,0.46907575,0.62380952,0.89677419,0.81185185,0.47252747,0.34065934,0.18681319,87.61973011,15.45258878,112.651,0.15018315,0.413919413,0.435897435,-1.094571975,518792,Jason Heyward,RF/LF/CF,L,L,LAD,34,14.0,2.254714012,,1.0,10000000,10000000.0,,HOU,1.0,127312.0,127312.0
10264,Brandon Belt,TOR,103,404,86,44,23,0,19,53,43,0,0.150990099,0.3490099,0.235988201,0.370165745,0.253687315,0.212,0.369037566,0.336,0.489675516,0.437,0.368811881,137.8884522,16.17864372,-8.348261118,1.17801339,-2.162263243,2.164686244,0.432624113,0.15,0.395,0.18776824,0.64326812,0.40755136,0.45142857,0.78711986,0.70708447,0.425,0.28,0.295,88.66096755,19.8124086,109.882,0.215384615,0.302564102,0.482051282,-1.099041508,474832,Brandon Belt,1B,L,L,TOR,36,12.128,2.164686441,,1.0,9500000,9500000.0,,,,,
6887,Martín Maldonado,HOU,117,407,69,42,12,0,15,33,36,0,0.073710073,0.341523341,0.157458564,0.259615384,0.190607734,0.187,0.266096746,0.267,0.348066298,0.357,0.258227848,66.73402625,-17.9641642,-4.397678256,0.857142853,-1.741311387,-0.835730825,0.215827338,0.08510638,0.4,0.31241473,0.64277321,0.48989899,0.43231441,0.77696527,0.67525773,0.46808511,0.30638298,0.22553191,88.35884882,18.12353627,109.298,0.214611872,0.351598173,0.433789954,-1.148279917,455117,Martín Maldonado,C,R,R,HOU,37,11.156,-0.835730851,,,0,,,CHW,1.0,4250000.0,4250000.0
15172,Tim Anderson,CHW,123,524,121,100,18,2,1,52,25,13,0.04961832,0.232824427,0.050709939,0.322580645,0.245436105,0.252,0.259646316,0.279,0.296146044,0.335,0.286259541,60.21767322,-23.34297132,3.448722363,5.239563409,1.634820743,-0.188897213,0.213114754,0.02949062,0.39142091,0.34820457,0.70185728,0.53450051,0.565625,0.85654596,0.76685934,0.33512064,0.38605898,0.27882038,87.80617335,2.034339823,109.576,0.219839142,0.611260053,0.168900804,-1.191233254,641313,Tim Anderson,SS/2B,R,R,CHW,31,7.115,-0.188897103,,1.0,8000000,8000000.0,,MIA,1.0,5000000.0,5000000.0
14128,Joey Gallo,MIN,111,332,50,19,9,1,21,39,40,1,0.144578313,0.427710843,0.262411348,0.243697478,0.177304964,0.149,0.319566099,0.295,0.439716312,0.399,0.301204819,102.9302116,1.410234525,-4.781776488,2.96756002,0.244580576,0.801029787,0.338028169,0.18571429,0.52857143,0.25749319,0.6955267,0.47021724,0.31746032,0.68879668,0.58420268,0.58571429,0.20714286,0.20714286,93.03406728,26.42617293,112.601,0.122302158,0.294964028,0.582733812,-1.227199958,608336,Joey Gallo,RF/LF/1B,L,R,MIN,30,7.103,0.801029801,,1.0,8000000,8000000.0,,WSN,1.0,5000000.0,5000000.0
18289,Brian Anderson,MIL,96,361,72,48,12,3,9,38,40,1,0.099722991,0.299168975,0.141509434,0.308823529,0.226415094,0.231,0.299132621,0.316,0.367924528,0.391,0.310249307,85.69716969,-7.877229496,-1.341527343,3.735157678,-1.480652291,0.303822484,0.333333333,0.10328638,0.37089202,0.28699552,0.66450777,0.48924358,0.44791667,0.791423,0.69787234,0.29107981,0.43661972,0.27230047,87.55729474,9.946224573,110.35,0.192488262,0.474178403,0.333333333,-1.586461186,605119,Brian Anderson,3B/RF,R,R,MIL,31,6.031,0.303822517,,,0,,,SEA,1.0,0.0,
13066,Teoscar Hernández,SEA,160,678,161,104,29,2,26,70,93,7,0.056047197,0.311209439,0.1776,0.341772151,0.2576,0.258,0.316505408,0.336,0.4352,0.476,0.305309734,106.481823,0.86923407,-4.657374859,3.685864913,-4.396506293,1.944674667,0.180094786,0.13776722,0.49406176,0.34487952,0.72565056,0.53647587,0.43231441,0.77766393,0.66736402,0.3824228,0.36342043,0.25415677,91.3301294,12.26708402,112.596,0.194774346,0.432304038,0.372921615,-1.614393494,606192,Teoscar Hernández,RF/LF,R,R,SEA,31,6.097,1.94467473,,3.0,45000000,15000000.0,,LAD,1.0,23500000.0,20433933.0
16505,Matt Chapman,TOR,140,581,122,64,39,2,17,66,54,4,0.106712564,0.283993115,0.184675835,0.319148936,0.239685658,0.23,0.328369889,0.337,0.424361493,0.457,0.330464716,109.7007936,5.987961756,4.084391356,3.690020985,-0.765337206,2.994545065,0.375757575,0.17052023,0.56069364,0.19734513,0.63512491,0.43329253,0.53811659,0.7794994,0.72881356,0.39306358,0.37283237,0.23410405,93.45931368,18.48248839,114.276,0.156069364,0.349710982,0.494219653,-1.702956436,656305,Matt Chapman,3B,R,R,TOR,31,6.109,2.994545221,,4.0,80000000,20000000.0,20325000.0,SFG,3.0,54000000.0,20000000.0
19755,Shohei Ohtani,LAA,135,599,151,73,26,8,44,102,95,20,0.151919866,0.238731218,0.350100604,0.341853035,0.303822937,0.295,0.433482268,0.427,0.653923541,0.638,0.412457912,179.4532031,59.51804216,-14.47530842,6.613154488,2.492317771,6.54336119,0.636363636,0.19337017,0.53314917,0.29951299,0.69187675,0.48198003,0.50406504,0.81241565,0.70990991,0.38935574,0.36134454,0.24929972,94.39937017,13.18742456,118.586,0.182072829,0.422969187,0.394957983,-2.080608182,660271,Shohei Ohtani,DH/SP,L,R,LAA,29,6.0,8.910212517,,10.0,450000000,45000000.0,20325000.0,LAD,10.0,700000000.0,46078769.0
