playerid,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,xERA,FIP,xFIP,WAR,FA% (pi),vFA (pi),wFA (pi),FC% (pi),vFC (pi),wFC (pi),SI% (pi),vSI (pi),wSI (pi),CH% (pi),vCH (pi),wCH (pi),SL% (pi),vSL (pi),wSL (pi),CU% (pi),vCU (pi),wCU (pi),CS% (pi),vCS (pi),wCS (pi),FS% (pi),vFS (pi),wFS (pi),KN% (pi),vKN (pi),wKN (pi),SB% (pi),vSB (pi),wSB (pi),XX% (pi),Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Stf+ KC,Stf+ FC,Stf+ FS,Stuff+,Location+,Pitching+,Stf+ FO
1157,Tommy Hunter,NYM,0,1,0,18,0,22.1,8.865672904,2.417910792,1.611940528,0.274193548,0.88785047,0.4,0.133333333,2.417910792,4.53,4.276610272,3.93680793,-0.010484426,0.04584527,93.41710663,-1.102056403,0.46131805,91.17431337,1.215639099,0.3495702,93.13543801,1.433483835,0.00286533,88.03769684,0,,,,0.14040115,84.36001276,-2.251775049,,,,,,,,,,,,,,,107.114,99.54545455,84.7064,,,96.13726708,,93.79541547,106.4452722,103.6547278,
1177,Albert Pujols,STL,0,0,0,1,0,1,0,9,18,0.25,0,0.333333333,1,36,8.96,32.112431,9.07316981,-0.131802872,1,59.5455051,-2.760064863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-182.9,,,,,,,-182.9,88.3,64.1,
1246,Matt Bush,- - -,2,3,3,65,6,59.2,11.16201219,2.715084046,1.659218028,0.231884058,0.67901235,0.401360544,0.171875,3.469274059,2.62,4.084498129,3.275732277,0.09641161,0.48788546,97.366775,1.188918475,,,,0.00330396,96.07043457,0.067762878,,,,0.15638767,93.00971448,-3.662973978,0.35242291,80.98055115,7.282066822,,,,,,,,,,,,,,,112.4790625,143.6052511,,,,82.12721088,,122.6140814,99.82915292,105.4569857,
1247,Adam Ottavino,NYM,6,3,3,66,0,65.2,10.82741284,2.192893741,0.822335153,0.276315789,0.89108911,0.518987341,0.12,2.055837882,2.35,2.853547713,2.79291527,1.140953183,0.12181303,94.80884357,-4.750175815,0.05382436,87.77555339,0.070216864,0.32577904,94.24698822,7.284161635,0.07176582,88.99290707,-0.623795785,0.42681775,81.04046253,9.690104719,,,,,,,,,,,,,,,,,114.0026667,,89.34031008,100.7452174,134.3452747,,69.13636364,,113.0445498,96.89393365,102.6314692,
1514,Oliver Pérez,ARI,1,1,0,7,0,4,2.250001743,2.250001743,2.250001743,0.35,0.11627907,0.4,0.111111111,15.7500122,6.17,7.362434295,7.443265516,-0.127260953,0.02739726,88.57264709,-0.056664504,,,,0.60273973,88.33331854,-3.533127464,,,,0.36986301,76.56112558,-0.112997264,,,,,,,,,,,,,,,,,,,83.23333333,84.22325581,81.87777778,,,,83.31506849,101.7041096,99.75753425,
1581,Sean Doolittle,WSN,0,0,0,6,0,5.1,10.12500241,0,0,0.090909091,1,0.272727272,0,0,1.07,0.862430465,3.082985101,0.272601485,0.74545455,93.51330269,2.648400187,,,,,,,,,,0.21818182,78.34973145,0.73210372,,,,,,,0.03636364,80.64265442,-0.085583355,,,,,,,,,109.4,98.80487805,,,,,-51.6,95.64727273,107.4818182,107.6163636,
1890,Matt Moore,TEX,5,2,5,63,0,74,10.09459564,4.621622098,0.364864902,0.25698324,0.81145585,0.438888888,0.042253521,1.945946147,2.83,2.977295853,3.870623346,1.349560261,0.44951923,93.96967608,5.767125931,,,,,,,0.16826923,85.07719494,4.773863737,,,,0.38221154,83.63497445,3.440538488,,,,,,,,,,,,,,144.2147619,,110.1768271,,,116.5937107,,,118.3452285,96.75982358,101.1303929,
1943,Zack Greinke,KCR,4,9,0,26,26,137,4.795620438,1.773722628,0.919708029,0.305555556,0.72879331,0.4125,0.082352941,3.678832117,4.78,4.032139031,4.540626612,1.938260436,0.38996479,89.24946212,3.612229843,0.00044014,87.84100342,0.154188305,0.02420775,89.62001953,-3.072911162,0.16461268,86.60591786,-6.09881229,0.21742958,84.47575595,-3.664493255,0.20246479,72.12098336,5.844643112,0.00088028,65.16604614,-0.670157686,,,,,,,,,,,98.25695187,96.454329,80.95931034,66.56862745,119.3285714,,100.1197674,,92.09969163,103.5923348,99.86475771,
2036,Clayton Kershaw,LAD,12,3,0,22,22,126.1,9.759894852,1.638522493,0.712401084,0.267912773,0.79439252,0.47112462,0.09090909,2.279683469,2.51,2.566256837,2.826209099,3.861314297,0.40119435,90.75988456,10.93777276,,,,0.00271444,91.38458252,-0.589170128,0.00597177,84.15239924,-1.73435038,0.4267101,86.65540514,10.43638984,0.16340934,73.24236919,5.544363767,,,,,,,,,,,,,,84.07272727,120.5598007,102.3865489,81.3,130.4899491,,,,117.1702336,103.6569799,106.0373167,
2233,Adam Wainwright,STL,11,12,0,32,32,191.2,6.714782965,2.535652308,0.751304388,0.301886792,0.75021683,0.432387312,0.081218274,3.709565414,4.53,3.660257118,4.096602041,2.891256571,0.0858602,88.11704229,-1.962279819,0.25598468,84.4411822,1.825240802,0.27928503,88.65105357,-0.986594334,0.06032557,82.20976976,0.013411067,0.00095755,77.89983114,-0.084077071,0.31758698,72.82564384,4.890205249,,,,,,,,,,,,,,93.49100529,144.1857292,80.56416382,82.34247991,,,90.55446429,,104.1256303,104.0938591,102.1603749,
2429,Corey Kluber,TBR,10,10,0,31,31,164,7.62804878,1.152439024,1.097560976,0.316633267,0.70165746,0.360784313,0.093457943,4.335365854,4,3.569748075,3.91608376,3.106763124,0.01192434,89.12317315,0.79319644,0.34457237,86.54899127,5.762678798,0.27138158,89.14068419,-9.55275853,0.10197368,83.15613974,3.167048641,0.26973684,80.97445455,-4.744805552,,,,,,,,,,,,,,,,0.00041118,76.78214286,123.9118087,63.94444444,70.58677812,,,99.69499404,,95.61153219,103.5668297,103.5664222,
2520,Lance Lynn,CHW,8,7,0,21,21,121.2,9.172602931,1.405479481,1.405479481,0.294117647,0.68369028,0.422969187,0.139705882,3.994520631,3.62,3.819280332,3.443912425,1.836031199,0.45351137,93.02330119,11.72511631,0.29080119,88.64237218,1.069545578,0.12858556,91.56354417,-6.008041155,0.03956479,85.79155273,-5.703984603,0.05984174,81.6980727,-0.935450945,0.02769535,83.02314104,-0.78878111,,,,,,,,,,,,,,77.84210526,108.8316092,93.98579117,61.19924812,115.1867925,,101.673805,,92.85200993,103.5352357,98.69210918,
2608,Jhoulys Chacín,COL,4,2,0,35,0,47.1,7.035212591,3.992958497,1.330986166,0.315789474,0.49853372,0.392405063,0.116666666,7.605635233,4.74,4.929332752,4.883322128,-0.242646515,0.09160305,92.75101047,-1.446499713,0.27735369,87.17199147,-1.604737941,0.35368957,93.04540664,-6.459937096,0.02544529,85.46794434,0.00821941,0.19465649,80.16648795,-1.728185415,0.05725191,79.55379774,0.997614294,,,,,,,,,,,,,,50.44285714,139.4030928,70.05362319,73.45658363,102.7909502,,,,97.01679389,97.14910941,95.60038168,
2859,Ross Detwiler,CIN,0,2,1,30,0,26.1,9.569622795,3.417722427,1.708861213,0.342105263,0.83783784,0.382716049,0.192307692,4.443039155,5.42,4.935216296,3.928492149,-0.086891927,0.25690021,92.48838617,-1.431414094,,,,0.2462845,91.88851192,-0.378212463,0.02760085,86.90594952,-0.357127368,0.43524416,86.10615473,-3.080755021,0.03397028,77.17770386,0.033300158,,,,,,,,,,,,,,65.94615385,49.12,71.58319328,72.6112069,,,104.2985149,,85.16924731,105.6647312,95.5627957,
3096,Kenley Jansen,ATL,5,2,41,65,0,64,11.95312571,3.093750184,1.125000067,0.258741259,0.76124567,0.299319727,0.098765432,3.375000201,2.34,3.206181007,3.454773549,1.052234292,,,,0.64435564,92.18273983,12.02896309,0.22477522,93.58852431,-3.209667839,,,,0.13086913,81.12674439,-0.161834609,,,,,,,,,,,,,,,,,,,,82.53963134,103.5122137,,145.9689127,,125.7702405,102.0334669,105.8138277,
3137,Max Scherzer,NYM,11,5,0,23,23,145.1,10.71330313,1.486238584,0.8050459,0.276162791,0.83333333,0.31054131,0.074712643,2.291284484,2.87,2.61701814,3.226542998,4.482833862,0.45404157,94.09630913,14.65231978,0.09237875,89.32922852,-0.564270373,,,,0.1256351,84.1593233,-3.642734051,0.23556582,85.02726716,16.82716616,0.09237875,75.05038574,1.952377699,,,,,,,,,,,,,,73.97279412,52.172,107.5620549,,111.6918651,,96.94368932,,98.20661119,103.719325,104.8434119,
3184,David Price,LAD,2,0,2,40,0,40.1,8.256199388,2.008264716,1.338843144,0.27826087,0.93264249,0.558333333,0.171428571,2.454545764,3.83,3.88102614,3.231759838,0.105824664,0.31879195,92.53346012,3.333155945,0.18120805,88.02488426,2.128708016,0.35234899,91.95172991,-1.611372869,0.1057047,83.78100973,-4.113969106,,,,0.04194631,78.35081055,0.934661653,,,,,,,,,,,,,,72.5796875,,58.63227092,80.00733333,,81.08,96.16226415,,73.12600671,104.0533557,92.07701342,
3237,T.J. McFarland,STL,0,0,0,28,0,32.2,4.408164123,3.030612835,1.377551289,0.333333333,0.60416667,0.530434782,0.166666666,6.612246185,6.13,5.316513063,4.686239944,-0.332481891,,,,,,,0.62833676,88.94517846,-3.208515145,0.21971253,81.97356893,-4.392762076,0.15195072,79.65181588,1.617616225,,,,,,,,,,,,,,,,,66.60934579,,,50.81176471,92.17702703,,,,61.00103734,94.87738589,89.88672199,
3240,Zack Britton,NYY,0,0,0,3,0,0.2,13.50001408,81.00008449,0,0.5,0.85714286,0.5,0,13.50001408,20.25,27.11245604,27.11245604,-0.204938352,0.05555556,92.24984741,-0.049544901,,,,0.75,92.817636,-2.165739425,,,,0.19444444,78.63135638,0.352347199,,,,,,,,,,,,,,,,,,,,54.5137931,109.1142857,,,,65.85897436,48.78717949,48.61794872,
3281,Joe Smith,MIN,1,1,0,34,0,27.1,5.597562798,2.963415599,2.304878799,0.295454545,0.75301205,0.574468085,0.269230769,4.609757599,5.24,6.295358867,4.374246211,-0.836775601,0.30888889,86.19840378,-0.82459579,,,,0.41777778,83.7006732,-0.31391063,,,,0.27333333,76.90593242,-4.568656079,,,,,,,,,,,,,,,,,,,95.93381295,90.85478723,98.81707317,,,,94.6,99.94266667,100.1462222,
3284,Aníbal Sánchez,WSN,4,6,0,14,14,69.1,6.230769688,4.28365416,1.687500124,0.216494845,0.78590786,0.379310344,0.142857142,4.28365416,4.65,5.76627735,5.271762157,-0.242740616,0.20373377,89.41224166,-0.810038079,0.24107143,87.09350011,3.75202712,0.18506494,89.03961075,0.707575131,0.22077922,82.067907,0.450147934,0.05600649,82.71734177,-0.93087551,0.05438312,75.23168581,-0.616980057,,,,0.03896104,67.44837952,-1.6577003,,,,,,,,94.38952381,61.4942029,48.31304348,33.33446809,78.94571429,,68.30327381,,65.20446429,96.52045455,87.64707792,
3298,Charlie Culberson,TEX,0,0,0,2,0,2,0,4.5,0,0.142857143,1,0.428571428,0,0,3.15,4.612431002,6.832985108,-0.007139889,0.92857143,89.94612943,1.173153684,,,,,,,,,,0.07142857,79.89955139,-0.571399607,,,,,,,,,,,,,,,,,,,,,165.2,,,,125.2,75.1,92.5,
3321,Darren O'Day,ATL,2,2,0,28,0,21.2,10.80000317,4.153847373,1.246154212,0.296296296,0.69767442,0.385964912,0.107142857,4.153847373,2.7,4.035508196,4.148600997,0.034251448,0.43636364,85.87433733,1.075627342,,,,0.08571429,85.81306966,-1.435951445,,,,0.47792208,78.15699304,-0.761558846,,,,,,,,,,,,,,,,,,,118.997619,117.7939394,86.88967391,,,,103.5493506,101.6701299,104.174026,
3548,Liam Hendriks,CHW,4,4,37,58,0,57.2,13.26589654,2.497109937,1.092485597,0.296,0.76628352,0.348837209,0.116666666,2.809248679,2.59,2.678904971,2.641139031,1.584279656,0.60512273,97.78946897,6.05623183,,,,,,,,,,0.29348986,89.0912429,2.265464697,0.10138741,86.01087582,-1.03288563,,,,,,,,,,,,,,,128.57,148.6811847,,104.2905109,,,,133.7295359,98.45400844,108.350211,
4264,Mark Melancon,ARI,3,10,18,62,0,56,5.625000383,3.37500023,0.803571483,0.313513514,0.61538462,0.441489361,0.083333333,4.660714603,4.78,4.20171679,4.627112609,0.087568909,0.02890173,91.1528125,0.066864662,0.62543353,90.69475653,0.02458718,0.00231214,92.042099,0.003346529,,,,0.01849711,83.8944397,0.805440459,0.30057803,81.45354567,-1.461591378,,,,0.02427746,83.4318092,0.520974658,,,,,,,,,,28.82962963,,100.63125,119.256391,80.88848921,76.69047619,91.22845805,102.1793651,99.71292517,
4301,Justin Wilson,CIN,0,1,0,5,0,3.2,17.18182675,0,0,0.5,0.66666667,0.5,0,2.454546678,1.46,-0.70575272,0.101721903,0.203734219,0.35185185,95.34881913,1.572824515,0.33333333,91.73150635,0.476060379,,,,,,,0.31481481,86.12708238,-0.974980306,,,,,,,,,,,,,,,,,,,103.2578947,,100.5117647,,103.5222222,,102.4814815,107.8777778,112.4555556,
4676,Charlie Morton,ATL,9,6,0,31,31,172,10.72674419,3.296511628,1.465116279,0.292270531,0.75995807,0.397727272,0.164705882,4.343023256,4.11,4.257779839,3.604656575,1.410040498,0.33172247,94.90524194,-8.369252451,,,,0.10838799,94.63718526,0.558775794,0.08595098,87.09921718,-0.439527415,0.09354505,88.30460822,-2.452865325,0.38039351,81.23438918,8.556849904,,,,,,,,,,,,,,92.90927419,133.9083485,86.72158273,85.28250825,,,91.7199262,,105.470442,99.18594613,101.256768,
4806,Rich Hill,BOS,8,7,0,26,26,124.1,7.890080752,2.678284292,1.085790929,0.304709141,0.68275862,0.40161725,0.10067114,4.270777655,4.08,3.916720579,4.122417969,1.787755728,0.35628141,88.71037002,-9.260030765,0.12964824,84.35888293,2.299328621,0.02110553,83.68370419,1.228623576,0.02160804,82.31705918,0.604004279,0.10703518,69.49964697,-2.254300799,0.36180905,72.01429579,1.439638041,0.00201005,63.52375031,0.221954301,,,,,,,,,,0.00050251,83.54166667,117.6922316,89.03403955,-65.6,72.0014218,,87.80700389,,96.90971022,98.98118963,99.55160142,
5003,Jake Diekman,- - -,5,4,1,70,0,57.2,12.32948276,6.554914885,1.404624618,0.328244275,0.6935123,0.398550724,0.16981132,4.994220865,4.25,5.002604871,4.334273698,-0.625346765,0.44358312,95.80332979,1.519178037,,,,0.19121447,95.30009942,-2.793326095,0.01205857,86.38949585,-0.172442213,0.35314384,81.54073933,-6.587884855,,,,,,,,,,,,,,,,,80.92571429,,128.830695,112.9851528,120.8703163,,,,122.4244881,91.33822526,98.67414676,
5097,Anthony Gose,CLE,3,0,0,22,0,21,12.00000218,6.00000109,1.714286026,0.244444444,0.69672131,0.265306122,0.16,4.714286571,5.04,5.064812309,4.350966231,-0.171638921,0.64781491,97.27127511,-5.79087862,,,,,,,0.00257069,88.52519989,-0.058170788,0.3496144,86.35062902,3.896567248,,,,,,,,,,,,,,,,,157.4,,94.88214286,,97.39338235,,,,95.8625,87.75531915,91.21462766,
5114,Jeurys Familia,- - -,2,3,0,48,0,44.1,8.323309405,4.466166022,1.421052825,0.386363636,0.66481994,0.478260869,0.166666666,6.090226394,4.87,4.93949892,4.289322477,-0.320091404,0.24112607,95.60812827,0.495430544,,,,0.499388,95.26426068,-9.999061827,,,,0.14932681,88.86660366,-1.033602055,,,,,,,0.11015912,92.19118652,-0.773591448,,,,,,,,,,74.43553429,79.86490765,85.51487603,,,102.4491525,82.63843329,94.80428397,95.98212974,
5273,Sandy León,CLE,0,0,0,1,0,2,0,0,0,0,1,0.166666666,0,0,0.26,3.112431002,6.813354512,0.009484265,1,76.53282255,1.448960368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5358,Jose Alvarez,SFG,2,1,1,21,0,15.1,8.804350747,5.282610448,1.760870149,0.29787234,0.75630252,0.468085106,0.1875,5.282610448,7.22,5.851562345,4.852817044,-0.387429684,0.04029304,91.16827393,-0.501029648,,,,0.50915751,90.7527681,-1.446974996,0.35164835,81.4050649,-1.433978572,0.0989011,80.24940321,-0.373465423,,,,,,,,,,,,,,,,,84.10416667,,66.58181818,78.1618705,65.79259259,,,,78.61753731,93.13171642,89.43358209,
5365,Manny Bañuelos,- - -,2,1,1,35,0,41,9.219513696,4.609756848,0.439024462,0.280373832,0.62030075,0.542056074,0.0625,4.390244617,3.7,3.453894472,3.975158482,0.301235586,0.19498607,93.84614258,0.543990504,,,,0.21866295,93.449141,2.238604706,0.10027855,83.09048123,0.469881706,0.47632312,83.75470863,-0.002782095,0.0097493,79.66222709,-0.053332519,,,,,,,,,,,,,,71.90972222,116.8659574,72.5,98.30849673,117.9324561,,,,99.54164345,97.52493036,96.44192201,
5372,Michael Pineda,DET,2,7,0,11,11,46.2,5.014285988,1.542857227,2.507142994,0.294117647,0.73221757,0.391566265,0.180555555,5.785714601,5.9,6.133859738,4.796429602,-0.438637376,0.59233926,90.11641166,-8.106992897,,,,,,,0.19288646,85.53929798,-3.62073468,0.21477428,80.88068521,1.314194001,,,,,,,,,,,,,,,,,48.15744681,,63.0595843,,126.2343949,,,,73.75986301,105.6926027,94.13068493,
5420,Pedro Báez,HOU,0,0,0,3,0,2.1,7.714289918,11.57143488,0,0.454545455,0.25,0.363636363,0,11.57143488,10,5.255289312,7.793066816,-0.018589318,0.43661972,90.17356036,0.565071061,,,,,,,0.46478873,83.97274503,-1.917555839,0.09859155,82.21726772,-0.330681454,,,,,,,,,,,,,,,,,81.70294118,,33.2375,,62.41428571,,,,57.82253521,93.41690141,82.82957746,
5448,Jesse Chavez,- - -,4,3,0,60,1,69.1,9.605770596,2.596154215,1.038461686,0.333333333,0.71782178,0.387755102,0.119402985,3.764423612,4.31,3.386469502,3.317018772,0.72154511,0.00496689,91.02268473,-0.266458202,0.58195364,89.10678357,7.196179379,0.26655629,91.28736792,-10.17210891,0.12913907,85.46834701,0.003658906,,,,0.01738411,77.05123175,0.520496186,,,,,,,,,,,,,,69.59935484,81.79047619,40.55454545,98.37665615,,,104.6829545,,97.72103058,105.6355212,100.6131462,
5497,Marwin Gonzalez,NYY,0,0,0,1,0,0.1,0,0,0,0,1,1,0,0,2.26,3.112431002,3.112431002,0.001869403,1,67.46455383,0.208807606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9,,-12.9,77.2,35.2,
5498,Arodys Vizcaíno,KCR,0,0,0,7,0,5.2,4.764706417,11.11764831,1.588235472,0.166666667,0.72916667,0.263157894,0.1,6.352941889,9.24,8.053608027,8.371907011,-0.1873907,0.59130435,97.3425652,-0.415620267,,,,,,,0.00869565,87.52310181,-1.420385242,,,,0.39130435,84.29042426,0.597287647,,,,0.00869565,88.53289795,-0.027412567,,,,,,,,78.25,,88.68615385,109.1,119.9133333,,,,101.2565217,80.99130435,83.37130435,
5524,Madison Bumgarner,ARI,7,15,0,30,30,158.2,6.352941584,2.779411943,1.418067318,0.306163022,0.69306931,0.369230769,0.114678899,4.878151573,5.53,4.84562439,4.831257982,0.366419464,0.32044199,90.95715697,-21.72615869,0.36464088,87.22436869,-8.643266849,0.01399632,90.82842696,-1.135510992,0.11307551,85.28618053,5.721227031,,,,0.18747698,78.37441675,2.749954946,0.00036832,63.19449997,-0.036456525,,,,,,,,,,,48.44788274,90.09685658,61.03168203,72.8,113,,91.55567951,,76.29966839,99.23179808,92.58131909,
5615,Ryan Brasier,BOS,0,3,1,68,0,62.1,9.240643031,1.877005616,1.299465426,0.335227273,0.56195965,0.405405405,0.121621621,5.775401894,3.97,3.609757276,3.490195803,0.528919101,0.44060914,96.0140499,-4.548979659,,,,0.11675127,96.21475034,-3.684739139,0.01319797,88.28524076,-0.160924688,0.42944162,85.60699246,4.070054967,,,,,,,,,,,,,,,,,83.40769231,,112.7241379,109.9078947,110.8460993,,,,111.2047716,108.2404061,111.1098477,
5640,Tyler Clippard,WSN,0,0,0,4,0,5,7.2,7.2,1.8,0.3125,0.77586207,0.375,0.111111111,7.2,4.59,8.312431002,8.377095929,-0.138488278,0.16814159,87.48044305,-0.569251195,,,,0.30973451,87.32404436,-0.711355593,0.31858407,77.01234945,-0.873254094,0.00884956,81.88179779,-0.768253326,0.04424779,74.24053955,-0.014194131,,,,0.15044248,80.13565602,0.003542338,,,,,,,,95.75833333,69.58,85.4125,62.53947368,88.4,,,29.52941176,71.93539823,88.82212389,81.66902655,
6107,Huascar Brazobán,MIA,1,1,0,27,0,32,11.25000201,5.906251056,0.843750151,0.306666667,0.80357143,0.493506493,0.12,3.093750553,3.62,3.987431158,3.925219744,0.032142747,0.23613312,97.36926515,-4.455952071,,,,0.09508716,96.6802002,-0.269891962,0.25198098,89.0677329,-0.500943858,0.41679873,87.74015269,4.74344762,,,,,,,,,,,,,,,,,109.0503145,,118.5815789,88.81428571,,,97.56401515,,104.9007924,94.40015848,93.86877971,
6310,Alcides Escobar,WSN,0,0,0,2,0,1.2,0,5.40000206,0,0.375,0.6,0.375,0,10.80000412,6.83,6.712432375,7.600654356,-0.024946304,0.19230769,82.36271973,-0.18548689,,,,,,,0.30769231,51.50523758,-1.828540165,,,,0.5,45.51765325,0.958588276,,,,,,,,,,,,,,,-12.55384615,,,,,,,-23.9,79.25,78.7,
6316,David Phelps,TOR,0,2,1,65,1,63.2,9.047122406,4.382199916,0.282722575,0.292397661,0.7719715,0.355029585,0.03076923,2.827225752,3.91,3.159551431,4.262546614,0.681546506,0.2945265,93.21144451,3.81807116,0.24587315,89.81225963,-2.185809162,0.12076455,93.1469237,1.91062054,0.07471764,86.4841722,0.524874121,,,,0.26411816,81.64156116,2.820209324,,,,,,,,,,,,,,112.8906977,,94.85208333,85.32904124,,119.8865132,73.83908451,,96.5089014,96.5032611,95.17609152,
6345,Chris Archer,MIN,2,8,0,25,25,102.2,7.363636546,4.207792312,1.051948078,0.25862069,0.67656766,0.436666666,0.108108108,4.558441671,4.81,4.485807659,4.5668564,0.544535339,0.35590375,93.15027393,-10.01090162,,,,0.00111919,93.43804932,0.003434662,0.14717403,87.01691718,1.000905737,0.4432009,88.82358744,8.570665423,0.05260213,81.77067404,0.814599629,,,,,,,,,,,,,,74.91254753,110.0542553,84.50830721,,142.2469697,,,,109.787856,96.00376142,96.36534121,
6397,Jake Odorizzi,- - -,6,6,0,22,22,106.1,7.278997475,2.962382693,1.184953077,0.292063492,0.69131833,0.31707317,0.091503267,4.401254287,4.11,4.2785753,4.697037894,1.233251471,0.49221357,92.1931762,-0.027209312,0.20912125,87.73826047,1.889386024,0.02057842,92.27182254,0.387089416,,,,0.07397108,82.803364,-0.513125312,0.03837597,71.99023438,-1.251436848,,,,0.16573971,85.13981884,-0.504564404,,,,,,,,,70.7884058,61.59358696,,61.45503876,,91.30498688,94.08695652,73.65467186,102.7027809,94.80016685,
6398,Trevor May,NYM,2,0,1,26,0,25,10.80000082,3.240000247,1.44000011,0.338235294,0.72368421,0.291666666,0.121212121,5.040000385,3.64,3.87243106,3.746518663,0.108749412,0.52473118,96.15668225,-4.520180669,,,,,,,0.15913978,87.26928711,1.748825021,0.26451613,84.89896945,0.935685545,,,,,,,0.0516129,87.33707682,0.43189466,,,,,,,,98.41891892,,112.9918033,,107.395935,,,143.2217391,110.8447312,99.24774194,101.1387097,
6399,José Cisnero,DET,1,0,0,28,0,25,8.280001263,6.840001044,0,0.241935484,0.88571429,0.370967741,0,1.080000165,3.89,3.672431087,5.093585932,0.109593205,0.35813953,95.72809076,0.809912954,,,,0.32093023,95.28643003,-0.642722715,0.0627907,89.72118236,0.586553209,0.25813953,85.59995249,5.486436408,,,,,,,,,,,,,,,,,60.43461538,,106.030719,80.48561151,112.3636364,,,,96.48046512,96.53093023,94.34465116,
6483,Steve Cishek,WSN,1,4,1,69,0,66.1,10.04020293,3.663317285,1.492462598,0.265432099,0.77608142,0.411764705,0.166666666,4.206030957,4.56,4.846099676,4.163251012,-0.33737722,0.28425532,89.30729557,3.780293286,,,,0.33957447,89.78098567,1.136554651,0.00510638,83.46001689,-0.005326439,0.37106383,76.47794223,-7.083484132,,,,,,,,,,,,,,,,,68.04,,106.7011765,84.74949239,89.56720183,,,,92.77565957,97.63514894,100.2594043,
6562,Alex Cobb,SFG,7,8,0,28,28,149.2,9.080178791,2.585746278,0.541202709,0.336470588,0.67961165,0.615023474,0.102272727,3.728285331,3.15,2.7983998,2.887080257,3.701233387,0.00206782,95.29470215,0.063022926,,,,0.42473118,94.59693738,4.449050203,,,,,,,0.15343259,83.67950851,0.815974426,,,,0.4197684,89.43133467,4.626019288,,,,,,,,,,125.1666667,89.37514793,,103.6245946,,120.5522374,104.9093284,102.5342454,103.8270315,
6632,Carlos Carrasco,NYM,15,7,0,29,29,152,9.000000903,2.427631823,1.006579048,0.337236534,0.74650913,0.46031746,0.120567375,3.967105661,4.08,3.533483676,3.452773707,2.509544849,0.35560166,93.26887945,-6.706909508,,,,0.11244813,91.9384153,-5.012365721,0.2439834,87.41250133,6.432517596,0.24771784,84.9123482,4.527790386,0.04024896,81.1419791,-1.687880181,,,,,,,,,,,,,,118.8961214,99.77373737,63.40374269,87.87032967,111.6259322,,,,93.11542928,104.6517628,101.6421402,
6655,Craig Kimbrel,LAD,6,7,22,63,0,60,10.80000069,4.200000267,0.600000038,0.311258278,0.67602041,0.397350993,0.058823529,3.750000238,3.49,3.229097676,4.040183052,0.882327855,0.68494424,95.79506233,1.1828245,,,,,,,,,,0.04832714,86.35091459,-0.730726432,0.26672862,85.62097806,1.887296356,,,,,,,,,,,,,,,,115.902981,,,111.8536873,,,114.6284123,101.5839369,104.3073352,
6661,Alex Colomé,COL,2,7,4,53,0,47,6.127660072,4.212766299,0.957446886,0.333333333,0.59722222,0.55625,0.113636363,5.744681317,5.75,4.537963032,4.540862049,-0.096597455,0.15586035,94.539125,-5.031062584,0.84413965,90.84309223,-3.319052201,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2584,,,,80.43220089,,79.30561097,94.49775561,90.51209476,
6893,Johnny Cueto,CHW,8,10,0,25,24,158.1,5.797894923,1.875789534,0.852631606,0.294949495,0.74860335,0.425742574,0.077319587,3.353684318,4.02,3.794536287,4.376799449,2.38908755,0.19224283,91.48750867,7.96402014,0.09907251,87.41329995,-7.141392261,0.23819562,91.39913017,1.983499281,0.20151771,82.56894547,-0.706292652,0.22386172,85.2238319,1.191491213,0.04510961,79.64868392,1.706843536,,,,,,,,,,,,,,67.79601677,63.98,75.74829787,82.1876588,82.62769231,,63.71151386,,74.46810647,102.9992037,97.18066522,
6895,Chase Anderson,CIN,2,4,0,9,7,24,8.625000685,5.625000447,1.125000089,0.237288136,0.55194805,0.516129032,0.157894736,6.375000507,3.75,5.070764491,4.617723566,0.076841921,0.30020284,92.07575288,1.242792372,0.1643002,90.11247046,-1.708382603,0.09330629,92.2448475,-2.544039514,0.28397566,82.93749651,2.801499721,0.07910751,83.55997721,0.33493894,0.07910751,77.86970559,-1.044031851,,,,,,,,,,,,,,136.2285714,57.89210526,77.09923664,62.97407407,110.6404762,,86.97954545,,95.49959432,95.94868154,95.69675456,
6902,Martín Pérez,TEX,12,8,0,32,32,196.1,7.747029063,3.162988197,0.504244495,0.295053004,0.77020202,0.514184397,0.06547619,2.887945745,3.59,3.265232364,3.803612988,3.874843121,0.06475548,92.91138713,1.800391532,0.24080944,89.85500372,9.978894513,0.36863406,92.65475612,5.714313794,0.27689713,84.42678517,4.296582002,0.01416526,84.30133929,1.33603568,0.03473862,78.86737712,-4.297460392,,,,,,,,,,,,,,75.29890644,93.35480769,65.37552743,96.46720686,101.7904762,,78.57720994,,83.71118952,102.8171371,94.88081317,
