playerid,Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2022 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
10197,Shelby Miller,RP,R,R,SFG,32,7.016,0.382685661,,,0,,,LAD,1,1500000,1500000
18088,Cody Stashak,RP,R,R,MIN,29,3.064,0.372368246,,,0,,,,,,
15552,Chad Green,RP,L,R,NYY,32,6.05,0.332882762,,1,5000000,5000000,,TOR,3,23250000,2250000
14542,Carlos Estévez,RP,R,R,COL,30,6.022,0.327445805,,,0,,,LAA,2,13500000,6750000
13799,Matt Strahm,RP,R,L,BOS,31,6.064,0.325621068,,,0,,,PHI,2,15000000,7500000
10314,Erasmo Ramírez,RP,R,R,WSN,33,7.169,0.317608416,,,0,,,WSN,1,1000000,1000000
14361,Ty Blach,RP,R,L,COL,32,3.007,0.302146882,,,0,,,COL,1,1100000,1100000
13435,Pierce Johnson,RP,R,R,SDP,32,3.137,0.293300927,,,0,,,COL,1,5000000,5000000
9111,Brad Hand,RP,L,L,PHI,33,9.092,0.287840486,,,0,,,COL,1,3000000,3000000
1581,Sean Doolittle,RP,L,L,WSN,36,10.122,0.272601485,,,0,,,WSN,1,0,
12447,Seth Lugo,RP,R,R,NYM,33,6.082,0.256202787,,1,5000000,5000000,,SDP,2,15000000,7500000
12918,Archie Bradley,RP,R,R,LAA,30,7.112,0.226552904,,,0,,,,,,
17432,Jeff Hoffman,RP,R,R,CIN,30,4.105,0.22617726,,,0,,,MIN,1,0,
4301,Justin Wilson,RP,L,L,CIN,35,10.035,0.203734219,,,0,,,MIL,1,1000000,1000000
12804,Matt Wisler,RP,R,R,TBR,30,5.042,0.199226245,,,0,,,DET,1,0,
10430,Mychal Givens,RP,R,R,NYM,33,7.069,0.167864665,,,0,,,BAL,1,5000000,5000000
13182,Kyle Crick,RP,L,R,CHW,30,5.027,0.136051074,,,0,,,TBR,1,0,
14966,Reyes Moronta,RP,R,R,ARI,30,4.111,0.128598765,,,0,,,TEX,1,0,
6398,Trevor May,RP,R,R,NYM,33,8.012,0.108749412,,,0,,,OAK,1,7000000,7000000
15684,Miguel Castro,RP,R,R,NYY,28,6.079,0.09002661,,,0,,,ARI,2,8500000,3500000
15594,Nick Wittgren,RP,R,R,STL,32,5.071,0.088830791,,,0,,,KCR,1,0,
15291,Steven Brault,RP,L,L,CHC,31,4.167,0.088804558,,,0,,,,,,
7836,Hunter Strickland,RP,R,R,CIN,34,7.033,0.049993064,,,0,,,CIN,1,0,
7432,Jay Jackson,RP,R,R,ATL,35,1.105,0.046840079,,,0,,,TOR,1,0,
16929,Touki Toussaint,RP,R,R,LAA,27,2.135,0.037917309,,,0,,,CLE,1,0,
13293,Danny Coulombe,RP,L,L,MIN,33,4.008,0.029499618,,,0,,,MIN,1,1000000,1000000
12910,Ken Giles,RP,R,R,SEA,32,7.113,0.029496577,,,0,,,,,,
7738,Wily Peralta,RP,R,R,DET,34,6.105,0.021111984,,,0,,,WSN,1,0,
13763,Dominic Leone,RP,R,R,SFG,31,6.153,0.019012814,,,0,,,TEX,1,0,
10688,Tyler Thornburg,RP,R,R,MIN,34,6.115,-0.00470078,,,0,,,,,,
1157,Tommy Hunter,RP,R,R,NYM,36,12.156,-0.010484426,,,0,,,NYM,1,696236,696236
13801,Austin Adams,RP,R,R,SDP,32,4.015,-0.01758913,,,0,,,ARI,1,0,
15010,Corey Knebel,RP,R,R,PHI,31,7.151,-0.018493634,,,0,,,,,,
12763,Chris Devenski,RP,R,R,PHI,32,6.036,-0.022756621,,,0,,,LAA,1,0,
12763,Chris Devenski,RP,R,R,PHI,32,6.036,-0.022756621,,,0,,,LAA,1,900000,900000
11384,Tommy Kahnle,RP,R,R,LAD,33,7.131,-0.041938089,,,0,,,NYY,2,11500000,5750000
18282,Jarlín García,RP,L,L,SFG,30,5.114,-0.080961667,,,0,,,PIT,1,2500000,2500000
6661,Alex Colomé,RP,R,R,COL,34,8.118,-0.096597455,,,0,,,WSN,1,0,
15046,Trevor Gott,RP,R,R,MIL,30,4.057,-0.119867362,,,0,,,SEA,1,1200000,1200000
8048,Will Smith,RP,R,L,HOU,33,9.155,-0.162534446,,,0,,,TEX,1,1500000,1500000
5097,Anthony Gose,RP,L,L,CLE,32,3.139,-0.171638921,,,0,,,CLE,1,0,
12272,Aaron Brooks,RP,R,R,STL,33,2.102,-0.176399142,,,0,,,SDP,1,0,
10233,Aroldis Chapman,RP,L,L,NYY,35,12.009,-0.186308637,,,0,,,KCR,1,3750000,3750000
3240,Zack Britton,RP,L,L,NYY,35,10.158,-0.204938352,,1,5000000,5000000,,,,,
2608,Jhoulys Chacín,RP,R,R,COL,35,10.087,-0.242646515,,,0,,,,,,
10855,Chasen Shreve,RP,L,L,NYM,32,5.158,-0.256421864,,,0,,,DET,1,1250000,1250000
15823,Zack Littell,RP,R,R,SFG,27,3.067,-0.260842979,,,0,,,TEX,1,0,
12323,Jacob Barnes,RP,R,R,NYY,33,4.157,-0.278482884,,,0,,,TEX,1,0,
5114,Jeurys Familia,RP,R,R,BOS,33,9.023,-0.320091397,,,0,,,OAK,1,282258,282258
3237,T.J. McFarland,RP,L,L,STL,34,7.072,-0.332481891,,,0,,,NYM,1,0,
5358,Jose Alvarez,RP,L,L,SFG,34,8.035,-0.387429684,,,0,,,DET,1,0,
7274,Craig Stammen,RP,R,R,SDP,39,11.16,-0.399087995,,,0,,,SDP,1,0,
13475,Daniel Norris,RP,L,L,DET,30,7.063,-0.421548367,,,0,,,CIN,1,0,
13758,Tyler Duffey,RP,R,R,MIN,32,5.074,-0.423156619,,,0,,,CHC,1,0,
8110,Bryan Shaw,RP,S,R,CLE,35,9.152,-0.48215127,,,0,,,CHW,1,0,
16350,Ryan Borucki,RP,L,L,SEA,29,4.066,-0.636488557,,,0,,,CHC,1,0,
11801,Hansel Robles,RP,R,R,BOS,32,6.119,-0.6453107,,,0,,,,,,
12800,Noé Ramirez,RP,R,R,ARI,33,5.061,-0.684255719,,,0,,,,,,
11632,Heath Hembree,RP,R,R,LAD,34,6.096,-0.695595086,,,0,,,TBR,1,0,
9817,Sergio Romo,RP,R,R,TOR,40,13.097,-0.784764826,,,0,,,,,,
14875,Caleb Smith,RP,R,L,ARI,31,5.077,-0.794796407,,,0,,,PIT,1,0,
3281,Joe Smith,RP,R,R,MIN,39,13.091,-0.836775601,,,0,,,,,,
6986,Ian Kennedy,RP,R,R,ARI,38,13.124,-0.951471806,,,0,,,TEX,1,508063,508063
10547,Jimmy Nelson,RP,R,R,LAD,34,8.107,,,,0,,,LAD,1,1200000,1200000
10745,Trevor Rosenthal,RP,R,R,MIL,33,8.078,,,,0,,,DET,1,0,
11209,Casey Sadler,RP,R,R,SEA,32,4.035,,,,0,,,SEA,1,0,
11752,Luke Jackson,RP,R,R,ATL,31,6.019,,,,0,,,SFG,2,11500000,5750000
12056,Scott McGough,RP,R,R,JPN,33,,,,,0,,,ARI,2,6250000,3125000
15015,Alex Reyes,RP,R,R,STL,28,5.056,,,,0,,,LAD,1,1100000,1100000
16794,Josh James,RP,R,R,HOU,30,3.11,,,,0,,,,,,
18337,Nick Anderson,RP,R,R,TBR,32,3.153,,,,0,,,ATL,1,875000,875000
19456,Kyle Funkhouser,RP,R,R,DET,29,2.133,,,,0,,,TEX,1,0,
3192,Will Harris,RP,R,R,WSN,38,9.102,,,,0,,,,,,
4338,Tyler Chatwood,RP,R,R,JPN,33,10.037,,,,0,,,PIT,1,0,
8410,Deolis Guerra,RP,R,R,OAK,34,4.071,,,,0,,,OAK,1,0,
16137,Carlos Rodón,SP,L,L,SFG,30,7.168,6.2333498,,5,135000000,27000000,19650000,NYY,6,162000000,27000000
8700,Justin Verlander,SP,R,R,HOU,40,17.002,6.057393551,,2,70000000,35000000,,NYM,3,121666666,43333333
12880,Tyler Anderson,SP,L,L,LAD,33,7.065,4.058879852,,3,43500000,14500000,19650000,LAA,3,39000000,13000000
11423,Jose Quintana,SP,R,L,STL,34,10.133,3.96931982,,2,24000000,12000000,,NYM,2,26000000,13000000
6902,Martín Pérez,SP,L,L,TEX,32,10.038,3.874843121,,3,39000000,13000000,19650000,TEX,1,19650000,19650000
2036,Clayton Kershaw,SP,L,L,LAD,35,14.105,3.861314297,,1,20000000,20000000,,LAD,1,20000000,20000000
2429,Corey Kluber,SP,R,R,TBR,37,10.074,3.106763124,,1,11000000,11000000,,BOS,1,10000000,10000000
13273,Ross Stripling,SP,R,R,TOR,33,6.115,3.006040096,,2,22000000,11000000,,SFG,2,25000000,12500000
12304,Chris Bassitt,SP,R,R,NYM,34,6.13,2.83988142,,3,48000000,16000000,19650000,TOR,3,63000000,21000000
11836,Taijuan Walker,SP,R,R,NYM,30,8.142,2.674705982,,3,39000000,13000000,,PHI,4,72000000,18000000
11674,Jameson Taillon,SP,R,R,NYY,31,6.11,2.41018796,,3,36000000,12000000,,CHC,4,68000000,17000000
6893,Johnny Cueto,SP,R,R,CHW,37,14.143,2.389087439,,1,8000000,8000000,,MIA,1,8500000,8500000
10954,Jacob deGrom,SP,L,R,NYM,35,8.139,2.232882738,,3,120000000,40000000,19650000,TEX,5,185000000,37000000
11762,Noah Syndergaard,SP,L,R,PHI,30,7.149,2.220269442,,2,28000000,14000000,,LAD,1,13000000,13000000
1943,Zack Greinke,SP,R,R,KCR,39,18.057,1.938260436,,1,10000000,10000000,,KCR,1,8500000,8500000
10123,Kyle Gibson,SP,R,R,PHI,35,9.039,1.846674681,,,0,,,BAL,1,10000000,10000000
4806,Rich Hill,SP,L,L,BOS,43,13.127,1.787755728,,1,5000000,5000000,,PIT,1,8000000,8000000
14078,Michael Wacha,SP,R,R,BOS,31,9.062,1.533195734,,2,20000000,10000000,,SDP,4,26000000,6500000
7593,Jordan Lyles,SP,R,R,BAL,32,11.002,1.408814311,,1,6000000,6000000,,KCR,2,17000000,8500000
13774,Zach Eflin,SP,R,R,PHI,29,6.018,1.389717817,,3,30000000,10000000,,TBR,3,41000000,13333333
11760,Drew Smyly,SP,L,L,CHC,34,10.143,1.217162132,,1,7000000,7000000,,CHC,2,23000000,11500000
15423,Andrew Heaney,SP,L,L,LAD,32,7.15,1.139724255,,2,20000000,10000000,,TEX,2,25000000,12500000
15873,Sean Manaea,SP,R,L,SDP,31,6.157,1.082378626,,2,22000000,11000000,,SFG,1,12500000,12500000
9132,Nathan Eovaldi,SP,R,R,BOS,33,11.013,1.034421086,,2,30000000,15000000,19650000,TEX,3,54000000,17000000
14843,Michael Lorenzen,SP,R,R,LAA,31,7.159,0.994760513,,,0,,,DET,1,8500000,8500000
12917,Dylan Bundy,SP,S,R,MIN,30,7.026,0.75713712,,1,5000000,5000000,,NYM,1,0,
11589,José Ureña,SP,R,R,COL,31,6.165,0.7147367,,,0,,,COL,1,3500000,3500000
16977,Trevor Williams,SP,R,R,NYM,31,6.027,0.697281182,,,0,,,WSN,2,13000000,6500000
6345,Chris Archer,SP,R,R,MIN,34,9.156,0.544535339,,1,4000000,4000000,,,,,
8779,Wade Miley,SP,L,L,CHC,36,11.025,0.508916736,,1,7000000,7000000,,MIL,1,4500000,4500000
16918,Luke Weaver,SP,R,R,SEA,29,5.112,0.464655429,,,0,,,CIN,1,2000000,2000000
14975,Chad Kuhl,SP,R,R,COL,30,6.079,0.450533181,,,0,,,WSN,1,946237,946237
13183,Zach Davies,SP,R,R,ARI,30,7.02,0.445978314,,,0,,,ARI,1,5000000,5000000
12730,Nick Martinez,SP,L,R,SDP,32,4.002,0.421830297,,2,16000000,8000000,,SDP,3,26000000,8666666.667
12808,Mike Clevinger,SP,R,R,SDP,32,6.033,0.411009163,,1,8000000,8000000,,CHW,1,12000000,12000000
11189,Vince Velasquez,SP,R,R,CHW,31,7.086,0.404526621,,,0,,,PIT,1,3150000,3150000
11490,Aaron Sanchez,SP,R,R,MIN,30,6.113,0.217748001,,,0,,,MIN,1,0,
15440,Matthew Boyd,SP,L,L,SEA,32,6.136,0.102375232,,,0,,,DET,1,10000000,10000000
6895,Chase Anderson,SP,R,R,CIN,35,7.161,0.076841913,,,0,,,CIN,1,0,
16502,Ryan Yarbrough,SP,R,L,TBR,31,4.117,0.058477577,,,0,,,KCR,1,3000000,3000000
3284,Aníbal Sánchez,SP,R,R,WSN,39,15.083,-0.242740616,,,0,,,,,,
7608,Tommy Milone,SP,L,L,SEA,36,8.07,-0.337277532,,,0,,,SEA,1,0,
9434,Dallas Keuchel,SP,L,L,TEX,35,9.031,-0.341983825,,,0,,,,,,
10021,Mike Minor,SP,R,L,CIN,35,11.138,-0.354129285,,,0,,,,,,
5372,Michael Pineda,SP,R,R,DET,34,9.165,-0.438637376,,,0,,,,,,
13834,Alec Mills,SP,R,R,CHC,31,3.097,-0.577136159,,,0,,,,,,
12499,Drew Rucinski,SP,R,R,KBO,34,0.162,,,,0,,,OAK,1,3000000,3000000
12972,Joe Ross,SP,R,R,WSN,30,6.018,,,,0,,,SFG,1,0,
31838,Kodai Senga,SP,L,R,JPN,30,,,,,0,,,NYM,5,75000000,15000000
31839,Shintaro Fujinami,SP,R,R,JPN,29,,,,,0,,,OAK,1,3250000,3250000
3542,Danny Duffy,SP,L,L,LAD,34,11.085,,,,0,,,TEX,1,0,
5257,Wilmer Font,SP,R,R,KBO,33,3.085,,,,0,,,SDP,1,0,
6797,Julio Teheran,SP,R,R,DET,32,9.062,,,,0,,,SDP,1,0,
6797,Julio Teheran,SP,R,R,DET,32,9.062,,,,0,,,MIL,1,1500000,1500000
