playerid,Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2022 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
14942,Andrew Knapp,C,S,R,SFG,31,5,-0.450996786,,,0,,,DET,1,0,
15905,Luis Torrens,C,R,R,SEA,27,3.091,-0.466262907,,,0,,,CHC,1,1200000,1200000
3142,Robinson Chirinos,C,R,R,BAL,39,10.022,-1.304671884,,,0,,,,,,
11038,Kevin Kiermaier,CF,L,R,TBR,33,8.131,0.947866619,,2,16000000,8000000,,TOR,1,9000000,9000000
10199,Billy Hamilton,CF/LF,S,R,MIN,32,8.087,-0.20628278,,,0,,,CHW,1,0,
11476,Odúbel Herrera,CF/LF/RF,L,R,PHI,31,5.077,0.566442609,,,0,,,,,,
15104,Jonathan Davis,CF/LF/RF,R,R,MIL,31,2.075,0.548042297,,,0,,,DET,1,0,
13546,Roman Quinn,CF/LF/RF,S,R,TBR,30,4.035,0.245680213,,,0,,,CLE,1,0,
12434,Kevin Pillar,CF/LF/RF,R,R,LAD,34,8.072,-0.017763,,,0,,,ATL,1,3000000,3000000
15124,Tim Locastro,CF/LF/RF,R,R,NYY,30,3.122,-0.043251161,,,0,,,NYM,1,1400000,1400000
13768,Travis Jankowski,CF/LF/RF,L,R,SEA,32,5.028,-0.115199894,,,0,,,TEX,1,1250000,1250000
15998,Cody Bellinger,CF/RF/1B,L,L,LAD,27,5.16,1.481514573,,,0,,,CHC,1,17500000,17500000
12927,Brandon Nimmo,CF/RF/LF,L,R,NYM,30,6.042,5.413952827,,5,100000000,20000000,19650000,NYM,8,162000000,20250000
11339,Jake Marisnick,CF/RF/LF,R,R,PIT,32,7.132,0.418006629,,,0,,,CHW,1,0,
15487,Victor Reyes,CF/RF/LF,S,R,DET,28,4.075,-0.032498993,,,0,,,CHW,1,0,
15082,Adam Engel,CF/RF/LF,R,R,CHW,31,5.058,-0.130664974,,,0,,,SDP,1,1000000,1000000
14735,Brett Phillips,CF/RF/LF,L,R,BAL,29,3.013,-0.215168893,,,0,,,LAA,1,1200000,1200000
12984,Jackie Bradley Jr.,CF/RF/LF,L,R,TOR,33,8.15,-0.23456572,,,0,,,KCR,1,383065,383065
16221,Bradley Zimmer,CF/RF/LF,L,R,TOR,30,4.077,-0.313919574,,,0,,,LAD,1,0,
11846,Leonys Martin,CF/RF/LF,L,R,JPN,35,6.081,,,,0,,,SEA,1,0,
2434,Nelson Cruz,DH,R,R,WSN,42,15.082,-0.458609968,,,0,,,SDP,1,1000000,1000000
8090,Matt Carpenter,DH/1B/RF/LF,L,R,NYY,37,10.145,2.351362944,,1,6000000,6000000,,SDP,2,12000000,6000000
6184,J.D. Martinez,DH/LF,R,R,BOS,35,11.036,1.443461418,,1,12500000,12500000,,LAD,1,10000000,10000000
4106,Michael Brantley,DH/LF/RF,L,L,HOU,36,12.131,1.076061845,,1,12000000,12000000,,HOU,1,12000000,12000000
17838,Willie Calhoun,DH/LF/RF,L,R,SFG,28,3.066,-0.310547322,,,0,,,NYY,1,0,
5222,Justin Upton,DH/LF/RF,R,R,SEA,35,14.06,-0.38180536,,,0,,,,,,
14566,Franmil Reyes,DH/RF,R,R,CHC,27,4.115,-0.957936943,,,0,,,KCR,1,2000000,2000000
10815,Jurickson Profar,LF,S,R,SDP,30,8.165,2.422293425,,3,30000000,10000000,,COL,1,7750000,7750000
2967,Tommy Pham,LF,R,R,BOS,35,7.107,0.691635191,,1,6000000,6000000,,NYM,1,6000000,6000000
31837,Masataka Yoshida,LF,L,R,JPN,29,0,,,,0,,,BOS,5,90000000,18000000
12649,Alex Dickerson,LF/DH,L,L,ATL,33,5.12,-0.330621719,,,0,,,,,,
17901,Andrew Benintendi,LF/RF,L,L,NYY,28,6.062,2.123008728,,4,56000000,14000000,,CHW,5,75000000,15000000
2136,David Peralta,LF/RF,L,L,TBR,35,8.12,1.658305287,,1,8000000,8000000,,LAD,1,6500000,6500000
10762,Corey Dickerson,LF/RF,L,R,STL,34,9.101,0.655800998,,,0,,,WSN,1,2250000,2250000
5254,Robbie Grossman,LF/RF,S,L,ATL,33,8.06,0.021547582,,,0,,,TEX,1,2000000,2000000
14128,Joey Gallo,LF/RF,L,R,LAD,29,6.103,0.004566194,,1,10000000,10000000,,MIN,1,11000000,11000000
9256,AJ Pollock,LF/RF/CF,R,R,CHW,35,10.052,0.534487963,,1,8000000,8000000,,SEA,1,7000000,7000000
14350,Raimel Tapia,LF/RF/CF,L,L,TOR,29,5.02,0.423473835,,,0,,,BOS,1,731183,731183
5486,Abraham Almonte,LF/RF/CF,S,R,BOS,34,5.012,-0.037494592,,,0,,,NYM,1,0,
9847,Andrew McCutchen,LF/RF/DH,R,R,MIL,36,13.123,0.566453099,,,0,,,PIT,1,5000000,5000000
15640,Aaron Judge,RF/CF,R,R,NYY,31,6.051,11.05625629,,8,300000000,37500000,19650000,NYY,9,360000000,40000000
4940,Jason Heyward,RF/CF/LF,L,L,CHC,33,13,-0.267302364,,,0,,,LAD,1,720000,720000
11899,Joc Pederson,RF/LF,L,L,SFG,31,8.028,2.332348824,,2,20000000,10000000,19650000,SFG,1,19650000,19650000
14274,Mitch Haniger,RF/LF,R,R,SEA,32,6.048,0.953595638,,2,24000000,12000000,,SFG,3,43500000,14500000
13359,Tyler Naquin,RF/LF,L,R,NYM,32,6.033,0.467221081,,,0,,,MIL,1,0,
14553,Nomar Mazara,RF/LF,L,L,SDP,28,5.112,0.233488366,,,0,,,BAL,1,0,
15983,Clint Frazier,RF/LF,R,R,CHC,28,4.049,-0.109374069,,,0,,,TEX,1,0,
13367,Stephen Piscotty,RF/LF,R,R,OAK,32,6.076,-0.561617374,,,0,,,SFG,1,0,
11200,Kole Calhoun,RF/LF,L,L,TEX,35,9.13,-1.262881756,,,0,,,SEA,1,0,
16376,Michael Conforto,RF/LF,L,R,NYM,30,6.043,,,1,12000000,12000000,,SFG,2,36000000,18000000
16424,Jordan Luplow,RF/LF/1B,R,R,ARI,29,4.108,0.444608122,,,0,,,ATL,1,1400000,1400000
12160,Ben Gamel,RF/LF/1B,L,L,PIT,31,6.029,0.066967733,,,0,,,TBR,1,0,
14567,Franchy Cordero,RF/LF/1B,L,R,BOS,28,4.092,-0.381724238,,,0,,,NYY,1,1000000,1000000
10950,Adam Duvall,RF/LF/CF,R,R,ATL,34,6.151,0.902586639,,1,7000000,7000000,,BOS,1,7000000,7000000
10323,Rafael Ortega,RF/LF/CF,L,R,CHC,32,2.145,0.692720771,,,0,,,NYY,1,0,
18314,Dansby Swanson,SS,R,R,ATL,29,6.047,6.635719299,,6,141000000,23500000,19650000,CHC,7,177000000,25285714.29
12161,Xander Bogaerts,SS,R,R,BOS,30,9.042,5.9937253,,6,168000000,28000000,19650000,SDP,11,280000000,25454545.45
8709,Elvis Andrus,SS,R,R,CHW,34,14,3.429669142,,2,20000000,10000000,,CHW,1,3000000,3000000
6012,Didi Gregorius,SS,L,R,PHI,33,8.159,-0.431199998,,,0,,,,,,
16252,Trea Turner,SS/2B,R,R,LAD,30,6.135,6.376113892,,7,210000000,30000000,19650000,PHI,11,300000000,27272727.27
10231,Jose Iglesias,SS/2B,R,R,COL,33,10.036,1.326118112,,1,5000000,5000000,,MIA,1,0,
10847,Andrelton Simmons,SS/2B,R,R,CHC,33,9.122,-0.190803006,,,0,,,,,,
6310,Alcides Escobar,SS/2B,R,R,WSN,36,10.003,-0.318299592,,,0,,,,,,
14162,Carlos Correa,SS/3B,R,R,MIN,28,7.119,4.568114758,,8,256000000,32000000,,MIN,6,200000000,33333333.33
