playerid,Name,Team,G,PA,H,1B,2B,3B,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,xBA,wOBA,xwOBA,SLG,xSLG,OBP,wRC+,Off,Def,Spd,BsR,WAR,BB/K,Barrel%,HardHit%,O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Pull%,Cent%,Oppo%,EV,LA,maxEV,LD%,GB%,FB%,Clutch
16426,Thairo Estrada,SFG,140,541,127,89,22,2,14,71,62,21,0.060998151,0.164510166,0.139344262,0.289743589,0.260245901,0.246,0.317476753,0.299,0.399590163,0.352,0.322222222,106.3021521,5.262438014,2.505744822,5.803265285,1.301185679,2.76973344,0.370786516,0.04444444,0.30617284,0.31504065,0.66181061,0.48637532,0.64193548,0.89779874,0.81395349,0.44938272,0.33333333,0.21728395,86.17007059,8.148002991,109.265,0.199494949,0.505050505,0.295454545,1.592471989
19844,Abraham Toro,SEA,109,352,60,36,13,1,10,36,35,2,0.0625,0.18465909,0.138888889,0.197628458,0.185185185,0.226,0.24627702,0.284,0.324074074,0.372,0.238636363,62.89119715,-15.56244965,-1.42557283,4.123744695,-0.863478052,-0.614765548,0.338461538,0.06844106,0.29657795,0.30182927,0.63157895,0.47014925,0.62121212,0.88194444,0.8,0.46007605,0.3460076,0.19391635,87.01570669,16.70987553,108.248,0.144486692,0.395437262,0.460076045,1.56939388
11281,Whit Merrifield,- - -,139,550,126,86,28,1,11,70,58,16,0.069090909,0.154545454,0.125,0.276442307,0.25,0.24,0.294360277,0.288,0.375,0.356,0.298181818,87.42120099,-6.40733375,1.603524608,5.174324482,1.377856148,1.322047245,0.447058823,0.04215457,0.30913349,0.29853862,0.69216242,0.50520575,0.68181818,0.8744884,0.82041217,0.36065574,0.35128806,0.28805621,87.14395694,15.10795666,107.639,0.197149643,0.408551068,0.394299287,1.564759966
11493,Manny Machado,SDP,150,644,172,102,37,1,32,100,102,9,0.097826086,0.206521739,0.233564014,0.337349397,0.297577854,0.264,0.381634797,0.338,0.531141868,0.447,0.366459627,151.891971,38.4644999,7.235998929,4.336591448,-0.362371745,7.124526664,0.47368421,0.098434,0.48993289,0.31079967,0.71502591,0.50822438,0.5994695,0.84299517,0.76680498,0.41163311,0.33780761,0.25055928,91.50770763,16.00390625,112.371,0.205816554,0.378076062,0.416107382,1.486393673
17027,Alex Verdugo,BOS,152,644,166,115,39,1,11,75,74,1,0.065217391,0.133540372,0.124789207,0.30876494,0.279932546,0.278,0.319227725,0.329,0.404721753,0.428,0.327639751,102.2917375,-0.647655629,-9.535152674,2.22551891,-2.308458478,1.069425341,0.488372093,0.06042885,0.37816764,0.2558952,0.62007435,0.45261044,0.66552901,0.92805755,0.85980479,0.32163743,0.42300195,0.25536062,89.0862497,8.365571318,110.998,0.214424951,0.45614035,0.329434697,1.467107244
19734,Josh Rojas,ARI,125,510,119,84,25,1,9,66,56,23,0.107843137,0.192156862,0.121896163,0.322580645,0.268623024,0.239,0.325991256,0.305,0.390519187,0.361,0.348514851,108.5004827,8.827229157,-2.283160686,5.577144495,3.790366267,2.529233282,0.561224489,0.04507042,0.36056338,0.20771513,0.60606061,0.40806293,0.64285714,0.8483871,0.79638554,0.32676056,0.35492958,0.31830986,88.83286261,11.85673074,109.065,0.232558139,0.415697674,0.351744186,1.461156331
16512,Isiah Kiner-Falefa,NYY,142,531,126,102,20,0,4,66,48,22,0.06591337,0.13559322,0.066252588,0.296116504,0.260869565,0.262,0.285170994,0.29,0.327122153,0.333,0.314393939,84.00252203,-6.507825623,3.940010309,5.228015849,3.051194703,1.49372362,0.486111111,0.01193317,0.29832936,0.30515917,0.57142857,0.44639175,0.78057554,0.95408163,0.89838337,0.35322196,0.35799523,0.28878282,86.16346373,4.288653031,109.755,0.208737864,0.548543689,0.242718446,1.456995902
9241,Starling Marte,NYM,118,505,136,91,24,5,16,76,63,18,0.051485148,0.192079207,0.175965665,0.339943342,0.291845493,0.276,0.354722192,0.336,0.467811158,0.428,0.346534653,133.3256706,19.82105792,-3.99331677,6.529243147,0.267912001,3.485925053,0.268041237,0.06775068,0.33875339,0.31578947,0.66026289,0.49322917,0.58163265,0.86830015,0.77930306,0.42547425,0.33604336,0.23848238,86.81693844,7.505962486,113.258,0.220708446,0.490463215,0.288828337,1.444314171
12282,Rougned Odor,BAL,135,472,88,53,19,3,13,49,53,6,0.06779661,0.230932203,0.150234742,0.243506493,0.206572769,0.207,0.278355386,0.277,0.356807511,0.339,0.275423728,81.80546084,-8.873347478,-2.886819482,5.094921298,0.79050745,0.332634029,0.293577981,0.06542056,0.33333333,0.31181619,0.70484061,0.50085179,0.54385965,0.84924623,0.75056689,0.44548287,0.35825545,0.19626168,87.8198117,21.54215808,109.654,0.194267515,0.315286624,0.490445859,1.423009882
12916,Francisco Lindor,NYM,161,706,170,114,25,5,26,98,107,16,0.083569405,0.188385269,0.17936508,0.30125523,0.269841269,0.254,0.341811351,0.331,0.449206349,0.427,0.338526912,124.4975698,21.29208285,14.92518473,5.594863227,1.197727869,6.352767074,0.443609022,0.08333333,0.41071429,0.2986014,0.65975697,0.47720042,0.59953162,0.87432286,0.78740741,0.43253968,0.32738095,0.24007937,89.29817449,13.82195534,110.683,0.178926441,0.43141153,0.389662027,1.372559865
19287,Adolis García,TEX,156,657,151,85,34,5,27,88,101,25,0.0608828,0.278538812,0.206611571,0.309226932,0.249586776,0.244,0.3243692,0.322,0.456198347,0.447,0.299847792,111.6991904,13.25922068,-4.054788589,6.635952967,4.60977012,3.148185232,0.218579234,0.12850467,0.47429907,0.36919676,0.72542373,0.53488372,0.54690619,0.76635514,0.6853353,0.4228972,0.36214953,0.21495327,92.0511489,13.19073802,112.975,0.194379391,0.407494145,0.398126463,1.327533664
21618,Alec Bohm,PHI,152,631,164,124,24,3,13,79,72,2,0.049128367,0.174326465,0.11774744,0.3192389,0.279863481,0.29,0.309771681,0.333,0.397610921,0.436,0.315372424,98.46152227,-3.848668448,-4.464270115,3.368005843,-2.720777945,1.406355923,0.281818181,0.06790123,0.43004115,0.31398417,0.70446735,0.51151673,0.69467787,0.86585366,0.81393373,0.33744856,0.36419753,0.29835391,90.17716371,10.35410136,110.809,0.234567901,0.460905349,0.304526748,1.314423142
18839,Josh Naylor,CLE,122,498,115,67,28,0,20,47,79,6,0.07630522,0.16064257,0.195991091,0.268361581,0.256124721,0.257,0.331412875,0.327,0.452115812,0.43,0.319277108,117.8903572,8.645517568,-6.779586554,2.879753205,-1.380205328,1.849665075,0.475,0.0855615,0.42513369,0.34927235,0.70099256,0.50961538,0.67559524,0.89734513,0.81465039,0.45187166,0.34224599,0.20588235,89.38651924,10.26964252,113.012,0.173796791,0.489304812,0.336898395,1.251036392
2434,Nelson Cruz,WSN,124,507,105,79,16,0,10,50,64,4,0.096646942,0.234714003,0.102678571,0.295031055,0.234375,0.241,0.291587319,0.32,0.337053571,0.399,0.313492063,86.98663173,-8.522326196,-13.2870369,3.037968297,-0.856763406,-0.458609974,0.411764705,0.09253731,0.45671642,0.30978809,0.7042957,0.50803213,0.51465798,0.78439716,0.70256917,0.35240964,0.36144578,0.28614458,90.93959008,7.176202745,113.807,0.192771084,0.524096385,0.28313253,1.242501246
11445,Mark Canha,NYM,140,542,123,86,24,0,13,71,61,3,0.088560885,0.178966789,0.136363636,0.308988764,0.266233766,0.245,0.343363326,0.323,0.402597402,0.362,0.367158671,125.5587703,14.43532497,-8.378041744,3.05193226,-1.659475907,2.593707222,0.49484536,0.04878049,0.36314363,0.24790308,0.59737991,0.4283138,0.66165414,0.85087719,0.79789474,0.41734417,0.29539295,0.28726287,87.68257195,10.9020271,107.965,0.200542005,0.452574525,0.346883468,1.237037429
21636,Jeremy Peña,HOU,136,558,132,88,20,2,22,72,63,11,0.039426523,0.241935483,0.172744721,0.298102981,0.253358925,0.252,0.309149401,0.304,0.426103646,0.402,0.288808664,102.4728354,3.794260814,10.06914425,5.254280126,2.241527954,3.308603098,0.162962962,0.09620253,0.36202532,0.37488107,0.73976915,0.54840319,0.43654822,0.86950355,0.71428571,0.46428571,0.30867347,0.22704082,88.05765788,8.735347112,110.528,0.207253886,0.463730569,0.329015544,1.203990086
5760,Avisaíl García,MIA,98,380,80,63,9,0,8,31,35,4,0.044736842,0.286842105,0.092436975,0.297520661,0.224089635,0.23,0.258424747,0.281,0.31652661,0.366,0.265789473,61.30696548,-17.11852771,-5.244497478,3.28678796,-0.035582295,-0.975468944,0.155963302,0.064,0.448,0.40109141,0.80757098,0.58961229,0.36734694,0.81054688,0.64888337,0.356,0.392,0.252,88.66496818,2.770907002,116.797,0.18,0.556,0.264,1.165603089
22244,Jack Suwinski,PIT,106,372,66,36,11,0,19,45,38,4,0.110215053,0.306451612,0.208588957,0.242268041,0.202453987,0.204,0.311303269,0.307,0.411042944,0.393,0.298387096,97.49940796,-1.316409895,-0.098026276,3.052193975,-0.235642709,1.195160562,0.359649122,0.12206573,0.39906103,0.25099602,0.5970696,0.43129771,0.43386243,0.8404908,0.72713864,0.46948357,0.30985915,0.22065728,88.26130417,14.25796451,112.381,0.154929577,0.422535211,0.422535211,1.153693191
14691,Harold Castro,DET,120,443,114,84,21,2,7,37,47,0,0.038374717,0.178329571,0.109523809,0.31845238,0.271428571,0.275,0.29654053,0.316,0.38095238,0.423,0.3,93.21898054,-4.651418744,-12.12456465,2.242467192,-1.271034566,-0.290311114,0.215189873,0.06069364,0.33236994,0.38224852,0.69618696,0.53618818,0.6873065,0.89575972,0.8200225,0.36416185,0.31213873,0.32369942,87.01349274,11.39273631,107.316,0.257309941,0.444444444,0.298245614,1.150913041
14968,Victor Caratini,MIL,96,314,54,33,12,0,9,26,34,0,0.098726114,0.213375796,0.143382353,0.228426395,0.198529411,0.233,0.288772587,0.309,0.341911764,0.35,0.300319488,84.32163319,-7.791820158,10.95577765,0.915883452,-2.072072949,1.46637812,0.462686567,0.06280193,0.43478261,0.24212272,0.59253499,0.42295345,0.61643836,0.88713911,0.81214421,0.36714976,0.35748792,0.27536232,89.43054081,6.574243046,112.799,0.184466019,0.504854368,0.310679611,1.149687834
14894,Tony Kemp,OAK,147,558,117,84,24,2,7,61,46,11,0.080645161,0.123655913,0.09859155,0.259433962,0.235412474,0.219,0.287487861,0.267,0.334004024,0.291,0.307414104,89.59057392,-3.678882562,-0.478820801,5.116708354,2.857362513,1.416452253,0.652173913,0.01605505,0.14908257,0.28923077,0.66044776,0.48363459,0.75177305,0.93785311,0.88484848,0.42889908,0.34633028,0.22477064,84.36325301,15.02790851,103.231,0.202409638,0.409638554,0.387951807,1.147777202
16252,Trea Turner,LAD,160,708,194,130,39,4,21,101,100,27,0.063559322,0.185028248,0.168711656,0.341897233,0.297546012,0.276,0.349618402,0.335,0.466257668,0.432,0.342776203,128.0095266,29.61016418,6.760659158,6.388403327,6.570009433,6.37611391,0.34351145,0.07561437,0.41398866,0.32484076,0.71461362,0.51213235,0.52069717,0.8608137,0.74874372,0.45351044,0.32827324,0.21821632,88.92110717,10.2028032,112.477,0.214421252,0.428842504,0.356736242,1.140578602
19612,Bo Bichette,TOR,159,697,189,121,43,1,24,91,93,13,0.058823529,0.222381635,0.179447853,0.347368421,0.2898773,0.278,0.347486029,0.334,0.469325153,0.444,0.332855093,129.3417285,22.97360482,0.95813036,3.773023509,-0.040061681,4.827329749,0.264516129,0.09619238,0.50300601,0.34311328,0.76447876,0.55947661,0.6128266,0.87373737,0.79588944,0.29258517,0.36873747,0.33867735,91.86459388,8.533244639,112.397,0.204408817,0.486973947,0.308617234,1.115019169
17023,Magneuris Sierra,LAA,45,96,15,11,1,3,0,7,5,6,0.041666666,0.260416666,0.076923077,0.227272727,0.164835164,0.197,0.195187723,0.212,0.241758241,0.234,0.2,18.72129589,-7.661318436,1.0091522,8.607529539,1.119102709,-0.379658254,0.16,0,0.1641791,0.37579618,0.64550265,0.52312139,0.57627119,0.8442623,0.75690608,0.43283582,0.31343284,0.25373134,82.17823093,7.153929112,107.651,0.20338983,0.508474576,0.288135593,1.104665953
26197,Andrew Vaughn,CHW,134,555,138,92,28,1,17,60,76,0,0.055855855,0.172972972,0.158823529,0.300995024,0.270588235,0.255,0.326655808,0.319,0.429411764,0.415,0.32072072,112.7880722,4.400085016,-26.75949383,1.78594924,-3.586578844,-0.504622967,0.322916666,0.07875895,0.48448687,0.32903865,0.60223048,0.47002398,0.64156627,0.89197531,0.80714286,0.35322196,0.37231504,0.27446301,90.75902609,7.458743197,112.073,0.181384248,0.477326968,0.341288782,1.076315249
15653,Dominic Smith,NYM,58,152,26,15,10,1,0,11,17,0,0.078947368,0.243421052,0.089552239,0.262626262,0.19402985,0.219,0.254076653,0.293,0.283582089,0.36,0.276315789,64.50683873,-5.626136012,-1.850149989,2.577067665,0.641945511,-0.235955892,0.324324324,0.07070707,0.46464646,0.2543554,0.65172414,0.45407279,0.50684932,0.86243386,0.76335878,0.34343434,0.44444444,0.21212121,89.5834517,10.92168635,107.154,0.161616161,0.474747474,0.363636363,1.046211115
20454,Jazz Chisholm Jr.,MIA,60,241,54,26,10,4,14,39,45,12,0.087136929,0.273858921,0.281690141,0.294117647,0.253521126,0.242,0.365135564,0.345,0.535211267,0.473,0.325,134.2730779,12.97849537,2.790029347,7.917024717,3.381914758,2.526134423,0.318181818,0.16556291,0.45695364,0.28510638,0.64583333,0.46736842,0.55970149,0.77096774,0.70720721,0.5,0.31333333,0.18666667,90.23101642,15.06098732,109.627,0.217687074,0.374149659,0.408163265,1.040381347
8709,Elvis Andrus,- - -,149,577,133,84,32,0,17,66,58,18,0.067590987,0.159445407,0.155140187,0.272300469,0.24859813,0.245,0.309976446,0.293,0.403738317,0.36,0.303292894,103.9925853,6.686101492,7.729387164,4.495728531,4.093729257,3.429664713,0.423913043,0.04514673,0.34537246,0.29055912,0.6089578,0.45470693,0.65299685,0.87411598,0.80566406,0.40632054,0.35440181,0.23927765,87.92924503,11.94525105,109.915,0.173120728,0.464692482,0.362186788,1.033095296
5343,Brandon Crawford,SFG,118,458,94,68,15,2,9,50,52,1,0.085152838,0.213973799,0.113022113,0.279605263,0.23095823,0.217,0.288859756,0.287,0.343980343,0.339,0.307860262,86.73458483,-7.299571827,10.94676113,3.169935008,-0.240742348,2.037246497,0.397959183,0.06709265,0.34504792,0.26877934,0.73732719,0.50523256,0.45414847,0.7890625,0.70080552,0.38019169,0.38019169,0.23961661,88.07039467,12.28267704,108.991,0.176848874,0.466237942,0.356913183,1.022839722
18363,Victor Robles,WSN,132,407,82,64,10,2,6,42,33,15,0.041769041,0.255528255,0.087431694,0.292307692,0.224043715,0.203,0.260117358,0.244,0.311475409,0.28,0.272727272,65.46828217,-14.06176623,4.222345829,6.110644118,2.267210064,0.436988536,0.163461538,0.03249097,0.23826715,0.31184408,0.71256684,0.52367491,0.49519231,0.83114447,0.73684211,0.42960289,0.31046931,0.2599278,84.56715745,15.81606228,109.704,0.207317073,0.402439024,0.390243902,1.018130585
19470,Tommy Edman,STL,153,630,153,105,31,4,13,95,57,32,0.073015873,0.176190476,0.135181976,0.308370044,0.265164644,0.258,0.317635249,0.308,0.40034662,0.38,0.324324324,105.9082943,11.47879982,17.71852684,7.249759256,7.154169035,5.341185334,0.414414414,0.06196581,0.37606838,0.31517857,0.60761589,0.4669244,0.6203966,0.90190736,0.81048758,0.38461538,0.38034188,0.23504274,88.64586427,8.694747925,112.818,0.195698924,0.494623655,0.309677419,1.017367367
12160,Ben Gamel,PIT,115,423,86,55,20,2,9,42,46,5,0.113475177,0.231678486,0.137466308,0.290566037,0.231805929,0.244,0.307683822,0.316,0.369272237,0.372,0.323877068,95.02452281,-2.418352815,-11.4956193,4.140298599,0.026887078,0.066967735,0.489795918,0.0620438,0.37226277,0.23247664,0.62427071,0.42848803,0.48241206,0.88785047,0.77792916,0.39781022,0.36861314,0.23357664,88.84126487,11.3177758,109.178,0.218518518,0.433333333,0.348148148,1.003100356
5254,Robbie Grossman,- - -,129,477,86,59,19,1,7,40,45,6,0.117400419,0.270440251,0.102189781,0.283154121,0.209245742,0.205,0.283252724,0.281,0.311435523,0.305,0.310272536,82.35983961,-9.545870638,-5.770720497,3.435424407,-0.027058918,0.021550707,0.434108527,0.03496503,0.3006993,0.21384298,0.60288066,0.40876289,0.5410628,0.85836177,0.77553594,0.48951049,0.31118881,0.1993007,86.69506922,21.08430133,105.826,0.242105263,0.312280701,0.445614035,0.994142186
5235,Justin Turner,LAD,128,532,130,81,36,0,13,61,81,3,0.093984962,0.167293233,0.160256411,0.312834224,0.277777777,0.267,0.342769937,0.339,0.438034188,0.427,0.34962406,123.3267221,10.26548939,-6.731637478,2.78573092,-4.152732801,2.292635918,0.561797752,0.08010336,0.40568475,0.27042802,0.67741935,0.48227612,0.6942446,0.86111111,0.81624758,0.35917313,0.34883721,0.29198966,89.45096948,18.41770563,108.86,0.245478036,0.320413436,0.434108527,0.975415728
13602,Patrick Wisdom,CHC,134,534,97,44,28,0,25,67,66,8,0.099250936,0.342696629,0.219616205,0.273764258,0.206823027,0.188,0.316367346,0.295,0.426439232,0.38,0.298311444,106.1256204,4.218543834,-10.99993171,3.657659892,0.41807035,1.216797294,0.289617486,0.14186851,0.46020761,0.25439408,0.70008873,0.48188406,0.36363636,0.76806084,0.66353383,0.51211073,0.29411765,0.19377163,90.71533376,20.97635373,112.636,0.170731707,0.341463414,0.487804878,0.974313496
25976,Riley Greene,DET,93,418,95,68,18,4,5,46,42,1,0.086124401,0.287081339,0.109042553,0.354330708,0.252659574,0.246,0.302701511,0.316,0.361702127,0.388,0.320574162,97.56850373,-1.880503083,-1.801622272,4.191817673,-0.736789624,1.001476827,0.3,0.09266409,0.45173745,0.28359909,0.63126492,0.45337995,0.57831325,0.87523629,0.78020566,0.34749035,0.37451737,0.27799228,89.48803806,2.756228414,112.148,0.2007722,0.559845559,0.239382239,0.96749376
15986,Willy Adames,MIL,139,617,134,72,31,0,31,83,98,8,0.079416531,0.26904376,0.220248668,0.278378378,0.238010657,0.238,0.324719096,0.323,0.458259325,0.451,0.298217179,108.9009317,7.526223574,13.54631329,3.635592691,1.145543079,4.441155701,0.295180722,0.12967581,0.43391521,0.28883495,0.70325203,0.49553933,0.52380952,0.82774566,0.73895254,0.40399002,0.34663342,0.24937656,88.93695449,18.93716393,110.591,0.199501246,0.341645885,0.458852867,0.963978401
24400,Terrin Vavra,BAL,40,103,23,19,2,1,1,14,12,0,0.116504854,0.184466019,0.078651685,0.309859154,0.258426966,0.268,0.303440669,0.321,0.337078651,0.357,0.339805825,99.51514414,-1.640009885,-1.113195654,4.156153383,-1.583812356,0.052963909,0.631578947,0.01388889,0.23611111,0.26,0.75409836,0.49608355,0.59615385,0.86231884,0.78947368,0.30555556,0.38888889,0.30555556,87.50155684,10.68924967,104.53,0.285714285,0.4,0.314285714,0.95015613
15082,Adam Engel,CHW,119,260,55,39,13,1,2,32,17,12,0.042307692,0.292307692,0.085714286,0.317365269,0.224489795,0.219,0.256305084,0.246,0.310204081,0.287,0.269230769,63.12193792,-9.783950656,0.316307187,6.818862992,1.005734751,-0.130664985,0.144736842,0.01775148,0.32544379,0.28628231,0.65714286,0.46928499,0.40972222,0.80745342,0.68454936,0.41420118,0.31360947,0.27218935,87.9397806,15.02694611,111.202,0.214285714,0.392857142,0.392857142,0.912112431
22799,Geraldo Perdomo,ARI,148,500,84,67,10,2,5,58,40,9,0.1,0.206,0.067285383,0.243076923,0.194895591,0.213,0.252937959,0.269,0.262180974,0.282,0.284836065,58.54851703,-21.83421108,7.098737359,5.453749863,2.245786709,0.258838548,0.485436893,0.02046784,0.24853801,0.20631579,0.5679568,0.40126152,0.66326531,0.8748019,0.82466747,0.40935673,0.35087719,0.23976608,84.95168193,12.14201676,104.723,0.214511041,0.466876971,0.318611987,0.900274975
18030,Harrison Bader,- - -,86,313,73,55,10,3,5,38,30,17,0.047923322,0.198083067,0.106164383,0.299559471,0.25,0.23,0.286270301,0.267,0.356164383,0.317,0.293929712,84.32134558,-0.957402893,4.203422517,7.443619191,4.647880395,1.457111661,0.241935483,0.03448276,0.26293103,0.34865293,0.61690647,0.47430497,0.62272727,0.90087464,0.79218472,0.39655172,0.41810345,0.18534483,83.36628776,16.66695023,109.568,0.163793103,0.400862068,0.435344827,0.895741368
13611,Mookie Betts,LAD,142,639,154,76,40,3,35,117,82,12,0.086071987,0.162754303,0.263986014,0.272311212,0.269230769,0.254,0.37339348,0.344,0.533216783,0.465,0.339593114,144.2663133,34.94401115,1.33486414,6.029071053,2.079999348,6.117230361,0.528846153,0.09745763,0.4470339,0.21271186,0.65785256,0.44151565,0.58167331,0.93057247,0.8488806,0.45338983,0.33686441,0.20974576,90.51895656,18.59156158,109.01,0.186440677,0.336864406,0.476694915,0.890203805
26294,Bryson Stott,PHI,127,466,100,69,19,2,10,58,49,12,0.077253218,0.190987124,0.12412178,0.273556231,0.234192037,0.237,0.289013892,0.284,0.358313817,0.34,0.294623655,84.26787985,-5.80967898,2.20562923,5.492499316,2.707966049,1.304788922,0.404494382,0.04411765,0.36176471,0.28506271,0.58882236,0.4470463,0.752,0.88983051,0.84880952,0.35882353,0.32352941,0.31764706,88.07532066,13.07901728,108.385,0.175595238,0.464285714,0.360119047,0.884608846
12180,Jorge Alfaro,SDP,82,274,63,42,14,0,7,25,40,1,0.040145985,0.357664233,0.13671875,0.363636363,0.24609375,0.238,0.291034514,0.295,0.3828125,0.397,0.284671532,89.94182712,-3.89918466,-1.874207616,2.368347491,-0.697223756,0.383508122,0.112244897,0.11180124,0.38509317,0.47388781,0.78615071,0.62599206,0.46938776,0.7642487,0.64976228,0.35403727,0.37267081,0.27329193,89.41849695,7.99002555,115.202,0.242236024,0.465838509,0.291925465,0.872798868
10472,Enrique Hernández,BOS,93,402,80,50,24,0,6,48,45,0,0.084577114,0.176616915,0.11634349,0.256944444,0.221606648,0.238,0.279795845,0.297,0.337950138,0.357,0.291044776,74.45365843,-10.44142962,1.75169459,2.356638933,1.114958282,0.422563521,0.478873239,0.05782313,0.35034014,0.26302083,0.70221607,0.47583893,0.5,0.86982249,0.76445698,0.46258503,0.32312925,0.21428571,87.77287756,17.11062153,112.307,0.180272108,0.394557823,0.425170068,0.824504046
